acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.05,0.019336508050328282,0.39801496055961233,899.2565129723292,15,0,0,285,43799.0,16543.0,8813613.0836418,22143924.11594224,0.37770268727596523,9801.0,1.687888990919294,4.468829711253954,12910,2122,10788,2,28500.0,-inf,0.0,d_round,4,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_4,dataset/v_nets/300-[6-10]-random-500-0.03-cpu_[30-80]-bw_[60-150]-seed_4,Luisas-MacBook-Air.local-20251201T224842-7203,20251201T224842,94.65738296508789
