v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,solving_time,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,32.0,14823,1148,13675,0.0,0.0,0,379.4581106632087,32.0,7,12,False,"{5: 26, 2: 27, 6: 24, 0: 25}","{(2, 5): [(27, 23), (23, 26)], (6, 2): [(24, 22), (22, 20), (20, 23), (23, 27)], (6, 5): [(24, 22), (22, 20), (20, 23), (23, 26)], (0, 5): [(25, 22), (22, 20), (20, 23), (23, 26)], (0, 6): [(25, 22), (22, 24)]}","{(5, 26): {'cpu': 9}, (2, 27): {'cpu': 20}, (6, 24): {'cpu': 14}, (0, 25): {'cpu': 14}}","{((2, 5), (27, 23)): {'bw': 34}, ((2, 5), (23, 26)): {'bw': 34}, ((6, 2), (24, 22)): {'bw': 13}, ((6, 2), (22, 20)): {'bw': 13}, ((6, 2), (20, 23)): {'bw': 13}, ((6, 2), (23, 27)): {'bw': 13}, ((6, 5), (24, 22)): {'bw': 24}, ((6, 5), (22, 20)): {'bw': 24}, ((6, 5), (20, 23)): {'bw': 24}, ((6, 5), (23, 26)): {'bw': 24}, ((0, 5), (25, 22)): {'bw': 30}, ((0, 5), (22, 20)): {'bw': 30}, ((0, 5), (20, 23)): {'bw': 30}, ((0, 5), (23, 26)): {'bw': 30}, ((0, 6), (25, 22)): {'bw': 12}, ((0, 6), (22, 24)): {'bw': 12}}",0.0,0.0,184.0,92.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,307.0,"{'node_level': {'cpu': 15}, 'link_level': {}, 'path_level': {}}","{'node_level': {5: {'cpu': -91}, 2: {'cpu': -34}, 6: {'cpu': -65}, 0: {'cpu': -50}, 3: {'cpu': 15}}, 'link_level': {(2, 5): {'bw': -192}, (6, 2): {'bw': -179}, (6, 5): {'bw': -178}, (0, 5): {'bw': -148}, (0, 6): {'bw': -176}}, 'path_level': {(2, 5): {}, (6, 2): {}, (6, 5): {}, (0, 5): {}, (0, 6): {}}}","{'node_level': {5: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 15}}, 'link_level': {(2, 5): {'bw': 0}, (6, 2): {'bw': 0}, (6, 5): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}}, 'path_level': {(2, 5): {}, (6, 2): {}, (6, 5): {}, (0, 5): {}, (0, 6): {}}}",[],-50.0,0.0,False,True,False,0,[],0,0.0,20.0,0.00374603271484375,4.0,5.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,58.0,14823,1148,13675,0.0,0.0,1,57.894051446014565,58.0,10,24,False,"{0: 26, 7: 27, 9: 24, 3: 25}","{(7, 0): [(27, 23), (23, 26)], (9, 0): [(24, 22), (22, 20), (20, 23), (23, 26)], (9, 7): [(24, 22), (22, 20), (20, 23), (23, 27)], (3, 0): [(25, 22), (22, 20), (20, 23), (23, 26)], (3, 9): [(25, 22), (22, 24)]}","{(0, 26): {'cpu': 19}, (7, 27): {'cpu': 15}, (9, 24): {'cpu': 14}, (3, 25): {'cpu': 15}}","{((7, 0), (27, 23)): {'bw': 43}, ((7, 0), (23, 26)): {'bw': 43}, ((9, 0), (24, 22)): {'bw': 14}, ((9, 0), (22, 20)): {'bw': 14}, ((9, 0), (20, 23)): {'bw': 14}, ((9, 0), (23, 26)): {'bw': 14}, ((9, 7), (24, 22)): {'bw': 36}, ((9, 7), (22, 20)): {'bw': 36}, ((9, 7), (20, 23)): {'bw': 36}, ((9, 7), (23, 27)): {'bw': 36}, ((3, 0), (25, 22)): {'bw': 50}, ((3, 0), (22, 20)): {'bw': 50}, ((3, 0), (20, 23)): {'bw': 50}, ((3, 0), (23, 26)): {'bw': 50}, ((3, 9), (25, 22)): {'bw': 20}, ((3, 9), (22, 24)): {'bw': 20}}",0.0,0.0,238.0,119.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,229.0,"{'node_level': {'cpu': 8}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -81}, 7: {'cpu': -39}, 9: {'cpu': -65}, 3: {'cpu': -49}, 5: {'cpu': 8}}, 'link_level': {(7, 0): {'bw': -183}, (9, 0): {'bw': -201}, (9, 7): {'bw': -147}, (3, 0): {'bw': -115}, (3, 9): {'bw': -155}}, 'path_level': {(7, 0): {}, (9, 0): {}, (9, 7): {}, (3, 0): {}, (3, 9): {}}}","{'node_level': {0: {'cpu': 0}, 7: {'cpu': 0}, 9: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 8}}, 'link_level': {(7, 0): {'bw': 0}, (9, 0): {'bw': 0}, (9, 7): {'bw': 0}, (3, 0): {'bw': 0}, (3, 9): {'bw': 0}}, 'path_level': {(7, 0): {}, (9, 0): {}, (9, 7): {}, (3, 0): {}, (3, 9): {}}}",[],-49.0,0.0,False,True,False,0,[],0,0.0,20.0,0.0011332035064697266,4.0,5.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,80.0,14823,1148,13675,0.0,0.0,2,78.93121508861901,80.0,7,7,False,"{3: 26, 2: 27, 6: 24, 0: 25}","{(2, 3): [(27, 23), (23, 26)], (6, 3): [(24, 22), (22, 20), (20, 23), (23, 26)], (0, 6): [(25, 22), (22, 24)]}","{(3, 26): {'cpu': 18}, (2, 27): {'cpu': 19}, (6, 24): {'cpu': 6}, (0, 25): {'cpu': 19}}","{((2, 3), (27, 23)): {'bw': 46}, ((2, 3), (23, 26)): {'bw': 46}, ((6, 3), (24, 22)): {'bw': 39}, ((6, 3), (22, 20)): {'bw': 39}, ((6, 3), (20, 23)): {'bw': 39}, ((6, 3), (23, 26)): {'bw': 39}, ((0, 6), (25, 22)): {'bw': 5}, ((0, 6), (22, 24)): {'bw': 5}}",0.0,0.0,210.0,105.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,186.0,"{'node_level': {'cpu': 9}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -82}, 2: {'cpu': -35}, 6: {'cpu': -73}, 0: {'cpu': -45}, 1: {'cpu': 9}}, 'link_level': {(2, 3): {'bw': -180}, (6, 3): {'bw': -176}, (0, 6): {'bw': -181}}, 'path_level': {(2, 3): {}, (6, 3): {}, (0, 6): {}}}","{'node_level': {3: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 9}}, 'link_level': {(2, 3): {'bw': 0}, (6, 3): {'bw': 0}, (0, 6): {'bw': 0}}, 'path_level': {(2, 3): {}, (6, 3): {}, (0, 6): {}}}",[],-45.0,0.0,False,True,False,0,[],0,0.0,20.0,0.0009958744049072266,4.0,3.0
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,110.0,14823,1148,13675,0.0,0.0,3,355.44048823708476,110.0,2,1,False,"{1: 26, 0: 27}","{(0, 1): [(27, 23), (23, 26)]}","{(1, 26): {'cpu': 13}, (0, 27): {'cpu': 2}}","{((0, 1), (27, 23)): {'bw': 42}, ((0, 1), (23, 26)): {'bw': 42}}",0.0,0.0,30.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,6.0,"{'node_level': {'cpu': -52}, 'link_level': {'bw': -184}, 'path_level': {}}","{'node_level': {1: {'cpu': -87}, 0: {'cpu': -52}}, 'link_level': {(0, 1): {'bw': -184}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-52.0,0.0,False,True,False,0,[],0,0.0,3.0,0.0007910728454589844,2.0,1.0
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,115.89405144601457,14823,1148,13675,0.0,0.0,1,57.894051446014565,58.0,10,24,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1,135.0,14823,1148,13675,0.0,0.0,4,121.45014390722343,135.0,2,1,False,"{0: 26, 1: 27}","{(1, 0): [(27, 23), (23, 26)]}","{(0, 26): {'cpu': 17}, (1, 27): {'cpu': 1}}","{((1, 0), (27, 23)): {'bw': 45}, ((1, 0), (23, 26)): {'bw': 45}}",0.0,0.0,36.0,18.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,3.0,"{'node_level': {'cpu': -53}, 'link_level': {'bw': -181}, 'path_level': {}}","{'node_level': {0: {'cpu': -83}, 1: {'cpu': -53}}, 'link_level': {(1, 0): {'bw': -181}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-53.0,0.0,False,True,False,0,[],0,0.0,3.0,0.0007169246673583984,2.0,1.0
5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,158.931215088619,14823,1148,13675,0.0,0.0,2,78.93121508861901,80.0,7,7,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,161.0,14823,1148,13675,0.0,0.0,5,1241.1173299335453,161.0,3,2,False,"{2: 26, 0: 27, 1: 24}","{(0, 2): [(27, 23), (23, 26)], (1, 2): [(24, 22), (22, 20), (20, 23), (23, 26)]}","{(2, 26): {'cpu': 1}, (0, 27): {'cpu': 15}, (1, 24): {'cpu': 17}}","{((0, 2), (27, 23)): {'bw': 43}, ((0, 2), (23, 26)): {'bw': 43}, ((1, 2), (24, 22)): {'bw': 11}, ((1, 2), (22, 20)): {'bw': 11}, ((1, 2), (20, 23)): {'bw': 11}, ((1, 2), (23, 26)): {'bw': 11}}",0.0,0.0,66.0,33.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,181.0,"{'node_level': {'cpu': -62}, 'link_level': {'bw': -204}, 'path_level': {}}","{'node_level': {2: {'cpu': -99}, 0: {'cpu': -39}, 1: {'cpu': -62}}, 'link_level': {(0, 2): {'bw': -183}, (1, 2): {'bw': -204}}, 'path_level': {(0, 2): {}, (1, 2): {}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 2): {}}}",[],-62.0,0.0,False,True,False,0,[],0,0.0,11.0,0.0008559226989746094,3.0,2.0
7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,186.0,14823,1148,13675,0.0,0.0,6,310.0901200761372,186.0,9,19,False,"{5: 26, 6: 27, 3: 24, 4: 25}","{(6, 5): [(27, 23), (23, 26)], (3, 5): [(24, 22), (22, 20), (20, 23), (23, 26)], (3, 6): [(24, 22), (22, 20), (20, 23), (23, 27)], (4, 5): [(25, 22), (22, 20), (20, 23), (23, 26)], (4, 6): [(25, 22), (22, 20), (20, 23), (23, 27)]}","{(5, 26): {'cpu': 20}, (6, 27): {'cpu': 7}, (3, 24): {'cpu': 19}, (4, 25): {'cpu': 19}}","{((6, 5), (27, 23)): {'bw': 20}, ((6, 5), (23, 26)): {'bw': 20}, ((3, 5), (24, 22)): {'bw': 21}, ((3, 5), (22, 20)): {'bw': 21}, ((3, 5), (20, 23)): {'bw': 21}, ((3, 5), (23, 26)): {'bw': 21}, ((3, 6), (24, 22)): {'bw': 10}, ((3, 6), (22, 20)): {'bw': 10}, ((3, 6), (20, 23)): {'bw': 10}, ((3, 6), (23, 27)): {'bw': 10}, ((4, 5), (25, 22)): {'bw': 14}, ((4, 5), (22, 20)): {'bw': 14}, ((4, 5), (20, 23)): {'bw': 14}, ((4, 5), (23, 26)): {'bw': 14}, ((4, 6), (25, 22)): {'bw': 23}, ((4, 6), (22, 20)): {'bw': 23}, ((4, 6), (20, 23)): {'bw': 23}, ((4, 6), (23, 27)): {'bw': 23}}",0.0,0.0,174.0,87.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,200.0,"{'node_level': {'cpu': 3}, 'link_level': {}, 'path_level': {}}","{'node_level': {5: {'cpu': -80}, 6: {'cpu': -47}, 3: {'cpu': -60}, 4: {'cpu': -45}, 7: {'cpu': 3}}, 'link_level': {(6, 5): {'bw': -206}, (3, 5): {'bw': -194}, (3, 6): {'bw': -184}, (4, 5): {'bw': -170}, (4, 6): {'bw': -147}}, 'path_level': {(6, 5): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}, (4, 6): {}}}","{'node_level': {5: {'cpu': 0}, 6: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 7: {'cpu': 3}}, 'link_level': {(6, 5): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (4, 5): {'bw': 0}, (4, 6): {'bw': 0}}, 'path_level': {(6, 5): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}, (4, 6): {}}}",[],-45.0,0.0,False,True,False,0,[],0,0.0,20.0,0.0011420249938964844,4.0,5.0
8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,207.0,14823,1148,13675,0.0,0.0,7,70.93576580993681,207.0,8,16,False,"{0: 26, 5: 27, 7: 24, 1: 25}","{(5, 0): [(27, 23), (23, 26)], (7, 0): [(24, 22), (22, 20), (20, 23), (23, 26)], (1, 0): [(25, 22), (22, 20), (20, 23), (23, 26)], (1, 5): [(25, 22), (22, 20), (20, 23), (23, 27)]}","{(0, 26): {'cpu': 18}, (5, 27): {'cpu': 20}, (7, 24): {'cpu': 19}, (1, 25): {'cpu': 13}}","{((5, 0), (27, 23)): {'bw': 33}, ((5, 0), (23, 26)): {'bw': 33}, ((7, 0), (24, 22)): {'bw': 16}, ((7, 0), (22, 20)): {'bw': 16}, ((7, 0), (20, 23)): {'bw': 16}, ((7, 0), (23, 26)): {'bw': 16}, ((1, 0), (25, 22)): {'bw': 46}, ((1, 0), (22, 20)): {'bw': 46}, ((1, 0), (20, 23)): {'bw': 46}, ((1, 0), (23, 26)): {'bw': 46}, ((1, 5), (25, 22)): {'bw': 45}, ((1, 5), (22, 20)): {'bw': 45}, ((1, 5), (20, 23)): {'bw': 45}, ((1, 5), (23, 27)): {'bw': 45}}",0.0,0.0,196.0,98.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,392.0,"{'node_level': {'cpu': 20}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -82}, 5: {'cpu': -34}, 7: {'cpu': -60}, 1: {'cpu': -51}, 3: {'cpu': 20}}, 'link_level': {(5, 0): {'bw': -193}, (7, 0): {'bw': -199}, (1, 0): {'bw': -153}, (1, 5): {'bw': -108}}, 'path_level': {(5, 0): {}, (7, 0): {}, (1, 0): {}, (1, 5): {}}}","{'node_level': {0: {'cpu': 0}, 5: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 20}}, 'link_level': {(5, 0): {'bw': 0}, (7, 0): {'bw': 0}, (1, 0): {'bw': 0}, (1, 5): {'bw': 0}}, 'path_level': {(5, 0): {}, (7, 0): {}, (1, 0): {}, (1, 5): {}}}",[],-51.0,0.0,False,True,False,0,[],0,0.0,20.0,0.0010709762573242188,4.0,4.0
