acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.325,0.28385567597530825,0.8026196316403708,521.2113089072059,65,0,0,135,7240.0,5811.0,2533086.9612890207,3156024.1756259697,0.8026243093922651,4860.0,1.195679012345679,1.4897119341563787,17277,8747,8530,10,2934.0,-inf,0.0,pl_rank,1,dataset/p_net/64-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_1,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_1,Luisas-MacBook-Air.local-20251221T150719-5905,20251221T150719,11.68329381942749
