vnr_uid,best_algorithm,v_net_id,seed,result,v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,event_time,v_net_arrival_time,inservice_count,num_algorithms_tested,algorithms_tested
0_0_22.0,ga_meta,0,0,False,7,8,27.93502765653346,108.0,54.0,249.0,5065.0,718,4347.0,0.0,0.0,22.0,22.0,0,42,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_0_23.0,mip,0,0,False,27,210,906.1073073502364,2266.0,1133.0,19829.0,10495.0,1133,9362.0,0.0,0.0,23.0,23.0,0,2,mip
0_0_9.0,mip,0,0,False,10,19,229.08644071126173,364.0,182.0,732.0,10495.0,1133,9362.0,0.0,0.0,9.0,9.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_1_20.0,mcts,0,1,False,10,28,73.35476529032954,426.0,213.0,1059.0,9881.0,1235,8646.0,0.0,0.0,20.0,20.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_1_28.0,mcts,0,1,False,13,42,731.6008897329142,584.0,292.0,2296.0,9881.0,1235,8646.0,0.0,0.0,28.0,28.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_1_32.0,rw_rank_bfs,0,1,False,7,12,379.4581106632087,184.0,92.0,230.0,5188.0,764,4424.0,0.0,0.0,32.0,32.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_2_12.0,mip,0,2,False,13,32,488.1163639801385,410.0,205.0,1396.0,10585.0,1285,9300.0,0.0,0.0,12.0,12.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_2_15.0,mip,0,2,False,10,19,751.6116744769311,140.0,70.0,607.0,15666.0,1286,14380.0,0.0,0.0,15.0,15.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_2_23.0,mcts,0,2,False,16,55,117.18925325073484,794.0,397.0,3169.0,10585.0,1285,9300.0,0.0,0.0,23.0,23.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_3_11.0,mcts,0,3,False,15,43,49.84461327844696,528.0,264.0,1688.0,10503.0,1172,9331.0,0.0,0.0,11.0,11.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_3_20.0,mcts,0,3,False,18,70,1022.141970414148,884.0,442.0,4551.0,10503.0,1172,9331.0,0.0,0.0,20.0,20.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_3_22.0,mip,0,3,False,10,20,906.733098550513,196.0,98.0,518.0,15828.0,1173,14655.0,0.0,0.0,22.0,22.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_4_13.0,mcts,0,4,False,15,58,346.5350454987206,516.0,258.0,2114.0,10885.0,1170,9715.0,0.0,0.0,13.0,13.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_4_19.0,mcts,0,4,False,18,86,824.323554933573,912.0,456.0,5011.0,10885.0,1170,9715.0,0.0,0.0,19.0,19.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
0_4_25.0,rw_rank_bfs,0,4,False,9,18,331.2160171223706,170.0,85.0,350.0,15934.0,1266,14668.0,0.0,0.0,25.0,25.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_0_1259.0,mcts,100,0,False,10,21,62.51629411680762,388.0,194.0,839.0,10495.0,1133,9362.0,0.0,0.0,1259.0,1259.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_0_1670.0,mip,100,0,False,24,159,298.93584152194325,1926.0,963.0,15377.0,10495.0,1133,9362.0,0.0,0.0,1670.0,1670.0,0,2,mip
100_0_2478.0,mip,100,0,False,4,4,1045.7782980075951,82.0,41.0,144.0,5065.0,718,4347.0,0.0,0.0,2478.0,2478.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_0_2492.0,mcts,100,0,False,18,87,1599.719459514838,902.0,451.0,5075.0,10495.0,1133,9362.0,0.0,0.0,2492.0,2492.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_1_1242.0,mcts,100,1,False,13,36,1116.9434389077066,442.0,221.0,1435.0,9881.0,1235,8646.0,0.0,0.0,1242.0,1242.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_1_2520.0,mip,100,1,False,4,3,379.2890302347226,30.0,15.0,72.0,5134.0,754,4380.0,0.013089005235602,0.0099457504520795,2520.0,2520.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_1_2560.0,mcts,100,1,False,15,47,406.7437558494571,852.0,426.0,2970.0,9881.0,1235,8646.0,0.0,0.0,2560.0,2560.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_2_1254.0,mcts,100,2,False,10,24,526.4737787547996,378.0,189.0,1101.0,10585.0,1285,9300.0,0.0,0.0,1254.0,1254.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_2_2442.0,mcts,100,2,False,16,63,44.086730845173534,912.0,456.0,3940.0,10585.0,1285,9300.0,0.0,0.0,2442.0,2442.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_2_2456.0,ga_meta,100,2,False,2,1,195.59665491452856,68.0,34.0,4.0,15666.0,1286,14380.0,0.0,0.0,2456.0,2456.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_3_1261.0,mcts,100,3,False,9,16,36.48418159681306,378.0,189.0,634.0,10503.0,1172,9331.0,0.0,0.0,1261.0,1261.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_3_2582.0,ga_meta,100,3,False,8,8,278.36320124935276,348.0,174.0,529.0,10503.0,1172,9331.0,0.0,0.0,2582.0,2582.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_3_2590.0,mip,100,3,False,4,3,664.6247754682353,78.0,39.0,40.0,15828.0,1173,14655.0,0.0,0.0,2590.0,2590.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_4_1255.0,mcts,100,4,False,10,29,101.37642153119177,354.0,177.0,1215.0,10885.0,1170,9715.0,0.0,0.0,1255.0,1255.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_4_2513.0,mcts,100,4,False,13,30,2592.765170323584,656.0,328.0,1783.0,10885.0,1170,9715.0,0.0,0.0,2513.0,2513.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
100_4_2527.0,mip,100,4,False,4,3,1.9400780853765671,26.0,13.0,52.0,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,2527.0,2527.0,1,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_0_1265.0,ga_meta,101,0,False,5,5,364.2619172328909,192.0,96.0,217.0,10495.0,1133,9362.0,0.0,0.0,1265.0,1265.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_0_1688.0,mip,101,0,False,25,175,953.4864910484172,2024.0,1012.0,16029.0,10495.0,1133,9362.0,0.0,0.0,1688.0,1688.0,0,2,mip
101_0_2505.0,mcts,101,0,False,5,5,206.364930195333,88.0,44.0,201.0,5065.0,718,4347.0,0.0,0.0,2505.0,2505.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_0_2524.0,mcts,101,0,False,15,50,205.34777009549728,818.0,409.0,2918.0,10495.0,1133,9362.0,0.0,0.0,2524.0,2524.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_1_1254.0,mcts,101,1,False,9,21,431.20583488403906,298.0,149.0,845.0,9881.0,1235,8646.0,0.0,0.0,1254.0,1254.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_1_2542.0,rw_rank_bfs,101,1,False,9,18,69.74295469166917,206.0,103.0,457.0,5134.0,754,4380.0,0.013089005235602,0.0099457504520795,2542.0,2542.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_1_2590.0,mcts,101,1,False,9,17,638.8170018380854,466.0,233.0,1005.0,9881.0,1235,8646.0,0.0,0.0,2590.0,2590.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_2_1267.0,mip,101,2,False,6,8,512.3788133068981,230.0,115.0,291.0,10585.0,1285,9300.0,0.0,0.0,1267.0,1267.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_2_2461.0,mcts,101,2,False,18,81,113.3785792910568,998.0,499.0,4822.0,10585.0,1285,9300.0,0.0,0.0,2461.0,2461.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_2_2481.0,mcts,101,2,False,9,22,2248.700486173692,218.0,109.0,647.0,15666.0,1286,14380.0,0.0,0.0,2481.0,2481.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_3_1273.0,mcts,101,3,False,15,63,912.8755846244046,590.0,295.0,2558.0,10503.0,1172,9331.0,0.0,0.0,1273.0,1273.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_3_2607.0,mip,101,3,False,4,3,324.17451880825666,50.0,25.0,115.0,15828.0,1173,14655.0,0.0,0.0,2607.0,2607.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_3_2612.0,mcts,101,3,False,12,33,652.9794252677979,580.0,290.0,2138.0,10503.0,1172,9331.0,0.0,0.0,2612.0,2612.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_4_1271.0,mcts,101,4,False,11,19,1017.9072729582688,424.0,212.0,693.0,10885.0,1170,9715.0,0.0,0.0,1271.0,1271.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_4_2542.0,mcts,101,4,False,12,35,199.02860673043503,728.0,364.0,2385.0,10885.0,1170,9715.0,0.0,0.0,2542.0,2542.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
101_4_2554.0,mip,101,4,False,3,3,1355.5972642251866,84.0,42.0,103.0,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,2554.0,2554.0,1,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_0_1277.0,mcts,102,0,False,6,9,70.82101546574671,198.0,99.0,440.0,10495.0,1133,9362.0,0.0,0.0,1277.0,1277.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_0_1705.0,mip,102,0,False,19,109,379.5330348900948,1562.0,781.0,10791.0,10495.0,1133,9362.0,0.0,0.0,1705.0,1705.0,0,2,mip
102_0_2533.0,mip,102,0,False,5,5,1629.4604478949802,162.0,81.0,92.0,5065.0,718,4347.0,0.0,0.0,2533.0,2533.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_0_2556.0,mcts,102,0,False,13,46,3053.1846429416996,740.0,370.0,3152.0,10495.0,1133,9362.0,0.0,0.0,2556.0,2556.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_1_1279.0,mcts,102,1,False,9,19,101.67671304531154,312.0,156.0,811.0,9881.0,1235,8646.0,0.0,0.0,1279.0,1279.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_1_2555.0,mip,102,1,False,4,3,412.1509352397844,106.0,53.0,101.0,5134.0,754,4380.0,0.013089005235602,0.0099457504520795,2555.0,2555.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_1_2614.0,mcts,102,1,False,9,19,111.36880883904924,464.0,232.0,1142.0,9881.0,1235,8646.0,0.0,0.0,2614.0,2614.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_2_1280.0,mcts,102,2,False,15,51,126.22350481469276,540.0,270.0,2170.0,10585.0,1285,9300.0,0.0,0.0,1280.0,1280.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_2_2482.0,mcts,102,2,False,11,31,571.0776116440833,580.0,290.0,1548.0,10585.0,1285,9300.0,0.0,0.0,2482.0,2482.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_2_2495.0,ga_meta,102,2,False,2,1,2644.2092578954366,40.0,20.0,29.0,15666.0,1286,14380.0,0.0,0.0,2495.0,2495.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_3_1285.0,mip,102,3,False,5,4,586.0371216542109,190.0,95.0,92.0,10503.0,1172,9331.0,0.0,0.0,1285.0,1285.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_3_2630.0,mcts,102,3,False,19,80,0.7458000816538389,1008.0,504.0,4986.0,10503.0,1172,9331.0,0.0,0.0,2630.0,2630.0,0,31,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_4_1281.0,mcts,102,4,False,15,51,217.2471393966827,440.0,220.0,1964.0,10885.0,1170,9715.0,0.0,0.0,1281.0,1281.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_4_2553.0,mcts,102,4,False,10,28,1023.2105822283162,496.0,248.0,1622.0,10885.0,1170,9715.0,0.0,0.0,2553.0,2553.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
102_4_2575.0,mcts,102,4,False,10,24,122.8966491597611,164.0,82.0,624.0,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,2575.0,2575.0,1,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_0_1286.0,mcts,103,0,False,7,10,630.9063390227499,200.0,100.0,438.0,10495.0,1133,9362.0,0.0,0.0,1286.0,1286.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_0_1729.0,mip,103,0,False,26,200,158.3741883489014,1976.0,988.0,19630.0,10495.0,1133,9362.0,0.0,0.0,1729.0,1729.0,0,2,mip
103_0_2565.0,mip,103,0,False,4,4,131.78855704244657,64.0,32.0,131.0,5065.0,718,4347.0,0.0,0.0,2565.0,2565.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_0_2590.0,mcts,103,0,False,13,45,1163.1132949503808,626.0,313.0,2936.0,10495.0,1133,9362.0,0.0,0.0,2590.0,2590.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_1_1288.0,mcts,103,1,False,12,30,775.4176286499844,476.0,238.0,1223.0,9881.0,1235,8646.0,0.0,0.0,1288.0,1288.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_1_2577.0,ga_meta,103,1,False,8,13,91.85974811109456,148.0,74.0,311.0,5134.0,754,4380.0,0.013089005235602,0.0099457504520795,2577.0,2577.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_1_2640.0,mcts,103,1,False,11,34,699.3179931618173,474.0,237.0,2170.0,9881.0,1235,8646.0,0.0,0.0,2640.0,2640.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_2_1290.0,mcts,103,2,False,12,26,693.6539689386359,454.0,227.0,1063.0,10585.0,1285,9300.0,0.0,0.0,1290.0,1290.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_2_2504.0,mcts,103,2,False,19,81,249.5917695878725,1028.0,514.0,4960.0,10585.0,1285,9300.0,0.0,0.0,2504.0,2504.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_2_2519.0,pl_rank,103,2,False,7,15,874.7835670134227,118.0,59.0,416.0,15666.0,1286,14380.0,0.0,0.0,2519.0,2519.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_3_1295.0,ga_meta,103,3,False,5,5,66.28454580269562,194.0,97.0,195.0,10503.0,1172,9331.0,0.0,0.0,1295.0,1295.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_3_2647.0,mcts,103,3,False,9,17,30.78024924244618,452.0,226.0,968.0,10503.0,1172,9331.0,0.0,0.0,2647.0,2647.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_3_2648.0,mip,103,3,False,5,4,270.2661915770329,114.0,57.0,191.0,15828.0,1173,14655.0,0.0,0.0,2648.0,2648.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_4_1296.0,pl_rank,103,4,False,6,9,90.25865744017176,204.0,102.0,316.0,10885.0,1170,9715.0,0.0,0.0,1296.0,1296.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_4_2579.0,mcts,103,4,False,19,90,105.97207370436097,914.0,457.0,5321.0,10885.0,1170,9715.0,0.0,0.0,2579.0,2579.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
103_4_2602.0,mcts,103,4,False,10,21,153.8850625113591,170.0,85.0,461.0,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,2602.0,2602.0,1,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_0_1297.0,mcts,104,0,False,9,14,252.13996582016048,310.0,155.0,575.0,10495.0,1133,9362.0,0.0,0.0,1297.0,1297.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_0_1741.0,mip,104,0,False,19,98,19.99068233467688,1658.0,829.0,9724.0,10495.0,1133,9362.0,0.0,0.0,1741.0,1741.0,0,2,mip
104_0_2593.0,mip,104,0,False,5,4,1491.1003440590173,120.0,60.0,124.0,5065.0,718,4347.0,0.0,0.0,2593.0,2593.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_0_2613.0,mip,104,0,False,8,16,242.718492852546,380.0,190.0,1061.0,10495.0,1133,9362.0,0.0,0.0,2613.0,2613.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_1_1299.0,mcts,104,1,False,12,35,473.4151478979741,482.0,241.0,1246.0,9881.0,1235,8646.0,0.0,0.0,1299.0,1299.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_1_2606.0,mcts,104,1,True,2,1,273.29096492460206,30.0,15.0,1.0,5118.0,739,4379.0,0.0327225130890052,0.0101717902350814,2606.0,2606.0,2,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_1_2661.0,mcts,104,1,False,8,16,2168.840003918536,312.0,156.0,1007.0,9881.0,1235,8646.0,0.0,0.0,2661.0,2661.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_2_1302.0,mcts,104,2,False,9,16,302.6398625133341,332.0,166.0,601.0,10585.0,1285,9300.0,0.0,0.0,1302.0,1302.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_2_2528.0,mcts,104,2,False,8,14,2125.460903860673,382.0,191.0,838.0,10585.0,1285,9300.0,0.0,0.0,2528.0,2528.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_2_2546.0,mip,104,2,False,4,4,592.3344078953928,40.0,20.0,125.0,15666.0,1286,14380.0,0.0,0.0,2546.0,2546.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_3_1310.0,mcts,104,3,False,9,17,381.35039121682144,350.0,175.0,627.0,10503.0,1172,9331.0,0.0,0.0,1310.0,1310.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_3_2668.0,mcts,104,3,False,13,41,619.0572044855049,550.0,275.0,2571.0,10503.0,1172,9331.0,0.0,0.0,2668.0,2668.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_3_2672.0,ga_meta,104,3,False,6,7,171.58674721351258,132.0,66.0,203.0,15828.0,1173,14655.0,0.0,0.0,2672.0,2672.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_4_1311.0,mcts,104,4,False,6,9,171.83694928789174,254.0,127.0,389.0,10885.0,1170,9715.0,0.0,0.0,1311.0,1311.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_4_2607.0,mcts,104,4,False,11,27,573.0042821159549,606.0,303.0,1646.0,10885.0,1170,9715.0,0.0,0.0,2607.0,2607.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
104_4_2629.0,ga_meta,104,4,False,3,2,1066.0061165473107,98.0,49.0,65.0,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,2629.0,2629.0,1,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_0_1305.0,mcts,105,0,False,7,7,416.6891251163398,290.0,145.0,345.0,10495.0,1133,9362.0,0.0,0.0,1305.0,1305.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_0_1767.0,mip,105,0,False,21,128,55.694137418560366,1522.0,761.0,12548.0,10495.0,1133,9362.0,0.0,0.0,1767.0,1767.0,0,2,mip
105_0_2612.0,mip,105,0,False,6,6,1418.3200944992527,152.0,76.0,127.0,5065.0,718,4347.0,0.0,0.0,2612.0,2612.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_0_2635.0,mcts,105,0,False,9,23,2944.48019930554,458.0,229.0,1450.0,10495.0,1133,9362.0,0.0,0.0,2635.0,2635.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_1_1314.0,mcts,105,1,False,9,19,27.708403815125063,370.0,185.0,920.0,9881.0,1235,8646.0,0.0,0.0,1314.0,1314.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_1_2622.0,mip,105,1,False,4,3,577.0961788050674,58.0,29.0,94.0,5118.0,739,4379.0,0.0327225130890052,0.0101717902350814,2622.0,2622.0,2,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_1_2682.0,mcts,105,1,False,16,53,764.3797133681812,854.0,427.0,2814.0,9881.0,1235,8646.0,0.0,0.0,2682.0,2682.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_2_1312.0,mcts,105,2,False,8,14,96.57681852437676,304.0,152.0,539.0,10585.0,1285,9300.0,0.0,0.0,1312.0,1312.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_2_2550.0,mcts,105,2,False,8,15,1271.8503613088706,424.0,212.0,809.0,10585.0,1285,9300.0,0.0,0.0,2550.0,2550.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_2_2575.0,mip,105,2,False,7,8,661.509189756853,86.0,43.0,141.0,15666.0,1286,14380.0,0.0,0.0,2575.0,2575.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_3_1324.0,mcts,105,3,False,8,19,930.3843338494238,286.0,143.0,748.0,10503.0,1172,9331.0,0.0,0.0,1324.0,1324.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_3_2690.0,ga_meta,105,3,False,3,2,1154.8595769365904,92.0,46.0,30.0,15828.0,1173,14655.0,0.0,0.0,2690.0,2690.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_3_2696.0,mcts,105,3,False,9,18,177.3587139360075,432.0,216.0,1093.0,10503.0,1172,9331.0,0.0,0.0,2696.0,2696.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_4_1319.0,mcts,105,4,False,11,25,684.8711807425198,356.0,178.0,898.0,10885.0,1170,9715.0,0.0,0.0,1319.0,1319.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_4_2629.0,mcts,105,4,False,12,32,1336.0229293744096,644.0,322.0,1746.0,10885.0,1170,9715.0,0.0,0.0,2629.0,2629.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
105_4_2649.0,rw_rank_bfs,105,4,False,5,7,1582.1908836211958,94.0,47.0,192.0,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,2649.0,2649.0,1,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
106_0_1316.0,ga_meta,106,0,False,5,4,101.22937979015217,204.0,102.0,143.0,10495.0,1133,9362.0,0.0,0.0,1316.0,1316.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
106_0_1783.0,mip,106,0,False,19,101,910.0307988058236,1560.0,780.0,9878.0,10495.0,1133,9362.0,0.0,0.0,1783.0,1783.0,0,2,mip
106_0_2633.0,ga_meta,106,0,False,3,2,802.7293882343262,36.0,18.0,17.0,5065.0,718,4347.0,0.0,0.0,2633.0,2633.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
106_0_2667.0,mcts,106,0,False,13,35,1312.508008683689,622.0,311.0,1966.0,10495.0,1133,9362.0,0.0,0.0,2667.0,2667.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
106_1_1328.0,mcts,106,1,False,14,41,272.5305811227454,532.0,266.0,1580.0,9881.0,1235,8646.0,0.0,0.0,1328.0,1328.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
106_1_2650.0,rw_rank_bfs,106,1,False,8,13,160.03399064402475,188.0,94.0,393.0,5118.0,739,4379.0,0.0327225130890052,0.0101717902350814,2650.0,2650.0,2,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
