vnr_uid,best_algorithm,v_net_id,seed,result,v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,event_time,v_net_arrival_time,inservice_count,num_algorithms_tested,algorithms_tested
21_2_272.0,mcts,21,2,False,15,47,225.04354559397808,584.0,292.0,1847.0,10585.0,1285,9300.0,0.0,0.0,272.0,272.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_2_502.0,mip,21,2,False,7,7,422.3039854022498,158.0,79.0,149.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,502.0,502.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_2_516.0,mcts,21,2,False,18,80,1058.4896167224665,856.0,428.0,4628.0,10585.0,1285,9300.0,0.0,0.0,516.0,516.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_3_239.0,mcts,21,3,False,6,10,225.55269227192397,234.0,117.0,426.0,10503.0,1172,9331.0,0.0,0.0,239.0,239.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_3_537.0,mcts,21,3,False,16,64,2259.241430715128,862.0,431.0,3742.0,10503.0,1172,9331.0,0.0,0.0,537.0,537.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_3_551.0,mcts,21,3,False,10,16,32.15166394858204,90.0,45.0,381.0,15828.0,1173,14655.0,0.0,0.0,551.0,551.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_4_285.0,sa_meta,21,4,False,5,6,174.5182104509615,136.0,68.0,246.0,10885.0,1170,9715.0,0.0,0.0,285.0,285.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_4_537.0,mcts,21,4,False,12,36,1665.146809714303,752.0,376.0,1957.0,10885.0,1170,9715.0,0.0,0.0,537.0,537.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
21_4_555.0,mip,21,4,False,8,16,43.81508158148299,132.0,66.0,411.0,15934.0,1266,14668.0,0.0,0.0,555.0,555.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_0_311.0,mcts,22,0,False,14,51,1006.386367837947,478.0,239.0,2226.0,10495.0,1133,9362.0,0.0,0.0,311.0,311.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_0_370.0,mip,22,0,False,22,135,2500.374594416184,1596.0,798.0,12701.0,10495.0,1133,9362.0,0.0,0.0,370.0,370.0,0,2,mip
22_0_566.0,ga_meta,22,0,False,5,7,1444.5378089796843,96.0,48.0,199.0,5065.0,718,4347.0,0.0,0.0,566.0,566.0,0,29,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_0_585.0,mcts,22,0,False,16,48,1217.0194885231822,670.0,335.0,2896.0,10495.0,1133,9362.0,0.0,0.0,585.0,585.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_1_307.0,mcts,22,1,False,12,31,882.990015090164,344.0,172.0,1343.0,9881.0,1235,8646.0,0.0,0.0,307.0,307.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_1_602.0,rw_rank_bfs,22,1,False,8,13,369.84340066976046,128.0,64.0,324.0,5188.0,764,4424.0,0.0,0.0,602.0,602.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_1_630.0,mcts,22,1,False,18,82,559.2850516738764,920.0,460.0,4874.0,9881.0,1235,8646.0,0.0,0.0,630.0,630.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_2_285.0,mcts,22,2,False,6,10,1032.2856744871228,244.0,122.0,403.0,10585.0,1285,9300.0,0.0,0.0,285.0,285.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_2_528.0,mcts,22,2,False,10,28,1242.741079428085,244.0,122.0,710.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,528.0,528.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_2_544.0,mcts,22,2,False,19,69,1603.8809385761076,746.0,373.0,3700.0,10585.0,1285,9300.0,0.0,0.0,544.0,544.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_3_260.0,mcts,22,3,False,15,55,804.8622970297679,578.0,289.0,2060.0,10503.0,1172,9331.0,0.0,0.0,260.0,260.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_3_564.0,mcts,22,3,False,18,70,416.5591467029034,862.0,431.0,4121.0,10503.0,1172,9331.0,0.0,0.0,564.0,564.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_3_579.0,ga_meta,22,3,False,3,2,1078.124279638124,84.0,42.0,59.0,15828.0,1173,14655.0,0.0,0.0,579.0,579.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_4_301.0,mcts,22,4,False,12,35,551.4792357692336,410.0,205.0,1482.0,10885.0,1170,9715.0,0.0,0.0,301.0,301.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_4_571.0,mcts,22,4,False,11,25,725.198745952075,470.0,235.0,1256.0,10885.0,1170,9715.0,0.0,0.0,571.0,571.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
22_4_575.0,mcts,22,4,False,10,22,477.7263414936632,176.0,88.0,497.0,15934.0,1266,14668.0,0.0,0.0,575.0,575.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_0_322.0,mcts,23,0,False,13,42,1854.9801510519849,386.0,193.0,1618.0,10495.0,1133,9362.0,0.0,0.0,322.0,322.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_0_387.0,mip,23,0,False,29,237,826.2376146041836,2366.0,1183.0,22106.0,10495.0,1133,9362.0,0.0,0.0,387.0,387.0,0,2,mip
23_0_588.0,ga_meta,23,0,False,2,1,672.6737136970636,42.0,21.0,40.0,5065.0,718,4347.0,0.0,0.0,588.0,588.0,0,29,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_0_612.0,mcts,23,0,False,9,18,105.61264445328788,438.0,219.0,1143.0,10495.0,1133,9362.0,0.0,0.0,612.0,612.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_1_327.0,mip,23,1,False,5,4,85.2704478283043,128.0,64.0,191.0,9881.0,1235,8646.0,0.0,0.0,327.0,327.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_1_629.0,ga_meta,23,1,False,3,2,667.4423218285383,36.0,18.0,52.0,5188.0,764,4424.0,0.0,0.0,629.0,629.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_1_652.0,mcts,23,1,False,20,86,449.26723060935785,1110.0,555.0,5364.0,9881.0,1235,8646.0,0.0,0.0,652.0,652.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_2_303.0,mcts,23,2,False,15,50,331.8463919870343,536.0,268.0,2049.0,10585.0,1285,9300.0,0.0,0.0,303.0,303.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_2_555.0,rw_rank_bfs,23,2,False,6,6,605.7744500002178,124.0,62.0,189.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,555.0,555.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_2_566.0,mcts,23,2,False,11,33,31.74618194640349,450.0,225.0,1956.0,10585.0,1285,9300.0,0.0,0.0,566.0,566.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_3_270.0,mcts,23,3,False,11,31,635.6902477538508,438.0,219.0,960.0,10503.0,1172,9331.0,0.0,0.0,270.0,270.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_3_586.0,mcts,23,3,False,9,16,66.8592898956314,498.0,249.0,968.0,10503.0,1172,9331.0,0.0,0.0,586.0,586.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_3_602.0,mcts,23,3,False,10,34,295.1240066097526,188.0,94.0,961.0,15828.0,1173,14655.0,0.0,0.0,602.0,602.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_4_317.0,mcts,23,4,False,10,16,153.4395887127384,336.0,168.0,655.0,10885.0,1170,9715.0,0.0,0.0,317.0,317.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_4_592.0,mip,23,4,False,4,4,108.60009907449884,46.0,23.0,124.0,15934.0,1266,14668.0,0.0,0.0,592.0,592.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
23_4_595.0,mcts,23,4,False,8,16,672.7352084209173,454.0,227.0,850.0,10885.0,1170,9715.0,0.0,0.0,595.0,595.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_0_331.0,mcts,24,0,False,14,35,968.2886166334252,598.0,299.0,1516.0,10495.0,1133,9362.0,0.0,0.0,331.0,331.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_0_401.0,mip,24,0,False,23,154,441.11679850922815,1840.0,920.0,14389.0,10495.0,1133,9362.0,0.0,0.0,401.0,401.0,0,2,mip
24_0_615.0,mip,24,0,False,5,5,337.12229145464494,94.0,47.0,84.0,5065.0,718,4347.0,0.0,0.0,615.0,615.0,0,29,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_0_631.0,mcts,24,0,False,13,40,2519.282139550544,714.0,357.0,2312.0,10495.0,1133,9362.0,0.0,0.0,631.0,631.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_1_337.0,mcts,24,1,False,11,26,9.37545338455472,396.0,198.0,1019.0,9881.0,1235,8646.0,0.0,0.0,337.0,337.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_1_658.0,ga_meta,24,1,False,2,1,90.4050187652424,14.0,7.0,15.0,5188.0,764,4424.0,0.0,0.0,658.0,658.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_1_682.0,mcts,24,1,False,10,22,166.4542839390871,490.0,245.0,1335.0,9881.0,1235,8646.0,0.0,0.0,682.0,682.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_2_311.0,sa_meta,24,2,False,8,9,681.0195156653356,246.0,123.0,434.0,10585.0,1285,9300.0,0.0,0.0,311.0,311.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_2_583.0,mcts,24,2,False,15,57,260.8117076754005,820.0,410.0,3588.0,10585.0,1285,9300.0,0.0,0.0,583.0,583.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_2_593.0,rw_rank_bfs,24,2,False,8,11,347.7915241262213,156.0,78.0,268.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,593.0,593.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_3_283.0,mcts,24,3,False,7,15,461.26826252144406,288.0,144.0,586.0,10503.0,1172,9331.0,0.0,0.0,283.0,283.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_3_615.0,mcts,24,3,False,18,72,1995.9807027419024,964.0,482.0,4373.0,10503.0,1172,9331.0,0.0,0.0,615.0,615.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_3_626.0,mcts,24,3,False,9,22,35.506339746372724,186.0,93.0,636.0,15828.0,1173,14655.0,0.0,0.0,626.0,626.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_4_330.0,mcts,24,4,False,10,19,274.40736948936836,424.0,212.0,921.0,10885.0,1170,9715.0,0.0,0.0,330.0,330.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_4_615.0,ga_meta,24,4,False,7,12,239.69114512104815,128.0,64.0,360.0,15934.0,1266,14668.0,0.0,0.0,615.0,615.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
24_4_617.0,mcts,24,4,False,15,55,2043.2418517480269,742.0,371.0,3415.0,10885.0,1170,9715.0,0.0,0.0,617.0,617.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_0_350.0,mip,25,0,False,9,16,5.89161731115961,416.0,208.0,569.0,10495.0,1133,9362.0,0.0,0.0,350.0,350.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_0_418.0,mip,25,0,False,16,76,745.9222987392059,1244.0,622.0,7474.0,10495.0,1133,9362.0,0.0,0.0,418.0,418.0,0,2,mip
25_0_642.0,pl_rank,25,0,False,7,10,129.00638118303132,158.0,79.0,272.0,5065.0,718,4347.0,0.0,0.0,642.0,642.0,0,29,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_0_668.0,mcts,25,0,False,17,68,1252.6075289986024,860.0,430.0,3925.0,10495.0,1133,9362.0,0.0,0.0,668.0,668.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_1_349.0,mcts,25,1,False,14,46,36.2972517845427,500.0,250.0,1825.0,9881.0,1235,8646.0,0.0,0.0,349.0,349.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_1_686.0,ga_meta,25,1,False,3,2,580.8691717961678,30.0,15.0,75.0,5188.0,764,4424.0,0.0,0.0,686.0,686.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_1_707.0,mcts,25,1,False,12,29,2767.64614731197,602.0,301.0,1582.0,9881.0,1235,8646.0,0.0,0.0,707.0,707.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_2_326.0,mcts,25,2,False,10,25,701.579790134343,372.0,186.0,975.0,10585.0,1285,9300.0,0.0,0.0,326.0,326.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_2_611.0,mcts,25,2,False,14,48,1219.5180043503306,640.0,320.0,3030.0,10585.0,1285,9300.0,0.0,0.0,611.0,611.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_2_618.0,mip,25,2,False,5,5,352.69777679303024,74.0,37.0,156.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,618.0,618.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_3_290.0,mcts,25,3,False,7,14,131.63200339692037,178.0,89.0,459.0,10503.0,1172,9331.0,0.0,0.0,290.0,290.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_3_637.0,mcts,25,3,False,14,44,343.7198614797046,712.0,356.0,2529.0,10503.0,1172,9331.0,0.0,0.0,637.0,637.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_3_653.0,mcts,25,3,False,10,22,39.790226852493255,244.0,122.0,575.0,15828.0,1173,14655.0,0.0,0.0,653.0,653.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_4_337.0,mcts,25,4,False,14,44,1048.102256157356,338.0,169.0,1796.0,10885.0,1170,9715.0,0.0,0.0,337.0,337.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_4_639.0,mcts,25,4,False,13,38,2283.6825967418768,654.0,327.0,2301.0,10885.0,1170,9715.0,0.0,0.0,639.0,639.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
25_4_642.0,mcts,25,4,False,10,26,1472.872713009568,220.0,110.0,575.0,15934.0,1266,14668.0,0.0,0.0,642.0,642.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_0_362.0,mip,26,0,False,8,16,223.1264144816059,256.0,128.0,618.0,10495.0,1133,9362.0,0.0,0.0,362.0,362.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_0_440.0,mip,26,0,False,20,114,15.50382318771956,1628.0,814.0,11285.0,10495.0,1133,9362.0,0.0,0.0,440.0,440.0,0,2,mip
26_0_666.0,ga_meta,26,0,False,2,1,146.75382529488408,48.0,24.0,10.0,5065.0,718,4347.0,0.0,0.0,666.0,666.0,0,29,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_0_694.0,mcts,26,0,False,16,58,6765.393734039724,864.0,432.0,3172.0,10495.0,1133,9362.0,0.0,0.0,694.0,694.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_1_363.0,mcts,26,1,False,14,41,333.10183054409396,536.0,268.0,1693.0,9881.0,1235,8646.0,0.0,0.0,363.0,363.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_1_712.0,mcts,26,1,False,10,20,278.26974731547614,272.0,136.0,485.0,5188.0,764,4424.0,0.0,0.0,712.0,712.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_1_733.0,mcts,26,1,False,15,45,2481.8298672198207,920.0,460.0,2886.0,9881.0,1235,8646.0,0.0,0.0,733.0,733.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_2_335.0,mcts,26,2,False,13,35,195.54683874092328,392.0,196.0,1320.0,10585.0,1285,9300.0,0.0,0.0,335.0,335.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_2_632.0,mcts,26,2,False,18,87,91.6356988868583,828.0,414.0,5249.0,10585.0,1285,9300.0,0.0,0.0,632.0,632.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_2_644.0,mip,26,2,False,4,3,123.47534426906996,48.0,24.0,60.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,644.0,644.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_3_303.0,mcts,26,3,False,6,7,293.1228381564334,134.0,67.0,334.0,10503.0,1172,9331.0,0.0,0.0,303.0,303.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_3_665.0,mcts,26,3,False,10,22,1351.245439336749,534.0,267.0,1141.0,10503.0,1172,9331.0,0.0,0.0,665.0,665.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_3_685.0,ga_meta,26,3,False,3,2,386.9537856899839,56.0,28.0,80.0,15828.0,1173,14655.0,0.0,0.0,685.0,685.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_4_350.0,mcts,26,4,False,11,27,454.1090623122906,424.0,212.0,1160.0,10885.0,1170,9715.0,0.0,0.0,350.0,350.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_4_653.0,mip,26,4,False,3,2,134.18688864413906,72.0,36.0,67.0,15934.0,1266,14668.0,0.0,0.0,653.0,653.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
26_4_670.0,mcts,26,4,False,13,39,149.87194178214008,684.0,342.0,2177.0,10885.0,1170,9715.0,0.0,0.0,670.0,670.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_0_371.0,ga_meta,27,0,False,5,6,654.6491833048341,178.0,89.0,253.0,10495.0,1133,9362.0,0.0,0.0,371.0,371.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_0_459.0,mip,27,0,False,24,170,287.14177320637634,1798.0,899.0,16053.0,10495.0,1133,9362.0,0.0,0.0,459.0,459.0,0,2,mip
27_0_688.0,ga_meta,27,0,False,4,3,29.890480321371548,86.0,43.0,104.0,5065.0,718,4347.0,0.0,0.0,688.0,688.0,0,29,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_0_718.0,mcts,27,0,False,17,67,161.8700866982616,776.0,388.0,4019.0,10495.0,1133,9362.0,0.0,0.0,718.0,718.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_1_374.0,mcts,27,1,False,12,30,466.1204582908398,376.0,188.0,1331.0,9881.0,1235,8646.0,0.0,0.0,374.0,374.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_1_735.0,mcts,27,1,False,10,20,652.0022854914001,226.0,113.0,394.0,5188.0,764,4424.0,0.0,0.0,735.0,735.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_1_758.0,mcts,27,1,False,15,52,1523.069695304158,734.0,367.0,2867.0,9881.0,1235,8646.0,0.0,0.0,758.0,758.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_2_345.0,mcts,27,2,False,9,18,664.6761709178094,276.0,138.0,704.0,10585.0,1285,9300.0,0.0,0.0,345.0,345.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_2_654.0,mip,27,2,False,9,16,31.067106851412444,452.0,226.0,829.0,10585.0,1285,9300.0,0.0,0.0,654.0,654.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_2_667.0,ga_meta,27,2,False,2,1,2.337215442006562,12.0,6.0,4.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,667.0,667.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_3_317.0,mcts,27,3,False,8,11,515.1147668137762,330.0,165.0,436.0,10503.0,1172,9331.0,0.0,0.0,317.0,317.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_3_698.0,mcts,27,3,False,10,22,172.01523549289865,498.0,249.0,1318.0,10503.0,1172,9331.0,0.0,0.0,698.0,698.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_3_719.0,ga_meta,27,3,False,2,1,39.28702910732144,26.0,13.0,25.0,15828.0,1173,14655.0,0.0,0.0,719.0,719.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_4_355.0,mcts,27,4,False,11,37,164.6080649683402,382.0,191.0,1463.0,10885.0,1170,9715.0,0.0,0.0,355.0,355.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_4_674.0,mip,27,4,False,4,3,260.2353349665607,80.0,40.0,119.0,15934.0,1266,14668.0,0.0,0.0,674.0,674.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
27_4_695.0,mcts,27,4,False,17,65,1307.6850191649507,796.0,398.0,4029.0,10885.0,1170,9715.0,0.0,0.0,695.0,695.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_0_374.0,mcts,28,0,False,8,17,94.14748744947768,300.0,150.0,689.0,10495.0,1133,9362.0,0.0,0.0,374.0,374.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_0_482.0,mip,28,0,False,28,218,863.456156850272,2354.0,1177.0,21267.0,10495.0,1133,9362.0,0.0,0.0,482.0,482.0,0,2,mip
28_0_712.0,mip,28,0,False,5,5,284.9487796914676,100.0,50.0,110.0,5065.0,718,4347.0,0.0,0.0,712.0,712.0,0,29,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_0_744.0,mcts,28,0,False,12,30,2025.9087927419728,468.0,234.0,1727.0,10495.0,1133,9362.0,0.0,0.0,744.0,744.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_1_386.0,mcts,28,1,False,11,32,420.65127736835586,400.0,200.0,1180.0,9881.0,1235,8646.0,0.0,0.0,386.0,386.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_1_763.0,mip,28,1,False,5,5,705.9812787583966,90.0,45.0,81.0,5188.0,764,4424.0,0.0,0.0,763.0,763.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_1_779.0,mcts,28,1,False,17,79,957.9697213943182,872.0,436.0,4806.0,9881.0,1235,8646.0,0.0,0.0,779.0,779.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_2_351.0,mcts,28,2,False,11,32,102.64551389079678,388.0,194.0,1190.0,10585.0,1285,9300.0,0.0,0.0,351.0,351.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_2_680.0,mcts,28,2,False,18,72,441.82042699875694,998.0,499.0,3998.0,10585.0,1285,9300.0,0.0,0.0,680.0,680.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_2_693.0,mcts,28,2,False,6,9,270.50175156711845,122.0,61.0,277.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,693.0,693.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_3_332.0,mcts,28,3,False,15,55,762.5115832678038,464.0,232.0,2241.0,10503.0,1172,9331.0,0.0,0.0,332.0,332.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_3_723.0,mcts,28,3,False,20,108,1187.3236247763184,994.0,497.0,7137.0,10503.0,1172,9331.0,0.0,0.0,723.0,723.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
28_3_743.0,mcts,28,3,False,7,11,101.53097044693298,174.0,87.0,256.0,15828.0,1173,14655.0,0.0,0.0,743.0,743.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
