vnr_uid,best_algorithm,num_nodes,num_edges,density,avg_degree,total_demand,node_demand,link_demand,avg_node_demand,avg_link_demand,node_link_demand_ratio,p_net_available,p_net_node_available,p_net_link_available,p_net_node_util,p_net_link_util,total_demand_ratio,node_demand_ratio,link_demand_ratio,lifetime,arrival_time,event_time,inservice_count,network_load,is_fat_tree,is_tree,p_net_size,vnr_to_pnet_size_ratio
119_2_2908.0,mcts,15,53,0.5047619023582767,7.066666195555587,770.0,385.0,3236.0,25.66666495555567,61.05660262157354,0.1189740419904283,10585.0,1285,9300.0,0.0,0.0,0.07274444968608933,0.29961089470847396,0.3479569892098971,639.0541252533106,2908.0,2908.0,0,0,0,1,31,0.4838709521331951
119_3_1496.0,mcts,8,17,0.6071428463010207,4.249999468750067,272.0,136.0,645.0,16.99999787500027,37.941174238754456,0.21085271285139115,10503.0,1172,9331.0,0.0,0.0,0.025897362655822397,0.11604095553238825,0.0691244239557256,417.79505402442726,1496.0,1496.0,0,0,0,1,31,0.2580645078043707
119_3_3051.0,rw_rank_bfs,7,13,0.6190476043083905,3.714285183673545,122.0,61.0,369.0,8.714284469387932,28.3846132011836,0.1653116526685321,15828.0,1173,14655.0,0.0,0.0,0.00770785948902528,0.05200341001534236,0.025179119752631925,37.856141114457934,3051.0,3051.0,0,0,1,0,36,0.19444443904321004
119_3_3055.0,mcts,18,72,0.4705882337562476,7.99999955555558,806.0,403.0,4378.0,22.388887645061796,60.80555471103396,0.09205116489446066,10503.0,1172,9331.0,0.0,0.0,0.07673997904629724,0.3438566549967093,0.46918872570258396,528.1756095899093,3055.0,3055.0,0,0,0,1,31,0.5806451425598341
119_4_1492.0,mcts,6,8,0.5333333155555561,2.6666662222222963,178.0,89.0,386.0,14.833330861111524,48.24999396875076,0.23056994758919702,10885.0,1170,9715.0,0.0,0.0,0.016352779052241362,0.07606837600336036,0.03973237261557052,71.86135187220862,1492.0,1492.0,0,0,0,1,31,0.19354838085327802
119_4_2950.0,mcts,19,81,0.47368420914127424,8.526315340720245,938.0,469.0,5012.0,24.68420922714688,61.87654244596861,0.09357541897574313,10885.0,1170,9715.0,0.0,0.0,0.08617363343259773,0.40085470051208993,0.5159032423555426,202.75284306238353,2950.0,2950.0,0,0,0,1,31,0.6129032060353804
119_4_3008.0,mcts,9,15,0.4166666608796297,3.3333329629630044,138.0,69.0,322.0,7.66666581481491,21.466665235555652,0.21428571362023072,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,0.008682521705757989,0.055332798672547874,0.021984024030724105,52.235620825066455,3008.0,3008.0,1,1,1,0,36,0.24999999305555576
11_0_155.0,mcts,11,29,0.5272727224793389,5.272726793388474,500.0,250.0,1194.0,22.727270661157213,41.17241237336509,0.2093802343305023,10495.0,1133,9362.0,0.0,0.0,0.04764173415458392,0.22065313307974124,0.12753685108656945,88.66278955559326,155.0,155.0,0,0,0,1,31,0.3548386982310097
11_0_183.0,mip,17,81,0.5955882331044551,9.529411204152282,1608.0,804.0,7639.0,47.294114865052066,94.30864081100444,0.10524937817708477,10495.0,1133,9362.0,0.0,0.0,0.1532158170411419,0.7096204759844479,0.8159581285178426,1498.7679370105136,183.0,183.0,0,0,0,1,31,0.5483870790842877
11_0_286.0,mcts,12,23,0.34848484584481176,3.833333013888916,668.0,334.0,1505.0,27.833331013889083,65.43477976370522,0.22192691015154356,10495.0,1133,9362.0,0.0,0.0,0.06364935683052411,0.2947925857945343,0.16075624864764407,843.88847060356,286.0,286.0,0,0,0,1,31,0.38709676170655605
11_0_311.0,ga_meta,10,25,0.5555555493827161,4.99999950000005,162.0,81.0,659.0,8.099999190000082,26.35999894560004,0.12291350512456221,5065.0,718,4347.0,0.0,0.0,0.03198420532438614,0.11281337031641592,0.15159880373784246,430.46182229760814,311.0,311.0,0,0,0,1,31,0.3225806347554634
11_1_160.0,mcts,9,16,0.444444438271605,3.5555551604938715,310.0,155.0,576.0,17.22222030864219,35.99999775000014,0.26909722175503953,9881.0,1235,8646.0,0.0,0.0,0.031373342775895825,0.12550607277286957,0.06662040249055974,419.7811342613749,160.0,160.0,0,0,0,1,31,0.29032257127991706
11_1_295.0,mcts,15,50,0.47619047392290254,6.666666222222252,694.0,347.0,3225.0,23.133331791111214,64.49999871000003,0.10759689919144283,9881.0,1235,8646.0,0.0,0.0,0.0702358060853926,0.2809716596915209,0.3730048576945402,96.0225193034568,295.0,295.0,0,0,0,1,31,0.4838709521331951
11_1_326.0,mip,4,3,0.4999999583333368,1.4999996250000938,50.0,25.0,75.0,6.24999843750039,24.999991666669445,0.33333332888888895,5188.0,764,4424.0,0.0,0.0,0.009637625287271082,0.03272251304617472,0.016952983721303574,50.14185036304853,326.0,326.0,0,0,0,1,31,0.12903225390218534
11_2_146.0,mcts,9,17,0.47222221566358036,3.7777773580247382,362.0,181.0,671.0,20.11110887654346,39.47058591349494,0.2697466463938202,10585.0,1285,9300.0,0.0,0.0,0.03419933868359005,0.14085603101878907,0.07215053762665048,221.77067947495215,146.0,146.0,0,0,0,1,31,0.29032257127991706
11_2_261.0,mcts,13,37,0.47435897131821175,5.692307254437904,642.0,321.0,2285.0,24.692305792899557,61.75675508765527,0.14048140037615695,10585.0,1285,9300.0,0.0,0.0,0.06065186584216799,0.24980544727641596,0.24569892470476354,797.3901455511115,261.0,261.0,0,0,0,1,31,0.4193548251821024
11_2_269.0,rw_rank_bfs,7,9,0.4285714183673472,2.571428204081685,106.0,53.0,163.0,7.571427489796073,18.111109098765656,0.32515337223832286,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,0.006803157691624212,0.041309430988846894,0.011400195830787508,628.9454444181525,269.0,269.0,1,1,1,0,36,0.19444443904321004
11_3_139.0,mcts,14,45,0.4945054917884314,6.428570969387788,546.0,273.0,2005.0,19.499998607142956,44.555554565432125,0.1361596009295962,10503.0,1172,9331.0,0.0,0.0,0.05198514709587878,0.2329351533848676,0.21487514733524005,86.96671006461219,139.0,139.0,0,0,0,1,31,0.45161288865764876
11_3_302.0,rw_rank_bfs,17,62,0.45588235126513843,7.294117217993104,862.0,431.0,3209.0,25.352939685121193,51.75806368132156,0.13430975377553453,10503.0,1172,9331.0,0.0,0.0,0.08207178900484892,0.36774743995925985,0.34390740538592784,571.8513108919364,302.0,302.0,0,0,0,1,31,0.5483870790842877
11_4_159.0,mcts,12,33,0.49999999621212127,5.499999541666705,396.0,198.0,1357.0,16.499998625000117,41.121210875114826,0.1459100956920338,10885.0,1170,9715.0,0.0,0.0,0.036380339913975164,0.16923076908612752,0.13968090580137096,190.10084624803153,159.0,159.0,0,0,0,1,31,0.38709676170655605
11_4_289.0,mcts,15,57,0.5428571402721089,7.599999493333367,746.0,373.0,3347.0,24.866665008889,58.71929721545093,0.11144308332493484,10885.0,1170,9715.0,0.0,0.0,0.06853468074703402,0.31880341853093724,0.3445187853479651,700.979746630872,289.0,289.0,0,0,0,1,31,0.4838709521331951
11_4_312.0,mip,6,6,0.3999999866666671,1.9999996666667221,94.0,47.0,163.0,7.833332027777995,27.16666213888964,0.28834355651322974,15934.0,1266,14668.0,0.0,0.0,0.00589933475549772,0.03712480249832164,0.011112626124140126,108.42400887346996,312.0,312.0,0,0,1,0,36,0.16666666203703717
120_0_1481.0,mcts,14,50,0.5494505464315904,7.142856632653098,502.0,251.0,1926.0,17.928570147959277,38.51999922960002,0.1303219106280779,10495.0,1133,9362.0,0.0,0.0,0.047832301091202255,0.22153574561206021,0.20572527235572258,52.84358576063194,1481.0,1481.0,0,0,0,1,31,0.45161288865764876
120_0_2005.0,mip,22,152,0.6580086565843969,13.818181190082672,1870.0,935.0,14566.0,42.4999980681819,95.82894673796746,0.0641905808002066,10495.0,1133,9362.0,0.0,0.0,0.17818008573814387,0.8252427177182323,1.5558641314296235,793.203422771812,2005.0,2005.0,0,0,0,1,31,0.7096773964620194
120_0_2956.0,mcts,5,7,0.6999999650000017,2.799999440000112,94.0,47.0,167.0,9.399998120000376,23.857139448980078,0.2814371240632508,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,0.018721370241242506,0.06564245800887925,0.03879210219772541,73.61251726769697,2956.0,2956.0,1,1,0,1,31,0.1612903173777317
120_0_3000.0,mip,8,12,0.42857142091836753,2.999999625000047,338.0,169.0,719.0,21.12499735937533,59.91666167361153,0.23504867839353452,10495.0,1133,9362.0,0.0,0.0,0.03220581228849873,0.14916151796190508,0.07679982908814358,141.64203093149342,3000.0,3000.0,0,0,0,1,31,0.2580645078043707
120_1_1484.0,mcts,14,45,0.4945054917884314,6.428570969387788,542.0,271.0,1852.0,19.357141474489897,41.155554640987674,0.14632829365749012,9881.0,1235,8646.0,0.0,0.0,0.05485274769205012,0.2194331982028881,0.21420309967450807,977.070391494275,1484.0,1484.0,0,0,0,1,31,0.45161288865764876
120_1_3000.0,ga_meta,3,2,0.6666665555555741,1.333332888889037,52.0,26.0,35.0,8.66666377777874,17.499991250004374,0.7428571216326537,5188.0,764,4424.0,0.0,0.0,0.010023130298761925,0.03403141356802171,0.007911392403275002,293.3208491999194,3000.0,3000.0,0,0,0,1,31,0.09677419042663901
120_1_3070.0,mcts,12,36,0.5454545413223141,5.999999500000042,652.0,326.0,1847.0,27.16666440277797,51.305554130401276,0.1765024362877626,9881.0,1235,8646.0,0.0,0.0,0.06598522416091639,0.2639676111222934,0.2136247975695553,285.95050591360234,3070.0,3070.0,0,0,0,1,31,0.38709676170655605
120_2_1510.0,mcts,7,11,0.5238095113378688,3.142856693877615,210.0,105.0,351.0,14.999997857143162,31.909088008264728,0.2991452982930333,10585.0,1285,9300.0,0.0,0.0,0.019839395368933452,0.08171206219322018,0.037741935479812694,260.58820129528925,1510.0,1510.0,0,0,0,1,31,0.22580644432882438
120_2_2928.0,mcts,2,1,0.99999950000025,0.99999950000025,76.0,38.0,34.0,18.99999050000475,33.999966000034,1.117647025951558,15666.0,1286,14380.0,0.0,0.0,0.004851270266510196,0.029548989090552882,0.0023643949928814747,257.6159277591568,2928.0,2928.0,0,0,1,0,36,0.05555555401234573
120_2_2937.0,mcts,19,81,0.47368420914127424,8.526315340720245,930.0,465.0,5009.0,24.47368292243774,61.83950540938882,0.0928329007600653,10585.0,1285,9300.0,0.0,0.0,0.08786017949099101,0.3618677039985465,0.5386021504797202,300.4031829698248,2937.0,2937.0,0,0,0,1,31,0.6129032060353804
120_3_1511.0,mcts,9,21,0.5833333252314816,4.666666148148206,278.0,139.0,796.0,15.444442728395254,37.90476009977333,0.1746231153585137,10503.0,1172,9331.0,0.0,0.0,0.02646862800852436,0.11860068249266152,0.08530704103683345,13.701978731560503,1511.0,1511.0,0,0,0,1,31,0.29032257127991706
120_3_3074.0,rw_rank_bfs,6,10,0.6666666444444451,3.33333277777787,158.0,79.0,247.0,13.166664472222587,24.69999753000025,0.31983805538527105,15828.0,1173,14655.0,0.0,0.0,0.009982309830049134,0.06734867854445978,0.01685431593197855,469.5589550530273,3074.0,3074.0,0,0,1,0,36,0.16666666203703717
120_3_3080.0,mcts,8,14,0.49999999107142873,3.499999562500055,346.0,173.0,898.0,21.62499729687534,64.14285256122481,0.19265033386119115,10503.0,1172,9331.0,0.0,0.0,0.03294296867247996,0.1476109213757586,0.09623834529029704,2748.437547842086,3080.0,3080.0,0,0,0,1,31,0.2580645078043707
120_4_1511.0,mcts,15,58,0.552380949750567,7.7333328177778125,514.0,257.0,2309.0,17.133332191111187,39.810344141200964,0.1113035945815056,10885.0,1170,9715.0,0.0,0.0,0.04722094625197786,0.21965811947037767,0.23767370043873662,1099.159796435754,1511.0,1511.0,0,0,0,1,31,0.4838709521331951
120_4_2965.0,ga_meta,9,12,0.3333333287037038,2.6666663703704034,462.0,231.0,709.0,25.666663814815134,59.08332840972264,0.32581100095090126,10885.0,1170,9715.0,0.0,0.0,0.04244372989963769,0.19743589726714877,0.07297992793896244,2035.8145459165376,2965.0,2965.0,0,0,0,1,31,0.29032257127991706
120_4_3034.0,mcts,8,15,0.5357142761479594,3.749999531250059,186.0,93.0,404.0,11.624998546875183,26.9333315377779,0.2301980192321831,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,0.011702529255586855,0.07457898951517322,0.027582440088237698,1629.8903829361416,3034.0,3034.0,1,1,1,0,36,0.22222221604938291
121_0_1491.0,mcts,7,16,0.7619047437641728,4.57142791836744,246.0,123.0,523.0,17.571426061224848,32.687497957031376,0.23518164390978652,10495.0,1133,9362.0,0.0,0.0,0.023439733204055287,0.10856134147523269,0.055864131589845746,8.283046356323885,1491.0,1491.0,0,0,0,1,31,0.22580644432882438
121_0_2023.0,mip,30,253,0.5816091947337826,16.866666104444462,2582.0,1291.0,23400.0,43.03333189888893,92.49011821150151,0.055170940168582434,10495.0,1133,9362.0,0.0,0.0,0.24602191517427136,1.1394527792237839,2.49946592581719,1648.6569795111052,2023.0,2023.0,0,0,0,1,31,0.9677419042663902
121_0_2983.0,mcts,10,24,0.5333333274074075,4.799999520000048,212.0,106.0,608.0,10.599998940000107,25.33333227777782,0.174342104976411,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,0.04222266479939799,0.14804469253066382,0.14123112656417394,863.3166849829781,2983.0,2983.0,1,1,0,1,31,0.3225806347554634
121_0_3018.0,mcts,15,53,0.5047619023582767,7.066666195555587,682.0,341.0,3034.0,22.73333181777788,57.245281938768265,0.11239288064851916,10495.0,1133,9362.0,0.0,0.0,0.06498332538685246,0.30097087352076707,0.32407605209099805,1261.8126780454998,3018.0,3018.0,0,0,0,1,31,0.4838709521331951
121_1_1497.0,mcts,13,32,0.4102564076265615,4.923076544378728,508.0,254.0,1255.0,19.538460035503075,39.2187487744141,0.20239043808574464,9881.0,1235,8646.0,0.0,0.0,0.051411800419855096,0.20566801602779916,0.14515382834314666,703.4162939255713,1497.0,1497.0,0,0,0,1,31,0.4193548251821024
121_1_3024.0,rw_rank_bfs,4,5,0.8333332638888947,2.499999375000156,84.0,42.0,184.0,10.499997375000655,36.79999264000147,0.22826086832466919,5188.0,764,4424.0,0.0,0.0,0.016191210482615417,0.05497382191757353,0.04159132006293143,9.753897258871314,3024.0,3024.0,0,0,0,1,31,0.12903225390218534
121_1_3092.0,mcts,12,32,0.4848484811753903,5.333332888888926,534.0,267.0,1815.0,22.24999814583349,56.71874822753912,0.14710743793547798,9881.0,1235,8646.0,0.0,0.0,0.054043113039768935,0.2161943318087495,0.20992366409785754,1993.6440616585364,3092.0,3092.0,0,0,0,1,31,0.38709676170655605
121_2_1526.0,mcts,6,11,0.7333333088888897,3.666666055555657,230.0,115.0,457.0,19.166663472222755,41.54545076859539,0.2516411373049428,10585.0,1285,9300.0,0.0,0.0,0.02172886159454616,0.08949416335447924,0.04913978494095271,31.101349343579617,1526.0,1526.0,0,0,0,1,31,0.19354838085327802
121_2_2952.0,mcts,2,1,0.99999950000025,0.99999950000025,44.0,22.0,26.0,10.99999450000275,25.999974000026,0.8461538136094686,15666.0,1286,14380.0,0.0,0.0,0.0028086301542953767,0.017107309473477984,0.0018080667592623042,286.9447317034216,2952.0,2952.0,0,0,1,0,36,0.05555555401234573
121_2_2957.0,mcts,12,28,0.42424242102846654,4.666666277777811,632.0,316.0,1828.0,26.333331138889072,65.28571195408172,0.17286652069318023,10585.0,1285,9300.0,0.0,0.0,0.05970713272936163,0.24591439669578644,0.19655913976381084,1178.9525897321678,2957.0,2957.0,0,0,0,1,31,0.38709676170655605
121_3_1518.0,mip,6,8,0.5333333155555561,2.6666662222222963,252.0,126.0,320.0,20.999996500000584,39.99999500000063,0.39374999876953126,10503.0,1172,9331.0,0.0,0.0,0.023993144813482515,0.10750853233147735,0.034294287854003395,27.214901674865565,1518.0,1518.0,0,0,0,1,31,0.19354838085327802
121_3_3100.0,rw_rank_bfs,9,22,0.6111111026234569,4.8888883456790735,176.0,88.0,592.0,9.777776691358147,26.909089685950466,0.14864864839755296,15828.0,1173,14655.0,0.0,0.0,0.01111953500056106,0.07502131280901848,0.04039576935923604,337.8532089746779,3100.0,3100.0,0,0,1,0,36,0.24999999305555576
121_3_3102.0,mcts,8,17,0.6071428463010207,4.249999468750067,456.0,228.0,985.0,28.49999643750045,57.94117306228394,0.23147208098327707,10503.0,1172,9331.0,0.0,0.0,0.043416166805349314,0.19453924898076855,0.10556210480060421,322.3459325705256,3102.0,3102.0,0,0,0,1,31,0.2580645078043707
121_4_1517.0,mcts,13,45,0.5769230732248521,6.923076390532586,542.0,271.0,2023.0,20.846152242603676,44.955554556543234,0.1339594660731787,10885.0,1170,9715.0,0.0,0.0,0.04979329351862257,0.23162393142596244,0.20823468860440197,261.0745996455074,1517.0,1517.0,0,0,0,1,31,0.4193548251821024
121_4_2988.0,mcts,20,98,0.5157894723268698,9.799999510000024,938.0,469.0,5486.0,23.449998827500057,55.97959126551438,0.08549033902925804,10885.0,1170,9715.0,0.0,0.0,0.08617363343259773,0.40085470051208993,0.5646937724586008,434.4942787933654,2988.0,2988.0,0,0,0,1,31,0.6451612695109268
121_4_3061.0,mcts,9,15,0.4166666608796297,3.3333329629630044,144.0,72.0,296.0,7.999999111111211,19.733332017777865,0.24324324242147555,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,0.009060022649486597,0.057738572527876036,0.020208916500292967,238.43655752454168,3061.0,3061.0,1,1,1,0,36,0.24999999305555576
122_0_1502.0,mcts,8,15,0.5357142761479594,3.749999531250059,184.0,92.0,491.0,11.499998562500181,32.73333115111126,0.187372708376023,10495.0,1133,9362.0,0.0,0.0,0.017532158168886883,0.08120035297334478,0.05244605852889916,1326.2792483368744,1502.0,1502.0,0,0,0,1,31,0.2580645078043707
122_0_2038.0,mip,28,229,0.6058201050187565,16.357142272959205,2130.0,1065.0,21531.0,38.03571292729597,94.02183365055969,0.04946356416100211,10495.0,1133,9362.0,0.0,0.0,0.2029537874985275,0.9399823469196977,2.2998290961012784,255.6597255942172,2038.0,2038.0,0,0,0,1,31,0.9032257773152975
122_0_3007.0,mcts,10,22,0.4888888834567902,4.399999560000044,140.0,70.0,597.0,6.999999300000071,27.136362402892615,0.11725293112687951,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,0.027882891848659053,0.09776536299194782,0.13867595815594053,105.2666429289596,3007.0,3007.0,1,1,0,1,31,0.3225806347554634
122_0_3041.0,mcts,13,40,0.5128205095332019,6.15384568047341,672.0,336.0,2280.0,25.84615185798832,56.99999857500004,0.14736842098799632,10495.0,1133,9362.0,0.0,0.0,0.0640304907037608,0.29655781085917227,0.24353770559244417,504.2799316403209,3041.0,3041.0,0,0,0,1,31,0.4193548251821024
122_1_1512.0,mcts,7,12,0.5714285578231296,3.42857093877558,178.0,89.0,460.0,12.714283897959444,38.33333013888916,0.1934782604489603,9881.0,1235,8646.0,0.0,0.0,0.018014371013256314,0.07206477726958317,0.053203793655655356,598.7589219859557,1512.0,1512.0,0,0,0,1,31,0.22580644432882438
122_1_3052.0,mip,3,3,0.9999998333333611,1.9999993333335555,32.0,16.0,93.0,5.333331555556148,30.99998966667011,0.17204300890276336,5188.0,764,4424.0,0.0,0.0,0.006168080183853493,0.02094240834955182,0.02102169981441643,34.69221518550247,3052.0,3052.0,0,0,0,1,31,0.09677419042663901
122_1_3114.0,mcts,15,51,0.4857142834013606,6.799999546666697,680.0,340.0,2744.0,22.66666515555566,53.80392051364862,0.1239067054942031,9881.0,1235,8646.0,0.0,0.0,0.06881894544390052,0.2753036435017784,0.31737219519808324,268.2302665111982,3114.0,3114.0,0,0,0,1,31,0.4838709521331951
122_2_1535.0,ga_meta,5,5,0.4999999750000012,1.99999960000008,202.0,101.0,187.0,20.19999596000081,37.3999925200015,0.5401069489833853,10585.0,1285,9300.0,0.0,0.0,0.01908360887868837,0.07859922172871656,0.02010752687955833,68.9676144647665,1535.0,1535.0,0,0,0,1,31,0.1612903173777317
122_2_2973.0,rw_rank_bfs,6,7,0.4666666511111116,2.3333329444445092,80.0,40.0,193.0,6.66666555555574,27.571424632653624,0.20725388493650837,15666.0,1286,14380.0,0.0,0.0,0.005106600280537049,0.031104199042687245,0.013421418636062488,7.585314259313696,2973.0,2973.0,0,0,1,0,36,0.16666666203703717
122_2_2982.0,mcts,11,30,0.5454545404958678,5.454544958677731,530.0,265.0,1833.0,24.090906900826646,61.0999979633334,0.1445717402375495,10585.0,1285,9300.0,0.0,0.0,0.05007085497873681,0.2062256807733652,0.1970967741723552,3936.575926463234,2982.0,2982.0,0,0,0,1,31,0.3548386982310097
122_3_1529.0,mcts,11,29,0.5272727224793389,5.272726793388474,402.0,201.0,1170.0,18.2727256115704,40.34482619500599,0.17179487164803856,10503.0,1172,9331.0,0.0,0.0,0.03827477863103163,0.1715017063383091,0.12538848996619992,847.141955776507,1529.0,1529.0,0,0,0,1,31,0.3548386982310097
122_3_3126.0,mcts,20,86,0.4526315777562327,8.599999570000021,814.0,407.0,5091.0,20.34999898250005,59.19767373025961,0.07994500096642211,10503.0,1172,9331.0,0.0,0.0,0.0775016661832332,0.34726962427707364,0.5456006858272853,156.99300072609535,3126.0,3126.0,0,0,0,1,31,0.6451612695109268
122_3_3129.0,mip,3,2,0.6666665555555741,1.333332888889037,90.0,45.0,92.0,14.999995000001666,45.9999770000115,0.4891304294659736,15828.0,1173,14655.0,0.0,0.0,0.005686125852559633,0.03836317132279354,0.006277720913935331,561.6727257019453,3129.0,3129.0,0,0,1,0,36,0.08333333101851859
122_4_1526.0,mcts,13,34,0.4358974331032216,5.2307688284023985,502.0,251.0,1418.0,19.307690822485323,41.70588112629762,0.17700987293581813,10885.0,1170,9715.0,0.0,0.0,0.04611851170913013,0.2145299143465556,0.14595985587792487,1001.5902043340528,1526.0,1526.0,0,0,0,1,31,0.4193548251821024
122_4_3014.0,mcts,19,94,0.5497076007318491,9.894736321329667,962.0,481.0,5592.0,25.315788141274307,59.48936106926212,0.08601573675142779,10885.0,1170,9715.0,0.0,0.0,0.0883785025182932,0.41111111075973406,0.5756047348867107,180.51731488034352,3014.0,3014.0,0,0,0,1,31,0.6129032060353804
122_4_3086.0,rw_rank_bfs,6,12,0.7999999733333342,3.9999993333334443,98.0,49.0,320.0,8.166665305555782,26.66666444444463,0.15312499952148437,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,0.0061658487475672675,0.03929430630369342,0.021847477297614017,60.15637674671887,3086.0,3086.0,1,1,1,0,36,0.16666666203703717
123_0_1513.0,mcts,8,16,0.57142856122449,3.999999500000063,276.0,138.0,594.0,17.249997843750272,37.124997679687645,0.23232323193211576,10495.0,1133,9362.0,0.0,0.0,0.026298237253330324,0.12180052946001717,0.06344798119382097,554.2048836871099,1513.0,1513.0,0,0,0,1,31,0.2580645078043707
123_0_2056.0,mip,20,103,0.5421052617313019,10.299999485000026,1488.0,744.0,9329.0,37.19999814000009,90.57281465463286,0.0797513131011093,10495.0,1133,9362.0,0.0,0.0,0.14178180084404174,0.6566637240453099,0.996475112049084,1279.7755676118704,2056.0,2056.0,0,0,0,1,31,0.6451612695109268
123_0_3023.0,mcts,10,25,0.5555555493827161,4.99999950000005,136.0,68.0,667.0,6.799999320000069,26.679998932800043,0.10194902533440926,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,0.027086237795840223,0.09497206690646359,0.1549361207537895,358.0226592019341,3023.0,3023.0,1,1,0,1,31,0.3225806347554634
123_0_3068.0,mcts,17,72,0.5294117627595156,8.47058773702425,956.0,478.0,3864.0,28.117645404844385,53.66666592129631,0.12370600410877174,10495.0,1133,9362.0,0.0,0.0,0.09109099570356445,0.4218887904484653,0.4127323221093001,833.3782502326796,3068.0,3068.0,0,0,0,1,31,0.5483870790842877
123_1_1521.0,mcts,8,13,0.4642857059948981,3.249999593750051,204.0,102.0,507.0,12.749998406250201,38.999997000000235,0.20118343155585122,9881.0,1235,8646.0,0.0,0.0,0.020645683633170157,0.08259109305053353,0.05863983344221144,999.315921234438,1521.0,1521.0,0,0,0,1,31,0.2580645078043707
123_1_3073.0,ga_meta,7,11,0.5238095113378688,3.142856693877615,102.0,51.0,290.0,7.2857132448981075,26.36363396694237,0.17586206835909632,5188.0,764,4424.0,0.0,0.0,0.019660755586033005,0.06675392661419643,0.06555153705570715,835.049353068204,3073.0,3073.0,0,0,0,1,31,0.22580644432882438
123_1_3127.0,mcts,15,57,0.5428571402721089,7.599999493333367,838.0,419.0,3366.0,27.933331471111238,59.052630542936306,0.12448009503134876,9881.0,1235,8646.0,0.0,0.0,0.08480922982645388,0.33927125478601516,0.38931297705420853,1687.9404422009045,3127.0,3127.0,0,0,0,1,31,0.4838709521331951
123_2_1550.0,mcts,12,32,0.4848484811753903,5.333332888888926,466.0,233.0,1402.0,19.416665048611247,43.81249863085942,0.16619115537361542,10585.0,1285,9300.0,0.0,0.0,0.044024563056776135,0.1813229570573362,0.15075268815583304,365.4505165497218,1550.0,1550.0,0,0,0,1,31,0.38709676170655605
123_2_2996.0,mcts,14,45,0.4945054917884314,6.428570969387788,666.0,333.0,2561.0,23.785712586734817,56.911109846419784,0.13002733302224626,10585.0,1285,9300.0,0.0,0.0,0.06291922531290324,0.25914396866992684,0.27537634405641115,282.6992924350493,2996.0,2996.0,0,0,0,1,31,0.45161288865764876
123_2_2998.0,mcts,8,15,0.5357142761479594,3.749999531250059,186.0,93.0,442.0,11.624998546875183,29.466664702222353,0.21040723934297004,15666.0,1286,14380.0,0.0,0.0,0.011872845652248637,0.07231726277424784,0.03073713490745917,1117.023616872072,2998.0,2998.0,0,0,1,0,36,0.22222221604938291
123_3_1549.0,mcts,12,29,0.43939393606519744,4.833332930555589,498.0,249.0,1198.0,20.74999827083348,41.31034340309161,0.2078464105109796,10503.0,1172,9331.0,0.0,0.0,0.047415024274263064,0.21245733770268144,0.12838924015342523,866.4629801072962,1549.0,1549.0,0,0,0,1,31,0.38709676170655605
123_3_3153.0,ga_meta,2,1,0.99999950000025,0.99999950000025,46.0,23.0,43.0,11.499994250002874,42.999957000043004,0.5348837084910766,15828.0,1173,14655.0,0.0,0.0,0.002906242102419368,0.019607843120538922,0.0029341521662958614,782.3617907767425,3153.0,3153.0,0,0,1,0,36,0.05555555401234573
123_3_3154.0,mcts,12,36,0.5454545413223141,5.999999500000042,620.0,310.0,2157.0,25.833331180555735,59.916665002314865,0.14371812696165132,10503.0,1172,9331.0,0.0,0.0,0.05903075311253635,0.26450511922823794,0.23116493406589164,1210.7293428503297,3154.0,3154.0,0,0,0,1,31,0.38709676170655605
123_4_1534.0,mcts,6,8,0.5333333155555561,2.6666662222222963,136.0,68.0,307.0,11.33333144444476,38.3749952031256,0.2214983706140118,10885.0,1170,9715.0,0.0,0.0,0.012494258152274298,0.05811965806998319,0.03160061759839417,655.0655711361453,1534.0,1534.0,0,0,0,1,31,0.19354838085327802
123_4_3044.0,mcts,14,47,0.516483513645695,6.714285234693913,590.0,295.0,2898.0,21.07142706632664,61.6595731561793,0.10179434088964999,10885.0,1170,9715.0,0.0,0.0,0.0542030316900135,0.2521367519212506,0.298301595440216,343.6738985757835,3044.0,3044.0,0,0,0,1,31,0.45161288865764876
123_4_3114.0,mip,5,4,0.399999980000001,1.599999680000064,66.0,33.0,119.0,6.5999986800002635,29.74999256250186,0.277310922039404,15894.0,1247,14647.0,0.0150078988941547,0.001431688028361,0.00415251038101469,0.026463512408609852,0.008124530620050212,25.29139317247771,3114.0,3114.0,1,1,1,0,36,0.1388888850308643
124_0_1527.0,mcts,7,12,0.5714285578231296,3.42857093877558,190.0,95.0,520.0,13.571426632653338,43.33332972222252,0.18269230734097633,10495.0,1133,9362.0,0.0,0.0,0.01810385897874189,0.08384819057030168,0.055543687240382,768.9143613013771,1527.0,1527.0,0,0,0,1,31,0.22580644432882438
