topology,seed,v_net_id,event_id,event_time,v_net_num_nodes,v_net_num_links,v_net_lifetime,v_net_node_demand,v_net_link_demand,v_net_total_demand,v_net_connectivity,v_net_avg_degree,v_net_max_node_demand,v_net_max_link_demand,p_net_node_available,p_net_link_available,p_net_node_util,p_net_link_util,p_net_min_node_available,p_net_min_link_available,inservice_count,algorithm,result,v_net_revenue,v_net_cost,v_net_r2c_ratio,solve_time_ms,place_result,route_result,description,is_winner,num_candidates_accepted,oracle_total_solve_time_ms
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,pl_rank,True,507.0,548.0,0.9251824817518248,9.126124961767346,True,True,,True,7,2978.960833977908
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,rw_rank_bfs,True,507.0,630.0,0.8047619047619048,1.6171669703908265,True,True,,False,7,2978.960833977908
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,d_round,True,507.0,1329.0,0.38148984198645597,203.91416701022536,True,True,,False,7,2978.960833977908
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,sa_meta,True,507.0,703.0,0.7211948790896159,162.05875005107373,True,True,,False,7,2978.960833977908
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,ga_meta,True,507.0,1054.0,0.4810246679316888,401.2583749718033,True,True,,False,7,2978.960833977908
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,pso_meta,False,0.0,0.0,0.0,30.350790999364108,True,True,TypeError: cannot pickle '_thread.lock' object,False,7,2978.960833977908
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,mcts,True,507.0,874.0,0.580091533180778,578.4710840089247,True,True,,False,7,2978.960833977908
fat_tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,2596.0,14375.0,0.0,0.0,50.0,201.0,0,mip,True,507.0,656.0,0.7728658536585366,1592.1643750043586,True,True,,False,7,2978.960833977908
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,pl_rank,True,253.0,309.0,0.8187702265372169,3.1605829717591405,True,True,,False,7,2613.4595000185072
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,rw_rank_bfs,True,253.0,309.0,0.8187702265372169,0.897624995559454,True,True,,False,7,2613.4595000185072
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,d_round,True,253.0,829.0,0.30518697225572977,135.3234580019489,True,True,,False,7,2613.4595000185072
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,sa_meta,True,253.0,309.0,0.8187702265372169,84.59637500345707,True,True,,False,7,2613.4595000185072
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,ga_meta,True,253.0,325.0,0.7784615384615384,198.55525001185015,True,True,,False,7,2613.4595000185072
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,pso_meta,False,0.0,0.0,0.0,14.858750044368207,True,True,TypeError: cannot pickle '_thread.lock' object,False,7,2613.4595000185072
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,mcts,True,253.0,637.0,0.39717425431711145,112.73654201067984,True,True,,False,7,2613.4595000185072
fat_tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,2435.0,13988.0,0.062018489984591696,0.02692173913043483,26.0,153.0,1,mip,True,253.0,301.0,0.840531561461794,2063.3309169788845,True,True,,True,7,2613.4595000185072
