topology,seed,v_net_id,event_id,event_time,v_net_num_nodes,v_net_num_links,v_net_lifetime,v_net_node_demand,v_net_link_demand,v_net_total_demand,v_net_connectivity,v_net_avg_degree,v_net_max_node_demand,v_net_max_link_demand,p_net_node_available,p_net_link_available,p_net_node_util,p_net_link_util,p_net_min_node_available,p_net_min_link_available,inservice_count,algorithm,result,v_net_revenue,v_net_cost,v_net_r2c_ratio,solve_time_ms,place_result,route_result,description,is_winner,num_candidates_accepted,oracle_total_solve_time_ms
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,pl_rank,False,0.0,0.0,0.0,28.24250003322959,True,False,,False,0,5555.197748937644
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,rw_rank_bfs,False,0.0,0.0,0.0,6.311249977443367,True,False,,True,0,5555.197748937644
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,d_round,False,0.0,0.0,0.0,978.3582920208573,True,False,,False,0,5555.197748937644
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,sa_meta,False,0.0,0.0,0.0,126.09400000656024,True,True,,False,0,5555.197748937644
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,ga_meta,False,0.0,0.0,0.0,293.4838329674676,True,True,,False,0,5555.197748937644
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,pso_meta,False,0.0,0.0,0.0,23.325582966208458,True,True,TypeError: cannot pickle '_thread.lock' object,False,0,5555.197748937644
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,mcts,False,0.0,0.0,0.0,1082.1961250039749,True,False,,False,0,5555.197748937644
tree,0,0,0,18.0,7,8,119.96176129242878,161.0,346.0,507.0,0.38095238095238093,2.2857142857142856,29.0,76.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,mip,False,0.0,0.0,0.0,3017.1861659619026,True,True,,False,0,5555.197748937644
tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,pl_rank,False,0.0,0.0,0.0,9.094915993046016,True,False,,False,0,3379.5051670167595
tree,0,1,1,35.0,3,3,365.1138353006334,77.0,176.0,253.0,1.0,2.0,34.0,72.0,4586.0,4616.0,0.0,0.0,50.0,50.0,0,rw_rank_bfs,False,0.0,0.0,0.0,4.318292019888759,True,False,,True,0,3379.5051670167595
