topology,seed,v_net_id,event_id,event_time,v_net_num_nodes,v_net_num_links,v_net_lifetime,v_net_node_demand,v_net_link_demand,v_net_total_demand,v_net_connectivity,v_net_avg_degree,v_net_max_node_demand,v_net_max_link_demand,p_net_node_available,p_net_link_available,p_net_node_util,p_net_link_util,p_net_min_node_available,p_net_min_link_available,inservice_count,algorithm,result,v_net_revenue,v_net_cost,v_net_r2c_ratio,solve_time_ms,place_result,route_result,description,is_winner,num_candidates_accepted,oracle_total_solve_time_ms
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,pl_rank,True,446.0,641.0,0.6957878315132605,11.907792009878904,True,True,,False,7,3904.240333184134
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,rw_rank_bfs,True,446.0,594.0,0.7508417508417509,2.4183340137824416,True,True,,False,7,3904.240333184134
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,d_round,True,446.0,1060.0,0.4207547169811321,271.1798750096932,True,True,,False,7,3904.240333184134
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,sa_meta,True,446.0,633.0,0.7045813586097947,240.4486250015907,True,True,,False,7,3904.240333184134
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,ga_meta,True,446.0,749.0,0.595460614152203,552.7075410354882,True,True,,False,7,3904.240333184134
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,pso_meta,False,0.0,0.0,0.0,44.61666604038328,True,True,TypeError: cannot pickle '_thread.lock' object,False,7,3904.240333184134
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,mcts,True,446.0,853.0,0.5228604923798359,481.00050003267825,True,True,,False,7,3904.240333184134
fat_tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,2649.0,14655.0,0.0,0.0,50.0,200.0,0,mip,True,446.0,501.0,0.8902195608782435,2299.961000040639,True,True,,True,7,3904.240333184134
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,pl_rank,True,153.0,153.0,1.0,4.75954101420939,True,True,,False,7,2732.386623043567
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,rw_rank_bfs,True,153.0,153.0,1.0,1.3292910298332572,True,True,,True,7,2732.386623043567
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,d_round,True,153.0,441.0,0.3469387755102041,76.74874999793246,True,True,,False,7,2732.386623043567
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,sa_meta,True,153.0,153.0,1.0,117.53970896825194,True,True,,False,7,2732.386623043567
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,ga_meta,True,153.0,200.0,0.765,303.4467499819584,True,True,,False,7,2732.386623043567
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,pso_meta,False,0.0,0.0,0.0,20.498250029049814,True,True,TypeError: cannot pickle '_thread.lock' object,False,7,2732.386623043567
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,mcts,True,153.0,203.0,0.7536945812807881,190.12466602725908,True,True,,False,7,2732.386623043567
fat_tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,2504.0,14299.0,0.05473763684409216,0.024292050494711726,23.0,113.0,1,mip,True,153.0,153.0,1.0,2017.9396659950726,True,True,,False,7,2732.386623043567
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,pl_rank,True,313.0,462.0,0.6774891774891775,7.458375010173768,True,True,,False,7,3180.412042129319
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,rw_rank_bfs,True,313.0,386.0,0.810880829015544,1.61575002130121,True,True,,False,7,3180.412042129319
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,d_round,True,313.0,915.0,0.34207650273224044,185.10925001464784,True,True,,False,7,3180.412042129319
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,sa_meta,True,313.0,389.0,0.8046272493573264,159.85358302714303,True,True,,False,7,3180.412042129319
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,ga_meta,True,313.0,389.0,0.8046272493573264,367.597000033129,True,True,,False,7,3180.412042129319
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,pso_meta,False,0.0,0.0,0.0,25.987291999626905,True,True,TypeError: cannot pickle '_thread.lock' object,False,7,3180.412042129319
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,mcts,True,313.0,766.0,0.4086161879895561,308.62295802216977,True,True,,False,7,3180.412042129319
fat_tree,3,2,2,58.0,4,3,161.1729662852628,126.0,187.0,313.0,0.5,1.5,39.0,76.0,2448.0,14202.0,0.07587768969422426,0.03091095189355164,23.0,113.0,2,mip,True,313.0,313.0,1.0,2124.1678340011276,True,True,,True,7,3180.412042129319
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,pl_rank,True,485.0,681.0,0.7121879588839941,12.252499989699572,True,True,,False,7,4130.380710004829
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,rw_rank_bfs,True,485.0,595.0,0.8151260504201681,1.7495839856564999,True,True,,True,7,4130.380710004829
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,d_round,True,485.0,2074.0,0.23384763741562198,284.5028750016354,True,True,,False,7,4130.380710004829
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,sa_meta,True,485.0,843.0,0.575326215895611,248.49091697251424,True,True,,False,7,4130.380710004829
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,ga_meta,True,485.0,757.0,0.6406869220607662,559.9252079846337,True,True,,False,7,4130.380710004829
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,pso_meta,False,0.0,0.0,0.0,43.491541990078986,True,True,TypeError: cannot pickle '_thread.lock' object,False,7,4130.380710004829
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,mcts,True,485.0,1093.0,0.44373284537968893,766.2762920372188,True,True,,False,7,4130.380710004829
fat_tree,3,3,3,80.0,6,6,78.49650036304767,148.0,337.0,485.0,0.4,2.0,33.0,78.0,2322.0,14015.0,0.1234428086070215,0.04367110201296487,2.0,113.0,3,mip,True,485.0,656.0,0.739329268292683,2213.6917920433916,True,True,,False,7,4130.380710004829
fat_tree,3,4,4,98.0,3,2,605.3646714251648,45.0,122.0,167.0,0.6666666666666666,1.3333333333333333,21.0,70.0,2174.0,13568.0,0.17931294828237065,0.07417263732514501,2.0,113.0,4,pl_rank,True,167.0,237.0,0.7046413502109705,4.840874986257404,True,True,,False,6,1261.2452491302975
fat_tree,3,4,4,98.0,3,2,605.3646714251648,45.0,122.0,167.0,0.6666666666666666,1.3333333333333333,21.0,70.0,2174.0,13568.0,0.17931294828237065,0.07417263732514501,2.0,113.0,4,rw_rank_bfs,False,167.0,167.0,1.0,1.4066249714232981,True,True,,False,6,1261.2452491302975
fat_tree,3,4,4,98.0,3,2,605.3646714251648,45.0,122.0,167.0,0.6666666666666666,1.3333333333333333,21.0,70.0,2174.0,13568.0,0.17931294828237065,0.07417263732514501,2.0,113.0,4,d_round,True,167.0,655.0,0.2549618320610687,76.3933330308646,True,True,,False,6,1261.2452491302975
fat_tree,3,4,4,98.0,3,2,605.3646714251648,45.0,122.0,167.0,0.6666666666666666,1.3333333333333333,21.0,70.0,2174.0,13568.0,0.17931294828237065,0.07417263732514501,2.0,113.0,4,sa_meta,True,167.0,219.0,0.7625570776255708,128.35112505126745,True,True,,False,6,1261.2452491302975
fat_tree,3,4,4,98.0,3,2,605.3646714251648,45.0,122.0,167.0,0.6666666666666666,1.3333333333333333,21.0,70.0,2174.0,13568.0,0.17931294828237065,0.07417263732514501,2.0,113.0,4,ga_meta,True,167.0,219.0,0.7625570776255708,371.5282090124674,True,True,,False,6,1261.2452491302975
