topology,seed,v_net_id,event_id,event_time,v_net_num_nodes,v_net_num_links,v_net_lifetime,v_net_node_demand,v_net_link_demand,v_net_total_demand,v_net_connectivity,v_net_avg_degree,v_net_max_node_demand,v_net_max_link_demand,p_net_node_available,p_net_link_available,p_net_node_util,p_net_link_util,p_net_min_node_available,p_net_min_link_available,inservice_count,algorithm,result,v_net_revenue,v_net_cost,v_net_r2c_ratio,solve_time_ms,place_result,route_result,description,is_winner,num_candidates_accepted,oracle_total_solve_time_ms
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,pl_rank,False,0.0,0.0,0.0,10.297374974470586,True,False,,False,0,3276.3066260376945
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,rw_rank_bfs,False,0.0,0.0,0.0,6.1561670154333115,True,False,,True,0,3276.3066260376945
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,d_round,False,0.0,0.0,0.0,404.1890000225976,True,False,,False,0,3276.3066260376945
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,sa_meta,False,0.0,0.0,0.0,79.76108300499618,True,True,,False,0,3276.3066260376945
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,ga_meta,False,0.0,0.0,0.0,154.03799997875467,True,True,,False,0,3276.3066260376945
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,pso_meta,False,0.0,0.0,0.0,11.85387501027435,True,True,TypeError: cannot pickle '_thread.lock' object,False,0,3276.3066260376945
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,mcts,False,0.0,0.0,0.0,262.02404202194884,True,False,,False,0,3276.3066260376945
tree,3,0,0,18.0,5,6,264.08780479495465,145.0,301.0,446.0,0.6,2.4,38.0,65.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,mip,False,0.0,0.0,0.0,2347.987084009219,True,True,,False,0,3276.3066260376945
tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,pl_rank,True,153.0,200.0,0.765,4.813042003661394,True,True,,False,5,961.1618341878057
tree,3,1,1,35.0,3,2,1374.218773921043,56.0,97.0,153.0,0.6666666666666666,1.3333333333333333,22.0,50.0,4735.0,4924.0,0.0,0.0,50.0,51.0,0,rw_rank_bfs,True,153.0,153.0,1.0,0.9568750392645597,True,True,,True,5,961.1618341878057
