v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,1,1,303.0,545.0,8464.31337992964,15224.590072810735,0.5559633027522936,0.5559633027522937,7,0,1,22.0,8492,2177,6315,0.024204392649036288,0.07214222744637089,0,27.93502765653346,22.0,7,8,True,"{np.int64(0): np.int64(9), np.int64(1): np.int64(1), np.int64(2): np.int64(18), np.int64(3): np.int64(0), np.int64(4): np.int64(3), np.int64(5): np.int64(4), np.int64(6): np.int64(25)}","{(0, 3): [(np.int64(9), 4), (4, 1), (1, np.int64(0))], (0, 4): [(np.int64(9), 4), (4, 1), (1, np.int64(3))], (0, 6): [(np.int64(9), 25)], (1, 3): [(np.int64(1), 0)], (1, 4): [(np.int64(1), 3)], (2, 4): [(np.int64(18), 10), (10, 4), (4, 1), (1, np.int64(3))], (3, 4): [(np.int64(0), 1), (1, np.int64(3))], (5, 6): [(np.int64(4), 9), (9, np.int64(25))]}","{(np.int64(0), np.int64(9)): {'cpu': 17}, (np.int64(1), np.int64(1)): {'cpu': 3}, (np.int64(2), np.int64(18)): {'cpu': 3}, (np.int64(3), np.int64(0)): {'cpu': 1}, (np.int64(4), np.int64(3)): {'cpu': 19}, (np.int64(5), np.int64(4)): {'cpu': 4}, (np.int64(6), np.int64(25)): {'cpu': 7}}","{((0, 3), (np.int64(9), 4)): {'bw': 42}, ((0, 3), (4, 1)): {'bw': 42}, ((0, 3), (1, np.int64(0))): {'bw': 42}, ((0, 4), (np.int64(9), 4)): {'bw': 10}, ((0, 4), (4, 1)): {'bw': 10}, ((0, 4), (1, np.int64(3))): {'bw': 10}, ((0, 6), (np.int64(9), 25)): {'bw': 29}, ((1, 3), (np.int64(1), 0)): {'bw': 49}, ((1, 4), (np.int64(1), 3)): {'bw': 29}, ((2, 4), (np.int64(18), 10)): {'bw': 24}, ((2, 4), (10, 4)): {'bw': 24}, ((2, 4), (4, 1)): {'bw': 24}, ((2, 4), (1, np.int64(3))): {'bw': 24}, ((3, 4), (np.int64(0), 1)): {'bw': 50}, ((3, 4), (1, np.int64(3))): {'bw': 50}, ((5, 6), (np.int64(4), 9)): {'bw': 16}, ((5, 6), (9, np.int64(25))): {'bw': 16}}",545.0,303.0,918.0,54.0,249,54.0,249,54.0,491,242,0.5559633027522936,15224.590072810735,8464.31337992964,15.530850238403005,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -83}, np.int64(1): {'cpu': -94}, np.int64(2): {'cpu': -86}, np.int64(3): {'cpu': -93}, np.int64(4): {'cpu': -34}, np.int64(5): {'cpu': -49}, np.int64(6): {'cpu': -56}}, 'link_level': {(0, 3): {'bw': -185}, (0, 4): {'bw': -139}, (0, 6): {'bw': -49}, (1, 3): {'bw': -294}, (1, 4): {'bw': -110}, (2, 4): {'bw': -86}, (3, 4): {'bw': -36}, (5, 6): {'bw': -33}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,7,8
2,2,2,341.0,583.0,12703.958321368384,19464.23501424948,0.5849056603773585,0.6526821276083032,8,1,1,49.0,8454,2173,6281,0.025997310623039005,0.07713781957096677,1,111.56960372207224,49.0,2,1,True,"{np.int64(0): np.int64(8), np.int64(1): np.int64(3)}","{(0, 1): [(np.int64(8), 3)]}","{(np.int64(0), np.int64(8)): {'cpu': 0}, (np.int64(1), np.int64(3)): {'cpu': 4}}","{((0, 1), (np.int64(8), 3)): {'bw': 34}}",38.0,38.0,12.0,4.0,34,4.0,34,4.0,34,0,1.0,4239.644941438745,4239.644941438745,111.56960372207224,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -71}, np.int64(1): {'cpu': -30}}, 'link_level': {(0, 1): {'bw': -163}}, 'path_level': {(0, 1): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,2,1
2,2,1,341.0,583.0,12703.958321368384,19464.23501424948,0.5849056603773585,0.6526821276083032,8,2,0,49.935027656533464,8999,2227,6772,0.0017929179740027168,0.004995592124595993,0,27.93502765653346,22.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
3,3,2,542.0,884.0,14582.853133758059,22277.903365141483,0.6131221719457014,0.6545882211059427,10,3,1,68.0,8698,2190,6508,0.018377409233527597,0.0437848956802821,2,9.347735385023263,68.0,5,6,True,"{np.int64(0): np.int64(2), np.int64(1): np.int64(1), np.int64(2): np.int64(5), np.int64(3): np.int64(0), np.int64(4): np.int64(3)}","{(0, 1): [(np.int64(2), 0), (0, np.int64(1))], (0, 3): [(np.int64(2), 0)], (1, 3): [(np.int64(1), 0)], (1, 4): [(np.int64(1), 3)], (2, 4): [(np.int64(5), 2), (2, 0), (0, 1), (1, np.int64(3))], (3, 4): [(np.int64(0), 1), (1, np.int64(3))]}","{(np.int64(0), np.int64(2)): {'cpu': 13}, (np.int64(1), np.int64(1)): {'cpu': 1}, (np.int64(2), np.int64(5)): {'cpu': 2}, (np.int64(3), np.int64(0)): {'cpu': 2}, (np.int64(4), np.int64(3)): {'cpu': 19}}","{((0, 1), (np.int64(2), 0)): {'bw': 12}, ((0, 1), (0, np.int64(1))): {'bw': 12}, ((0, 3), (np.int64(2), 0)): {'bw': 30}, ((1, 3), (np.int64(1), 0)): {'bw': 39}, ((1, 4), (np.int64(1), 3)): {'bw': 21}, ((2, 4), (np.int64(5), 2)): {'bw': 13}, ((2, 4), (2, 0)): {'bw': 13}, ((2, 4), (0, 1)): {'bw': 13}, ((2, 4), (1, np.int64(3))): {'bw': 13}, ((3, 4), (np.int64(0), 1)): {'bw': 49}, ((3, 4), (1, np.int64(3))): {'bw': 49}}",301.0,201.0,814.0,37.0,164,37.0,164,37.0,264,100,0.6677740863787376,2813.6683508920023,1878.894812389676,6.242175456444106,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -37}, np.int64(1): {'cpu': -96}, np.int64(2): {'cpu': -87}, np.int64(3): {'cpu': -92}, np.int64(4): {'cpu': -30}}, 'link_level': {(0, 1): {'bw': -373}, (0, 3): {'bw': -346}, (1, 3): {'bw': -334}, (1, 4): {'bw': -128}, (2, 4): {'bw': -115}, (3, 4): {'bw': -66}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5,6
3,3,1,542.0,884.0,14582.853133758059,22277.903365141483,0.6131221719457014,0.6545882211059427,10,4,0,77.34773538502327,8999,2227,6772,0.0017929179740027168,0.004995592124595993,2,9.347735385023263,68.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
4,4,2,739.0,1237.0,170056.50668700924,300867.7495798504,0.597413096200485,0.5652201238733172,12,5,1,105.0,8646,2178,6468,0.023756163155535637,0.049662062885689084,3,789.206363214473,105.0,5,5,True,"{np.int64(0): np.int64(16), np.int64(1): np.int64(5), np.int64(2): np.int64(8), np.int64(3): np.int64(7), np.int64(4): np.int64(2)}","{(0, 2): [(np.int64(16), 8)], (0, 4): [(np.int64(16), 8), (8, 3), (3, 1), (1, 0), (0, np.int64(2))], (1, 4): [(np.int64(5), 2)], (2, 3): [(np.int64(8), 3), (3, np.int64(7))], (2, 4): [(np.int64(8), 3), (3, 1), (1, 0), (0, np.int64(2))]}","{(np.int64(0), np.int64(16)): {'cpu': 19}, (np.int64(1), np.int64(5)): {'cpu': 12}, (np.int64(2), np.int64(8)): {'cpu': 17}, (np.int64(3), np.int64(7)): {'cpu': 0}, (np.int64(4), np.int64(2)): {'cpu': 1}}","{((0, 2), (np.int64(16), 8)): {'bw': 36}, ((0, 4), (np.int64(16), 8)): {'bw': 10}, ((0, 4), (8, 3)): {'bw': 10}, ((0, 4), (3, 1)): {'bw': 10}, ((0, 4), (1, 0)): {'bw': 10}, ((0, 4), (0, np.int64(2))): {'bw': 10}, ((1, 4), (np.int64(5), 2)): {'bw': 42}, ((2, 3), (np.int64(8), 3)): {'bw': 32}, ((2, 3), (3, np.int64(7))): {'bw': 32}, ((2, 4), (np.int64(8), 3)): {'bw': 28}, ((2, 4), (3, 1)): {'bw': 28}, ((2, 4), (1, 0)): {'bw': 28}, ((2, 4), (0, np.int64(2))): {'bw': 28}}",353.0,197.0,735.0,49.0,148,49.0,148,49.0,304,156,0.5580736543909348,278589.84621470893,155473.65355325118,440.43527918768035,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -32}, np.int64(1): {'cpu': -77}, np.int64(2): {'cpu': -54}, np.int64(3): {'cpu': -69}, np.int64(4): {'cpu': -49}}, 'link_level': {(0, 2): {'bw': -165}, (0, 4): {'bw': -139}, (1, 4): {'bw': -251}, (2, 3): {'bw': -121}, (2, 4): {'bw': -93}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5,5
5,5,3,1037.0,1786.0,207828.85778089848,370455.06753470004,0.5806270996640538,0.5610096230130026,18,6,1,131.0,8097,2094,6003,0.061407440609592134,0.11798413164854538,4,126.75285601976255,131.0,9,10,True,"{np.int64(0): np.int64(20), np.int64(1): np.int64(2), np.int64(2): np.int64(4), np.int64(3): np.int64(17), np.int64(4): np.int64(10), np.int64(5): np.int64(19), np.int64(6): np.int64(12), np.int64(7): np.int64(26), np.int64(8): np.int64(1)}","{(0, 2): [(np.int64(20), 12), (12, 5), (5, 2), (2, 0), (0, 1), (1, np.int64(4))], (1, 4): [(np.int64(2), 0), (0, 1), (1, 4), (4, np.int64(10))], (1, 6): [(np.int64(2), 5), (5, np.int64(12))], (1, 8): [(np.int64(2), 0), (0, np.int64(1))], (2, 3): [(np.int64(4), 9), (9, np.int64(17))], (2, 4): [(np.int64(4), 10)], (2, 7): [(np.int64(4), 10), (10, np.int64(26))], (2, 8): [(np.int64(4), 1)], (4, 7): [(np.int64(10), 26)], (5, 6): [(np.int64(19), 11), (11, 5), (5, np.int64(12))]}","{(np.int64(0), np.int64(20)): {'cpu': 2}, (np.int64(1), np.int64(2)): {'cpu': 1}, (np.int64(2), np.int64(4)): {'cpu': 13}, (np.int64(3), np.int64(17)): {'cpu': 19}, (np.int64(4), np.int64(10)): {'cpu': 15}, (np.int64(5), np.int64(19)): {'cpu': 17}, (np.int64(6), np.int64(12)): {'cpu': 4}, (np.int64(7), np.int64(26)): {'cpu': 7}, (np.int64(8), np.int64(1)): {'cpu': 6}}","{((0, 2), (np.int64(20), 12)): {'bw': 9}, ((0, 2), (12, 5)): {'bw': 9}, ((0, 2), (5, 2)): {'bw': 9}, ((0, 2), (2, 0)): {'bw': 9}, ((0, 2), (0, 1)): {'bw': 9}, ((0, 2), (1, np.int64(4))): {'bw': 9}, ((1, 4), (np.int64(2), 0)): {'bw': 15}, ((1, 4), (0, 1)): {'bw': 15}, ((1, 4), (1, 4)): {'bw': 15}, ((1, 4), (4, np.int64(10))): {'bw': 15}, ((1, 6), (np.int64(2), 5)): {'bw': 18}, ((1, 6), (5, np.int64(12))): {'bw': 18}, ((1, 8), (np.int64(2), 0)): {'bw': 29}, ((1, 8), (0, np.int64(1))): {'bw': 29}, ((2, 3), (np.int64(4), 9)): {'bw': 42}, ((2, 3), (9, np.int64(17))): {'bw': 42}, ((2, 4), (np.int64(4), 10)): {'bw': 18}, ((2, 7), (np.int64(4), 10)): {'bw': 2}, ((2, 7), (10, np.int64(26))): {'bw': 2}, ((2, 8), (np.int64(4), 1)): {'bw': 29}, ((4, 7), (np.int64(10), 26)): {'bw': 17}, ((5, 6), (np.int64(19), 11)): {'bw': 35}, ((5, 6), (11, 5)): {'bw': 35}, ((5, 6), (5, np.int64(12))): {'bw': 35}}",549.0,298.0,924.0,84.0,214,84.0,214,84.0,465,251,0.5428051001821493,69587.31795484964,37772.351093889236,68.80209671018076,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -94}, np.int64(1): {'cpu': -48}, np.int64(2): {'cpu': -40}, np.int64(3): {'cpu': -69}, np.int64(4): {'cpu': -71}, np.int64(5): {'cpu': -56}, np.int64(6): {'cpu': -52}, np.int64(7): {'cpu': -51}, np.int64(8): {'cpu': -91}}, 'link_level': {(0, 2): {'bw': -79}, (1, 4): {'bw': -203}, (1, 6): {'bw': -150}, (1, 8): {'bw': -294}, (2, 3): {'bw': -191}, (2, 4): {'bw': -282}, (2, 7): {'bw': -176}, (2, 8): {'bw': -174}, (4, 7): {'bw': -159}, (5, 6): {'bw': -115}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}, np.int64(7): {'cpu': 0}, np.int64(8): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 4): {'bw': 0}, (1, 6): {'bw': 0}, (1, 8): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (2, 7): {'bw': 0}, (2, 8): {'bw': 0}, (4, 7): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,9,10
6,6,4,1224.0,2014.0,247440.79706408316,418751.97746286105,0.6077457795431976,0.5909006055643727,18,7,1,155.0,7869,2031,5838,0.08964589870013451,0.14222744637084928,5,211.82855231649557,155.0,5,6,True,"{np.int64(0): np.int64(8), np.int64(1): np.int64(9), np.int64(2): np.int64(4), np.int64(3): np.int64(3), np.int64(4): np.int64(1)}","{(0, 2): [(np.int64(8), 3), (3, 1), (1, np.int64(4))], (0, 4): [(np.int64(8), 3), (3, np.int64(1))], (1, 2): [(np.int64(9), 4)], (1, 4): [(np.int64(9), 4), (4, np.int64(1))], (2, 4): [(np.int64(4), 1)], (3, 4): [(np.int64(3), 1)]}","{(np.int64(0), np.int64(8)): {'cpu': 19}, (np.int64(1), np.int64(9)): {'cpu': 16}, (np.int64(2), np.int64(4)): {'cpu': 12}, (np.int64(3), np.int64(3)): {'cpu': 3}, (np.int64(4), np.int64(1)): {'cpu': 13}}","{((0, 2), (np.int64(8), 3)): {'bw': 2}, ((0, 2), (3, 1)): {'bw': 2}, ((0, 2), (1, np.int64(4))): {'bw': 2}, ((0, 4), (np.int64(8), 3)): {'bw': 20}, ((0, 4), (3, np.int64(1))): {'bw': 20}, ((1, 2), (np.int64(9), 4)): {'bw': 3}, ((1, 4), (np.int64(9), 4)): {'bw': 17}, ((1, 4), (4, np.int64(1))): {'bw': 17}, ((2, 4), (np.int64(4), 1)): {'bw': 44}, ((3, 4), (np.int64(3), 1)): {'bw': 38}}",228.0,187.0,630.0,63.0,124,63.0,124,63.0,165,41,0.8201754385964912,48296.90992816099,39611.93928318467,173.73657580344155,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -35}, np.int64(1): {'cpu': -84}, np.int64(2): {'cpu': -28}, np.int64(3): {'cpu': -46}, np.int64(4): {'cpu': -78}}, 'link_level': {(0, 2): {'bw': -91}, (0, 4): {'bw': -71}, (1, 2): {'bw': -293}, (1, 4): {'bw': -155}, (2, 4): {'bw': -111}, (3, 4): {'bw': -51}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5,6
6,6,3,1224.0,2014.0,247440.79706408316,418751.97746286105,0.6077457795431976,0.5909006055643727,18,8,0,160.56960372207226,7907,2035,5872,0.08785298072613179,0.13723185424625328,1,111.56960372207224,49.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
7,7,4,1527.0,2715.0,646221.9564392483,1341344.692716956,0.5624309392265193,0.4817717324622173,20,9,1,181.0,7206,1973,5233,0.11564320932317351,0.23111960035263002,6,1316.109436881733,181.0,7,9,True,"{np.int64(0): np.int64(25), np.int64(1): np.int64(2), np.int64(2): np.int64(1), np.int64(3): np.int64(11), np.int64(4): np.int64(0), np.int64(5): np.int64(27), np.int64(6): np.int64(12)}","{(0, 2): [(np.int64(25), 9), (9, 4), (4, np.int64(1))], (1, 2): [(np.int64(2), 0), (0, np.int64(1))], (1, 6): [(np.int64(2), 5), (5, np.int64(12))], (2, 3): [(np.int64(1), 0), (0, 2), (2, 5), (5, np.int64(11))], (2, 5): [(np.int64(1), 0), (0, 2), (2, 5), (5, 11), (11, np.int64(27))], (2, 6): [(np.int64(1), 0), (0, 2), (2, 5), (5, np.int64(12))], (3, 5): [(np.int64(11), 27)], (3, 6): [(np.int64(11), 5), (5, np.int64(12))], (4, 5): [(np.int64(0), 2), (2, 5), (5, 11), (11, np.int64(27))]}","{(np.int64(0), np.int64(25)): {'cpu': 10}, (np.int64(1), np.int64(2)): {'cpu': 10}, (np.int64(2), np.int64(1)): {'cpu': 5}, (np.int64(3), np.int64(11)): {'cpu': 10}, (np.int64(4), np.int64(0)): {'cpu': 8}, (np.int64(5), np.int64(27)): {'cpu': 15}, (np.int64(6), np.int64(12)): {'cpu': 4}}","{((0, 2), (np.int64(25), 9)): {'bw': 22}, ((0, 2), (9, 4)): {'bw': 22}, ((0, 2), (4, np.int64(1))): {'bw': 22}, ((1, 2), (np.int64(2), 0)): {'bw': 37}, ((1, 2), (0, np.int64(1))): {'bw': 37}, ((1, 6), (np.int64(2), 5)): {'bw': 35}, ((1, 6), (5, np.int64(12))): {'bw': 35}, ((2, 3), (np.int64(1), 0)): {'bw': 30}, ((2, 3), (0, 2)): {'bw': 30}, ((2, 3), (2, 5)): {'bw': 30}, ((2, 3), (5, np.int64(11))): {'bw': 30}, ((2, 5), (np.int64(1), 0)): {'bw': 7}, ((2, 5), (0, 2)): {'bw': 7}, ((2, 5), (2, 5)): {'bw': 7}, ((2, 5), (5, 11)): {'bw': 7}, ((2, 5), (11, np.int64(27))): {'bw': 7}, ((2, 6), (np.int64(1), 0)): {'bw': 24}, ((2, 6), (0, 2)): {'bw': 24}, ((2, 6), (2, 5)): {'bw': 24}, ((2, 6), (5, np.int64(12))): {'bw': 24}, ((3, 5), (np.int64(11), 27)): {'bw': 24}, ((3, 6), (np.int64(11), 5)): {'bw': 47}, ((3, 6), (5, np.int64(12))): {'bw': 47}, ((4, 5), (np.int64(0), 2)): {'bw': 15}, ((4, 5), (2, 5)): {'bw': 15}, ((4, 5), (5, 11)): {'bw': 15}, ((4, 5), (11, np.int64(27))): {'bw': 15}}",701.0,303.0,1364.0,62.0,241,62.0,241,62.0,639,398,0.4322396576319544,922592.7152540948,398781.1593751651,568.8746924039446,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -53}, np.int64(1): {'cpu': -38}, np.int64(2): {'cpu': -73}, np.int64(3): {'cpu': -63}, np.int64(4): {'cpu': -86}, np.int64(5): {'cpu': -44}, np.int64(6): {'cpu': -48}}, 'link_level': {(0, 2): {'bw': -56}, (1, 2): {'bw': -257}, (1, 6): {'bw': -80}, (2, 3): {'bw': -159}, (2, 5): {'bw': -96}, (2, 6): {'bw': -56}, (3, 5): {'bw': -72}, (3, 6): {'bw': -9}, (4, 5): {'bw': -57}}, 'path_level': {(0, 2): {}, (1, 2): {}, (1, 6): {}, (2, 3): {}, (2, 5): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}, (1, 6): {'bw': 0}, (2, 3): {'bw': 0}, (2, 5): {'bw': 0}, (2, 6): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (4, 5): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 2): {}, (1, 6): {}, (2, 3): {}, (2, 5): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,7,9
