solver_name,reward_calculator_name,feature_constructor_used_features,run_id,num_train_epochs
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T021124-6730,50
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T021238-8255,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T022538-9637,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T022833-4077,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T023132-7817,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T023435-4171,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T023510-7645,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T023732-1907,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T023807-5730,50
sa_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024107-9170,50
sa_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024145-4640,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024255-1842,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024304-6556,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024310-3277,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024316-9038,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024031-5675,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024355-6602,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024403-1178,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024411-1198,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024420-1312,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024426-4461,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024433-3835,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024440-6698,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024445-8288,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024450-4738,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024455-3502,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024500-4826,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T024505-8673,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_1,50
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T030100-6134,50
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T030213-9894,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_0,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_1,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_2,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T032444-0248,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T032703-8787,50
sa_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T032911-2797,50
sa_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T032938-0269,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T033027-8579,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T033034-1481,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T033038-7192,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251125T033042-2997,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_2,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_0,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_1,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_2,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_3,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_4,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_0,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_1,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_2,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_3,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_4,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T091015-2960,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T091303-1220,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T091552-1482,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T091842-3429,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_0,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T092405-0123,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T092729-5178,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T093040-1521,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T093410-1780,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_1,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T093942-8640,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T094255-2012,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T094620-1508,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T094931-7379,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_2,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T095513-8304,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T095830-5522,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T100201-7364,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T100559-8386,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_3,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T101313-0014,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T101650-8475,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T102000-3639,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T102401-2224,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_4,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T103051-0777,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T103228-5457,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T103343-2738,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T103458-8998,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T103615-4734,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T103730-7477,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_0,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T103940-0006,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T104054-2816,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T104207-0410,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T104320-6841,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T104436-5218,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T104558-3377,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_1,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T104836-5122,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T105021-0320,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T105208-1692,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T105336-4516,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T105508-0529,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T105633-2338,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_2,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T105852-3255,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T110018-1075,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T110145-5405,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T110311-7107,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T110441-5865,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T110608-2438,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_3,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T110830-8101,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T110941-5225,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T111053-4443,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T111205-7985,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T111320-2650,50
mip,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T111432-1412,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_fat_tree_seed_4,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_1,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_2,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],d_round_tree_seed_3,50
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T191245-8279,50
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T191442-3550,50
sa_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T201336-7815,50
pso_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T201407-3731,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T201433-0076,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T201439-9683,50
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T201551-2625,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T204528-1683,50
sa_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T204626-8882,50
pso_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T204656-4673,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T204722-7433,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T204726-5517,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T204729-6194,50
ga_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T204836-3677,50
mcts,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T214531-7307,50
sa_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T214630-2898,50
pso_meta,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T214703-1231,50
pl_rank,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T214729-1657,50
rw_rank_bfs,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T214734-2878,50
d_round,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],Luisas-MacBook-Air.local-20251130T214737-6365,50
