vnr_uid,best_algorithm,v_net_id,seed,event_time,result,v_net_num_nodes,v_net_num_egdes,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_lifetime,v_net_arrival_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_algorithms_tested
155_2_3803,pl_rank,155,2,3803.0,False,2,1,38.0,19.0,4.0,32.48346120726308,3803.0,15666.0,1286,14380.0,0.0,0.0,0,8
155_3_3941,ga_meta,155,3,3941.0,False,7,12,122.0,61.0,261.0,385.4834146371833,3941.0,15828.0,1173,14655.0,0.0,0.0,0,8
155_4_3910,pl_rank,155,4,3910.0,False,2,1,28.0,14.0,17.0,331.362197795661,3910.0,15934.0,1266,14668.0,0.0,0.0,0,8
156_0_3857,rw_rank_bfs,156,0,3857.0,False,10,20,260.0,130.0,596.0,594.7481246287949,3857.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
156_1_3891,mcts,156,1,3891.0,False,5,8,60.0,30.0,189.0,111.70241547162551,3891.0,5188.0,764,4424.0,0.0,0.0,0,8
156_2_3838,rw_rank_bfs,156,2,3838.0,False,7,12,146.0,73.0,321.0,51.54842644184209,3838.0,15666.0,1286,14380.0,0.0,0.0,0,8
156_3_3966,pl_rank,156,3,3966.0,False,3,2,74.0,37.0,69.0,2734.707737930094,3966.0,15828.0,1173,14655.0,0.0,0.0,0,8
156_4_3933,pl_rank,156,4,3933.0,False,5,6,74.0,37.0,147.0,253.62255602646937,3933.0,15934.0,1266,14668.0,0.0,0.0,0,8
157_0_3879,pl_rank,157,0,3879.0,False,4,4,42.0,21.0,166.0,166.7016678667516,3879.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
157_1_3924,mcts,157,1,3924.0,False,7,11,114.0,57.0,194.0,570.4052161479595,3924.0,5188.0,764,4424.0,0.0,0.0,0,8
157_2_3862,ga_meta,157,2,3862.0,False,6,8,146.0,73.0,248.0,343.3117553354174,3862.0,15666.0,1286,14380.0,0.0,0.0,0,8
157_3_4002,rw_rank_bfs,157,3,4002.0,False,10,25,208.0,104.0,632.0,25.15022660618941,4002.0,15828.0,1173,14655.0,0.0,0.0,0,8
157_4_3953,pl_rank,157,4,3953.0,False,3,3,86.0,43.0,87.0,282.6023746092864,3953.0,15934.0,1266,14668.0,0.0,0.0,0,8
158_0_3903,rw_rank_bfs,158,0,3903.0,False,10,24,152.0,76.0,572.0,238.958997409046,3903.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
158_1_3946,pl_rank,158,1,3946.0,False,3,2,70.0,35.0,87.0,84.92986538476573,3946.0,5188.0,764,4424.0,0.0,0.0,0,8
158_2_3887,rw_rank_bfs,158,2,3887.0,False,10,25,178.0,89.0,573.0,36.10290143475958,3887.0,15666.0,1286,14380.0,0.0,0.0,0,8
158_3_4021,pl_rank,158,3,4021.0,False,4,4,104.0,52.0,61.0,180.3557097190893,4021.0,15828.0,1173,14655.0,0.0,0.0,0,8
158_4_3975,mcts,158,4,3975.0,False,4,3,74.0,37.0,79.0,1013.4039778687622,3975.0,15934.0,1266,14668.0,0.0,0.0,0,8
159_0_3925,pl_rank,159,0,3925.0,False,8,15,106.0,53.0,367.0,99.92776829199636,3925.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
159_1_3973,mcts,159,1,3973.0,False,4,3,42.0,21.0,103.0,357.0434338445669,3973.0,5188.0,764,4424.0,0.0,0.0,0,8
159_2_3922,mcts,159,2,3922.0,False,5,6,74.0,37.0,116.0,1367.8666586618135,3922.0,15666.0,1286,14380.0,0.0,0.0,0,8
159_3_4047,rw_rank_bfs,159,3,4047.0,False,10,20,208.0,104.0,518.0,675.1034514207436,4047.0,15828.0,1173,14655.0,0.0,0.0,0,8
159_4_3994,ga_meta,159,4,3994.0,False,5,4,72.0,36.0,110.0,681.2293322007966,3994.0,15934.0,1266,14668.0,0.0,0.0,0,8
15_0_425,rw_rank_bfs,15,0,425.0,False,9,12,134.0,67.0,326.0,383.53983346759213,425.0,5065.0,718,4347.0,0.0,0.0,0,8
15_1_430,rw_rank_bfs,15,1,430.0,False,9,21,208.0,104.0,614.0,77.31214957774891,430.0,5188.0,764,4424.0,0.0,0.0,0,8
15_2_353,sa_meta,15,2,353.0,False,6,7,170.0,85.0,178.0,53.86941983211133,353.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,1,8
15_3_418,rw_rank_bfs,15,3,418.0,False,8,12,142.0,71.0,366.0,84.9568806274704,418.0,15828.0,1173,14655.0,0.0,0.0,0,8
15_4_396,ga_meta,15,4,396.0,False,5,6,86.0,43.0,114.0,237.28302360003832,396.0,15934.0,1266,14668.0,0.0,0.0,0,8
160_0_3955,pl_rank,160,0,3955.0,False,8,11,144.0,72.0,219.0,776.8727459312998,3955.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
160_1_4006,rw_rank_bfs,160,1,4006.0,False,6,10,182.0,91.0,253.0,2214.1266927444062,4006.0,5188.0,764,4424.0,0.0,0.0,0,8
160_2_3945,ga_meta,160,2,3945.0,False,9,20,196.0,98.0,501.0,115.39739575288432,3945.0,15666.0,1286,14380.0,0.0,0.0,0,8
160_3_4074,pl_rank,160,3,4074.0,False,6,6,154.0,77.0,177.0,20.078528472529666,4074.0,15828.0,1173,14655.0,0.0,0.0,0,8
160_4_4020,mcts,160,4,4020.0,False,4,4,70.0,35.0,64.0,358.20422773155315,4020.0,15934.0,1266,14668.0,0.0,0.0,0,8
161_0_3976,pl_rank,161,0,3976.0,False,3,2,18.0,9.0,39.0,29.263951339702537,3976.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
161_1_4031,pl_rank,161,1,4031.0,False,5,5,150.0,75.0,82.0,78.14676266687532,4031.0,5188.0,764,4424.0,0.0,0.0,0,8
161_2_3962,rw_rank_bfs,161,2,3962.0,False,7,11,150.0,75.0,222.0,312.008685853115,3962.0,15666.0,1286,14380.0,0.0,0.0,0,8
161_3_4092,pl_rank,161,3,4092.0,False,16,56,830.0,415.0,3190.0,648.3490376165133,4092.0,10503.0,1172,9331.0,0.0,0.0,0,8
161_4_4041,ga_meta,161,4,4041.0,False,7,11,122.0,61.0,339.0,684.3612758195914,4041.0,15934.0,1266,14668.0,0.0,0.0,0,8
162_0_3998,rw_rank_bfs,162,0,3998.0,False,8,11,198.0,99.0,290.0,597.0066851481693,3998.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
162_1_4050,pl_rank,162,1,4050.0,False,2,1,22.0,11.0,1.0,24.752714872073504,4050.0,5188.0,764,4424.0,0.0,0.0,0,8
162_2_3997,ga_meta,162,2,3997.0,False,6,7,146.0,73.0,160.0,267.7882553057225,3997.0,15666.0,1286,14380.0,0.0,0.0,0,8
162_3_4121,pl_rank,162,3,4121.0,False,2,1,46.0,23.0,41.0,425.97917847259674,4121.0,15828.0,1173,14655.0,0.0,0.0,0,8
162_4_4063,mcts,162,4,4063.0,False,4,3,56.0,28.0,94.0,112.18609584629424,4063.0,15934.0,1266,14668.0,0.0,0.0,0,8
163_0_4023,rw_rank_bfs,163,0,4023.0,False,10,19,144.0,72.0,345.0,754.107613768702,4023.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
163_1_4075,rw_rank_bfs,163,1,4075.0,False,8,16,128.0,64.0,395.0,1146.634327155348,4075.0,5188.0,764,4424.0,0.0,0.0,0,8
163_2_4021,rw_rank_bfs,163,2,4021.0,False,7,12,120.0,60.0,251.0,172.1880982922502,4021.0,15666.0,1286,14380.0,0.0,0.0,0,8
163_3_4152,rw_rank_bfs,163,3,4152.0,False,10,24,228.0,114.0,623.0,657.8353377825421,4152.0,15828.0,1173,14655.0,0.0,0.0,0,8
163_4_4093,rw_rank_bfs,163,4,4093.0,False,9,21,158.0,79.0,560.0,2480.294721911595,4093.0,15934.0,1266,14668.0,0.0,0.0,0,8
164_0_4054,pl_rank,164,0,4054.0,False,10,17,214.0,107.0,451.0,751.2064056435634,4054.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
164_1_4096,pl_rank,164,1,4096.0,False,2,1,16.0,8.0,39.0,628.2115947764465,4096.0,5188.0,764,4424.0,0.0,0.0,0,8
164_2_4047,mcts,164,2,4047.0,False,4,5,90.0,45.0,148.0,195.4324913848476,4047.0,15666.0,1286,14380.0,0.0,0.0,0,8
164_3_4179,pl_rank,164,3,4179.0,False,9,21,190.0,95.0,481.0,400.1798115176719,4179.0,15828.0,1173,14655.0,0.0,0.0,0,8
164_4_4118,rw_rank_bfs,164,4,4118.0,False,7,11,176.0,88.0,274.0,263.0382195028958,4118.0,15934.0,1266,14668.0,0.0,0.0,0,8
165_0_4078,pl_rank,165,0,4078.0,False,5,5,98.0,49.0,62.0,150.1625393109284,4078.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
165_1_4119,rw_rank_bfs,165,1,4119.0,False,9,18,220.0,110.0,403.0,185.76946077130896,4119.0,5188.0,764,4424.0,0.0,0.0,0,8
165_2_4070,ga_meta,165,2,4070.0,False,8,12,108.0,54.0,254.0,118.8733192667044,4070.0,15666.0,1286,14380.0,0.0,0.0,0,8
165_3_4204,pl_rank,165,3,4204.0,False,3,2,66.0,33.0,48.0,1401.7588926315352,4204.0,15828.0,1173,14655.0,0.0,0.0,0,8
165_4_4137,rw_rank_bfs,165,4,4137.0,False,8,9,140.0,70.0,260.0,556.732700058624,4137.0,15934.0,1266,14668.0,0.0,0.0,0,8
166_0_4108,pl_rank,166,0,4108.0,False,4,4,110.0,55.0,58.0,234.0532253598176,4108.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
166_1_4129,pl_rank,166,1,4129.0,False,4,3,94.0,47.0,83.0,249.5640429008351,4129.0,5188.0,764,4424.0,0.0,0.0,0,8
166_2_4104,pl_rank,166,2,4104.0,False,2,1,58.0,29.0,10.0,164.43837915794091,4104.0,15666.0,1286,14380.0,0.0,0.0,0,8
166_3_4234,mcts,166,3,4234.0,False,4,4,56.0,28.0,151.0,212.63117042815423,4234.0,15828.0,1173,14655.0,0.0,0.0,0,8
166_4_4168,rw_rank_bfs,166,4,4168.0,False,7,13,178.0,89.0,290.0,170.1321113306077,4168.0,15934.0,1266,14668.0,0.0,0.0,0,8
167_0_4127,pl_rank,167,0,4127.0,False,5,4,114.0,57.0,104.0,442.880321126444,4127.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
167_1_4150,rw_rank_bfs,167,1,4150.0,False,10,19,284.0,142.0,492.0,42.1169268016884,4150.0,5188.0,764,4424.0,0.0,0.0,0,8
167_2_4132,mip,167,2,4132.0,False,7,11,106.0,53.0,304.0,62.27451933872182,4132.0,15666.0,1286,14380.0,0.0,0.0,0,8
167_3_4261,rw_rank_bfs,167,3,4261.0,False,7,14,148.0,74.0,300.0,427.2092795057113,4261.0,15828.0,1173,14655.0,0.0,0.0,0,8
167_4_4189,rw_rank_bfs,167,4,4189.0,False,8,14,218.0,109.0,383.0,699.971730922661,4189.0,15934.0,1266,14668.0,0.0,0.0,0,8
168_0_4143,sa_meta,168,0,4143.0,False,8,14,110.0,55.0,365.0,159.2919277089881,4143.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
168_1_4167,mcts,168,1,4167.0,False,5,7,134.0,67.0,178.0,217.02590536935313,4167.0,5188.0,764,4424.0,0.0,0.0,0,8
168_2_4155,rw_rank_bfs,168,2,4155.0,False,9,13,166.0,83.0,440.0,584.3862908414336,4155.0,15666.0,1286,14380.0,0.0,0.0,0,8
168_3_4289,pl_rank,168,3,4289.0,False,4,5,62.0,31.0,156.0,26.057331073211863,4289.0,15828.0,1173,14655.0,0.0,0.0,0,8
168_4_4211,rw_rank_bfs,168,4,4211.0,False,10,16,180.0,90.0,408.0,404.885740026539,4211.0,15934.0,1266,14668.0,0.0,0.0,0,8
169_0_4161,mcts,169,0,4161.0,False,5,7,116.0,58.0,212.0,231.69501307997635,4161.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
169_1_4183,pl_rank,169,1,4183.0,False,2,1,66.0,33.0,37.0,0.5068995693226128,4183.0,5188.0,764,4424.0,0.0,0.0,0,8
169_2_4176,pl_rank,169,2,4176.0,False,3,2,72.0,36.0,70.0,517.1518507895037,4176.0,15666.0,1286,14380.0,0.0,0.0,0,8
169_3_4319,rw_rank_bfs,169,3,4319.0,False,9,15,120.0,60.0,422.0,403.0827312764007,4319.0,15828.0,1173,14655.0,0.0,0.0,0,8
169_4_4229,rw_rank_bfs,169,4,4229.0,False,7,11,98.0,49.0,289.0,208.03519065964605,4229.0,15934.0,1266,14668.0,0.0,0.0,0,8
16_0_449,rw_rank_bfs,16,0,449.0,False,9,22,234.0,117.0,619.0,445.6892867594094,449.0,5065.0,718,4347.0,0.0,0.0,0,8
16_1_456,mcts,16,1,456.0,False,9,20,116.0,58.0,511.0,1336.918115181356,456.0,5188.0,764,4424.0,0.0,0.0,0,8
16_2_382,pl_rank,16,2,382.0,False,5,8,84.0,42.0,97.0,542.3070467411391,382.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,1,8
16_3_441,pl_rank,16,3,441.0,False,4,4,66.0,33.0,124.0,1907.2759822784224,441.0,15828.0,1173,14655.0,0.0,0.0,0,8
16_4_417,pl_rank,16,4,417.0,False,2,1,56.0,28.0,15.0,248.5172947376951,417.0,15934.0,1266,14668.0,0.0,0.0,0,8
170_0_4182,rw_rank_bfs,170,0,4182.0,False,8,13,158.0,79.0,362.0,109.73408203219842,4182.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
170_1_4204,rw_rank_bfs,170,1,4204.0,False,10,21,222.0,111.0,464.0,489.9221766000614,4204.0,5188.0,764,4424.0,0.0,0.0,0,8
170_2_4197,ga_meta,170,2,4197.0,False,8,14,128.0,64.0,337.0,186.641334052943,4197.0,15666.0,1286,14380.0,0.0,0.0,0,8
170_3_4341,ga_meta,170,3,4341.0,False,8,19,138.0,69.0,432.0,271.8405369569273,4341.0,15828.0,1173,14655.0,0.0,0.0,0,8
170_4_4257,ga_meta,170,4,4257.0,False,6,10,166.0,83.0,249.0,40.53518744330753,4257.0,15934.0,1266,14668.0,0.0,0.0,0,8
171_0_4216,rw_rank_bfs,171,0,4216.0,False,7,12,90.0,45.0,272.0,307.9596465485727,4216.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
171_1_4230,mcts,171,1,4230.0,False,6,8,184.0,92.0,199.0,111.74143658671056,4230.0,5188.0,764,4424.0,0.0,0.0,0,8
171_2_4220,rw_rank_bfs,171,2,4220.0,False,9,20,172.0,86.0,481.0,1061.378972983742,4220.0,15666.0,1286,14380.0,0.0,0.0,0,8
171_3_4369,rw_rank_bfs,171,3,4369.0,False,9,20,170.0,85.0,510.0,2042.052219558653,4369.0,15828.0,1173,14655.0,0.0,0.0,0,8
171_4_4280,ga_meta,171,4,4280.0,False,6,8,108.0,54.0,227.0,29.6528331508178,4280.0,15934.0,1266,14668.0,0.0,0.0,0,8
172_0_4237,rw_rank_bfs,172,0,4237.0,False,9,20,130.0,65.0,568.0,22.819026805322828,4237.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
172_1_4254,mcts,172,1,4254.0,False,4,5,76.0,38.0,97.0,490.56344026154153,4254.0,5188.0,764,4424.0,0.0,0.0,0,8
172_2_4243,pl_rank,172,2,4243.0,False,2,1,50.0,25.0,3.0,244.18623413104092,4243.0,15666.0,1286,14380.0,0.0,0.0,0,8
172_3_4391,pl_rank,172,3,4391.0,False,3,3,40.0,20.0,54.0,1455.7628358084437,4391.0,15828.0,1173,14655.0,0.0,0.0,0,8
172_4_4300,rw_rank_bfs,172,4,4300.0,False,8,17,100.0,50.0,381.0,172.38329640719158,4300.0,15934.0,1266,14668.0,0.0,0.0,0,8
173_0_4262,pl_rank,173,0,4262.0,False,2,1,34.0,17.0,36.0,804.2089278609906,4262.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
173_1_4277,pl_rank,173,1,4277.0,False,2,1,36.0,18.0,9.0,193.89990267552545,4277.0,5188.0,764,4424.0,0.0,0.0,0,8
173_2_4265,mcts,173,2,4265.0,False,3,3,44.0,22.0,123.0,472.2027627596061,4265.0,15666.0,1286,14380.0,0.0,0.0,0,8
173_3_4413,rw_rank_bfs,173,3,4413.0,False,7,11,118.0,59.0,237.0,74.41210401633118,4413.0,15828.0,1173,14655.0,0.0,0.0,0,8
173_4_4322,mcts,173,4,4322.0,False,4,5,66.0,33.0,111.0,140.3081659666972,4322.0,15934.0,1266,14668.0,0.0,0.0,0,8
174_0_4289,pl_rank,174,0,4289.0,False,10,17,222.0,111.0,331.0,40.039429614590745,4289.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
174_1_4298,mcts,174,1,4298.0,False,5,6,128.0,64.0,228.0,24.237179052614465,4298.0,5188.0,764,4424.0,0.0,0.0,0,8
174_2_4293,pl_rank,174,2,4293.0,False,4,4,84.0,42.0,115.0,370.2969163070019,4293.0,15666.0,1286,14380.0,0.0,0.0,0,8
174_3_4453,rw_rank_bfs,174,3,4453.0,False,9,18,114.0,57.0,440.0,21.253186108160808,4453.0,15828.0,1173,14655.0,0.0,0.0,0,8
174_4_4350,ga_meta,174,4,4350.0,False,4,4,62.0,31.0,83.0,794.603972810993,4350.0,15934.0,1266,14668.0,0.0,0.0,0,8
175_0_4312,mcts,175,0,4312.0,False,6,6,120.0,60.0,168.0,365.77267083575293,4312.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
175_1_4320,rw_rank_bfs,175,1,4320.0,False,10,23,186.0,93.0,565.0,642.5277197308332,4320.0,5188.0,764,4424.0,0.0,0.0,0,8
175_2_4317,ga_meta,175,2,4317.0,False,6,9,138.0,69.0,222.0,196.56337257360008,4317.0,15666.0,1286,14380.0,0.0,0.0,0,8
175_3_4481,rw_rank_bfs,175,3,4481.0,False,7,12,130.0,65.0,305.0,64.3003937837447,4481.0,15828.0,1173,14655.0,0.0,0.0,0,8
175_4_4380,pl_rank,175,4,4380.0,False,3,2,42.0,21.0,7.0,0.3905990981891261,4380.0,15934.0,1266,14668.0,0.0,0.0,0,8
176_0_4335,rw_rank_bfs,176,0,4335.0,False,8,19,146.0,73.0,685.0,183.22564535018236,4335.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
176_1_4349,mcts,176,1,4349.0,False,3,3,44.0,22.0,90.0,712.00227080777,4349.0,5188.0,764,4424.0,0.0,0.0,0,8
176_2_4345,pl_rank,176,2,4345.0,False,2,1,28.0,14.0,48.0,1328.13527684102,4345.0,15666.0,1286,14380.0,0.0,0.0,0,8
176_3_4504,rw_rank_bfs,176,3,4504.0,False,9,15,186.0,93.0,438.0,107.05905652106505,4504.0,15828.0,1173,14655.0,0.0,0.0,0,8
176_4_4403,pl_rank,176,4,4403.0,False,5,6,164.0,82.0,119.0,2275.928132987359,4403.0,15934.0,1266,14668.0,0.0,0.0,0,8
177_0_4364,pl_rank,177,0,4364.0,False,7,9,130.0,65.0,242.0,430.8337456953945,4364.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
177_1_4368,mcts,177,1,4368.0,False,6,7,134.0,67.0,187.0,260.6941950988393,4368.0,5188.0,764,4424.0,0.0,0.0,0,8
177_2_4372,rw_rank_bfs,177,2,4372.0,False,8,16,160.0,80.0,334.0,942.6003479946348,4372.0,15666.0,1286,14380.0,0.0,0.0,0,8
177_3_4519,pl_rank,177,3,4519.0,False,4,5,90.0,45.0,76.0,647.6202392747227,4519.0,15828.0,1173,14655.0,0.0,0.0,0,8
177_4_4434,ga_meta,177,4,4434.0,False,9,15,160.0,80.0,397.0,1023.7778455704248,4434.0,15934.0,1266,14668.0,0.0,0.0,0,8
178_0_4391,rw_rank_bfs,178,0,4391.0,False,10,14,214.0,107.0,361.0,1602.4043762699498,4391.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
178_1_4397,mcts,178,1,4397.0,False,5,5,58.0,29.0,161.0,609.2641563210035,4397.0,5188.0,764,4424.0,0.0,0.0,0,8
178_2_4401,rw_rank_bfs,178,2,4401.0,False,8,18,140.0,70.0,486.0,919.812316933456,4401.0,15666.0,1286,14380.0,0.0,0.0,0,8
178_3_4544,rw_rank_bfs,178,3,4544.0,False,8,20,182.0,91.0,404.0,392.6070615668273,4544.0,15828.0,1173,14655.0,0.0,0.0,0,8
178_4_4461,pl_rank,178,4,4461.0,False,6,9,64.0,32.0,155.0,1683.822977735305,4461.0,15934.0,1266,14668.0,0.0,0.0,0,8
179_0_4423,pl_rank,179,0,4423.0,False,4,4,42.0,21.0,149.0,518.6225517185468,4423.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
179_1_4422,mcts,179,1,4422.0,False,5,5,44.0,22.0,128.0,440.17135477067774,4422.0,5188.0,764,4424.0,0.0,0.0,0,8
179_2_4425,rw_rank_bfs,179,2,4425.0,False,10,22,214.0,107.0,511.0,1542.7041794783074,4425.0,15666.0,1286,14380.0,0.0,0.0,0,8
179_3_4566,ga_meta,179,3,4566.0,False,6,8,156.0,78.0,248.0,382.77865769651936,4566.0,15828.0,1173,14655.0,0.0,0.0,0,8
179_4_4494,pl_rank,179,4,4494.0,False,2,1,68.0,34.0,25.0,367.4657292277031,4494.0,15934.0,1266,14668.0,0.0,0.0,0,8
17_0_470,rw_rank_bfs,17,0,470.0,False,10,18,234.0,117.0,454.0,654.8926916611093,470.0,5065.0,718,4347.0,0.0,0.0,0,8
17_1_479,pl_rank,17,1,479.0,False,3,2,102.0,51.0,24.0,429.7003213656026,479.0,5188.0,764,4424.0,0.0,0.0,0,8
17_2_404,rw_rank_bfs,17,2,404.0,False,9,14,164.0,82.0,359.0,166.52018677759213,404.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,1,8
17_3_457,pl_rank,17,3,457.0,False,4,3,90.0,45.0,86.0,349.33223409363376,457.0,15828.0,1173,14655.0,0.0,0.0,0,8
17_4_432,ga_meta,17,4,432.0,False,9,20,190.0,95.0,548.0,180.03130205783893,432.0,15934.0,1266,14668.0,0.0,0.0,0,8
180_0_4443,pl_rank,180,0,4443.0,False,5,5,146.0,73.0,143.0,18.00141464258402,4443.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
180_1_4447,rw_rank_bfs,180,1,4447.0,False,8,13,162.0,81.0,351.0,1746.0729647720696,4447.0,5188.0,764,4424.0,0.0,0.0,0,8
180_2_4445,ga_meta,180,2,4445.0,False,8,18,146.0,73.0,575.0,1.24275629848267,4445.0,15666.0,1286,14380.0,0.0,0.0,0,8
180_3_4598,ga_meta,180,3,4598.0,False,10,16,210.0,105.0,451.0,312.31172371562775,4598.0,15828.0,1173,14655.0,0.0,0.0,0,8
180_4_4515,rw_rank_bfs,180,4,4515.0,False,7,13,104.0,52.0,355.0,695.0175433544052,4515.0,15934.0,1266,14668.0,0.0,0.0,0,8
181_0_4466,rw_rank_bfs,181,0,4466.0,False,9,21,222.0,111.0,541.0,281.41260086887553,4466.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
181_1_4474,rw_rank_bfs,181,1,4474.0,False,9,20,144.0,72.0,568.0,181.11548109328308,4474.0,5188.0,764,4424.0,0.0,0.0,0,8
181_2_4473,ga_meta,181,2,4473.0,False,7,12,144.0,72.0,303.0,338.75415408203503,4473.0,15666.0,1286,14380.0,0.0,0.0,0,8
181_3_4621,pl_rank,181,3,4621.0,False,6,10,150.0,75.0,198.0,3.3583625805757333,4621.0,15828.0,1173,14655.0,0.0,0.0,0,8
181_4_4540,rw_rank_bfs,181,4,4540.0,False,9,20,142.0,71.0,478.0,68.88991401198173,4540.0,15934.0,1266,14668.0,0.0,0.0,0,8
182_0_4491,pl_rank,182,0,4491.0,False,7,13,170.0,85.0,346.0,356.6921404775624,4491.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
182_1_4493,pl_rank,182,1,4493.0,False,5,5,90.0,45.0,100.0,188.2605629797468,4493.0,5188.0,764,4424.0,0.0,0.0,0,8
182_2_4497,pl_rank,182,2,4497.0,False,3,3,76.0,38.0,48.0,1389.6102847197944,4497.0,15666.0,1286,14380.0,0.0,0.0,0,8
182_3_4646,pl_rank,182,3,4646.0,False,5,6,152.0,76.0,144.0,249.1784359937621,4646.0,15828.0,1173,14655.0,0.0,0.0,0,8
182_4_4565,mcts,182,4,4565.0,False,5,5,84.0,42.0,118.0,1251.6369528774007,4565.0,15934.0,1266,14668.0,0.0,0.0,0,8
183_0_4506,mcts,183,0,4506.0,False,5,5,102.0,51.0,134.0,384.1266658141331,4506.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
183_1_4518,sa_meta,183,1,4518.0,False,7,9,122.0,61.0,257.0,128.38999346414113,4518.0,5188.0,764,4424.0,0.0,0.0,0,8
183_2_4529,ga_meta,183,2,4529.0,False,7,14,198.0,99.0,263.0,72.18164306787149,4529.0,15666.0,1286,14380.0,0.0,0.0,0,8
183_3_4675,rw_rank_bfs,183,3,4675.0,False,10,17,218.0,109.0,466.0,3424.008470637874,4675.0,15828.0,1173,14655.0,0.0,0.0,0,8
183_4_4583,rw_rank_bfs,183,4,4583.0,False,10,25,158.0,79.0,638.0,172.33349053430996,4583.0,15934.0,1266,14668.0,0.0,0.0,0,8
184_0_4540,rw_rank_bfs,184,0,4540.0,False,6,10,116.0,58.0,313.0,571.8976872877207,4540.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
184_1_4544,pl_rank,184,1,4544.0,False,5,4,108.0,54.0,105.0,557.8810983752966,4544.0,5188.0,764,4424.0,0.0,0.0,0,8
184_2_4548,ga_meta,184,2,4548.0,False,6,6,78.0,39.0,95.0,140.5148830367041,4548.0,15666.0,1286,14380.0,0.0,0.0,0,8
184_3_4703,pl_rank,184,3,4703.0,False,7,13,154.0,77.0,409.0,858.2087730001672,4703.0,15828.0,1173,14655.0,0.0,0.0,0,8
184_4_4617,rw_rank_bfs,184,4,4617.0,False,7,10,140.0,70.0,312.0,60.70743186439061,4617.0,15934.0,1266,14668.0,0.0,0.0,0,8
185_0_4571,mcts,185,0,4571.0,False,7,8,144.0,72.0,209.0,162.58543754149804,4571.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
185_1_4563,pl_rank,185,1,4563.0,False,4,3,72.0,36.0,102.0,754.6203997426504,4563.0,5188.0,764,4424.0,0.0,0.0,0,8
185_2_4572,rw_rank_bfs,185,2,4572.0,False,10,23,184.0,92.0,494.0,351.66130815657266,4572.0,15666.0,1286,14380.0,0.0,0.0,0,8
185_3_4730,pl_rank,185,3,4730.0,False,8,12,260.0,130.0,300.0,425.3225575290778,4730.0,15828.0,1173,14655.0,0.0,0.0,0,8
185_4_4644,pl_rank,185,4,4644.0,False,3,3,88.0,44.0,84.0,523.9099920006806,4644.0,15934.0,1266,14668.0,0.0,0.0,0,8
186_0_4590,pl_rank,186,0,4590.0,False,5,4,80.0,40.0,98.0,68.97661468471253,4590.0,5021.0,716,4305.0,0.0027855153203342,0.0096618357487923,1,8
186_1_4585,rw_rank_bfs,186,1,4585.0,False,6,11,136.0,68.0,331.0,359.3983667103258,4585.0,5188.0,764,4424.0,0.0,0.0,0,8
186_2_4600,pl_rank,186,2,4600.0,False,5,5,76.0,38.0,49.0,567.2568138443279,4600.0,15666.0,1286,14380.0,0.0,0.0,0,8
186_3_4760,ga_meta,186,3,4760.0,False,5,4,112.0,56.0,101.0,109.3659987062436,4760.0,15828.0,1173,14655.0,0.0,0.0,0,8
