v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links,seed
1,1,1,477.0,680.0,1021943.8416521096,1456859.1453321478,0.7014705882352941,0.7014705882352942,5,0,1,28.0,16816,2713,14103,0.04066478076379065,0.03851922552495224,0,2142.4399196061,28.0,5,7,True,"{1: 13, 0: 2, 2: 3, 3: 14, 4: 15}","{(0, 1): [(2, 13)], (2, 0): [(3, 5), (5, 2)], (2, 1): [(3, 13)], (3, 0): [(14, 13), (13, 2)], (3, 1): [(14, 13)], (4, 0): [(15, 13), (13, 2)], (4, 3): [(15, 12), (12, 14)]}","{(1, 13): {'cpu': 29}, (0, 2): {'cpu': 14}, (2, 3): {'cpu': 35}, (3, 14): {'cpu': 10}, (4, 15): {'cpu': 27}}","{((0, 1), (2, 13)): {'bw': 25}, ((2, 0), (3, 5)): {'bw': 58}, ((2, 0), (5, 2)): {'bw': 58}, ((2, 1), (3, 13)): {'bw': 57}, ((3, 0), (14, 13)): {'bw': 41}, ((3, 0), (13, 2)): {'bw': 41}, ((3, 1), (14, 13)): {'bw': 77}, ((4, 0), (15, 13)): {'bw': 46}, ((4, 0), (13, 2)): {'bw': 46}, ((4, 3), (15, 12)): {'bw': 58}, ((4, 3), (12, 14)): {'bw': 58}}",680.0,477.0,230.0,115.0,362.0,115.0,362.0,115.0,565.0,203.0,0.7014705882352941,1456859.1453321478,1021943.8416521096,1502.858590664867,Success,0.0,"{'node_level': {'cpu': -61}, 'link_level': {'bw': -138}, 'path_level': {}}","{'node_level': {1: {'cpu': -71}, 0: {'cpu': -37}, 2: {'cpu': -55}, 3: {'cpu': -84}, 4: {'cpu': -61}}, 'link_level': {(0, 1): {'bw': -225}, (2, 0): {'bw': -327}, (2, 1): {'bw': -319}, (3, 0): {'bw': -184}, (3, 1): {'bw': -265}, (4, 0): {'bw': -138}, (4, 3): {'bw': -340}}, 'path_level': {(0, 1): {}, (2, 0): {}, (2, 1): {}, (3, 0): {}, (3, 1): {}, (4, 0): {}, (4, 3): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (3, 0): {'bw': 0}, (3, 1): {'bw': 0}, (4, 0): {'bw': 0}, (4, 3): {'bw': 0}}, 'path_level': {(0, 1): {}, (2, 0): {}, (2, 1): {}, (3, 0): {}, (3, 1): {}, (4, 0): {}, (4, 3): {}}}",[],-61.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,7.0,4
2,2,2,786.0,1063.0,1038999.1087442669,1477998.8453201617,0.7394167450611477,0.7029769421228477,9,1,1,51.0,16433,2602,13831,0.07991513437057995,0.0570629942732479,1,55.1950391331951,51.0,4,4,True,"{0: 0, 3: 4, 2: 12, 1: 20}","{(3, 0): [(4, 0)], (2, 0): [(12, 0)], (1, 2): [(20, 0), (0, 12)], (1, 3): [(20, 0), (0, 4)]}","{(0, 0): {'cpu': 24}, (3, 4): {'cpu': 35}, (2, 12): {'cpu': 36}, (1, 20): {'cpu': 16}}","{((3, 0), (4, 0)): {'bw': 67}, ((2, 0), (12, 0)): {'bw': 57}, ((1, 2), (20, 0)): {'bw': 25}, ((1, 2), (0, 12)): {'bw': 25}, ((1, 3), (20, 0)): {'bw': 49}, ((1, 3), (0, 4)): {'bw': 49}}",383.0,309.0,222.0,111.0,198.0,111.0,198.0,111.0,272.0,74.0,0.8067885117493473,21139.699988013723,17055.267092157286,44.53072347821746,Success,0.0,"{'node_level': {'cpu': -55}, 'link_level': {'bw': -116}, 'path_level': {}}","{'node_level': {0: {'cpu': -72}, 3: {'cpu': -38}, 2: {'cpu': -50}, 1: {'cpu': -55}}, 'link_level': {(3, 0): {'bw': -165}, (2, 0): {'bw': -269}, (1, 2): {'bw': -244}, (1, 3): {'bw': -116}}, 'path_level': {(3, 0): {}, (2, 0): {}, (1, 2): {}, (1, 3): {}}}","{'node_level': {0: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(3, 0): {'bw': 0}, (2, 0): {'bw': 0}, (1, 2): {'bw': 0}, (1, 3): {'bw': 0}}, 'path_level': {(3, 0): {}, (2, 0): {}, (1, 2): {}, (1, 3): {}}}",[],-55.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,4.0,4
3,3,3,927.0,1204.0,1077725.9478621925,1516725.6844380873,0.7699335548172758,0.7105608871267092,11,2,1,70.0,16292,2539,13753,0.10219236209335214,0.06238069266430324,2,274.65843346046614,70.0,3,2,True,"{0: 28, 1: 0, 2: 1}","{(1, 0): [(0, 28)], (2, 0): [(1, 28)]}","{(0, 28): {'cpu': 13}, (1, 0): {'cpu': 18}, (2, 1): {'cpu': 32}}","{((1, 0), (0, 28)): {'bw': 56}, ((2, 0), (1, 28)): {'bw': 22}}",141.0,141.0,126.0,63.0,78.0,63.0,78.0,63.0,78.0,0.0,1.0,38726.83911792572,38726.83911792572,274.65843346046614,Success,0.0,"{'node_level': {'cpu': -23}, 'link_level': {'bw': -273}, 'path_level': {}}","{'node_level': {0: {'cpu': -86}, 1: {'cpu': -54}, 2: {'cpu': -23}}, 'link_level': {(1, 0): {'bw': -147}, (2, 0): {'bw': -273}}, 'path_level': {(1, 0): {}, (2, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (2, 0): {'bw': 0}}, 'path_level': {(1, 0): {}, (2, 0): {}}}",[],-23.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0,4
4,3,3,927.0,1204.0,1077725.9478621925,1516725.6844380873,0.7699335548172758,0.7105608871267092,11,3,1,82.0,16292,2539,13753,0.10219236209335214,0.06238069266430324,3,1039.970221591301,82.0,3,2,False,"{2: 5, 0: 3, 1: 6}","{(0, 2): [(3, 5)], (1, 2): [(6, 5)]}","{(2, 5): {'cpu': 25}, (0, 3): {'cpu': 38}, (1, 6): {'cpu': 34}}","{((0, 2), (3, 5)): {'bw': 49}, ((1, 2), (6, 5)): {'bw': 29}}",0.0,0.0,194.0,97.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,1.0,"{'node_level': {'cpu': -66}, 'link_level': {'bw': -361}, 'path_level': {}}","{'node_level': {2: {'cpu': -33}, 0: {'cpu': -17}, 1: {'cpu': -66}}, 'link_level': {(0, 2): {'bw': -280}, (1, 2): {'bw': -361}}, 'path_level': {(0, 2): {}, (1, 2): {}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 2): {}}}",[],-66.0,0.0,False,True,False,0,[],0,0.0,1.0,3.0,2.0,4
5,4,4,1382.0,1825.0,1277410.174663068,1789261.7390388427,0.7572602739726028,0.7139314203126416,14,4,1,93.0,15671,2423,13248,0.14321074964639324,0.09680938096536673,4,438.8664325293968,93.0,5,7,True,"{3: 5, 4: 2, 0: 3, 2: 6, 1: 7}","{(4, 3): [(2, 5)], (0, 3): [(3, 5)], (0, 4): [(3, 5), (5, 2)], (2, 3): [(6, 5)], (1, 0): [(7, 5), (5, 3)], (1, 2): [(7, 4), (4, 6)], (1, 4): [(7, 5), (5, 2)]}","{(3, 5): {'cpu': 37}, (4, 2): {'cpu': 28}, (0, 3): {'cpu': 19}, (2, 6): {'cpu': 19}, (1, 7): {'cpu': 13}}","{((4, 3), (2, 5)): {'bw': 60}, ((0, 3), (3, 5)): {'bw': 46}, ((0, 4), (3, 5)): {'bw': 56}, ((0, 4), (5, 2)): {'bw': 56}, ((2, 3), (6, 5)): {'bw': 67}, ((1, 0), (7, 5)): {'bw': 26}, ((1, 0), (5, 3)): {'bw': 26}, ((1, 2), (7, 4)): {'bw': 26}, ((1, 2), (4, 6)): {'bw': 26}, ((1, 4), (7, 5)): {'bw': 58}, ((1, 4), (5, 2)): {'bw': 58}}",621.0,455.0,232.0,116.0,339.0,116.0,339.0,116.0,505.0,166.0,0.7326892109500805,272536.0546007554,199684.22680087553,321.5527001624405,Success,0.0,"{'node_level': {'cpu': -46}, 'link_level': {'bw': -153}, 'path_level': {}}","{'node_level': {3: {'cpu': -21}, 4: {'cpu': -9}, 0: {'cpu': -36}, 2: {'cpu': -81}, 1: {'cpu': -46}}, 'link_level': {(4, 3): {'bw': -267}, (0, 3): {'bw': -283}, (0, 4): {'bw': -211}, (2, 3): {'bw': -323}, (1, 0): {'bw': -201}, (1, 2): {'bw': -196}, (1, 4): {'bw': -153}}, 'path_level': {(4, 3): {}, (0, 3): {}, (0, 4): {}, (2, 3): {}, (1, 0): {}, (1, 2): {}, (1, 4): {}}}","{'node_level': {3: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(4, 3): {'bw': 0}, (0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (2, 3): {'bw': 0}, (1, 0): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}}, 'path_level': {(4, 3): {}, (0, 3): {}, (0, 4): {}, (2, 3): {}, (1, 0): {}, (1, 2): {}, (1, 4): {}}}",[],-46.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,7.0,4
5,4,3,1382.0,1825.0,1277410.174663068,1789261.7390388427,0.7572602739726028,0.7139314203126416,14,5,0,106.19503913319511,16054,2534,13520,0.10396039603960394,0.07826561221707118,1,55.1950391331951,51.0,4,4,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,4
6,5,4,1707.0,2191.0,1280284.670791194,1792498.8639092862,0.7790963030579644,0.7142457362561464,14,6,1,107.0,15688,2418,13270,0.14497878359264493,0.09530951731660753,5,8.84460347115676,107.0,4,4,True,"{3: 12, 0: 0, 2: 1, 1: 14}","{(0, 3): [(0, 12)], (2, 0): [(1, 4), (4, 0)], (2, 3): [(1, 12)], (1, 3): [(14, 12)]}","{(3, 12): {'cpu': 35}, (0, 0): {'cpu': 27}, (2, 1): {'cpu': 16}, (1, 14): {'cpu': 38}}","{((0, 3), (0, 12)): {'bw': 50}, ((2, 0), (1, 4)): {'bw': 41}, ((2, 0), (4, 0)): {'bw': 41}, ((2, 3), (1, 12)): {'bw': 76}, ((1, 3), (14, 12)): {'bw': 42}}",366.0,325.0,232.0,116.0,209.0,116.0,209.0,116.0,250.0,41.0,0.8879781420765027,3237.1248704433738,2874.4961281259466,7.853814557721166,Success,0.0,"{'node_level': {'cpu': -46}, 'link_level': {'bw': -298}, 'path_level': {}}","{'node_level': {3: {'cpu': -51}, 0: {'cpu': -51}, 2: {'cpu': -7}, 1: {'cpu': -46}}, 'link_level': {(0, 3): {'bw': -276}, (2, 0): {'bw': -191}, (2, 3): {'bw': -239}, (1, 3): {'bw': -298}}, 'path_level': {(0, 3): {}, (2, 0): {}, (2, 3): {}, (1, 3): {}}}","{'node_level': {3: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (2, 0): {'bw': 0}, (2, 3): {'bw': 0}, (1, 3): {'bw': 0}}, 'path_level': {(0, 3): {}, (2, 0): {}, (2, 3): {}, (1, 3): {}}}",[],-46.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,4.0,4
6,5,3,1707.0,2191.0,1280284.670791194,1792498.8639092862,0.7790963030579644,0.7142457362561464,14,7,0,115.84460347115676,16054,2534,13520,0.10396039603960394,0.07826561221707118,5,8.84460347115676,107.0,4,4,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,4
7,6,4,2126.0,2746.0,1740252.23046938,2401763.769926931,0.774217042971595,0.724572604624777,14,8,1,129.0,15499,2410,13089,0.14780763790664786,0.10764930460867195,6,1097.7746054371978,129.0,5,6,True,"{4: 12, 0: 0, 3: 1, 2: 14, 1: 15}","{(0, 4): [(0, 12)], (3, 0): [(1, 4), (4, 0)], (3, 4): [(1, 12)], (2, 4): [(14, 12)], (1, 0): [(15, 12), (12, 0)], (1, 3): [(15, 12), (12, 1)]}","{(4, 12): {'cpu': 35}, (0, 0): {'cpu': 32}, (3, 1): {'cpu': 23}, (2, 14): {'cpu': 23}, (1, 15): {'cpu': 11}}","{((0, 4), (0, 12)): {'bw': 78}, ((3, 0), (1, 4)): {'bw': 69}, ((3, 0), (4, 0)): {'bw': 69}, ((3, 4), (1, 12)): {'bw': 45}, ((2, 4), (14, 12)): {'bw': 36}, ((1, 0), (15, 12)): {'bw': 31}, ((1, 0), (12, 0)): {'bw': 31}, ((1, 3), (15, 12)): {'bw': 36}, ((1, 3), (12, 1)): {'bw': 36}}",555.0,419.0,248.0,124.0,295.0,124.0,295.0,124.0,431.0,136.0,0.7549549549549549,609264.9060176448,459967.5596781859,828.7703777985331,Success,0.0,"{'node_level': {'cpu': -50}, 'link_level': {'bw': -217}, 'path_level': {}}","{'node_level': {4: {'cpu': -51}, 0: {'cpu': -46}, 3: {'cpu': 0}, 2: {'cpu': -61}, 1: {'cpu': -50}}, 'link_level': {(0, 4): {'bw': -248}, (3, 0): {'bw': -163}, (3, 4): {'bw': -270}, (2, 4): {'bw': -304}, (1, 0): {'bw': -217}, (1, 3): {'bw': -234}}, 'path_level': {(0, 4): {}, (3, 0): {}, (3, 4): {}, (2, 4): {}, (1, 0): {}, (1, 3): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 0}, (3, 0): {'bw': 0}, (3, 4): {'bw': 0}, (2, 4): {'bw': 0}, (1, 0): {'bw': 0}, (1, 3): {'bw': 0}}, 'path_level': {(0, 4): {}, (3, 0): {}, (3, 4): {}, (2, 4): {}, (1, 0): {}, (1, 3): {}}}",[],-50.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,6.0,4
8,6,4,2126.0,2746.0,1740252.23046938,2401763.769926931,0.774217042971595,0.724572604624777,14,9,1,153.0,15499,2410,13089,0.14780763790664786,0.10764930460867195,7,242.3740285982141,153.0,7,9,False,"{0: 22, 1: 20, 5: 21, 6: 24, 4: 25, 2: 0, 3: 23}","{(1, 0): [(20, 22)], (5, 0): [(21, 22)], (6, 0): [(24, 22)], (4, 0): [(25, 22)], (2, 1): [(0, 20)], (2, 5): [(0, 20), (20, 22), (22, 21)], (2, 6): [(0, 20), (20, 22), (22, 24)], (3, 1): [(23, 20)], (3, 6): [(23, 20), (20, 22), (22, 24)]}","{(0, 22): {'cpu': 31}, (1, 20): {'cpu': 26}, (5, 21): {'cpu': 26}, (6, 24): {'cpu': 15}, (4, 25): {'cpu': 18}, (2, 0): {'cpu': 31}, (3, 23): {'cpu': 11}}","{((1, 0), (20, 22)): {'bw': 21}, ((5, 0), (21, 22)): {'bw': 46}, ((6, 0), (24, 22)): {'bw': 77}, ((4, 0), (25, 22)): {'bw': 36}, ((2, 1), (0, 20)): {'bw': 34}, ((2, 5), (0, 20)): {'bw': 64}, ((2, 5), (20, 22)): {'bw': 64}, ((2, 5), (22, 21)): {'bw': 64}, ((2, 6), (0, 20)): {'bw': 50}, ((2, 6), (20, 22)): {'bw': 50}, ((2, 6), (22, 24)): {'bw': 50}, ((3, 1), (23, 20)): {'bw': 52}, ((3, 6), (23, 20)): {'bw': 25}, ((3, 6), (20, 22)): {'bw': 25}, ((3, 6), (22, 24)): {'bw': 25}}",0.0,0.0,316.0,158.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,11.0,"{'node_level': {'cpu': -77}, 'link_level': {'bw': -120}, 'path_level': {}}","{'node_level': {0: {'cpu': -57}, 1: {'cpu': -45}, 5: {'cpu': -33}, 6: {'cpu': -37}, 4: {'cpu': -78}, 2: {'cpu': -15}, 3: {'cpu': -77}}, 'link_level': {(1, 0): {'bw': -286}, (5, 0): {'bw': -162}, (6, 0): {'bw': -195}, (4, 0): {'bw': -351}, (2, 1): {'bw': -322}, (2, 5): {'bw': -98}, (2, 6): {'bw': -145}, (3, 1): {'bw': -199}, (3, 6): {'bw': -120}}, 'path_level': {(1, 0): {}, (5, 0): {}, (6, 0): {}, (4, 0): {}, (2, 1): {}, (2, 5): {}, (2, 6): {}, (3, 1): {}, (3, 6): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (5, 0): {'bw': 0}, (6, 0): {'bw': 0}, (4, 0): {'bw': 0}, (2, 1): {'bw': 0}, (2, 5): {'bw': 0}, (2, 6): {'bw': 0}, (3, 1): {'bw': 0}, (3, 6): {'bw': 0}}, 'path_level': {(1, 0): {}, (5, 0): {}, (6, 0): {}, (4, 0): {}, (2, 1): {}, (2, 5): {}, (2, 6): {}, (3, 1): {}, (3, 6): {}}}",[],-77.0,0.0,False,True,False,0,[],0,0.0,1.0,7.0,9.0,4
