v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links,seed
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,31.0,16971,2596,14375,0.0,0.0,0,119.96176129242878,31.0,10,19,False,"{0: 20, 6: 0, 9: 1, 3: 22, 4: 23, 8: 4, 5: 12, 7: 28, 1: 21, 2: 5}","{(6, 0): [(0, 20)], (9, 0): [(1, 20)], (9, 6): [(1, 4), (4, 0)], (3, 0): [(22, 20)], (3, 6): [(22, 20), (20, 0)], (4, 0): [(23, 20)], (4, 3): [(23, 21), (21, 22)], (8, 0): [(4, 0), (0, 20)], (8, 6): [(4, 0)], (8, 9): [(4, 1)], (5, 3): [(12, 14), (14, 13), (13, 2), (2, 21), (21, 22)], (5, 4): [(12, 14), (14, 13), (13, 2), (2, 21), (21, 23)], (5, 6): [(12, 0)], (5, 8): [(12, 1), (1, 4)], (7, 4): [(28, 30), (30, 29), (29, 2), (2, 21), (21, 23)], (7, 9): [(28, 1)], (1, 5): [(21, 3), (3, 13), (13, 15), (15, 12)], (1, 8): [(21, 3), (3, 5), (5, 6), (6, 4)], (2, 6): [(5, 2), (2, 13), (13, 3), (3, 29), (29, 31), (31, 28), (28, 0)]}","{(0, 20): {'cpu': 74}, (6, 0): {'cpu': 37}, (9, 1): {'cpu': 77}, (3, 22): {'cpu': 62}, (4, 23): {'cpu': 60}, (8, 4): {'cpu': 31}, (5, 12): {'cpu': 44}, (7, 28): {'cpu': 62}, (1, 21): {'cpu': 56}, (2, 5): {'cpu': 73}}","{((6, 0), (0, 20)): {'bw': 75}, ((9, 0), (1, 20)): {'bw': 134}, ((9, 6), (1, 4)): {'bw': 91}, ((9, 6), (4, 0)): {'bw': 91}, ((3, 0), (22, 20)): {'bw': 103}, ((3, 6), (22, 20)): {'bw': 118}, ((3, 6), (20, 0)): {'bw': 118}, ((4, 0), (23, 20)): {'bw': 150}, ((4, 3), (23, 21)): {'bw': 60}, ((4, 3), (21, 22)): {'bw': 60}, ((8, 0), (4, 0)): {'bw': 128}, ((8, 0), (0, 20)): {'bw': 128}, ((8, 6), (4, 0)): {'bw': 82}, ((8, 9), (4, 1)): {'bw': 102}, ((5, 3), (12, 14)): {'bw': 141}, ((5, 3), (14, 13)): {'bw': 141}, ((5, 3), (13, 2)): {'bw': 141}, ((5, 3), (2, 21)): {'bw': 141}, ((5, 3), (21, 22)): {'bw': 141}, ((5, 4), (12, 14)): {'bw': 72}, ((5, 4), (14, 13)): {'bw': 72}, ((5, 4), (13, 2)): {'bw': 72}, ((5, 4), (2, 21)): {'bw': 72}, ((5, 4), (21, 23)): {'bw': 72}, ((5, 6), (12, 0)): {'bw': 114}, ((5, 8), (12, 1)): {'bw': 107}, ((5, 8), (1, 4)): {'bw': 107}, ((7, 4), (28, 30)): {'bw': 103}, ((7, 4), (30, 29)): {'bw': 103}, ((7, 4), (29, 2)): {'bw': 103}, ((7, 4), (2, 21)): {'bw': 103}, ((7, 4), (21, 23)): {'bw': 103}, ((7, 9), (28, 1)): {'bw': 94}, ((1, 5), (21, 3)): {'bw': 145}, ((1, 5), (3, 13)): {'bw': 145}, ((1, 5), (13, 15)): {'bw': 145}, ((1, 5), (15, 12)): {'bw': 145}, ((1, 8), (21, 3)): {'bw': 99}, ((1, 8), (3, 5)): {'bw': 99}, ((1, 8), (5, 6)): {'bw': 99}, ((1, 8), (6, 4)): {'bw': 99}, ((2, 6), (5, 2)): {'bw': 146}, ((2, 6), (2, 13)): {'bw': 146}, ((2, 6), (13, 3)): {'bw': 146}, ((2, 6), (3, 29)): {'bw': 146}, ((2, 6), (29, 31)): {'bw': 146}, ((2, 6), (31, 28)): {'bw': 146}, ((2, 6), (28, 0)): {'bw': 146}}",0.0,0.0,1152.0,576.0,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,337.0,"{'node_level': {'cpu': -16}, 'link_level': {'bw': -26}, 'path_level': {}}","{'node_level': {0: {'cpu': -22}, 6: {'cpu': -57}, 9: {'cpu': -20}, 3: {'cpu': -5}, 4: {'cpu': -27}, 8: {'cpu': -22}, 5: {'cpu': -12}, 7: {'cpu': -8}, 1: {'cpu': -18}, 2: {'cpu': -16}}, 'link_level': {(6, 0): {'bw': -272}, (9, 0): {'bw': -98}, (9, 6): {'bw': -251}, (3, 0): {'bw': -217}, (3, 6): {'bw': -99}, (4, 0): {'bw': -51}, (4, 3): {'bw': -205}, (8, 0): {'bw': -26}, (8, 6): {'bw': -76}, (8, 9): {'bw': -149}, (5, 3): {'bw': -64}, (5, 4): {'bw': -25}, (5, 6): {'bw': -115}, (5, 8): {'bw': -42}, (7, 4): {'bw': -11}, (7, 9): {'bw': -299}, (1, 5): {'bw': -72}, (1, 8): {'bw': -119}, (2, 6): {'bw': -26}}, 'path_level': {(6, 0): {}, (9, 0): {}, (9, 6): {}, (3, 0): {}, (3, 6): {}, (4, 0): {}, (4, 3): {}, (8, 0): {}, (8, 6): {}, (8, 9): {}, (5, 3): {}, (5, 4): {}, (5, 6): {}, (5, 8): {}, (7, 4): {}, (7, 9): {}, (1, 5): {}, (1, 8): {}, (2, 6): {}}}","{'node_level': {0: {'cpu': 0}, 6: {'cpu': 0}, 9: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 8: {'cpu': 0}, 5: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(6, 0): {'bw': 0}, (9, 0): {'bw': 0}, (9, 6): {'bw': 0}, (3, 0): {'bw': 0}, (3, 6): {'bw': 0}, (4, 0): {'bw': 0}, (4, 3): {'bw': 0}, (8, 0): {'bw': 0}, (8, 6): {'bw': 0}, (8, 9): {'bw': 0}, (5, 3): {'bw': 0}, (5, 4): {'bw': 0}, (5, 6): {'bw': 0}, (5, 8): {'bw': 0}, (7, 4): {'bw': 0}, (7, 9): {'bw': 0}, (1, 5): {'bw': 0}, (1, 8): {'bw': 0}, (2, 6): {'bw': 0}}, 'path_level': {(6, 0): {}, (9, 0): {}, (9, 6): {}, (3, 0): {}, (3, 6): {}, (4, 0): {}, (4, 3): {}, (8, 0): {}, (8, 6): {}, (8, 9): {}, (5, 3): {}, (5, 4): {}, (5, 6): {}, (5, 8): {}, (7, 4): {}, (7, 9): {}, (1, 5): {}, (1, 8): {}, (2, 6): {}}}",[],-16.0,100.0,False,False,False,0,[],0,0.0,12.0,10.0,19.0,0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,60.0,16971,2596,14375,0.0,0.0,1,365.1138353006334,60.0,6,6,False,"{1: 20, 5: 0, 4: 1, 3: 23, 2: 4, 0: 12}","{(5, 1): [(0, 20)], (4, 1): [(1, 20)], (3, 1): [(23, 20)], (2, 5): [(4, 0)], (0, 2): [(12, 0), (0, 4)], (0, 4): [(12, 1)]}","{(1, 20): {'cpu': 66}, (5, 0): {'cpu': 78}, (4, 1): {'cpu': 47}, (3, 23): {'cpu': 74}, (2, 4): {'cpu': 49}, (0, 12): {'cpu': 34}}","{((5, 1), (0, 20)): {'bw': 88}, ((4, 1), (1, 20)): {'bw': 69}, ((3, 1), (23, 20)): {'bw': 108}, ((2, 5), (4, 0)): {'bw': 137}, ((0, 2), (12, 0)): {'bw': 130}, ((0, 2), (0, 4)): {'bw': 130}, ((0, 4), (12, 1)): {'bw': 66}}",0.0,0.0,696.0,348.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,7.0,"{'node_level': {'cpu': -22}, 'link_level': {'bw': -99}, 'path_level': {}}","{'node_level': {1: {'cpu': -30}, 5: {'cpu': -16}, 4: {'cpu': -50}, 3: {'cpu': -13}, 2: {'cpu': -4}, 0: {'cpu': -22}}, 'link_level': {(5, 1): {'bw': -259}, (4, 1): {'bw': -163}, (3, 1): {'bw': -93}, (2, 5): {'bw': -240}, (0, 2): {'bw': -99}, (0, 4): {'bw': -301}}, 'path_level': {(5, 1): {}, (4, 1): {}, (3, 1): {}, (2, 5): {}, (0, 2): {}, (0, 4): {}}}","{'node_level': {1: {'cpu': 0}, 5: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(5, 1): {'bw': 0}, (4, 1): {'bw': 0}, (3, 1): {'bw': 0}, (2, 5): {'bw': 0}, (0, 2): {'bw': 0}, (0, 4): {'bw': 0}}, 'path_level': {(5, 1): {}, (4, 1): {}, (3, 1): {}, (2, 5): {}, (0, 2): {}, (0, 4): {}}}",[],-22.0,0.0,False,True,False,0,[],0,0.0,1.0,6.0,6.0,0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,85.0,16971,2596,14375,0.0,0.0,2,12.998874958791893,85.0,9,17,False,"{4: 20, 5: 0, 8: 1, 7: 22, 3: 23}","{(5, 4): [(0, 20)], (8, 4): [(1, 20)], (8, 5): [(1, 4), (4, 0)], (7, 4): [(22, 20)], (7, 5): [(22, 20), (20, 0)], (3, 4): [(23, 20)], (3, 8): [(23, 21), (21, 2), (2, 5), (5, 6), (6, 4), (4, 1)]}","{(4, 20): {'cpu': 76}, (5, 0): {'cpu': 66}, (8, 1): {'cpu': 40}, (7, 22): {'cpu': 30}, (3, 23): {'cpu': 39}}","{((5, 4), (0, 20)): {'bw': 142}, ((8, 4), (1, 20)): {'bw': 95}, ((8, 5), (1, 4)): {'bw': 86}, ((8, 5), (4, 0)): {'bw': 86}, ((7, 4), (22, 20)): {'bw': 88}, ((7, 5), (22, 20)): {'bw': 113}, ((7, 5), (20, 0)): {'bw': 113}, ((3, 4), (23, 20)): {'bw': 110}, ((3, 8), (23, 21)): {'bw': 121}, ((3, 8), (21, 2)): {'bw': 121}, ((3, 8), (2, 5)): {'bw': 121}, ((3, 8), (5, 6)): {'bw': 121}, ((3, 8), (6, 4)): {'bw': 121}, ((3, 8), (4, 1)): {'bw': 121}}",0.0,0.0,862.0,431.0,1853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3100.0,"{'node_level': {'cpu': -53}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -20}, 5: {'cpu': -28}, 8: {'cpu': -57}, 7: {'cpu': -37}, 3: {'cpu': -48}, 2: {'cpu': -53}}, 'link_level': {(5, 4): {'bw': -205}, (8, 4): {'bw': -137}, (8, 5): {'bw': -256}, (7, 4): {'bw': -232}, (7, 5): {'bw': -92}, (3, 4): {'bw': -91}, (3, 8): {'bw': -88}, (2, 4): {'bw': 100.0}}, 'path_level': {(5, 4): {}, (8, 4): {}, (8, 5): {}, (7, 4): {}, (7, 5): {}, (3, 4): {}, (3, 8): {}, (2, 4): {}}}","{'node_level': {4: {'cpu': 0}, 5: {'cpu': 0}, 8: {'cpu': 0}, 7: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(5, 4): {'bw': 0}, (8, 4): {'bw': 0}, (8, 5): {'bw': 0}, (7, 4): {'bw': 0}, (7, 5): {'bw': 0}, (3, 4): {'bw': 0}, (3, 8): {'bw': 0}, (2, 4): {'bw': 100.0}}, 'path_level': {(5, 4): {}, (8, 4): {}, (8, 5): {}, (7, 4): {}, (7, 5): {}, (3, 4): {}, (3, 8): {}, (2, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,31.0,5.0,7.0,0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,97.99887495879189,16971,2596,14375,0.0,0.0,2,12.998874958791893,85.0,9,17,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,0
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,122.0,16971,2596,14375,0.0,0.0,3,116.26250712390987,122.0,9,22,False,"{0: 20, 8: 0, 4: 1, 7: 22, 3: 23}","{(8, 0): [(0, 20)], (4, 0): [(1, 20)], (4, 8): [(1, 4), (4, 0)], (7, 0): [(22, 20)], (7, 4): [(22, 20), (20, 1)], (7, 8): [(22, 20), (20, 0)], (3, 0): [(23, 20)], (3, 7): [(23, 21), (21, 22)]}","{(0, 20): {'cpu': 76}, (8, 0): {'cpu': 57}, (4, 1): {'cpu': 49}, (7, 22): {'cpu': 39}, (3, 23): {'cpu': 73}}","{((8, 0), (0, 20)): {'bw': 121}, ((4, 0), (1, 20)): {'bw': 82}, ((4, 8), (1, 4)): {'bw': 125}, ((4, 8), (4, 0)): {'bw': 125}, ((7, 0), (22, 20)): {'bw': 81}, ((7, 4), (22, 20)): {'bw': 96}, ((7, 4), (20, 1)): {'bw': 96}, ((7, 8), (22, 20)): {'bw': 143}, ((7, 8), (20, 0)): {'bw': 143}, ((3, 0), (23, 20)): {'bw': 91}, ((3, 7), (23, 21)): {'bw': 120}, ((3, 7), (21, 22)): {'bw': 120}}",0.0,0.0,934.0,467.0,2266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3100.0,"{'node_level': {'cpu': -50}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -20}, 8: {'cpu': -37}, 4: {'cpu': -48}, 7: {'cpu': -28}, 3: {'cpu': -14}, 1: {'cpu': -50}}, 'link_level': {(8, 0): {'bw': -226}, (4, 0): {'bw': -150}, (4, 8): {'bw': -217}, (7, 0): {'bw': -239}, (7, 4): {'bw': -54}, (7, 8): {'bw': 0}, (3, 0): {'bw': -110}, (3, 7): {'bw': -145}, (1, 0): {'bw': 100.0}}, 'path_level': {(8, 0): {}, (4, 0): {}, (4, 8): {}, (7, 0): {}, (7, 4): {}, (7, 8): {}, (3, 0): {}, (3, 7): {}, (1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 8: {'cpu': 0}, 4: {'cpu': 0}, 7: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(8, 0): {'bw': 0}, (4, 0): {'bw': 0}, (4, 8): {'bw': 0}, (7, 0): {'bw': 0}, (7, 4): {'bw': 0}, (7, 8): {'bw': 0}, (3, 0): {'bw': 0}, (3, 7): {'bw': 0}, (1, 0): {'bw': 100.0}}, 'path_level': {(8, 0): {}, (4, 0): {}, (4, 8): {}, (7, 0): {}, (7, 4): {}, (7, 8): {}, (3, 0): {}, (3, 7): {}, (1, 0): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,31.0,5.0,8.0,0
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,150.96176129242878,16971,2596,14375,0.0,0.0,0,119.96176129242878,31.0,10,19,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,0
5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1,168.0,16971,2596,14375,0.0,0.0,4,276.4191884368743,168.0,9,22,False,"{4: 20, 2: 0, 6: 1, 0: 22, 3: 28, 8: 21}","{(2, 4): [(0, 20)], (6, 2): [(1, 4), (4, 0)], (6, 4): [(1, 20)], (0, 2): [(22, 20), (20, 0)], (0, 4): [(22, 20)], (0, 6): [(22, 20), (20, 1)], (3, 2): [(28, 0)], (3, 4): [(28, 0), (0, 20)], (3, 6): [(28, 1)], (8, 2): [(21, 2), (2, 5), (5, 6), (6, 4), (4, 0)], (8, 4): [(21, 23), (23, 20)], (8, 6): [(21, 2), (2, 13), (13, 14), (14, 12), (12, 1)]}","{(4, 20): {'cpu': 59}, (2, 0): {'cpu': 33}, (6, 1): {'cpu': 33}, (0, 22): {'cpu': 36}, (3, 28): {'cpu': 61}, (8, 21): {'cpu': 36}}","{((2, 4), (0, 20)): {'bw': 123}, ((6, 2), (1, 4)): {'bw': 103}, ((6, 2), (4, 0)): {'bw': 103}, ((6, 4), (1, 20)): {'bw': 92}, ((0, 2), (22, 20)): {'bw': 71}, ((0, 2), (20, 0)): {'bw': 71}, ((0, 4), (22, 20)): {'bw': 141}, ((0, 6), (22, 20)): {'bw': 103}, ((0, 6), (20, 1)): {'bw': 103}, ((3, 2), (28, 0)): {'bw': 140}, ((3, 4), (28, 0)): {'bw': 80}, ((3, 4), (0, 20)): {'bw': 80}, ((3, 6), (28, 1)): {'bw': 83}, ((8, 2), (21, 2)): {'bw': 147}, ((8, 2), (2, 5)): {'bw': 147}, ((8, 2), (5, 6)): {'bw': 147}, ((8, 2), (6, 4)): {'bw': 147}, ((8, 2), (4, 0)): {'bw': 147}, ((8, 4), (21, 23)): {'bw': 125}, ((8, 4), (23, 20)): {'bw': 125}, ((8, 6), (21, 2)): {'bw': 128}, ((8, 6), (2, 13)): {'bw': 128}, ((8, 6), (13, 14)): {'bw': 128}, ((8, 6), (14, 12)): {'bw': 128}, ((8, 6), (12, 1)): {'bw': 128}}",0.0,0.0,838.0,419.0,2267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2813.0,"{'node_level': {'cpu': -39}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -37}, 2: {'cpu': -61}, 6: {'cpu': -64}, 0: {'cpu': -31}, 3: {'cpu': -9}, 8: {'cpu': -38}, 5: {'cpu': -39}}, 'link_level': {(2, 4): {'bw': -224}, (6, 2): {'bw': -239}, (6, 4): {'bw': -140}, (0, 2): {'bw': -153}, (0, 4): {'bw': -108}, (0, 6): {'bw': -5}, (3, 2): {'bw': -207}, (3, 4): {'bw': -73}, (3, 6): {'bw': -310}, (8, 2): {'bw': -62}, (8, 4): {'bw': -76}, (8, 6): {'bw': -52}, (5, 0): {'bw': -138}, (5, 4): {'bw': 100.0}}, 'path_level': {(2, 4): {}, (6, 2): {}, (6, 4): {}, (0, 2): {}, (0, 4): {}, (0, 6): {}, (3, 2): {}, (3, 4): {}, (3, 6): {}, (8, 2): {}, (8, 4): {}, (8, 6): {}, (5, 0): {}, (5, 4): {}}}","{'node_level': {4: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 8: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(2, 4): {'bw': 0}, (6, 2): {'bw': 0}, (6, 4): {'bw': 0}, (0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (3, 2): {'bw': 0}, (3, 4): {'bw': 0}, (3, 6): {'bw': 0}, (8, 2): {'bw': 0}, (8, 4): {'bw': 0}, (8, 6): {'bw': 0}, (5, 0): {'bw': 0}, (5, 4): {'bw': 100.0}}, 'path_level': {(2, 4): {}, (6, 2): {}, (6, 4): {}, (0, 2): {}, (0, 4): {}, (0, 6): {}, (3, 2): {}, (3, 4): {}, (3, 6): {}, (8, 2): {}, (8, 4): {}, (8, 6): {}, (5, 0): {}, (5, 4): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,30.0,6.0,12.0,0
6,1,1,1286.0,2288.0,301358.97589047044,536165.8917864669,0.5620629370629371,0.562062937062937,7,7,1,204.0,14683,2173,12510,0.1629429892141756,0.12973913043478258,5,234.3382394171621,204.0,7,9,True,"{0: 20, 1: 0, 5: 1, 6: 22, 2: 23, 4: 4, 3: 12}","{(1, 0): [(0, 20)], (5, 0): [(1, 20)], (6, 0): [(22, 20)], (6, 1): [(22, 20), (20, 0)], (2, 1): [(23, 20), (20, 0)], (2, 5): [(23, 21), (21, 2), (2, 5), (5, 6), (6, 4), (4, 1)], (4, 5): [(4, 1)], (4, 6): [(4, 1), (1, 20), (20, 22)], (3, 5): [(12, 1)]}","{(0, 20): {'cpu': 75}, (1, 0): {'cpu': 70}, (5, 1): {'cpu': 47}, (6, 22): {'cpu': 56}, (2, 23): {'cpu': 69}, (4, 4): {'cpu': 52}, (3, 12): {'cpu': 54}}","{((1, 0), (0, 20)): {'bw': 68}, ((5, 0), (1, 20)): {'bw': 65}, ((6, 0), (22, 20)): {'bw': 146}, ((6, 1), (22, 20)): {'bw': 70}, ((6, 1), (20, 0)): {'bw': 70}, ((2, 1), (23, 20)): {'bw': 142}, ((2, 1), (20, 0)): {'bw': 142}, ((2, 5), (23, 21)): {'bw': 122}, ((2, 5), (21, 2)): {'bw': 122}, ((2, 5), (2, 5)): {'bw': 122}, ((2, 5), (5, 6)): {'bw': 122}, ((2, 5), (6, 4)): {'bw': 122}, ((2, 5), (4, 1)): {'bw': 122}, ((4, 5), (4, 1)): {'bw': 71}, ((4, 6), (4, 1)): {'bw': 90}, ((4, 6), (1, 20)): {'bw': 90}, ((4, 6), (20, 22)): {'bw': 90}, ((3, 5), (12, 1)): {'bw': 89}}",2288.0,1286.0,846.0,423.0,863.0,423.0,863.0,423.0,1865.0,1002.0,0.5620629370629371,536165.8917864669,301358.97589047044,131.71283911296786,Success,0.0,"{'node_level': {'cpu': -2}, 'link_level': {'bw': -278}, 'path_level': {}}","{'node_level': {0: {'cpu': -21}, 1: {'cpu': -24}, 5: {'cpu': -50}, 6: {'cpu': -11}, 2: {'cpu': -18}, 4: {'cpu': -1}, 3: {'cpu': -2}}, 'link_level': {(1, 0): {'bw': -279}, (5, 0): {'bw': -167}, (6, 0): {'bw': -174}, (6, 1): {'bw': -104}, (2, 1): {'bw': -59}, (2, 5): {'bw': -87}, (4, 5): {'bw': -149}, (4, 6): {'bw': -14}, (3, 5): {'bw': -278}}, 'path_level': {(1, 0): {}, (5, 0): {}, (6, 0): {}, (6, 1): {}, (2, 1): {}, (2, 5): {}, (4, 5): {}, (4, 6): {}, (3, 5): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (5, 0): {'bw': 0}, (6, 0): {'bw': 0}, (6, 1): {'bw': 0}, (2, 1): {'bw': 0}, (2, 5): {'bw': 0}, (4, 5): {'bw': 0}, (4, 6): {'bw': 0}, (3, 5): {'bw': 0}}, 'path_level': {(1, 0): {}, (5, 0): {}, (6, 0): {}, (6, 1): {}, (2, 1): {}, (2, 5): {}, (4, 5): {}, (4, 6): {}, (3, 5): {}}}",[],-2.0,0.0,True,True,False,0,[],0,0.0,0.0,7.0,9.0,0
6,1,1,1286.0,2288.0,301358.97589047044,536165.8917864669,0.5620629370629371,0.562062937062937,7,8,0,238.26250712390987,14683,2173,12510,0.1629429892141756,0.12973913043478258,3,116.26250712390987,122.0,9,22,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,0
7,1,1,1286.0,2288.0,301358.97589047044,536165.8917864669,0.5620629370629371,0.562062937062937,7,9,1,243.0,14683,2173,12510,0.1629429892141756,0.12973913043478258,6,311.4146563747142,243.0,9,15,False,"{1: 13, 5: 14, 3: 15, 6: 5}","{(5, 1): [(14, 13)], (3, 1): [(15, 13)], (3, 5): [(15, 12), (12, 14)], (6, 1): [(5, 3), (3, 13)], (6, 3): [(5, 2), (2, 13), (13, 15)], (6, 5): [(5, 3), (3, 13), (13, 14)]}","{(1, 13): {'cpu': 60}, (5, 14): {'cpu': 55}, (3, 15): {'cpu': 51}, (6, 5): {'cpu': 74}}","{((5, 1), (14, 13)): {'bw': 93}, ((3, 1), (15, 13)): {'bw': 97}, ((3, 5), (15, 12)): {'bw': 144}, ((3, 5), (12, 14)): {'bw': 144}, ((6, 1), (5, 3)): {'bw': 120}, ((6, 1), (3, 13)): {'bw': 120}, ((6, 3), (5, 2)): {'bw': 76}, ((6, 3), (2, 13)): {'bw': 76}, ((6, 3), (13, 15)): {'bw': 76}, ((6, 5), (5, 3)): {'bw': 99}, ((6, 5), (3, 13)): {'bw': 99}, ((6, 5), (13, 14)): {'bw': 99}}",0.0,0.0,980.0,490.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2552.0,"{'node_level': {'cpu': -48}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -14}, 5: {'cpu': -19}, 3: {'cpu': -11}, 6: {'cpu': -15}, 0: {'cpu': -48}}, 'link_level': {(5, 1): {'bw': -186}, (3, 1): {'bw': -235}, (3, 5): {'bw': -73}, (6, 1): {'bw': -111}, (6, 3): {'bw': -11}, (6, 5): {'bw': -12}, (0, 1): {'bw': -127}, (0, 5): {'bw': 100.0}}, 'path_level': {(5, 1): {}, (3, 1): {}, (3, 5): {}, (6, 1): {}, (6, 3): {}, (6, 5): {}, (0, 1): {}, (0, 5): {}}}","{'node_level': {1: {'cpu': 0}, 5: {'cpu': 0}, 3: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(5, 1): {'bw': 0}, (3, 1): {'bw': 0}, (3, 5): {'bw': 0}, (6, 1): {'bw': 0}, (6, 3): {'bw': 0}, (6, 5): {'bw': 0}, (0, 1): {'bw': 0}, (0, 5): {'bw': 100.0}}, 'path_level': {(5, 1): {}, (3, 1): {}, (3, 5): {}, (6, 1): {}, (6, 3): {}, (6, 5): {}, (0, 1): {}, (0, 5): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,32.0,4.0,6.0,0
