v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,15.0,4702,2430,2272,0.0,0.0,0,751.6116744769311,15.0,10,19,False,"{4: 5, 1: 2, 2: 11}","{(1, 4): [(2, 5)], (2, 4): [(11, 5)]}","{(4, 5): {'cpu': 13}, (1, 2): {'cpu': 20}, (2, 11): {'cpu': 6}}","{((1, 4), (2, 5)): {'bw': 10}, ((2, 4), (11, 5)): {'bw': 47}}",0.0,0.0,140.0,70.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2000.0,"{'node_level': {'cpu': -72}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -80}, 1: {'cpu': -75}, 2: {'cpu': -93}, 6: {'cpu': -72}}, 'link_level': {(1, 4): {'bw': -46}, (2, 4): {'bw': -49}, (6, 1): {'bw': -24}, (6, 2): {'bw': 100.0}, (6, 4): {'bw': 100.0}}, 'path_level': {(1, 4): {}, (2, 4): {}, (6, 1): {}, (6, 2): {}, (6, 4): {}}}","{'node_level': {4: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (6, 1): {'bw': 0}, (6, 2): {'bw': 100.0}, (6, 4): {'bw': 100.0}}, 'path_level': {(1, 4): {}, (2, 4): {}, (6, 1): {}, (6, 2): {}, (6, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,20.0,3.0,2.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,43.0,4702,2430,2272,0.0,0.0,1,750.5227476258572,43.0,10,17,False,"{4: 5, 2: 2, 6: 11}","{(2, 4): [(2, 5)], (6, 2): [(11, 5), (5, 2)], (6, 4): [(11, 5)]}","{(4, 5): {'cpu': 20}, (2, 2): {'cpu': 14}, (6, 11): {'cpu': 8}}","{((2, 4), (2, 5)): {'bw': 11}, ((6, 2), (11, 5)): {'bw': 37}, ((6, 2), (5, 2)): {'bw': 37}, ((6, 4), (11, 5)): {'bw': 44}}",0.0,0.0,244.0,122.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2000.0,"{'node_level': {'cpu': -73}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -73}, 2: {'cpu': -81}, 6: {'cpu': -91}, 0: {'cpu': -73}}, 'link_level': {(2, 4): {'bw': -45}, (6, 2): {'bw': -8}, (6, 4): {'bw': -15}, (0, 4): {'bw': 100.0}, (0, 6): {'bw': 100.0}}, 'path_level': {(2, 4): {}, (6, 2): {}, (6, 4): {}, (0, 4): {}, (0, 6): {}}}","{'node_level': {4: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(2, 4): {'bw': 0}, (6, 2): {'bw': 0}, (6, 4): {'bw': 0}, (0, 4): {'bw': 100.0}, (0, 6): {'bw': 100.0}}, 'path_level': {(2, 4): {}, (6, 2): {}, (6, 4): {}, (0, 4): {}, (0, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,20.0,3.0,3.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,65.0,4702,2430,2272,0.0,0.0,2,349.3600929825318,65.0,8,17,False,"{1: 5, 0: 2}","{(0, 1): [(2, 5)]}","{(1, 5): {'cpu': 20}, (0, 2): {'cpu': 20}}","{((0, 1), (2, 5)): {'bw': 50}}",0.0,0.0,184.0,92.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2100.0,"{'node_level': {'cpu': -69}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -73}, 0: {'cpu': -75}, 7: {'cpu': -69}}, 'link_level': {(0, 1): {'bw': -6}, (7, 0): {'bw': -9}, (7, 1): {'bw': 100.0}}, 'path_level': {(0, 1): {}, (7, 0): {}, (7, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (7, 0): {'bw': 0}, (7, 1): {'bw': 100.0}}, 'path_level': {(0, 1): {}, (7, 0): {}, (7, 1): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,21.0,2.0,1.0
4,1,1,60.0,63.0,94221.072032317,98932.12563393285,0.9523809523809523,0.9523809523809523,4,3,1,82.0,4639,2395,2244,0.014403292181069949,0.01232394366197187,3,1570.3512005386167,82.0,4,4,True,"{1: 5, 0: 2, 3: 11, 2: 12}","{(0, 1): [(2, 5)], (3, 1): [(11, 5)], (2, 0): [(12, 5), (5, 2)], (2, 3): [(12, 5), (5, 11)]}","{(1, 5): {'cpu': 18}, (0, 2): {'cpu': 14}, (3, 11): {'cpu': 1}, (2, 12): {'cpu': 2}}","{((0, 1), (2, 5)): {'bw': 2}, ((3, 1), (11, 5)): {'bw': 20}, ((2, 0), (12, 5)): {'bw': 3}, ((2, 0), (5, 2)): {'bw': 3}, ((2, 3), (12, 5)): {'bw': 0}, ((2, 3), (5, 11)): {'bw': 0}}",63.0,60.0,70.0,35.0,25.0,35.0,25.0,35.0,28.0,3.0,0.9523809523809523,98932.12563393285,94221.072032317,1495.5725719415395,Success,0.0,"{'node_level': {'cpu': -79}, 'link_level': {'bw': -51}, 'path_level': {}}","{'node_level': {1: {'cpu': -75}, 0: {'cpu': -81}, 3: {'cpu': -98}, 2: {'cpu': -79}}, 'link_level': {(0, 1): {'bw': -54}, (3, 1): {'bw': -76}, (2, 0): {'bw': -51}, (2, 3): {'bw': -59}}, 'path_level': {(0, 1): {}, (3, 1): {}, (2, 0): {}, (2, 3): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (3, 1): {'bw': 0}, (2, 0): {'bw': 0}, (2, 3): {'bw': 0}}, 'path_level': {(0, 1): {}, (3, 1): {}, (2, 0): {}, (2, 3): {}}}",[],-51.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,4.0
5,1,1,60.0,63.0,94221.072032317,98932.12563393285,0.9523809523809523,0.9523809523809523,4,4,1,110.0,4639,2395,2244,0.014403292181069949,0.01232394366197187,4,201.63903511487771,110.0,10,23,False,"{1: 5, 5: 2}","{(5, 1): [(2, 5)]}","{(1, 5): {'cpu': 20}, (5, 2): {'cpu': 17}}","{((5, 1), (2, 5)): {'bw': 32}}",0.0,0.0,196.0,98.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2100.0,"{'node_level': {'cpu': -74}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -55}, 5: {'cpu': -64}, 2: {'cpu': -74}}, 'link_level': {(5, 1): {'bw': -19}, (2, 1): {'bw': 100.0}, (2, 5): {'bw': 100.0}}, 'path_level': {(5, 1): {}, (2, 1): {}, (2, 5): {}}}","{'node_level': {1: {'cpu': 0}, 5: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(5, 1): {'bw': 0}, (2, 1): {'bw': 100.0}, (2, 5): {'bw': 100.0}}, 'path_level': {(5, 1): {}, (2, 1): {}, (2, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,21.0,2.0,1.0
6,1,1,60.0,63.0,94221.072032317,98932.12563393285,0.9523809523809523,0.9523809523809523,4,5,1,131.0,4639,2395,2244,0.014403292181069949,0.01232394366197187,5,328.3672823909719,131.0,9,21,False,"{1: 5, 3: 2, 7: 11}","{(3, 1): [(2, 5)], (7, 1): [(11, 5)]}","{(1, 5): {'cpu': 20}, (3, 2): {'cpu': 12}, (7, 11): {'cpu': 11}}","{((3, 1), (2, 5)): {'bw': 41}, ((7, 1), (11, 5)): {'bw': 35}}",0.0,0.0,220.0,110.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2000.0,"{'node_level': {'cpu': -73}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -55}, 3: {'cpu': -69}, 7: {'cpu': -87}, 2: {'cpu': -73}}, 'link_level': {(3, 1): {'bw': -10}, (7, 1): {'bw': -41}, (2, 1): {'bw': 100.0}, (2, 3): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (7, 1): {}, (2, 1): {}, (2, 3): {}}}","{'node_level': {1: {'cpu': 0}, 3: {'cpu': 0}, 7: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(3, 1): {'bw': 0}, (7, 1): {'bw': 0}, (2, 1): {'bw': 100.0}, (2, 3): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (7, 1): {}, (2, 1): {}, (2, 3): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,20.0,3.0,2.0
7,1,1,60.0,63.0,94221.072032317,98932.12563393285,0.9523809523809523,0.9523809523809523,4,6,1,153.0,4639,2395,2244,0.014403292181069949,0.01232394366197187,6,689.905709121674,153.0,4,5,False,"{2: 5, 1: 2}","{(1, 2): [(2, 5)]}","{(2, 5): {'cpu': 15}, (1, 2): {'cpu': 11}}","{((1, 2), (2, 5)): {'bw': 33}}",0.0,0.0,96.0,48.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2100.0,"{'node_level': {'cpu': -78}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {2: {'cpu': -60}, 1: {'cpu': -70}, 0: {'cpu': -78}}, 'link_level': {(1, 2): {'bw': -18}, (0, 1): {'bw': -25}, (0, 2): {'bw': 100.0}}, 'path_level': {(1, 2): {}, (0, 1): {}, (0, 2): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(1, 2): {'bw': 0}, (0, 1): {'bw': 0}, (0, 2): {'bw': 100.0}}, 'path_level': {(1, 2): {}, (0, 1): {}, (0, 2): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,21.0,2.0,1.0
8,1,1,60.0,63.0,94221.072032317,98932.12563393285,0.9523809523809523,0.9523809523809523,4,7,1,179.0,4639,2395,2244,0.014403292181069949,0.01232394366197187,7,975.3993538436497,179.0,3,2,False,"{1: 5, 0: 2, 2: 0}","{(0, 1): [(2, 5)], (2, 0): [(0, 2)]}","{(1, 5): {'cpu': 3}, (0, 2): {'cpu': 0}, (2, 0): {'cpu': 0}}","{((0, 1), (2, 5)): {'bw': 32}, ((2, 0), (0, 2)): {'bw': 50}}",0.0,0.0,6.0,3.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,200.0,"{'node_level': {'cpu': -90}, 'link_level': {'bw': -24}, 'path_level': {}}","{'node_level': {1: {'cpu': -72}, 0: {'cpu': -81}, 2: {'cpu': -90}}, 'link_level': {(0, 1): {'bw': -19}, (2, 0): {'bw': -24}}, 'path_level': {(0, 1): {}, (2, 0): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (2, 0): {'bw': 0}}, 'path_level': {(0, 1): {}, (2, 0): {}}}",[],-24.0,100.0,True,False,False,0,[],0,0.0,2.0,3.0,2.0
9,1,1,60.0,63.0,94221.072032317,98932.12563393285,0.9523809523809523,0.9523809523809523,4,8,1,200.0,4639,2395,2244,0.014403292181069949,0.01232394366197187,8,267.6104373790477,200.0,7,10,False,"{5: 5, 4: 2}","{(4, 5): [(2, 5)]}","{(5, 5): {'cpu': 20}, (4, 2): {'cpu': 18}}","{((4, 5), (2, 5)): {'bw': 13}}",0.0,0.0,152.0,76.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2100.0,"{'node_level': {'cpu': -80}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -55}, 4: {'cpu': -63}, 2: {'cpu': -80}}, 'link_level': {(4, 5): {'bw': -38}, (2, 4): {'bw': -24}, (2, 5): {'bw': 100.0}}, 'path_level': {(4, 5): {}, (2, 4): {}, (2, 5): {}}}","{'node_level': {5: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(4, 5): {'bw': 0}, (2, 4): {'bw': 0}, (2, 5): {'bw': 100.0}}, 'path_level': {(4, 5): {}, (2, 4): {}, (2, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,21.0,2.0,1.0
10,1,1,60.0,63.0,94221.072032317,98932.12563393285,0.9523809523809523,0.9523809523809523,4,9,1,232.0,4639,2395,2244,0.014403292181069949,0.01232394366197187,9,944.1941561255088,232.0,6,9,False,"{3: 5, 0: 2}","{(0, 3): [(2, 5)]}","{(3, 5): {'cpu': 19}, (0, 2): {'cpu': 5}}","{((0, 3), (2, 5)): {'bw': 50}}",0.0,0.0,82.0,41.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2100.0,"{'node_level': {'cpu': -82}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {3: {'cpu': -56}, 0: {'cpu': -76}, 4: {'cpu': -82}}, 'link_level': {(0, 3): {'bw': -1}, (4, 0): {'bw': -20}, (4, 3): {'bw': 100.0}}, 'path_level': {(0, 3): {}, (4, 0): {}, (4, 3): {}}}","{'node_level': {3: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (4, 0): {'bw': 0}, (4, 3): {'bw': 100.0}}, 'path_level': {(0, 3): {}, (4, 0): {}, (4, 3): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,21.0,2.0,1.0
