v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,solving_time,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,22.0,5065,718,4347,0.0,0.0,0,27.93502765653346,22.0,7,8,False,"{4: 16, 0: 24, 1: 15}","{(0, 4): [(24, 8), (8, 16)], (1, 4): [(15, 7), (7, 3), (3, 8), (8, 16)]}","{(4, 16): {'cpu': 19}, (0, 24): {'cpu': 17}, (1, 15): {'cpu': 3}}","{((0, 4), (24, 8)): {'bw': 10}, ((0, 4), (8, 16)): {'bw': 10}, ((1, 4), (15, 7)): {'bw': 29}, ((1, 4), (7, 3)): {'bw': 29}, ((1, 4), (3, 8)): {'bw': 29}, ((1, 4), (8, 16)): {'bw': 29}}",0.0,0.0,108.0,54.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,149.0,"{'node_level': {'cpu': 1}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -35}, 0: {'cpu': -37}, 1: {'cpu': -51}, 3: {'cpu': 1}}, 'link_level': {(0, 4): {'bw': -99}, (1, 4): {'bw': -110}, (3, 0): {'bw': -57}, (3, 1): {'bw': -41}, (3, 4): {'bw': 100.0}}, 'path_level': {(0, 4): {}, (1, 4): {}, (3, 0): {}, (3, 1): {}, (3, 4): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 1}}, 'link_level': {(0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (3, 0): {'bw': 0}, (3, 1): {'bw': 0}, (3, 4): {'bw': 100.0}}, 'path_level': {(0, 4): {}, (1, 4): {}, (3, 0): {}, (3, 1): {}, (3, 4): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,10.0,0.00404810905456543,3.0,2.0
2,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,1,1,49.0,5027,714,4313,0.005571030640668551,0.007821486082355666,1,111.56960372207224,49.0,2,1,True,"{1: 16, 0: 8}","{(0, 1): [(8, 16)]}","{(1, 16): {'cpu': 4}, (0, 8): {'cpu': 0}}","{((0, 1), (8, 16)): {'bw': 34}}",38.0,38.0,8.0,4.0,34.0,4.0,34.0,4.0,34.0,0.0,1.0,4239.644941438745,4239.644941438745,111.56960372207224,Success,0.0,"{'node_level': {'cpu': 0}, 'link_level': {'bw': -131}, 'path_level': {}}","{'node_level': {1: {'cpu': -50}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': -131}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,0.0,0.0005900859832763672,2.0,1.0
2,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,2,0,49.935027656533464,5027,714,4313,0.005571030640668551,0.007821486082355666,0,27.93502765653346,22.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
3,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,3,1,68.0,5027,714,4313,0.005571030640668551,0.007821486082355666,2,9.347735385023263,68.0,5,6,False,"{4: 15, 3: 23, 1: 16, 2: 24}","{(3, 4): [(23, 7), (7, 15)], (1, 3): [(16, 8), (8, 3), (3, 7), (7, 23)], (1, 4): [(16, 8), (8, 3), (3, 7), (7, 15)], (2, 4): [(24, 8), (8, 3), (3, 7), (7, 15)]}","{(4, 15): {'cpu': 19}, (3, 23): {'cpu': 2}, (1, 16): {'cpu': 1}, (2, 24): {'cpu': 2}}","{((3, 4), (23, 7)): {'bw': 49}, ((3, 4), (7, 15)): {'bw': 49}, ((1, 3), (16, 8)): {'bw': 39}, ((1, 3), (8, 3)): {'bw': 39}, ((1, 3), (3, 7)): {'bw': 39}, ((1, 3), (7, 23)): {'bw': 39}, ((1, 4), (16, 8)): {'bw': 21}, ((1, 4), (8, 3)): {'bw': 21}, ((1, 4), (3, 7)): {'bw': 21}, ((1, 4), (7, 15)): {'bw': 21}, ((2, 4), (24, 8)): {'bw': 13}, ((2, 4), (8, 3)): {'bw': 13}, ((2, 4), (3, 7)): {'bw': 13}, ((2, 4), (7, 15)): {'bw': 13}}",0.0,0.0,74.0,37.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,47.0,"{'node_level': {'cpu': 13}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -35}, 3: {'cpu': -42}, 1: {'cpu': -49}, 2: {'cpu': -52}, 0: {'cpu': 13}}, 'link_level': {(3, 4): {'bw': -83}, (1, 3): {'bw': -44}, (1, 4): {'bw': -69}, (2, 4): {'bw': -56}}, 'path_level': {(3, 4): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}}}","{'node_level': {4: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 13}}, 'link_level': {(3, 4): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}}, 'path_level': {(3, 4): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}}}",[],-52.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0008349418640136719,4.0,4.0
3,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,4,0,77.34773538502327,5027,714,4313,0.005571030640668551,0.007821486082355666,2,9.347735385023263,68.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
4,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,5,1,105.0,5027,714,4313,0.005571030640668551,0.007821486082355666,3,789.206363214473,105.0,5,5,False,"{2: 15, 0: 23, 4: 16, 3: 24}","{(0, 2): [(23, 7), (7, 15)], (4, 0): [(16, 8), (8, 3), (3, 7), (7, 23)], (4, 2): [(16, 8), (8, 3), (3, 7), (7, 15)], (3, 2): [(24, 8), (8, 3), (3, 7), (7, 15)]}","{(2, 15): {'cpu': 17}, (0, 23): {'cpu': 19}, (4, 16): {'cpu': 1}, (3, 24): {'cpu': 0}}","{((0, 2), (23, 7)): {'bw': 36}, ((0, 2), (7, 15)): {'bw': 36}, ((4, 0), (16, 8)): {'bw': 10}, ((4, 0), (8, 3)): {'bw': 10}, ((4, 0), (3, 7)): {'bw': 10}, ((4, 0), (7, 23)): {'bw': 10}, ((4, 2), (16, 8)): {'bw': 28}, ((4, 2), (8, 3)): {'bw': 28}, ((4, 2), (3, 7)): {'bw': 28}, ((4, 2), (7, 15)): {'bw': 28}, ((3, 2), (24, 8)): {'bw': 32}, ((3, 2), (8, 3)): {'bw': 32}, ((3, 2), (3, 7)): {'bw': 32}, ((3, 2), (7, 15)): {'bw': 32}}",0.0,0.0,98.0,49.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,78.0,"{'node_level': {'cpu': 12}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -37}, 0: {'cpu': -25}, 4: {'cpu': -49}, 3: {'cpu': -54}, 1: {'cpu': 12}}, 'link_level': {(0, 2): {'bw': -96}, (4, 0): {'bw': -86}, (4, 2): {'bw': -75}, (3, 2): {'bw': -43}}, 'path_level': {(0, 2): {}, (4, 0): {}, (4, 2): {}, (3, 2): {}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 12}}, 'link_level': {(0, 2): {'bw': 0}, (4, 0): {'bw': 0}, (4, 2): {'bw': 0}, (3, 2): {'bw': 0}}, 'path_level': {(0, 2): {}, (4, 0): {}, (4, 2): {}, (3, 2): {}}}",[],-43.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0007679462432861328,4.0,4.0
5,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,6,1,131.0,5027,714,4313,0.005571030640668551,0.007821486082355666,4,126.75285601976255,131.0,9,10,False,"{2: 15, 4: 23, 3: 16, 8: 24}","{(4, 2): [(23, 7), (7, 15)], (3, 2): [(16, 8), (8, 3), (3, 7), (7, 15)], (8, 2): [(24, 8), (8, 3), (3, 7), (7, 15)]}","{(2, 15): {'cpu': 13}, (4, 23): {'cpu': 15}, (3, 16): {'cpu': 19}, (8, 24): {'cpu': 6}}","{((4, 2), (23, 7)): {'bw': 18}, ((4, 2), (7, 15)): {'bw': 18}, ((3, 2), (16, 8)): {'bw': 42}, ((3, 2), (8, 3)): {'bw': 42}, ((3, 2), (3, 7)): {'bw': 42}, ((3, 2), (7, 15)): {'bw': 42}, ((8, 2), (24, 8)): {'bw': 29}, ((8, 2), (8, 3)): {'bw': 29}, ((8, 2), (3, 7)): {'bw': 29}, ((8, 2), (7, 15)): {'bw': 29}}",0.0,0.0,168.0,84.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,127.0,"{'node_level': {'cpu': 7}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -41}, 4: {'cpu': -29}, 3: {'cpu': -31}, 8: {'cpu': -48}, 7: {'cpu': 7}}, 'link_level': {(4, 2): {'bw': -114}, (3, 2): {'bw': -79}, (8, 2): {'bw': -50}}, 'path_level': {(4, 2): {}, (3, 2): {}, (8, 2): {}}}","{'node_level': {2: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 8: {'cpu': 0}, 7: {'cpu': 7}}, 'link_level': {(4, 2): {'bw': 0}, (3, 2): {'bw': 0}, (8, 2): {'bw': 0}}, 'path_level': {(4, 2): {}, (3, 2): {}, (8, 2): {}}}",[],-48.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0007891654968261719,4.0,3.0
6,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,7,1,155.0,5027,714,4313,0.005571030640668551,0.007821486082355666,5,211.82855231649557,155.0,5,6,False,"{4: 15, 2: 23, 0: 16, 1: 24}","{(2, 4): [(23, 7), (7, 15)], (0, 2): [(16, 8), (8, 3), (3, 7), (7, 23)], (0, 4): [(16, 8), (8, 3), (3, 7), (7, 15)], (1, 2): [(24, 8), (8, 3), (3, 7), (7, 23)], (1, 4): [(24, 8), (8, 3), (3, 7), (7, 15)]}","{(4, 15): {'cpu': 13}, (2, 23): {'cpu': 12}, (0, 16): {'cpu': 19}, (1, 24): {'cpu': 16}}","{((2, 4), (23, 7)): {'bw': 44}, ((2, 4), (7, 15)): {'bw': 44}, ((0, 2), (16, 8)): {'bw': 2}, ((0, 2), (8, 3)): {'bw': 2}, ((0, 2), (3, 7)): {'bw': 2}, ((0, 2), (7, 23)): {'bw': 2}, ((0, 4), (16, 8)): {'bw': 20}, ((0, 4), (8, 3)): {'bw': 20}, ((0, 4), (3, 7)): {'bw': 20}, ((0, 4), (7, 15)): {'bw': 20}, ((1, 2), (24, 8)): {'bw': 3}, ((1, 2), (8, 3)): {'bw': 3}, ((1, 2), (3, 7)): {'bw': 3}, ((1, 2), (7, 23)): {'bw': 3}, ((1, 4), (24, 8)): {'bw': 17}, ((1, 4), (8, 3)): {'bw': 17}, ((1, 4), (3, 7)): {'bw': 17}, ((1, 4), (7, 15)): {'bw': 17}}",0.0,0.0,126.0,63.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,109.0,"{'node_level': {'cpu': 3}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -41}, 2: {'cpu': -32}, 0: {'cpu': -31}, 1: {'cpu': -38}, 3: {'cpu': 3}}, 'link_level': {(2, 4): {'bw': -88}, (0, 2): {'bw': -86}, (0, 4): {'bw': -75}, (1, 2): {'bw': -83}, (1, 4): {'bw': -58}}, 'path_level': {(2, 4): {}, (0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}}}","{'node_level': {4: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 3}}, 'link_level': {(2, 4): {'bw': 0}, (0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}}, 'path_level': {(2, 4): {}, (0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}}}",[],-38.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0007841587066650391,4.0,5.0
6,1,0,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,8,0,160.56960372207226,5065,718,4347,0.0,0.0,1,111.56960372207224,49.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
7,1,0,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,9,1,181.0,5065,718,4347,0.0,0.0,6,1316.109436881733,181.0,7,9,False,"{2: 16, 3: 24, 5: 15, 6: 23}","{(3, 2): [(24, 8), (8, 16)], (5, 2): [(15, 7), (7, 3), (3, 8), (8, 16)], (5, 3): [(15, 7), (7, 3), (3, 8), (8, 24)], (6, 2): [(23, 7), (7, 3), (3, 8), (8, 16)], (6, 3): [(23, 7), (7, 3), (3, 8), (8, 24)]}","{(2, 16): {'cpu': 5}, (3, 24): {'cpu': 10}, (5, 15): {'cpu': 15}, (6, 23): {'cpu': 4}}","{((3, 2), (24, 8)): {'bw': 30}, ((3, 2), (8, 16)): {'bw': 30}, ((5, 2), (15, 7)): {'bw': 7}, ((5, 2), (7, 3)): {'bw': 7}, ((5, 2), (3, 8)): {'bw': 7}, ((5, 2), (8, 16)): {'bw': 7}, ((5, 3), (15, 7)): {'bw': 24}, ((5, 3), (7, 3)): {'bw': 24}, ((5, 3), (3, 8)): {'bw': 24}, ((5, 3), (8, 24)): {'bw': 24}, ((6, 2), (23, 7)): {'bw': 24}, ((6, 2), (7, 3)): {'bw': 24}, ((6, 2), (3, 8)): {'bw': 24}, ((6, 2), (8, 16)): {'bw': 24}, ((6, 3), (23, 7)): {'bw': 47}, ((6, 3), (7, 3)): {'bw': 47}, ((6, 3), (3, 8)): {'bw': 47}, ((6, 3), (8, 24)): {'bw': 47}}",0.0,0.0,124.0,62.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,110.0,"{'node_level': {'cpu': 10}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -49}, 3: {'cpu': -44}, 5: {'cpu': -39}, 6: {'cpu': -40}, 1: {'cpu': 10}}, 'link_level': {(3, 2): {'bw': -79}, (5, 2): {'bw': -128}, (5, 3): {'bw': -55}, (6, 2): {'bw': -104}, (6, 3): {'bw': -8}}, 'path_level': {(3, 2): {}, (5, 2): {}, (5, 3): {}, (6, 2): {}, (6, 3): {}}}","{'node_level': {2: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 1: {'cpu': 10}}, 'link_level': {(3, 2): {'bw': 0}, (5, 2): {'bw': 0}, (5, 3): {'bw': 0}, (6, 2): {'bw': 0}, (6, 3): {'bw': 0}}, 'path_level': {(3, 2): {}, (5, 2): {}, (5, 3): {}, (6, 2): {}, (6, 3): {}}}",[],-8.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0008387565612792969,4.0,5.0
