v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links,seed
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,9504,4874,4630,0.0,0.0,0,123.47534426906996,12.0,5,7,False,"{0: 5, 4: 2}","{(4, 0): [(2, 5)]}","{(0, 5): {'cpu': 37}, (4, 2): {'cpu': 47}}","{((4, 0), (2, 5)): {'bw': 56}}",0.0,0.0,452.0,226.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3700.0,"{'node_level': {'cpu': -27}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -56}, 4: {'cpu': -48}, 2: {'cpu': -27}}, 'link_level': {(4, 0): {'bw': -20}, (2, 0): {'bw': 100.0}}, 'path_level': {(4, 0): {}, (2, 0): {}}}","{'node_level': {0: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(4, 0): {'bw': 0}, (2, 0): {'bw': 100.0}}, 'path_level': {(4, 0): {}, (2, 0): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,37.0,2.0,1.0,2
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,20.0,9504,4874,4630,0.0,0.0,1,2.337215442006562,20.0,10,25,False,"{8: 5, 7: 2}","{(7, 8): [(2, 5)]}","{(8, 5): {'cpu': 51}, (7, 2): {'cpu': 23}}","{((7, 8), (2, 5)): {'bw': 41}}",0.0,0.0,904.0,452.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3700.0,"{'node_level': {'cpu': -30}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {8: {'cpu': -42}, 7: {'cpu': -72}, 9: {'cpu': -30}}, 'link_level': {(7, 8): {'bw': -35}, (9, 7): {'bw': 100.0}, (9, 8): {'bw': 100.0}}, 'path_level': {(7, 8): {}, (9, 7): {}, (9, 8): {}}}","{'node_level': {8: {'cpu': 0}, 7: {'cpu': 0}, 9: {'cpu': 0}}, 'link_level': {(7, 8): {'bw': 0}, (9, 7): {'bw': 100.0}, (9, 8): {'bw': 100.0}}, 'path_level': {(7, 8): {}, (9, 7): {}, (9, 8): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,37.0,2.0,1.0,2
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,22.337215442006563,9504,4874,4630,0.0,0.0,1,2.337215442006562,20.0,10,25,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,2
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,25.0,9504,4874,4630,0.0,0.0,2,270.50175156711845,25.0,5,4,False,"{1: 5, 3: 2}","{(3, 1): [(2, 5)]}","{(1, 5): {'cpu': 38}, (3, 2): {'cpu': 34}}","{((3, 1), (2, 5)): {'bw': 68}}",0.0,0.0,322.0,161.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3700.0,"{'node_level': {'cpu': -35}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -55}, 3: {'cpu': -61}, 2: {'cpu': -35}}, 'link_level': {(3, 1): {'bw': -8}, (2, 1): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (2, 1): {}}}","{'node_level': {1: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(3, 1): {'bw': 0}, (2, 1): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (2, 1): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,37.0,2.0,1.0,2
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,33.0,9504,4874,4630,0.0,0.0,3,414.3415594310883,33.0,8,16,False,{4: 5},{},"{(4, 5): {'cpu': 47}}",{},0.0,0.0,684.0,342.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3800.0,"{'node_level': {'cpu': -38}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -46}, 3: {'cpu': -38}}, 'link_level': {(3, 4): {'bw': 100.0}}, 'path_level': {(3, 4): {}}}","{'node_level': {4: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(3, 4): {'bw': 100.0}}, 'path_level': {(3, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,38.0,1.0,0.0,2
5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1,40.0,9504,4874,4630,0.0,0.0,4,1046.0076036646353,40.0,7,13,False,{6: 5},{},"{(6, 5): {'cpu': 39}}",{},0.0,0.0,478.0,239.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3800.0,"{'node_level': {'cpu': -42}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {6: {'cpu': -54}, 4: {'cpu': -42}}, 'link_level': {(4, 6): {'bw': 100.0}}, 'path_level': {(4, 6): {}}}","{'node_level': {6: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(4, 6): {'bw': 100.0}}, 'path_level': {(4, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,38.0,1.0,0.0,2
6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1,45.0,9504,4874,4630,0.0,0.0,5,565.9576239147773,45.0,8,14,False,{4: 5},{},"{(4, 5): {'cpu': 47}}",{},0.0,0.0,666.0,333.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,3603.0,"{'node_level': {'cpu': -22}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -46}, 7: {'cpu': -22}}, 'link_level': {(7, 4): {'bw': 100.0}}, 'path_level': {(7, 4): {}}}","{'node_level': {4: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(7, 4): {'bw': 100.0}}, 'path_level': {(7, 4): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,38.0,1.0,0.0,2
7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,52.0,9504,4874,4630,0.0,0.0,6,923.6351787030455,52.0,5,7,False,{1: 5},{},"{(1, 5): {'cpu': 39}}",{},0.0,0.0,460.0,230.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,3320.0,"{'node_level': {'cpu': -18}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -54}, 3: {'cpu': -18}}, 'link_level': {(3, 1): {'bw': 100.0}}, 'path_level': {(3, 1): {}}}","{'node_level': {1: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(3, 1): {'bw': 100.0}}, 'path_level': {(3, 1): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,38.0,1.0,0.0,2
8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,59.0,9504,4874,4630,0.0,0.0,7,1302.936058750045,59.0,7,11,False,{4: 5},{},"{(4, 5): {'cpu': 57}}",{},0.0,0.0,660.0,330.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,3800.0,"{'node_level': {'cpu': -37}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -36}, 0: {'cpu': -37}}, 'link_level': {(0, 4): {'bw': 100.0}}, 'path_level': {(0, 4): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 100.0}}, 'path_level': {(0, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,38.0,1.0,0.0,2
9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,69.0,9504,4874,4630,0.0,0.0,8,1416.0918630331812,69.0,6,8,False,{0: 5},{},"{(0, 5): {'cpu': 52}}",{},0.0,0.0,548.0,274.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,3701.0,"{'node_level': {'cpu': -23}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -41}, 4: {'cpu': -23}}, 'link_level': {(4, 0): {'bw': 100.0}}, 'path_level': {(4, 0): {}}}","{'node_level': {0: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(4, 0): {'bw': 100.0}}, 'path_level': {(4, 0): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,38.0,1.0,0.0,2
