v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,0,0,0,0,0,0,0,0,0,0,1,16.0,8909,4490,4419,0.0,0.0,0,473.4151478979741,16.0,6,9,False,{},{},{},{},0,0,228.0,114.0,445,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
2,0,0,0,0,0,0,0,0,0,1,1,36.0,8909,4490,4419,0.0,0.0,1,27.708403815125063,36.0,7,16,False,{},{},{},{},0,0,350.0,175.0,935,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
3,1,1,96.0,96.0,26162.935787783557,26162.935787783557,1.0,1.0,3,2,1,55.0,8813.0,4448,4365.0,0.009354120267260568,0.012219959266802416,2,272.5305811227454,55.0,3,2,True,"{0: 0, 1: 1, 2: 2}","{(0, 1): [(0, 1)], (0, 2): [(0, 2)]}","{(0, 0): {'cpu': 12}, (1, 1): {'cpu': 13}, (2, 2): {'cpu': 17}}","{((0, 1), (0, 1)): {'bw': 27.0}, ((0, 2), (0, 2)): {'bw': 27.0}}",96.0,96.0,84.0,42.0,54,42.0,54,42.0,54.0,0.0,1.0,26162.935787783557,26162.935787783557,272.5305811227454,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,3,2
3,1,1,96.0,96.0,26162.935787783557,26162.935787783557,1.0,1.0,3,3,0,63.70840381512507,8813.0,4448,4365.0,0.009354120267260568,0.012219959266802416,1,27.708403815125063,36.0,7,16,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
4,2,2,394.0,394.0,195505.70061144824,195505.70061144824,1.0,1.0,7,4,1,72.0,8515.0,4356,4159.0,0.02984409799554566,0.05883684091423402,3,568.2643114888076,72.0,4,3,True,"{1: 3, 0: 7, 2: 8, 3: 15}","{(0, 1): [(7, 3)], (0, 3): [(7, 15)], (1, 2): [(3, 8)]}","{(1, 3): {'cpu': 12}, (0, 7): {'cpu': 26}, (2, 8): {'cpu': 39}, (3, 15): {'cpu': 15}}","{((0, 1), (7, 3)): {'bw': 58.0}, ((0, 3), (7, 15)): {'bw': 70.0}, ((1, 2), (3, 8)): {'bw': 78.0}}",298.0,298.0,184.0,92.0,206,92.0,206,92.0,206.0,0.0,1.0,169342.76482366468,169342.76482366468,568.2643114888076,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,4,3
5,2,2,394.0,394.0,195505.70061144824,195505.70061144824,1.0,1.0,7,5,1,94.0,8515.0,4356,4159.0,0.02984409799554566,0.05883684091423402,4,1254.2009243439702,94.0,6,8,False,{},{},{},{},0,0,282.0,141.0,389,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
6,3,3,569.0,569.0,195540.8848623883,195540.8848623883,1.0,1.0,7,6,1,108.0,8340.0,4285,4055.0,0.04565701559020041,0.08237157727992761,5,0.20105286251478005,108.0,3,2,True,"{0: 0, 1: 1, 2: 2}","{(0, 1): [(0, 1)], (0, 2): [(0, 2)]}","{(0, 0): {'cpu': 20}, (1, 1): {'cpu': 15}, (2, 2): {'cpu': 36}}","{((0, 1), (0, 1)): {'bw': 41.0}, ((0, 2), (0, 2)): {'bw': 63.0}}",175.0,175.0,142.0,71.0,104,71.0,104,71.0,104.0,0.0,1.0,35.18425094008651,35.18425094008651,0.20105286251478005,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,3,2
6,3,2,569.0,569.0,195540.8848623883,195540.8848623883,1.0,1.0,7,7,0,108.20105286251479,8515.0,4356,4159.0,0.02984409799554566,0.05883684091423402,5,0.20105286251478005,108.0,3,2,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
7,4,3,723.0,723.0,485202.85215748084,485202.85215748084,1.0,1.0,8,8,1,128.0,8361.0,4300,4061.0,0.04231625835189312,0.08101380402806069,6,1880.921865552549,128.0,3,2,True,"{2: 0, 0: 1, 1: 4}","{(0, 1): [(1, 4)], (0, 2): [(1, 0)]}","{(2, 0): {'cpu': 18}, (0, 1): {'cpu': 22}, (1, 4): {'cpu': 16}}","{((0, 1), (1, 4)): {'bw': 32.0}, ((0, 2), (1, 0)): {'bw': 66.0}}",154.0,154.0,112.0,56.0,98,56.0,98,56.0,98.0,0.0,1.0,289661.96729509253,289661.96729509253,1880.921865552549,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,3,2
8,4,3,723.0,723.0,485202.85215748084,485202.85215748084,1.0,1.0,8,9,1,151.0,8361.0,4300,4061.0,0.04231625835189312,0.08101380402806069,7,236.26766745147214,151.0,4,4,False,{},{},{},{},0,0,216.0,108.0,213,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
