v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links,seed
1,1,1,112.0,145.0,4284.319696489217,5546.663892776218,0.7724137931034483,0.7724137931034483,4,0,1,56.0,9480,4906,4574,0.0076860841423948,0.022858363597521913,0,38.252854432939436,56.0,4,6,True,"{2: 13, 1: 6, 3: 27, 0: 28}","{(1, 2): [(6, 13)], (3, 1): [(27, 13), (13, 6)], (3, 2): [(27, 13)], (0, 1): [(28, 13), (13, 6)], (0, 2): [(28, 13)], (0, 3): [(28, 13), (13, 27)]}","{(2, 13): {'cpu': 12}, (1, 6): {'cpu': 9}, (3, 27): {'cpu': 11}, (0, 28): {'cpu': 6}}","{((1, 2), (6, 13)): {'bw': 22}, ((3, 1), (27, 13)): {'bw': 27}, ((3, 1), (13, 6)): {'bw': 27}, ((3, 2), (27, 13)): {'bw': 5}, ((0, 1), (28, 13)): {'bw': 4}, ((0, 1), (13, 6)): {'bw': 4}, ((0, 2), (28, 13)): {'bw': 14}, ((0, 3), (28, 13)): {'bw': 2}, ((0, 3), (13, 27)): {'bw': 2}}",145.0,112.0,76.0,38.0,74.0,38.0,74.0,38.0,107.0,33.0,0.7724137931034483,5546.663892776218,4284.319696489217,29.547032389580806,Success,0.0,"{'node_level': {'cpu': -93}, 'link_level': {'bw': -20}, 'path_level': {}}","{'node_level': {2: {'cpu': -88}, 1: {'cpu': -91}, 3: {'cpu': -47}, 0: {'cpu': -93}}, 'link_level': {(1, 2): {'bw': -65}, (3, 1): {'bw': -27}, (3, 2): {'bw': -22}, (0, 1): {'bw': -34}, (0, 2): {'bw': -82}, (0, 3): {'bw': -20}}, 'path_level': {(1, 2): {}, (3, 1): {}, (3, 2): {}, (0, 1): {}, (0, 2): {}, (0, 3): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(1, 2): {'bw': 0}, (3, 1): {'bw': 0}, (3, 2): {'bw': 0}, (0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}}, 'path_level': {(1, 2): {}, (3, 1): {}, (3, 2): {}, (0, 1): {}, (0, 2): {}, (0, 3): {}}}",[],-20.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,6.0,4
1,1,0,112.0,145.0,4284.319696489217,5546.663892776218,0.7724137931034483,0.7724137931034483,4,1,0,94.25285443293944,9625,4944,4681,0.0,0.0,0,38.252854432939436,56.0,4,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,4
2,2,1,224.0,257.0,12389.749027105965,13652.093223392967,0.8715953307392996,0.9075347512186654,4,2,1,110.0,9513,4908,4605,0.007281553398058249,0.01623584704123049,1,72.36990473764955,110.0,4,3,True,"{0: 13, 2: 6, 3: 27, 1: 28}","{(2, 0): [(6, 13)], (3, 0): [(27, 13)], (1, 0): [(28, 13)]}","{(0, 13): {'cpu': 12}, (2, 6): {'cpu': 15}, (3, 27): {'cpu': 9}, (1, 28): {'cpu': 0}}","{((2, 0), (6, 13)): {'bw': 28}, ((3, 0), (27, 13)): {'bw': 21}, ((1, 0), (28, 13)): {'bw': 27}}",112.0,112.0,72.0,36.0,76.0,36.0,76.0,36.0,76.0,0.0,1.0,8105.429330616749,8105.429330616749,72.36990473764955,Success,0.0,"{'node_level': {'cpu': -99}, 'link_level': {'bw': -73}, 'path_level': {}}","{'node_level': {0: {'cpu': -88}, 2: {'cpu': -85}, 3: {'cpu': -49}, 1: {'cpu': -99}}, 'link_level': {(2, 0): {'bw': -59}, (3, 0): {'bw': -33}, (1, 0): {'bw': -73}}, 'path_level': {(2, 0): {}, (3, 0): {}, (1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (3, 0): {'bw': 0}, (1, 0): {'bw': 0}}, 'path_level': {(2, 0): {}, (3, 0): {}, (1, 0): {}}}",[],-73.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,3.0,4
3,3,2,331.0,381.0,84467.39404322501,97181.3267000169,0.868766404199475,0.86917309025799,9,3,1,170.0,9389,4852,4537,0.01860841423948223,0.030762657551805184,2,673.622850617935,170.0,5,5,True,"{3: 11, 1: 5, 4: 23, 2: 24, 0: 2}","{(1, 3): [(5, 11)], (4, 1): [(23, 11), (11, 5)], (4, 3): [(23, 11)], (2, 3): [(24, 11)], (0, 4): [(2, 5), (5, 11), (11, 23)]}","{(3, 11): {'cpu': 14}, (1, 5): {'cpu': 14}, (4, 23): {'cpu': 7}, (2, 24): {'cpu': 7}, (0, 2): {'cpu': 14}}","{((1, 3), (5, 11)): {'bw': 13}, ((4, 1), (23, 11)): {'bw': 17}, ((4, 1), (11, 5)): {'bw': 17}, ((4, 3), (23, 11)): {'bw': 10}, ((2, 3), (24, 11)): {'bw': 11}, ((0, 4), (2, 5)): {'bw': 0}, ((0, 4), (5, 11)): {'bw': 0}, ((0, 4), (11, 23)): {'bw': 0}}",124.0,107.0,112.0,56.0,51.0,56.0,51.0,56.0,68.0,17.0,0.8629032258064516,83529.23347662394,72077.64501611904,581.2713307751536,Success,0.0,"{'node_level': {'cpu': -37}, 'link_level': {'bw': -63}, 'path_level': {}}","{'node_level': {3: {'cpu': -76}, 1: {'cpu': -44}, 4: {'cpu': -81}, 2: {'cpu': -45}, 0: {'cpu': -37}}, 'link_level': {(1, 3): {'bw': -80}, (4, 1): {'bw': -63}, (4, 3): {'bw': -63}, (2, 3): {'bw': -56}, (0, 4): {'bw': -63}}, 'path_level': {(1, 3): {}, (4, 1): {}, (4, 3): {}, (2, 3): {}, (0, 4): {}}}","{'node_level': {3: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(1, 3): {'bw': 0}, (4, 1): {'bw': 0}, (4, 3): {'bw': 0}, (2, 3): {'bw': 0}, (0, 4): {'bw': 0}}, 'path_level': {(1, 3): {}, (4, 1): {}, (4, 3): {}, (2, 3): {}, (0, 4): {}}}",[],-37.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,5.0,4
3,3,1,331.0,381.0,84467.39404322501,97181.3267000169,0.868766404199475,0.86917309025799,9,4,0,182.36990473764956,9501,4888,4613,0.01132686084142398,0.014526810510574695,1,72.36990473764955,110.0,4,3,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,4
4,4,2,356.0,406.0,106898.03539956373,119611.96805635562,0.8768472906403941,0.8937068517190381,9,5,1,232.0,9476,4870,4606,0.01496763754045305,0.016022217474898515,3,897.2256542535487,232.0,3,2,True,"{1: 13, 0: 6, 2: 27}","{(0, 1): [(6, 13)], (2, 1): [(27, 13)]}","{(1, 13): {'cpu': 11}, (0, 6): {'cpu': 2}, (2, 27): {'cpu': 5}}","{((0, 1), (6, 13)): {'bw': 7}, ((2, 1), (27, 13)): {'bw': 0}}",25.0,25.0,36.0,18.0,7.0,18.0,7.0,18.0,7.0,0.0,1.0,22430.641356338718,22430.641356338718,897.2256542535487,Success,0.0,"{'node_level': {'cpu': -53}, 'link_level': {'bw': -54}, 'path_level': {}}","{'node_level': {1: {'cpu': -89}, 0: {'cpu': -98}, 2: {'cpu': -53}}, 'link_level': {(0, 1): {'bw': -80}, (2, 1): {'bw': -54}}, 'path_level': {(0, 1): {}, (2, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (2, 1): {'bw': 0}}, 'path_level': {(0, 1): {}, (2, 1): {}}}",[],-53.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0,4
5,5,3,385.0,435.0,108246.00005274358,120959.93270953547,0.8850574712643678,0.894891371283066,9,6,1,277.0,9447,4845,4602,0.020024271844660158,0.016876735740226412,4,46.48153976482239,277.0,3,2,True,"{2: 13, 1: 6, 0: 27}","{(1, 2): [(6, 13)], (0, 2): [(27, 13)]}","{(2, 13): {'cpu': 13}, (1, 6): {'cpu': 12}, (0, 27): {'cpu': 0}}","{((1, 2), (6, 13)): {'bw': 1}, ((0, 2), (27, 13)): {'bw': 3}}",29.0,29.0,50.0,25.0,4.0,25.0,4.0,25.0,4.0,0.0,1.0,1347.9646531798492,1347.9646531798492,46.48153976482239,Success,0.0,"{'node_level': {'cpu': -53}, 'link_level': {'bw': -51}, 'path_level': {}}","{'node_level': {2: {'cpu': -76}, 1: {'cpu': -86}, 0: {'cpu': -53}}, 'link_level': {(1, 2): {'bw': -79}, (0, 2): {'bw': -51}}, 'path_level': {(1, 2): {}, (0, 2): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(1, 2): {'bw': 0}, (0, 2): {'bw': 0}}, 'path_level': {(1, 2): {}, (0, 2): {}}}",[],-51.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0,4
5,5,2,385.0,435.0,108246.00005274358,120959.93270953547,0.8850574712643678,0.894891371283066,9,7,0,323.4815397648224,9476,4870,4606,0.01496763754045305,0.016022217474898515,4,46.48153976482239,277.0,3,2,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,4
6,6,3,430.0,480.0,148038.1245086352,160752.05716542708,0.8958333333333334,0.9209096736864263,9,8,1,328.0,9431,4851,4580,0.018810679611650505,0.021576586199530068,5,884.269432353147,328.0,2,1,True,"{1: 13, 0: 6}","{(0, 1): [(6, 13)]}","{(1, 13): {'cpu': 14}, (0, 6): {'cpu': 5}}","{((0, 1), (6, 13)): {'bw': 26}}",45.0,45.0,38.0,19.0,26.0,19.0,26.0,19.0,26.0,0.0,1.0,39792.124455891615,39792.124455891615,884.269432353147,Success,0.0,"{'node_level': {'cpu': -93}, 'link_level': {'bw': -54}, 'path_level': {}}","{'node_level': {1: {'cpu': -75}, 0: {'cpu': -93}}, 'link_level': {(0, 1): {'bw': -54}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-54.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0,4
7,7,4,605.0,725.0,283243.75123330957,350039.9345799712,0.8344827586206897,0.8091755347091657,14,9,1,374.0,9186,4811,4375,0.026901294498381856,0.06537064729758602,6,772.6035812838535,374.0,5,6,True,"{4: 10, 0: 4, 1: 21, 3: 22, 2: 1}","{(0, 4): [(4, 10)], (1, 0): [(21, 10), (10, 4)], (1, 4): [(21, 10)], (3, 4): [(22, 10)], (2, 0): [(1, 4)], (2, 1): [(1, 4), (4, 10), (10, 21)]}","{(4, 10): {'cpu': 15}, (0, 4): {'cpu': 9}, (1, 21): {'cpu': 6}, (3, 22): {'cpu': 5}, (2, 1): {'cpu': 5}}","{((0, 4), (4, 10)): {'bw': 28}, ((1, 0), (21, 10)): {'bw': 20}, ((1, 0), (10, 4)): {'bw': 20}, ((1, 4), (21, 10)): {'bw': 13}, ((3, 4), (22, 10)): {'bw': 21}, ((2, 0), (1, 4)): {'bw': 28}, ((2, 1), (1, 4)): {'bw': 25}, ((2, 1), (4, 10)): {'bw': 25}, ((2, 1), (10, 21)): {'bw': 25}}",245.0,175.0,80.0,40.0,135.0,40.0,135.0,40.0,205.0,70.0,0.7142857142857143,189287.8774145441,135205.62672467437,551.8597009170383,Success,0.0,"{'node_level': {'cpu': -50}, 'link_level': {'bw': -4}, 'path_level': {}}","{'node_level': {4: {'cpu': -65}, 0: {'cpu': -64}, 1: {'cpu': -53}, 3: {'cpu': -83}, 2: {'cpu': -50}}, 'link_level': {(0, 4): {'bw': -49}, (1, 0): {'bw': -29}, (1, 4): {'bw': -53}, (3, 4): {'bw': -60}, (2, 0): {'bw': -40}, (2, 1): {'bw': -4}}, 'path_level': {(0, 4): {}, (1, 0): {}, (1, 4): {}, (3, 4): {}, (2, 0): {}, (2, 1): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 0}, (1, 0): {'bw': 0}, (1, 4): {'bw': 0}, (3, 4): {'bw': 0}, (2, 0): {'bw': 0}, (2, 1): {'bw': 0}}, 'path_level': {(0, 4): {}, (1, 0): {}, (1, 4): {}, (3, 4): {}, (2, 0): {}, (2, 1): {}}}",[],-4.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,6.0,4
