v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,solving_time,num_placed_nodes,num_routed_links
1,1,1,435.0,1415.0,144078.9674482312,468670.6642281544,0.30742049469964666,0.30742049469964666,9,0,1,25.0,14519.0,1181,13338.0,0.06714060031595581,0.09067357512953367,0,331.2160171223706,25.0,9,18,True,"{1: 7, 8: 8, 7: 9, 3: 10, 4: 11, 0: 18, 2: 19, 6: 32, 5: 35}","{(0, 1): [(0, 4), (4, 7), (12, 0), (15, 12), (18, 15)], (0, 2): [(15, 19), (18, 15)], (0, 3): [(0, 4), (4, 7), (7, 10), (12, 0), (15, 12), (18, 15)], (0, 4): [(0, 4), (4, 7), (7, 11), (12, 0), (15, 12), (18, 15)], (0, 5): [(0, 28), (12, 0), (15, 12), (18, 15), (28, 31), (31, 35)], (0, 6): [(0, 28), (12, 0), (15, 12), (18, 15), (28, 30), (30, 32)], (1, 3): [(7, 10)], (1, 5): [(0, 28), (4, 0), (7, 4), (28, 31), (31, 35)], (1, 6): [(0, 28), (4, 0), (7, 4), (28, 30), (30, 32)], (1, 7): [(4, 6), (6, 9), (7, 4)], (1, 8): [(4, 6), (6, 8), (7, 4)], (2, 7): [(0, 4), (4, 6), (6, 9), (12, 0), (15, 12), (19, 15)], (2, 8): [(0, 4), (4, 6), (6, 8), (12, 0), (15, 12), (19, 15)], (3, 8): [(4, 6), (6, 8), (7, 4), (10, 7)], (4, 8): [(4, 6), (6, 8), (7, 4), (11, 7)], (5, 6): [(28, 30), (30, 32), (31, 28), (35, 31)], (5, 7): [(0, 4), (4, 6), (6, 9), (28, 0), (31, 28), (35, 31)], (7, 8): [(6, 8), (9, 6)]}","{(1, 7): {'cpu': 0}, (8, 8): {'cpu': 13}, (7, 9): {'cpu': 4}, (3, 10): {'cpu': 11}, (4, 11): {'cpu': 10}, (0, 18): {'cpu': 13}, (2, 19): {'cpu': 4}, (6, 32): {'cpu': 16}, (5, 35): {'cpu': 14}}","{((0, 1), (0, 4)): {'bw': 4.0}, ((0, 1), (4, 7)): {'bw': 4.0}, ((0, 1), (12, 0)): {'bw': 4.0}, ((0, 1), (15, 12)): {'bw': 4.0}, ((0, 1), (18, 15)): {'bw': 4.0}, ((0, 2), (15, 19)): {'bw': 29.0}, ((0, 2), (18, 15)): {'bw': 29.0}, ((0, 3), (0, 4)): {'bw': 12.0}, ((0, 3), (4, 7)): {'bw': 12.0}, ((0, 3), (7, 10)): {'bw': 12.0}, ((0, 3), (12, 0)): {'bw': 12.0}, ((0, 3), (15, 12)): {'bw': 12.0}, ((0, 3), (18, 15)): {'bw': 12.0}, ((0, 4), (0, 4)): {'bw': 18.0}, ((0, 4), (4, 7)): {'bw': 18.0}, ((0, 4), (7, 11)): {'bw': 18.0}, ((0, 4), (12, 0)): {'bw': 18.0}, ((0, 4), (15, 12)): {'bw': 18.0}, ((0, 4), (18, 15)): {'bw': 18.0}, ((0, 5), (0, 28)): {'bw': 2.0}, ((0, 5), (12, 0)): {'bw': 2.0}, ((0, 5), (15, 12)): {'bw': 2.0}, ((0, 5), (18, 15)): {'bw': 2.0}, ((0, 5), (28, 31)): {'bw': 2.0}, ((0, 5), (31, 35)): {'bw': 2.0}, ((0, 6), (0, 28)): {'bw': 24.0}, ((0, 6), (12, 0)): {'bw': 24.0}, ((0, 6), (15, 12)): {'bw': 24.0}, ((0, 6), (18, 15)): {'bw': 24.0}, ((0, 6), (28, 30)): {'bw': 24.0}, ((0, 6), (30, 32)): {'bw': 24.0}, ((1, 3), (7, 10)): {'bw': 36.0}, ((1, 5), (0, 28)): {'bw': 24.0}, ((1, 5), (4, 0)): {'bw': 24.0}, ((1, 5), (7, 4)): {'bw': 24.0}, ((1, 5), (28, 31)): {'bw': 24.0}, ((1, 5), (31, 35)): {'bw': 24.0}, ((1, 6), (0, 28)): {'bw': 2.0}, ((1, 6), (4, 0)): {'bw': 2.0}, ((1, 6), (7, 4)): {'bw': 2.0}, ((1, 6), (28, 30)): {'bw': 2.0}, ((1, 6), (30, 32)): {'bw': 2.0}, ((1, 7), (4, 6)): {'bw': 2.0}, ((1, 7), (6, 9)): {'bw': 2.0}, ((1, 7), (7, 4)): {'bw': 2.0}, ((1, 8), (4, 6)): {'bw': 8.0}, ((1, 8), (6, 8)): {'bw': 8.0}, ((1, 8), (7, 4)): {'bw': 8.0}, ((2, 7), (0, 4)): {'bw': 15.0}, ((2, 7), (4, 6)): {'bw': 15.0}, ((2, 7), (6, 9)): {'bw': 15.0}, ((2, 7), (12, 0)): {'bw': 15.0}, ((2, 7), (15, 12)): {'bw': 15.0}, ((2, 7), (19, 15)): {'bw': 15.0}, ((2, 8), (0, 4)): {'bw': 15.0}, ((2, 8), (4, 6)): {'bw': 15.0}, ((2, 8), (6, 8)): {'bw': 15.0}, ((2, 8), (12, 0)): {'bw': 15.0}, ((2, 8), (15, 12)): {'bw': 15.0}, ((2, 8), (19, 15)): {'bw': 15.0}, ((3, 8), (4, 6)): {'bw': 37.0}, ((3, 8), (6, 8)): {'bw': 37.0}, ((3, 8), (7, 4)): {'bw': 37.0}, ((3, 8), (10, 7)): {'bw': 37.0}, ((4, 8), (4, 6)): {'bw': 35.0}, ((4, 8), (6, 8)): {'bw': 35.0}, ((4, 8), (7, 4)): {'bw': 35.0}, ((4, 8), (11, 7)): {'bw': 35.0}, ((5, 6), (28, 30)): {'bw': 37.0}, ((5, 6), (30, 32)): {'bw': 37.0}, ((5, 6), (31, 28)): {'bw': 37.0}, ((5, 6), (35, 31)): {'bw': 37.0}, ((5, 7), (0, 4)): {'bw': 1.0}, ((5, 7), (4, 6)): {'bw': 1.0}, ((5, 7), (6, 9)): {'bw': 1.0}, ((5, 7), (28, 0)): {'bw': 1.0}, ((5, 7), (31, 28)): {'bw': 1.0}, ((5, 7), (35, 31)): {'bw': 1.0}, ((7, 8), (6, 8)): {'bw': 49.0}, ((7, 8), (9, 6)): {'bw': 49.0}}",1415.0,435.0,170.0,85.0,350.0,85.0,350.0,85.0,1330.0,980.0,0.30742049469964666,468670.6642281544,144078.9674482312,101.82259183620582,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.50800085067749,9.0,18.0
2,2,2,752.0,2527.0,226428.09662642935,757542.0574336948,0.29758607043925606,0.2988983837986419,11,1,1,49.0,13407.0,1111,12296.0,0.12243285939968407,0.16171257158440144,1,259.7764327387954,49.0,7,11,True,"{4: 9, 1: 10, 0: 11, 2: 16, 3: 17, 6: 18, 5: 19}","{(0, 6): [(0, 12), (4, 0), (7, 4), (11, 7), (12, 15), (15, 18)], (1, 3): [(0, 12), (4, 0), (7, 4), (10, 7), (12, 14), (14, 17)], (1, 4): [(4, 6), (6, 9), (7, 4), (10, 7)], (1, 5): [(0, 12), (4, 0), (7, 4), (10, 7), (12, 15), (15, 19)], (2, 3): [(14, 17), (16, 14)], (2, 4): [(0, 4), (4, 6), (6, 9), (12, 0), (14, 12), (16, 14)], (2, 6): [(12, 15), (14, 12), (15, 18), (16, 14)], (3, 5): [(12, 15), (14, 12), (15, 19), (17, 14)], (3, 6): [(12, 15), (14, 12), (15, 18), (17, 14)], (4, 6): [(0, 12), (4, 0), (6, 4), (9, 6), (12, 15), (15, 18)], (5, 6): [(15, 18), (19, 15)]}","{(4, 9): {'cpu': 14}, (1, 10): {'cpu': 17}, (0, 11): {'cpu': 9}, (2, 16): {'cpu': 1}, (3, 17): {'cpu': 1}, (6, 18): {'cpu': 14}, (5, 19): {'cpu': 14}}","{((0, 6), (0, 12)): {'bw': 15.0}, ((0, 6), (4, 0)): {'bw': 15.0}, ((0, 6), (7, 4)): {'bw': 15.0}, ((0, 6), (11, 7)): {'bw': 15.0}, ((0, 6), (12, 15)): {'bw': 15.0}, ((0, 6), (15, 18)): {'bw': 15.0}, ((1, 3), (0, 12)): {'bw': 20.0}, ((1, 3), (4, 0)): {'bw': 20.0}, ((1, 3), (7, 4)): {'bw': 20.0}, ((1, 3), (10, 7)): {'bw': 20.0}, ((1, 3), (12, 14)): {'bw': 20.0}, ((1, 3), (14, 17)): {'bw': 20.0}, ((1, 4), (4, 6)): {'bw': 14.0}, ((1, 4), (6, 9)): {'bw': 14.0}, ((1, 4), (7, 4)): {'bw': 14.0}, ((1, 4), (10, 7)): {'bw': 14.0}, ((1, 5), (0, 12)): {'bw': 17.0}, ((1, 5), (4, 0)): {'bw': 17.0}, ((1, 5), (7, 4)): {'bw': 17.0}, ((1, 5), (10, 7)): {'bw': 17.0}, ((1, 5), (12, 15)): {'bw': 17.0}, ((1, 5), (15, 19)): {'bw': 17.0}, ((2, 3), (14, 17)): {'bw': 9.0}, ((2, 3), (16, 14)): {'bw': 9.0}, ((2, 4), (0, 4)): {'bw': 19.0}, ((2, 4), (4, 6)): {'bw': 19.0}, ((2, 4), (6, 9)): {'bw': 19.0}, ((2, 4), (12, 0)): {'bw': 19.0}, ((2, 4), (14, 12)): {'bw': 19.0}, ((2, 4), (16, 14)): {'bw': 19.0}, ((2, 6), (12, 15)): {'bw': 36.0}, ((2, 6), (14, 12)): {'bw': 36.0}, ((2, 6), (15, 18)): {'bw': 36.0}, ((2, 6), (16, 14)): {'bw': 36.0}, ((3, 5), (12, 15)): {'bw': 28.0}, ((3, 5), (14, 12)): {'bw': 28.0}, ((3, 5), (15, 19)): {'bw': 28.0}, ((3, 5), (17, 14)): {'bw': 28.0}, ((3, 6), (12, 15)): {'bw': 34.0}, ((3, 6), (14, 12)): {'bw': 34.0}, ((3, 6), (15, 18)): {'bw': 34.0}, ((3, 6), (17, 14)): {'bw': 34.0}, ((4, 6), (0, 12)): {'bw': 10.0}, ((4, 6), (4, 0)): {'bw': 10.0}, ((4, 6), (6, 4)): {'bw': 10.0}, ((4, 6), (9, 6)): {'bw': 10.0}, ((4, 6), (12, 15)): {'bw': 10.0}, ((4, 6), (15, 18)): {'bw': 10.0}, ((5, 6), (15, 18)): {'bw': 45.0}, ((5, 6), (19, 15)): {'bw': 45.0}}",1112.0,317.0,140.0,70.0,247.0,70.0,247.0,70.0,1042.0,795.0,0.28507194244604317,288871.3932055405,82349.12917819814,74.05497228255228,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.327286005020142,7.0,11.0
3,3,3,860.0,2676.0,390368.76035612775,983719.4546163343,0.3213751868460389,0.3968293587406763,12,2,1,70.0,13258.0,1093,12165.0,0.13665086887835698,0.17064357785655848,2,1517.9691086083183,70.0,3,2,True,"{0: 6, 1: 8, 2: 9}","{(0, 1): [(6, 8)], (1, 2): [(6, 9), (8, 6)]}","{(0, 6): {'cpu': 0}, (1, 8): {'cpu': 15}, (2, 9): {'cpu': 3}}","{((0, 1), (6, 8)): {'bw': 49.0}, ((1, 2), (6, 9)): {'bw': 41.0}, ((1, 2), (8, 6)): {'bw': 41.0}}",149.0,108.0,36.0,18.0,90.0,18.0,90.0,18.0,131.0,41.0,0.7248322147651006,226177.39718263943,163940.66372969837,1100.272910937573,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.3180510997772217,3.0,2.0
4,3,3,860.0,2676.0,390368.76035612775,983719.4546163343,0.3213751868460389,0.3968293587406763,12,3,1,102.0,13258.0,1093,12165.0,0.13665086887835698,0.17064357785655848,3,8.310489934272583,102.0,10,27,False,{},{},{},{},0.0,0.0,208.0,104.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.723339080810547,0.0,0.0
4,3,3,860.0,2676.0,390368.76035612775,983719.4546163343,0.3213751868460389,0.3968293587406763,12,4,0,110.31048993427258,13258.0,1093,12165.0,0.13665086887835698,0.17064357785655848,3,8.310489934272583,102.0,10,27,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
5,3,3,860.0,2676.0,390368.76035612775,983719.4546163343,0.3213751868460389,0.3968293587406763,12,5,1,122.0,13258.0,1093,12165.0,0.13665086887835698,0.17064357785655848,4,187.9773938487999,122.0,9,24,False,{},{},{},{},0.0,0.0,132.0,66.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.579710960388184,0.0,0.0
6,4,4,1296.0,4340.0,1396859.7142652771,4825006.031003546,0.29861751152073734,0.28950424212728837,15,6,1,144.0,11594.0,1005,10589.0,0.20616113744075826,0.278088355604036,5,2308.465490617315,144.0,10,14,True,"{1: 9, 2: 10, 3: 11, 7: 16, 5: 17, 8: 19, 6: 25, 0: 32, 4: 33, 9: 34}","{(0, 4): [(30, 33), (32, 30)], (0, 5): [(1, 12), (12, 14), (14, 17), (28, 1), (30, 28), (32, 30)], (0, 6): [(0, 20), (20, 22), (22, 25), (28, 0), (30, 28), (32, 30)], (1, 2): [(4, 7), (6, 4), (7, 10), (9, 6)], (2, 3): [(7, 11), (10, 7)], (2, 6): [(1, 20), (4, 1), (7, 4), (10, 7), (20, 22), (22, 25)], (3, 4): [(1, 28), (4, 1), (7, 4), (11, 7), (28, 30), (30, 33)], (3, 6): [(0, 20), (4, 0), (7, 4), (11, 7), (20, 22), (22, 25)], (3, 9): [(1, 28), (4, 1), (7, 4), (11, 7), (28, 31), (31, 34)], (4, 5): [(0, 12), (12, 14), (14, 17), (28, 0), (30, 28), (33, 30)], (5, 6): [(0, 20), (12, 0), (14, 12), (17, 14), (20, 22), (22, 25)], (5, 7): [(14, 16), (17, 14)], (5, 9): [(0, 28), (12, 0), (14, 12), (17, 14), (28, 31), (31, 34)], (6, 8): [(0, 12), (12, 15), (15, 19), (20, 0), (22, 20), (25, 22)]}","{(1, 9): {'cpu': 12}, (2, 10): {'cpu': 11}, (3, 11): {'cpu': 10}, (7, 16): {'cpu': 16}, (5, 17): {'cpu': 4}, (8, 19): {'cpu': 18}, (6, 25): {'cpu': 1}, (0, 32): {'cpu': 5}, (4, 33): {'cpu': 8}, (9, 34): {'cpu': 3}}","{((0, 4), (30, 33)): {'bw': 29.0}, ((0, 4), (32, 30)): {'bw': 29.0}, ((0, 5), (1, 12)): {'bw': 36.0}, ((0, 5), (12, 14)): {'bw': 36.0}, ((0, 5), (14, 17)): {'bw': 36.0}, ((0, 5), (28, 1)): {'bw': 36.0}, ((0, 5), (30, 28)): {'bw': 36.0}, ((0, 5), (32, 30)): {'bw': 36.0}, ((0, 6), (0, 20)): {'bw': 20.0}, ((0, 6), (20, 22)): {'bw': 20.0}, ((0, 6), (22, 25)): {'bw': 20.0}, ((0, 6), (28, 0)): {'bw': 20.0}, ((0, 6), (30, 28)): {'bw': 20.0}, ((0, 6), (32, 30)): {'bw': 20.0}, ((1, 2), (4, 7)): {'bw': 12.0}, ((1, 2), (6, 4)): {'bw': 12.0}, ((1, 2), (7, 10)): {'bw': 12.0}, ((1, 2), (9, 6)): {'bw': 12.0}, ((2, 3), (7, 11)): {'bw': 48.0}, ((2, 3), (10, 7)): {'bw': 48.0}, ((2, 6), (1, 20)): {'bw': 5.0}, ((2, 6), (4, 1)): {'bw': 5.0}, ((2, 6), (7, 4)): {'bw': 5.0}, ((2, 6), (10, 7)): {'bw': 5.0}, ((2, 6), (20, 22)): {'bw': 5.0}, ((2, 6), (22, 25)): {'bw': 5.0}, ((3, 4), (1, 28)): {'bw': 37.0}, ((3, 4), (4, 1)): {'bw': 37.0}, ((3, 4), (7, 4)): {'bw': 37.0}, ((3, 4), (11, 7)): {'bw': 37.0}, ((3, 4), (28, 30)): {'bw': 37.0}, ((3, 4), (30, 33)): {'bw': 37.0}, ((3, 6), (0, 20)): {'bw': 33.0}, ((3, 6), (4, 0)): {'bw': 33.0}, ((3, 6), (7, 4)): {'bw': 33.0}, ((3, 6), (11, 7)): {'bw': 33.0}, ((3, 6), (20, 22)): {'bw': 33.0}, ((3, 6), (22, 25)): {'bw': 33.0}, ((3, 9), (1, 28)): {'bw': 30.0}, ((3, 9), (4, 1)): {'bw': 30.0}, ((3, 9), (7, 4)): {'bw': 30.0}, ((3, 9), (11, 7)): {'bw': 30.0}, ((3, 9), (28, 31)): {'bw': 30.0}, ((3, 9), (31, 34)): {'bw': 30.0}, ((4, 5), (0, 12)): {'bw': 23.0}, ((4, 5), (12, 14)): {'bw': 23.0}, ((4, 5), (14, 17)): {'bw': 23.0}, ((4, 5), (28, 0)): {'bw': 23.0}, ((4, 5), (30, 28)): {'bw': 23.0}, ((4, 5), (33, 30)): {'bw': 23.0}, ((5, 6), (0, 20)): {'bw': 21.0}, ((5, 6), (12, 0)): {'bw': 21.0}, ((5, 6), (14, 12)): {'bw': 21.0}, ((5, 6), (17, 14)): {'bw': 21.0}, ((5, 6), (20, 22)): {'bw': 21.0}, ((5, 6), (22, 25)): {'bw': 21.0}, ((5, 7), (14, 16)): {'bw': 45.0}, ((5, 7), (17, 14)): {'bw': 45.0}, ((5, 9), (0, 28)): {'bw': 7.0}, ((5, 9), (12, 0)): {'bw': 7.0}, ((5, 9), (14, 12)): {'bw': 7.0}, ((5, 9), (17, 14)): {'bw': 7.0}, ((5, 9), (28, 31)): {'bw': 7.0}, ((5, 9), (31, 34)): {'bw': 7.0}, ((6, 8), (0, 12)): {'bw': 2.0}, ((6, 8), (12, 15)): {'bw': 2.0}, ((6, 8), (15, 19)): {'bw': 2.0}, ((6, 8), (20, 0)): {'bw': 2.0}, ((6, 8), (22, 20)): {'bw': 2.0}, ((6, 8), (25, 22)): {'bw': 2.0}}",1664.0,436.0,176.0,88.0,348.0,88.0,348.0,88.0,1576.0,1228.0,0.2620192307692308,3841286.576387212,1006490.9539091494,604.8623521088638,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.429737091064453,10.0,14.0
7,5,5,1401.0,4505.0,1509972.567367392,5002754.800164012,0.3109877913429523,0.30182821818848454,18,7,1,172.0,11429.0,962,10467.0,0.2401263823064771,0.28640578129260974,6,1077.265267639189,172.0,4,4,True,"{2: 22, 1: 25, 0: 26, 3: 27}","{(0, 1): [(20, 22), (22, 25), (23, 20), (26, 23)], (0, 3): [(23, 27), (26, 23)], (1, 2): [(25, 22)], (2, 3): [(20, 23), (22, 20), (23, 27)]}","{(2, 22): {'cpu': 0}, (1, 25): {'cpu': 9}, (0, 26): {'cpu': 20}, (3, 27): {'cpu': 14}}","{((0, 1), (20, 22)): {'bw': 6.0}, ((0, 1), (22, 25)): {'bw': 6.0}, ((0, 1), (23, 20)): {'bw': 6.0}, ((0, 1), (26, 23)): {'bw': 6.0}, ((0, 3), (23, 27)): {'bw': 20.0}, ((0, 3), (26, 23)): {'bw': 20.0}, ((1, 2), (25, 22)): {'bw': 25.0}, ((2, 3), (20, 23)): {'bw': 11.0}, ((2, 3), (22, 20)): {'bw': 11.0}, ((2, 3), (23, 27)): {'bw': 11.0}}",165.0,105.0,86.0,43.0,62.0,43.0,62.0,43.0,122.0,60.0,0.6363636363636364,177748.76916046618,113112.85310211485,685.5324430431202,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.134698867797852,4.0,4.0
8,5,5,1401.0,4505.0,1509972.567367392,5002754.800164012,0.3109877913429523,0.30182821818848454,18,8,1,204.0,11429.0,962,10467.0,0.2401263823064771,0.28640578129260974,7,10.071946596146812,204.0,9,18,False,{},{},{},{},0.0,0.0,144.0,72.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.46658992767334,0.0,0.0
8,5,5,1401.0,4505.0,1509972.567367392,5002754.800164012,0.3109877913429523,0.30182821818848454,18,9,0,214.0719465961468,11429.0,962,10467.0,0.2401263823064771,0.28640578129260974,7,10.071946596146812,204.0,9,18,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
