v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,0,0,0,0,0,0,0,0,0,0,1,8.0,9659,4735,4924,0.0,0.0,0,1907.2759822784224,8.0,7,9,False,{},{},{},{},0,0,530.0,265.0,748,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
2,0,0,0,0,0,0,0,0,0,1,1,17.0,9659,4735,4924,0.0,0.0,1,349.33223409363376,17.0,5,5,False,{},{},{},{},0,0,360.0,180.0,503,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
3,0,0,0,0,0,0,0,0,0,2,1,24.0,9659,4735,4924,0.0,0.0,2,883.0490146845523,24.0,6,5,False,{},{},{},{},0,0,604.0,302.0,352,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
4,0,0,0,0,0,0,0,0,0,3,1,32.0,9659,4735,4924,0.0,0.0,3,38.46093094302064,32.0,8,10,False,{},{},{},{},0,0,700.0,350.0,841,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
5,0,0,0,0,0,0,0,0,0,4,1,38.0,9659,4735,4924,0.0,0.0,4,325.9214852912518,38.0,5,7,False,{},{},{},{},0,0,378.0,189.0,547,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
6,1,1,448.0,448.0,14403.945448964754,14403.945448964754,1.0,1.0,5,5,1,52.0,9211.0,4522,4689.0,0.044984160506863824,0.04772542648253453,5,32.15166394858204,52.0,5,4,True,"{0: 2, 3: 5, 1: 11, 4: 12, 2: 23}","{(0, 3): [(2, 5)], (1, 2): [(11, 23)], (1, 3): [(11, 5)], (3, 4): [(5, 12)]}","{(0, 2): {'cpu': 41}, (3, 5): {'cpu': 55}, (1, 11): {'cpu': 21}, (4, 12): {'cpu': 44}, (2, 23): {'cpu': 52}}","{((0, 3), (2, 5)): {'bw': 61.0}, ((1, 2), (11, 23)): {'bw': 44.0}, ((1, 3), (11, 5)): {'bw': 72.0}, ((3, 4), (5, 12)): {'bw': 58.0}}",448.0,448.0,426.0,213.0,235,213.0,235,213.0,235.0,0.0,1.0,14403.945448964754,14403.945448964754,32.15166394858204,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5,4
7,1,1,448.0,448.0,14403.945448964754,14403.945448964754,1.0,1.0,5,6,1,58.0,9211.0,4522,4689.0,0.044984160506863824,0.04772542648253453,6,1078.124279638124,58.0,5,5,False,{},{},{},{},0,0,312.0,156.0,335,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
8,1,1,448.0,448.0,14403.945448964754,14403.945448964754,1.0,1.0,5,7,1,68.0,9211.0,4522,4689.0,0.044984160506863824,0.04772542648253453,7,295.1240066097526,68.0,10,27,False,{},{},{},{},0,0,696.0,348.0,2108,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
8,1,1,448.0,448.0,14403.945448964754,14403.945448964754,1.0,1.0,5,8,0,70.46093094302064,9211.0,4522,4689.0,0.044984160506863824,0.04772542648253453,3,38.46093094302064,32.0,8,10,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
9,1,1,448.0,448.0,14403.945448964754,14403.945448964754,1.0,1.0,5,9,1,79.0,9211.0,4522,4689.0,0.044984160506863824,0.04772542648253453,8,35.506339746372724,79.0,10,22,False,{},{},{},{},0,0,812.0,406.0,1955,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
