v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links,solving_time
37,12,7,1588.0,5430.0,1312596.8968460616,4898095.395057421,0.29244935543278083,0.26798108059932424,16,57,1,943.0,8789,914,7875,0.2201365187713311,0.15603900975243812,36,161.14260780550205,943.0,2,1,True,"{np.int64(0): np.int64(26), np.int64(1): np.int64(18)}","{(0, 1): [(np.int64(26), 10), (10, 18)]}","{(np.int64(0), np.int64(26)): {'cpu': 7}, (np.int64(1), np.int64(18)): {'cpu': 19}}","{((0, 1), (np.int64(26), 10)): {'bw': 26}, ((0, 1), (10, 18)): {'bw': 26}}",78.0,52.0,78.0,26.0,26.0,26.0,26.0,26.0,52.0,26.0,0.6666666666666666,12569.12340882916,8379.415605886106,107.42840520366804,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -32}, np.int64(1): {'cpu': -44}}, 'link_level': {(0, 1): {'bw': -116}}, 'path_level': {(0, 1): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,2.0,1.0,0.0494999885559082
38,13,8,1685.0,5689.0,1390344.8079497209,5105690.332952759,0.29618562137458254,0.27231279558344207,17,58,1,974.0,8530,891,7639,0.2397610921501706,0.18133104704747616,37,801.5248567387569,974.0,4,5,True,"{np.int64(0): np.int64(0), np.int64(1): np.int64(15), np.int64(2): np.int64(16), np.int64(3): np.int64(23)}","{(0, 1): [(np.int64(0), 1), (1, 3), (3, 7), (7, 15)], (0, 3): [(np.int64(0), 1), (1, 3), (3, 7), (7, 23)], (1, 2): [(np.int64(15), 7), (7, 3), (3, 8), (8, 16)], (1, 3): [(np.int64(15), 7), (7, 23)], (2, 3): [(np.int64(16), 8), (8, 3), (3, 7), (7, 23)]}","{(np.int64(0), np.int64(0)): {'cpu': 0}, (np.int64(1), np.int64(15)): {'cpu': 6}, (np.int64(2), np.int64(16)): {'cpu': 13}, (np.int64(3), np.int64(23)): {'cpu': 4}}","{((0, 1), (np.int64(0), 1)): {'bw': 4}, ((0, 1), (1, 3)): {'bw': 4}, ((0, 1), (3, 7)): {'bw': 4}, ((0, 1), (7, 15)): {'bw': 4}, ((0, 3), (np.int64(0), 1)): {'bw': 2}, ((0, 3), (1, 3)): {'bw': 2}, ((0, 3), (3, 7)): {'bw': 2}, ((0, 3), (7, 23)): {'bw': 2}, ((1, 2), (np.int64(15), 7)): {'bw': 27}, ((1, 2), (7, 3)): {'bw': 27}, ((1, 2), (3, 8)): {'bw': 27}, ((1, 2), (8, 16)): {'bw': 27}, ((1, 3), (np.int64(15), 7)): {'bw': 30}, ((1, 3), (7, 23)): {'bw': 30}, ((2, 3), (np.int64(16), 8)): {'bw': 11}, ((2, 3), (8, 3)): {'bw': 11}, ((2, 3), (3, 7)): {'bw': 11}, ((2, 3), (7, 23)): {'bw': 11}}",259.0,97.0,322.0,23.0,74.0,23.0,74.0,23.0,236.0,162.0,0.3745173745173745,207594.93789533802,77747.91110365941,300.18498495621395,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': -55}, np.int64(2): {'cpu': -57}, np.int64(3): {'cpu': -28}}, 'link_level': {(0, 1): {'bw': -195}, (0, 3): {'bw': -193}, (1, 2): {'bw': -166}, (1, 3): {'bw': -161}, (2, 3): {'bw': -155}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 2): {}, (1, 3): {}, (2, 3): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 2): {'bw': 0}, (1, 3): {'bw': 0}, (2, 3): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 2): {}, (1, 3): {}, (2, 3): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,4.0,5.0,0.11816215515136719
39,14,9,1897.0,6347.0,1407957.7702476801,5160356.980085105,0.2988813612730424,0.2728411572457648,17,59,1,996.0,7872,817,7055,0.302901023890785,0.2439181223877398,38,83.08001083943024,996.0,6,5,True,"{np.int64(0): np.int64(18), np.int64(1): np.int64(28), np.int64(2): np.int64(25), np.int64(3): np.int64(23), np.int64(4): np.int64(24), np.int64(5): np.int64(15)}","{(0, 5): [(np.int64(18), 10), (10, 4), (4, 1), (1, 3), (3, 7), (7, 15)], (1, 2): [(np.int64(28), 12), (12, 5), (5, 2), (2, 0), (0, 1), (1, 4), (4, 9), (9, 25)], (2, 5): [(np.int64(25), 9), (9, 4), (4, 1), (1, 3), (3, 7), (7, 15)], (3, 4): [(np.int64(23), 7), (7, 3), (3, 8), (8, 24)], (3, 5): [(np.int64(23), 7), (7, 15)]}","{(np.int64(0), np.int64(18)): {'cpu': 12}, (np.int64(1), np.int64(28)): {'cpu': 16}, (np.int64(2), np.int64(25)): {'cpu': 13}, (np.int64(3), np.int64(23)): {'cpu': 14}, (np.int64(4), np.int64(24)): {'cpu': 7}, (np.int64(5), np.int64(15)): {'cpu': 12}}","{((0, 5), (np.int64(18), 10)): {'bw': 35}, ((0, 5), (10, 4)): {'bw': 35}, ((0, 5), (4, 1)): {'bw': 35}, ((0, 5), (1, 3)): {'bw': 35}, ((0, 5), (3, 7)): {'bw': 35}, ((0, 5), (7, 15)): {'bw': 35}, ((1, 2), (np.int64(28), 12)): {'bw': 2}, ((1, 2), (12, 5)): {'bw': 2}, ((1, 2), (5, 2)): {'bw': 2}, ((1, 2), (2, 0)): {'bw': 2}, ((1, 2), (0, 1)): {'bw': 2}, ((1, 2), (1, 4)): {'bw': 2}, ((1, 2), (4, 9)): {'bw': 2}, ((1, 2), (9, 25)): {'bw': 2}, ((2, 5), (np.int64(25), 9)): {'bw': 16}, ((2, 5), (9, 4)): {'bw': 16}, ((2, 5), (4, 1)): {'bw': 16}, ((2, 5), (1, 3)): {'bw': 16}, ((2, 5), (3, 7)): {'bw': 16}, ((2, 5), (7, 15)): {'bw': 16}, ((3, 4), (np.int64(23), 7)): {'bw': 46}, ((3, 4), (7, 3)): {'bw': 46}, ((3, 4), (3, 8)): {'bw': 46}, ((3, 4), (8, 24)): {'bw': 46}, ((3, 5), (np.int64(23), 7)): {'bw': 39}, ((3, 5), (7, 15)): {'bw': 39}}",658.0,212.0,888.0,74.0,138.0,74.0,138.0,74.0,584.0,446.0,0.3221884498480243,54666.647132345104,17612.962297959213,26.767419905713087,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -32}, np.int64(1): {'cpu': -74}, np.int64(2): {'cpu': -10}, np.int64(3): {'cpu': -14}, np.int64(4): {'cpu': -45}, np.int64(5): {'cpu': -43}}, 'link_level': {(0, 5): {'bw': -120}, (1, 2): {'bw': -158}, (2, 5): {'bw': -104}, (3, 4): {'bw': -58}, (3, 5): {'bw': -71}}, 'path_level': {(0, 5): {}, (1, 2): {}, (2, 5): {}, (3, 4): {}, (3, 5): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}}, 'link_level': {(0, 5): {'bw': 0}, (1, 2): {'bw': 0}, (2, 5): {'bw': 0}, (3, 4): {'bw': 0}, (3, 5): {'bw': 0}}, 'path_level': {(0, 5): {}, (1, 2): {}, (2, 5): {}, (3, 4): {}, (3, 5): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,6.0,5.0,0.1373429298400879
39,14,8,1897.0,6347.0,1407957.7702476801,5160356.980085105,0.2988813612730424,0.2728411572457648,17,60,0,1005.5392932865877,7927,836,7091,0.2866894197952219,0.24006001500375096,35,85.53929328658779,920.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
39,14,8,1897.0,6347.0,1407957.7702476801,5160356.980085105,0.2988813612730424,0.2728411572457648,17,61,0,1012.8287171765827,7927,836,7091,0.2866894197952219,0.24006001500375096,12,678.8287171765827,334.0,9,17,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
40,15,9,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,62,1,1022.0,6771,754,6017,0.35665529010238906,0.35516021862608504,39,126.365340773687,1022.0,7,9,True,"{np.int64(0): np.int64(16), np.int64(1): np.int64(26), np.int64(2): np.int64(28), np.int64(3): np.int64(24), np.int64(4): np.int64(23), np.int64(5): np.int64(18), np.int64(6): np.int64(20)}","{(0, 3): [(np.int64(16), 8), (8, 24)], (1, 3): [(np.int64(26), 10), (10, 4), (4, 1), (1, 3), (3, 8), (8, 24)], (1, 5): [(np.int64(26), 10), (10, 18)], (1, 6): [(np.int64(26), 10), (10, 4), (4, 1), (1, 0), (0, 2), (2, 5), (5, 12), (12, 20)], (2, 6): [(np.int64(28), 12), (12, 20)], (3, 4): [(np.int64(24), 8), (8, 3), (3, 7), (7, 23)], (3, 5): [(np.int64(24), 8), (8, 3), (3, 1), (1, 4), (4, 10), (10, 18)], (4, 5): [(np.int64(23), 7), (7, 3), (3, 1), (1, 4), (4, 10), (10, 18)], (5, 6): [(np.int64(18), 10), (10, 4), (4, 1), (1, 0), (0, 2), (2, 5), (5, 12), (12, 20)]}","{(np.int64(0), np.int64(16)): {'cpu': 17}, (np.int64(1), np.int64(26)): {'cpu': 16}, (np.int64(2), np.int64(28)): {'cpu': 16}, (np.int64(3), np.int64(24)): {'cpu': 3}, (np.int64(4), np.int64(23)): {'cpu': 13}, (np.int64(5), np.int64(18)): {'cpu': 5}, (np.int64(6), np.int64(20)): {'cpu': 12}}","{((0, 3), (np.int64(16), 8)): {'bw': 37}, ((0, 3), (8, 24)): {'bw': 37}, ((1, 3), (np.int64(26), 10)): {'bw': 41}, ((1, 3), (10, 4)): {'bw': 41}, ((1, 3), (4, 1)): {'bw': 41}, ((1, 3), (1, 3)): {'bw': 41}, ((1, 3), (3, 8)): {'bw': 41}, ((1, 3), (8, 24)): {'bw': 41}, ((1, 5), (np.int64(26), 10)): {'bw': 30}, ((1, 5), (10, 18)): {'bw': 30}, ((1, 6), (np.int64(26), 10)): {'bw': 27}, ((1, 6), (10, 4)): {'bw': 27}, ((1, 6), (4, 1)): {'bw': 27}, ((1, 6), (1, 0)): {'bw': 27}, ((1, 6), (0, 2)): {'bw': 27}, ((1, 6), (2, 5)): {'bw': 27}, ((1, 6), (5, 12)): {'bw': 27}, ((1, 6), (12, 20)): {'bw': 27}, ((2, 6), (np.int64(28), 12)): {'bw': 16}, ((2, 6), (12, 20)): {'bw': 16}, ((3, 4), (np.int64(24), 8)): {'bw': 29}, ((3, 4), (8, 3)): {'bw': 29}, ((3, 4), (3, 7)): {'bw': 29}, ((3, 4), (7, 23)): {'bw': 29}, ((3, 5), (np.int64(24), 8)): {'bw': 17}, ((3, 5), (8, 3)): {'bw': 17}, ((3, 5), (3, 1)): {'bw': 17}, ((3, 5), (1, 4)): {'bw': 17}, ((3, 5), (4, 10)): {'bw': 17}, ((3, 5), (10, 18)): {'bw': 17}, ((4, 5), (np.int64(23), 7)): {'bw': 18}, ((4, 5), (7, 3)): {'bw': 18}, ((4, 5), (3, 1)): {'bw': 18}, ((4, 5), (1, 4)): {'bw': 18}, ((4, 5), (4, 10)): {'bw': 18}, ((4, 5), (10, 18)): {'bw': 18}, ((5, 6), (np.int64(18), 10)): {'bw': 15}, ((5, 6), (10, 4)): {'bw': 15}, ((5, 6), (4, 1)): {'bw': 15}, ((5, 6), (1, 0)): {'bw': 15}, ((5, 6), (0, 2)): {'bw': 15}, ((5, 6), (2, 5)): {'bw': 15}, ((5, 6), (5, 12)): {'bw': 15}, ((5, 6), (12, 20)): {'bw': 15}}",1156.0,312.0,492.0,82.0,230.0,82.0,230.0,82.0,1074.0,844.0,0.2698961937716263,146078.33393438216,39425.986321390345,34.105524499472615,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -40}, np.int64(1): {'cpu': -34}, np.int64(2): {'cpu': -58}, np.int64(3): {'cpu': -42}, np.int64(4): {'cpu': -1}, np.int64(5): {'cpu': -28}, np.int64(6): {'cpu': -38}}, 'link_level': {(0, 3): {'bw': -119}, (1, 3): {'bw': -93}, (1, 5): {'bw': -63}, (1, 6): {'bw': -36}, (2, 6): {'bw': -285}, (3, 4): {'bw': -29}, (3, 5): {'bw': -81}, (4, 5): {'bw': -11}, (5, 6): {'bw': -48}}, 'path_level': {(0, 3): {}, (1, 3): {}, (1, 5): {}, (1, 6): {}, (2, 6): {}, (3, 4): {}, (3, 5): {}, (4, 5): {}, (5, 6): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 5): {'bw': 0}, (1, 6): {'bw': 0}, (2, 6): {'bw': 0}, (3, 4): {'bw': 0}, (3, 5): {'bw': 0}, (4, 5): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 3): {}, (1, 3): {}, (1, 5): {}, (1, 6): {}, (2, 6): {}, (3, 4): {}, (3, 5): {}, (4, 5): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,7.0,9.0,0.1841270923614502
41,15,9,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,63,1,1047.0,6771,754,6017,0.35665529010238906,0.35516021862608504,40,139.18160062467638,1047.0,10,21,False,"{0: -1, 1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 7: -1, 8: -1, 9: -1}",{},{},{},0.0,0.0,162.0,81.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.0,0.0,0.06176495552062988
41,15,9,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,64,0,1058.6671779745152,6771,754,6017,0.35665529010238906,0.35516021862608504,29,286.6671779745153,772.0,6,9,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
42,15,9,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,65,1,1070.0,6771,754,6017,0.35665529010238906,0.35516021862608504,41,326.48971263389893,1070.0,10,27,False,"{0: -1, 1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 7: -1, 8: -1, 9: -1}",{},{},{},0.0,0.0,216.0,108.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.0,0.0,0.08948898315429688
42,15,8,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,66,0,1071.9537856899838,7027,782,6245,0.3327645051194539,0.330725538527489,26,386.9537856899839,685.0,3,2,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
42,15,7,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,67,0,1079.0800108394303,7685,856,6829,0.2696245733788396,0.26813846318722534,38,83.08001083943024,996.0,6,5,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
43,15,7,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,68,1,1101.0,7685,856,6829,0.2696245733788396,0.26813846318722534,42,0.37290004082691947,1101.0,9,16,False,"{0: -1, 1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 7: -1, 8: -1}",{},{},{},0.0,0.0,166.0,83.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,9.0,0.0,0.1773989200592041
43,15,7,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,69,0,1101.3729000408268,7685,856,6829,0.2696245733788396,0.26813846318722534,42,0.37290004082691947,1101.0,9,16,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
43,15,6,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,70,0,1104.142607805502,7763,882,6881,0.24744027303754268,0.26256564141035255,36,161.14260780550205,943.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
43,15,6,2209.0,7503.0,1447383.7565690705,5306435.314019487,0.29441556710649075,0.27276008674695684,17,71,0,1104.2540725017418,7763,882,6881,0.24744027303754268,0.26256564141035255,33,233.2540725017419,871.0,9,20,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
44,16,7,2528.0,8820.0,1452293.2063232407,5326704.108145638,0.28662131519274375,0.272643866983785,18,72,1,1122.0,6446,831,5615,0.29095563139931746,0.39824241774729396,43,15.39012462122309,1122.0,7,10,True,"{np.int64(0): np.int64(19), np.int64(1): np.int64(3), np.int64(2): np.int64(30), np.int64(3): np.int64(28), np.int64(4): np.int64(26), np.int64(5): np.int64(29), np.int64(6): np.int64(21)}","{(0, 2): [(np.int64(19), 11), (11, 5), (5, 2), (2, 6), (6, 14), (14, 30)], (0, 3): [(np.int64(19), 11), (11, 5), (5, 12), (12, 28)], (0, 5): [(np.int64(19), 11), (11, 5), (5, 2), (2, 6), (6, 13), (13, 29)], (1, 2): [(np.int64(3), 1), (1, 0), (0, 2), (2, 6), (6, 14), (14, 30)], (1, 3): [(np.int64(3), 1), (1, 0), (0, 2), (2, 5), (5, 12), (12, 28)], (1, 4): [(np.int64(3), 1), (1, 4), (4, 10), (10, 26)], (2, 6): [(np.int64(30), 14), (14, 6), (6, 13), (13, 21)], (3, 5): [(np.int64(28), 12), (12, 5), (5, 2), (2, 6), (6, 13), (13, 29)], (3, 6): [(np.int64(28), 12), (12, 5), (5, 2), (2, 6), (6, 13), (13, 21)], (5, 6): [(np.int64(29), 13), (13, 21)]}","{(np.int64(0), np.int64(19)): {'cpu': 7}, (np.int64(1), np.int64(3)): {'cpu': 0}, (np.int64(2), np.int64(30)): {'cpu': 4}, (np.int64(3), np.int64(28)): {'cpu': 8}, (np.int64(4), np.int64(26)): {'cpu': 8}, (np.int64(5), np.int64(29)): {'cpu': 20}, (np.int64(6), np.int64(21)): {'cpu': 4}}","{((0, 2), (np.int64(19), 11)): {'bw': 38}, ((0, 2), (11, 5)): {'bw': 38}, ((0, 2), (5, 2)): {'bw': 38}, ((0, 2), (2, 6)): {'bw': 38}, ((0, 2), (6, 14)): {'bw': 38}, ((0, 2), (14, 30)): {'bw': 38}, ((0, 3), (np.int64(19), 11)): {'bw': 48}, ((0, 3), (11, 5)): {'bw': 48}, ((0, 3), (5, 12)): {'bw': 48}, ((0, 3), (12, 28)): {'bw': 48}, ((0, 5), (np.int64(19), 11)): {'bw': 35}, ((0, 5), (11, 5)): {'bw': 35}, ((0, 5), (5, 2)): {'bw': 35}, ((0, 5), (2, 6)): {'bw': 35}, ((0, 5), (6, 13)): {'bw': 35}, ((0, 5), (13, 29)): {'bw': 35}, ((1, 2), (np.int64(3), 1)): {'bw': 42}, ((1, 2), (1, 0)): {'bw': 42}, ((1, 2), (0, 2)): {'bw': 42}, ((1, 2), (2, 6)): {'bw': 42}, ((1, 2), (6, 14)): {'bw': 42}, ((1, 2), (14, 30)): {'bw': 42}, ((1, 3), (np.int64(3), 1)): {'bw': 2}, ((1, 3), (1, 0)): {'bw': 2}, ((1, 3), (0, 2)): {'bw': 2}, ((1, 3), (2, 5)): {'bw': 2}, ((1, 3), (5, 12)): {'bw': 2}, ((1, 3), (12, 28)): {'bw': 2}, ((1, 4), (np.int64(3), 1)): {'bw': 4}, ((1, 4), (1, 4)): {'bw': 4}, ((1, 4), (4, 10)): {'bw': 4}, ((1, 4), (10, 26)): {'bw': 4}, ((2, 6), (np.int64(30), 14)): {'bw': 31}, ((2, 6), (14, 6)): {'bw': 31}, ((2, 6), (6, 13)): {'bw': 31}, ((2, 6), (13, 21)): {'bw': 31}, ((3, 5), (np.int64(28), 12)): {'bw': 22}, ((3, 5), (12, 5)): {'bw': 22}, ((3, 5), (5, 2)): {'bw': 22}, ((3, 5), (2, 6)): {'bw': 22}, ((3, 5), (6, 13)): {'bw': 22}, ((3, 5), (13, 29)): {'bw': 22}, ((3, 6), (np.int64(28), 12)): {'bw': 2}, ((3, 6), (12, 5)): {'bw': 2}, ((3, 6), (5, 2)): {'bw': 2}, ((3, 6), (2, 6)): {'bw': 2}, ((3, 6), (6, 13)): {'bw': 2}, ((3, 6), (13, 21)): {'bw': 2}, ((5, 6), (np.int64(29), 13)): {'bw': 44}, ((5, 6), (13, 21)): {'bw': 44}}",1317.0,319.0,510.0,51.0,268.0,51.0,268.0,51.0,1266.0,998.0,0.2422171602126044,20268.79412615081,4909.449754170166,3.727752281070741,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -58}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': -79}, np.int64(3): {'cpu': -66}, np.int64(4): {'cpu': -33}, np.int64(5): {'cpu': -46}, np.int64(6): {'cpu': -69}}, 'link_level': {(0, 2): {'bw': -94}, (0, 3): {'bw': -93}, (0, 5): {'bw': -59}, (1, 2): {'bw': -164}, (1, 3): {'bw': -57}, (1, 4): {'bw': -58}, (2, 6): {'bw': -133}, (3, 5): {'bw': -35}, (3, 6): {'bw': -33}, (5, 6): {'bw': -190}}, 'path_level': {(0, 2): {}, (0, 3): {}, (0, 5): {}, (1, 2): {}, (1, 3): {}, (1, 4): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (5, 6): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 3): {'bw': 0}, (0, 5): {'bw': 0}, (1, 2): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 6): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 3): {}, (0, 5): {}, (1, 2): {}, (1, 3): {}, (1, 4): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,7.0,10.0,0.15060710906982422
44,16,6,2528.0,8820.0,1452293.2063232407,5326704.108145638,0.28662131519274375,0.272643866983785,18,73,0,1137.390124621223,7763,882,6881,0.24744027303754268,0.26256564141035255,43,15.39012462122309,1122.0,7,10,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
