acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.13333333333333333,0.08007314564178346,0.5359815390594241,13149.429692347061,40,0,0,0,58295.0,31437.0,19027224.764826197,35499776.3509102,0.5392743803070589,1447.0,21.725639253628195,40.286800276434,3739.0,482,3257.0,10,0.0,-inf,0.0,mip,3,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_3,dataset/v_nets/300-[5-10]-random-500-0.12-cpu_[20-60]-bw_[40-120]-seed_3,Luisas-MacBook-Air.local-20251201T161856-2014,20251201T161856,775.5870621204376
