v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,22.0,2075,1082,993,0.0,0.0,0,906.733098550513,22.0,10,20,False,"{7: 1, 0: 0, 3: 3}","{(0, 7): [(0, 1)], (3, 0): [(3, 1), (1, 0)], (3, 7): [(3, 1)]}","{(7, 1): {'cpu': 10}, (0, 0): {'cpu': 11}, (3, 3): {'cpu': 11}}","{((0, 7), (0, 1)): {'bw': 26}, ((3, 0), (3, 1)): {'bw': 25}, ((3, 0), (1, 0)): {'bw': 25}, ((3, 7), (3, 1)): {'bw': 27}}",0.0,0.0,196.0,98.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -63}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {7: {'cpu': -64}, 0: {'cpu': -81}, 3: {'cpu': -47}, 6: {'cpu': -63}}, 'link_level': {(0, 7): {'bw': -68}, (3, 0): {'bw': -43}, (3, 7): {'bw': -37}, (6, 0): {'bw': -22}, (6, 7): {'bw': 100.0}}, 'path_level': {(0, 7): {}, (3, 0): {}, (3, 7): {}, (6, 0): {}, (6, 7): {}}}","{'node_level': {7: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(0, 7): {'bw': 0}, (3, 0): {'bw': 0}, (3, 7): {'bw': 0}, (6, 0): {'bw': 0}, (6, 7): {'bw': 100.0}}, 'path_level': {(0, 7): {}, (3, 0): {}, (3, 7): {}, (6, 0): {}, (6, 7): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,3.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,51.0,2075,1082,993,0.0,0.0,1,382.57393229659357,51.0,5,5,False,"{1: 1, 3: 0, 4: 3}","{(3, 1): [(0, 1)], (4, 1): [(3, 1)]}","{(1, 1): {'cpu': 7}, (3, 0): {'cpu': 17}, (4, 3): {'cpu': 4}}","{((3, 1), (0, 1)): {'bw': 11}, ((4, 1), (3, 1)): {'bw': 43}}",0.0,0.0,78.0,39.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -70}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -67}, 3: {'cpu': -75}, 4: {'cpu': -54}, 0: {'cpu': -70}}, 'link_level': {(3, 1): {'bw': -83}, (4, 1): {'bw': -46}, (0, 1): {'bw': -25}, (0, 4): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (4, 1): {}, (0, 1): {}, (0, 4): {}}}","{'node_level': {1: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(3, 1): {'bw': 0}, (4, 1): {'bw': 0}, (0, 1): {'bw': 0}, (0, 4): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (4, 1): {}, (0, 1): {}, (0, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,2.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,73.0,2075,1082,993,0.0,0.0,2,745.7559213725051,73.0,10,20,False,"{1: 1, 2: 0, 9: 3}","{(2, 1): [(0, 1)], (9, 1): [(3, 1)], (9, 2): [(3, 1), (1, 0)]}","{(1, 1): {'cpu': 19}, (2, 0): {'cpu': 17}, (9, 3): {'cpu': 6}}","{((2, 1), (0, 1)): {'bw': 50}, ((9, 1), (3, 1)): {'bw': 36}, ((9, 2), (3, 1)): {'bw': 19}, ((9, 2), (1, 0)): {'bw': 19}}",0.0,0.0,238.0,119.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -60}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -55}, 2: {'cpu': -75}, 9: {'cpu': -52}, 5: {'cpu': -60}}, 'link_level': {(2, 1): {'bw': -44}, (9, 1): {'bw': -53}, (9, 2): {'bw': -25}, (5, 1): {'bw': -6}, (5, 2): {'bw': -30}, (5, 9): {'bw': 100.0}}, 'path_level': {(2, 1): {}, (9, 1): {}, (9, 2): {}, (5, 1): {}, (5, 2): {}, (5, 9): {}}}","{'node_level': {1: {'cpu': 0}, 2: {'cpu': 0}, 9: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(2, 1): {'bw': 0}, (9, 1): {'bw': 0}, (9, 2): {'bw': 0}, (5, 1): {'bw': 0}, (5, 2): {'bw': 0}, (5, 9): {'bw': 100.0}}, 'path_level': {(2, 1): {}, (9, 1): {}, (9, 2): {}, (5, 1): {}, (5, 2): {}, (5, 9): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,3.0
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,101.0,2075,1082,993,0.0,0.0,3,131.2257067570419,101.0,10,27,False,"{8: 1, 7: 0, 1: 3}","{(7, 8): [(0, 1)], (1, 7): [(3, 1), (1, 0)], (1, 8): [(3, 1)]}","{(8, 1): {'cpu': 12}, (7, 0): {'cpu': 10}, (1, 3): {'cpu': 7}}","{((7, 8), (0, 1)): {'bw': 38}, ((1, 7), (3, 1)): {'bw': 41}, ((1, 7), (1, 0)): {'bw': 41}, ((1, 8), (3, 1)): {'bw': 22}}",0.0,0.0,128.0,64.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -64}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {8: {'cpu': -62}, 7: {'cpu': -82}, 1: {'cpu': -51}, 3: {'cpu': -64}}, 'link_level': {(7, 8): {'bw': -56}, (1, 7): {'bw': -15}, (1, 8): {'bw': -26}, (3, 1): {'bw': 100.0}, (3, 7): {'bw': -10}, (3, 8): {'bw': 100.0}}, 'path_level': {(7, 8): {}, (1, 7): {}, (1, 8): {}, (3, 1): {}, (3, 7): {}, (3, 8): {}}}","{'node_level': {8: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(7, 8): {'bw': 0}, (1, 7): {'bw': 0}, (1, 8): {'bw': 0}, (3, 1): {'bw': 100.0}, (3, 7): {'bw': 0}, (3, 8): {'bw': 100.0}}, 'path_level': {(7, 8): {}, (1, 7): {}, (1, 8): {}, (3, 1): {}, (3, 7): {}, (3, 8): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,3.0
5,1,1,50.0,50.0,84020.59999041908,84020.59999041908,1.0,1.0,2,4,1,134.0,2025,1056,969,0.02402957486136781,0.024169184290030232,4,1680.4119998083818,134.0,2,1,True,"{1: 1, 0: 0}","{(0, 1): [(0, 1)]}","{(1, 1): {'cpu': 20}, (0, 0): {'cpu': 6}}","{((0, 1), (0, 1)): {'bw': 24}}",50.0,50.0,52.0,26.0,24.0,26.0,24.0,26.0,24.0,0.0,1.0,84020.59999041908,84020.59999041908,1680.4119998083818,Success,0.0,"{'node_level': {'cpu': -86}, 'link_level': {'bw': -70}, 'path_level': {}}","{'node_level': {1: {'cpu': -54}, 0: {'cpu': -86}}, 'link_level': {(0, 1): {'bw': -70}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-70.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0
6,1,1,50.0,50.0,84020.59999041908,84020.59999041908,1.0,1.0,2,5,1,159.0,2025,1056,969,0.02402957486136781,0.024169184290030232,5,695.2060282383483,159.0,7,12,False,"{4: 2, 5: 0, 2: 5, 1: 1, 0: 9}","{(5, 4): [(0, 2)], (2, 4): [(5, 2)], (2, 5): [(5, 2), (2, 0)], (1, 4): [(1, 0), (0, 2)], (1, 5): [(1, 0)], (0, 4): [(9, 5), (5, 2)]}","{(4, 2): {'cpu': 7}, (5, 0): {'cpu': 10}, (2, 5): {'cpu': 12}, (1, 1): {'cpu': 6}, (0, 9): {'cpu': 3}}","{((5, 4), (0, 2)): {'bw': 35}, ((2, 4), (5, 2)): {'bw': 49}, ((2, 5), (5, 2)): {'bw': 15}, ((2, 5), (2, 0)): {'bw': 15}, ((1, 4), (1, 0)): {'bw': 14}, ((1, 4), (0, 2)): {'bw': 14}, ((1, 5), (1, 0)): {'bw': 40}, ((0, 4), (9, 5)): {'bw': 8}, ((0, 4), (5, 2)): {'bw': 8}}",0.0,0.0,114.0,57.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1000.0,"{'node_level': {'cpu': -88}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -46}, 5: {'cpu': -76}, 2: {'cpu': -59}, 1: {'cpu': -48}, 0: {'cpu': -88}, 3: {'cpu': -88}}, 'link_level': {(5, 4): {'bw': -44}, (2, 4): {'bw': -27}, (2, 5): {'bw': -12}, (1, 4): {'bw': -15}, (1, 5): {'bw': -16}, (0, 4): {'bw': -4}, (3, 0): {'bw': 100.0}}, 'path_level': {(5, 4): {}, (2, 4): {}, (2, 5): {}, (1, 4): {}, (1, 5): {}, (0, 4): {}, (3, 0): {}}}","{'node_level': {4: {'cpu': 0}, 5: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(5, 4): {'bw': 0}, (2, 4): {'bw': 0}, (2, 5): {'bw': 0}, (1, 4): {'bw': 0}, (1, 5): {'bw': 0}, (0, 4): {'bw': 0}, (3, 0): {'bw': 100.0}}, 'path_level': {(5, 4): {}, (2, 4): {}, (2, 5): {}, (1, 4): {}, (1, 5): {}, (0, 4): {}, (3, 0): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,10.0,5.0,6.0
7,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,5,6,1,182.0,1833,998,835,0.077634011090573,0.1591137965760322,6,210.10706944032904,182.0,5,5,True,"{0: 2, 1: 0, 3: 5, 2: 6, 4: 1}","{(1, 0): [(0, 2)], (3, 0): [(5, 2)], (2, 0): [(6, 2)], (2, 1): [(6, 2), (2, 0)], (4, 1): [(1, 0)]}","{(0, 2): {'cpu': 14}, (1, 0): {'cpu': 18}, (3, 5): {'cpu': 9}, (2, 6): {'cpu': 2}, (4, 1): {'cpu': 15}}","{((1, 0), (0, 2)): {'bw': 33}, ((3, 0), (5, 2)): {'bw': 33}, ((2, 0), (6, 2)): {'bw': 24}, ((2, 1), (6, 2)): {'bw': 17}, ((2, 1), (2, 0)): {'bw': 17}, ((4, 1), (1, 0)): {'bw': 10}}",192.0,175.0,116.0,58.0,117.0,58.0,117.0,58.0,134.0,17.0,0.9114583333333334,40340.557332543176,36768.73715205758,191.50383933363324,Success,0.0,"{'node_level': {'cpu': -39}, 'link_level': {'bw': -60}, 'path_level': {}}","{'node_level': {0: {'cpu': -39}, 1: {'cpu': -68}, 3: {'cpu': -62}, 2: {'cpu': -67}, 4: {'cpu': -39}}, 'link_level': {(1, 0): {'bw': -46}, (3, 0): {'bw': -43}, (2, 0): {'bw': -43}, (2, 1): {'bw': -26}, (4, 1): {'bw': -60}}, 'path_level': {(1, 0): {}, (3, 0): {}, (2, 0): {}, (2, 1): {}, (4, 1): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (3, 0): {'bw': 0}, (2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (4, 1): {'bw': 0}}, 'path_level': {(1, 0): {}, (3, 0): {}, (2, 0): {}, (2, 1): {}, (4, 1): {}}}",[],-39.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,5.0
8,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,5,7,1,204.0,1833,998,835,0.077634011090573,0.1591137965760322,7,1483.3552248166907,204.0,7,9,False,"{5: 3, 2: 1, 4: 7, 1: 11, 3: 0}","{(2, 5): [(1, 3)], (4, 2): [(7, 3), (3, 1)], (4, 5): [(7, 3)], (1, 2): [(11, 3), (3, 1)], (1, 5): [(11, 3)], (3, 4): [(0, 1), (1, 3), (3, 7)]}","{(5, 3): {'cpu': 16}, (2, 1): {'cpu': 19}, (4, 7): {'cpu': 10}, (1, 11): {'cpu': 16}, (3, 0): {'cpu': 17}}","{((2, 5), (1, 3)): {'bw': 30}, ((4, 2), (7, 3)): {'bw': 20}, ((4, 2), (3, 1)): {'bw': 20}, ((4, 5), (7, 3)): {'bw': 23}, ((1, 2), (11, 3)): {'bw': 8}, ((1, 2), (3, 1)): {'bw': 8}, ((1, 5), (11, 3)): {'bw': 32}, ((3, 4), (0, 1)): {'bw': 18}, ((3, 4), (1, 3)): {'bw': 18}, ((3, 4), (3, 7)): {'bw': 18}}",0.0,0.0,170.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1000.0,"{'node_level': {'cpu': -65}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -42}, 2: {'cpu': -20}, 4: {'cpu': -50}, 1: {'cpu': -55}, 3: {'cpu': -51}, 0: {'cpu': -65}}, 'link_level': {(2, 5): {'bw': -59}, (4, 2): {'bw': -39}, (4, 5): {'bw': -33}, (1, 2): {'bw': -31}, (1, 5): {'bw': -32}, (3, 4): {'bw': -13}, (0, 4): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (4, 2): {}, (4, 5): {}, (1, 2): {}, (1, 5): {}, (3, 4): {}, (0, 4): {}}}","{'node_level': {5: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(2, 5): {'bw': 0}, (4, 2): {'bw': 0}, (4, 5): {'bw': 0}, (1, 2): {'bw': 0}, (1, 5): {'bw': 0}, (3, 4): {'bw': 0}, (0, 4): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (4, 2): {}, (4, 5): {}, (1, 2): {}, (1, 5): {}, (3, 4): {}, (0, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,10.0,5.0,6.0
9,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,5,8,1,224.0,1833,998,835,0.077634011090573,0.1591137965760322,8,602.8400954844434,224.0,9,21,False,"{7: 3, 2: 1, 1: 7, 5: 11}","{(2, 7): [(1, 3)], (1, 2): [(7, 3), (3, 1)], (1, 7): [(7, 3)], (5, 2): [(11, 3), (3, 1)], (5, 7): [(11, 3)]}","{(7, 3): {'cpu': 18}, (2, 1): {'cpu': 11}, (1, 7): {'cpu': 12}, (5, 11): {'cpu': 12}}","{((2, 7), (1, 3)): {'bw': 43}, ((1, 2), (7, 3)): {'bw': 14}, ((1, 2), (3, 1)): {'bw': 14}, ((1, 7), (7, 3)): {'bw': 36}, ((5, 2), (11, 3)): {'bw': 22}, ((5, 2), (3, 1)): {'bw': 22}, ((5, 7), (11, 3)): {'bw': 1}}",0.0,0.0,168.0,84.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1100.0,"{'node_level': {'cpu': -61}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {7: {'cpu': -40}, 2: {'cpu': -28}, 1: {'cpu': -48}, 5: {'cpu': -59}, 3: {'cpu': -61}}, 'link_level': {(2, 7): {'bw': -46}, (1, 2): {'bw': -32}, (1, 7): {'bw': -26}, (5, 2): {'bw': -10}, (5, 7): {'bw': -49}, (3, 1): {'bw': 100.0}}, 'path_level': {(2, 7): {}, (1, 2): {}, (1, 7): {}, (5, 2): {}, (5, 7): {}, (3, 1): {}}}","{'node_level': {7: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 5: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(2, 7): {'bw': 0}, (1, 2): {'bw': 0}, (1, 7): {'bw': 0}, (5, 2): {'bw': 0}, (5, 7): {'bw': 0}, (3, 1): {'bw': 100.0}}, 'path_level': {(2, 7): {}, (1, 2): {}, (1, 7): {}, (5, 2): {}, (5, 7): {}, (3, 1): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,11.0,4.0,5.0
9,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,5,9,0,232.2257067570419,1833,998,835,0.077634011090573,0.1591137965760322,3,131.2257067570419,101.0,10,27,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
