v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links,seed
1,1,1,71.0,88.0,13369.797198650183,16571.016246214313,0.8068181818181818,0.8068181818181818,4,0,1,48.0,9571,4712,4859,0.00485744456177406,0.013200649878147841,0,188.3070027978899,48.0,4,3,True,"{3: 13, 0: 6, 2: 27, 1: 28}","{(0, 3): [(6, 13)], (2, 3): [(27, 13)], (1, 0): [(28, 13), (13, 6)]}","{(3, 13): {'cpu': 7}, (0, 6): {'cpu': 8}, (2, 27): {'cpu': 4}, (1, 28): {'cpu': 4}}","{((0, 3), (6, 13)): {'bw': 3}, ((2, 3), (27, 13)): {'bw': 28}, ((1, 0), (28, 13)): {'bw': 17}, ((1, 0), (13, 6)): {'bw': 17}}",88.0,71.0,46.0,23.0,48.0,23.0,48.0,23.0,65.0,17.0,0.8068181818181818,16571.016246214313,13369.797198650183,151.9295136210248,Success,0.0,"{'node_level': {'cpu': -86}, 'link_level': {'bw': -78}, 'path_level': {}}","{'node_level': {3: {'cpu': -75}, 0: {'cpu': -61}, 2: {'cpu': -51}, 1: {'cpu': -86}}, 'link_level': {(0, 3): {'bw': -95}, (2, 3): {'bw': -49}, (1, 0): {'bw': -78}}, 'path_level': {(0, 3): {}, (2, 3): {}, (1, 0): {}}}","{'node_level': {3: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (2, 3): {'bw': 0}, (1, 0): {'bw': 0}}, 'path_level': {(0, 3): {}, (2, 3): {}, (1, 0): {}}}",[],-78.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,3.0,3
2,2,2,123.0,140.0,27514.006473836977,30715.225521401106,0.8785714285714286,0.8957774526078719,6,1,1,103.0,9519,4684,4835,0.010770855332629337,0.018074735987002488,1,272.00402452282293,103.0,2,1,True,"{0: 12, 1: 5}","{(1, 0): [(5, 12)]}","{(0, 12): {'cpu': 15}, (1, 5): {'cpu': 13}}","{((1, 0), (5, 12)): {'bw': 24}}",52.0,52.0,56.0,28.0,24.0,28.0,24.0,28.0,24.0,0.0,1.0,14144.209275186793,14144.209275186793,272.00402452282293,Success,0.0,"{'node_level': {'cpu': -58}, 'link_level': {'bw': -56}, 'path_level': {}}","{'node_level': {0: {'cpu': -73}, 1: {'cpu': -58}}, 'link_level': {(1, 0): {'bw': -56}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-56.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0,3
3,3,3,166.0,183.0,72605.87703307581,75807.09608063994,0.907103825136612,0.9577715119946183,8,2,1,159.0,9476,4656,4820,0.016684266103484724,0.021121039805036546,2,1048.6481525404379,159.0,3,2,True,"{2: 14, 1: 6, 0: 29}","{(1, 2): [(6, 14)], (0, 2): [(29, 14)]}","{(2, 14): {'cpu': 4}, (1, 6): {'cpu': 9}, (0, 29): {'cpu': 15}}","{((1, 2), (6, 14)): {'bw': 12}, ((0, 2), (29, 14)): {'bw': 3}}",43.0,43.0,56.0,28.0,15.0,28.0,15.0,28.0,15.0,0.0,1.0,45091.87055923883,45091.87055923883,1048.6481525404379,Success,0.0,"{'node_level': {'cpu': -81}, 'link_level': {'bw': -68}, 'path_level': {}}","{'node_level': {2: {'cpu': -66}, 1: {'cpu': -52}, 0: {'cpu': -81}}, 'link_level': {(1, 2): {'bw': -71}, (0, 2): {'bw': -68}}, 'path_level': {(1, 2): {}, (0, 2): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(1, 2): {'bw': 0}, (0, 2): {'bw': 0}}, 'path_level': {(1, 2): {}, (0, 2): {}}}",[],-68.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0,3
4,4,4,294.0,361.0,83289.32563779611,90663.76679657909,0.814404432132964,0.9186616504106994,13,3,1,196.0,9298,4629,4669,0.022386483632523713,0.051787164906579974,3,83.4644422243773,196.0,5,5,True,"{3: 9, 4: 4, 2: 19, 0: 20, 1: 1}","{(4, 3): [(4, 9)], (2, 3): [(19, 9)], (2, 4): [(19, 9), (9, 4)], (0, 3): [(20, 9)], (1, 2): [(1, 4), (4, 9), (9, 19)]}","{(3, 9): {'cpu': 9}, (4, 4): {'cpu': 8}, (2, 19): {'cpu': 3}, (0, 20): {'cpu': 0}, (1, 1): {'cpu': 7}}","{((4, 3), (4, 9)): {'bw': 26}, ((2, 3), (19, 9)): {'bw': 7}, ((2, 4), (19, 9)): {'bw': 30}, ((2, 4), (9, 4)): {'bw': 30}, ((0, 3), (20, 9)): {'bw': 28}, ((1, 2), (1, 4)): {'bw': 10}, ((1, 2), (4, 9)): {'bw': 10}, ((1, 2), (9, 19)): {'bw': 10}}",178.0,128.0,54.0,27.0,101.0,27.0,101.0,27.0,151.0,50.0,0.7191011235955056,14856.670715939159,10683.448604720294,60.019374183821874,Success,0.0,"{'node_level': {'cpu': -67}, 'link_level': {'bw': -15}, 'path_level': {}}","{'node_level': {3: {'cpu': -82}, 4: {'cpu': -42}, 2: {'cpu': -73}, 0: {'cpu': -67}, 1: {'cpu': -67}}, 'link_level': {(4, 3): {'bw': -55}, (2, 3): {'bw': -79}, (2, 4): {'bw': -25}, (0, 3): {'bw': -48}, (1, 2): {'bw': -15}}, 'path_level': {(4, 3): {}, (2, 3): {}, (2, 4): {}, (0, 3): {}, (1, 2): {}}}","{'node_level': {3: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(4, 3): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (0, 3): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(4, 3): {}, (2, 3): {}, (2, 4): {}, (0, 3): {}, (1, 2): {}}}",[],-15.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,5.0,3
4,4,3,294.0,361.0,83289.32563779611,90663.76679657909,0.814404432132964,0.9186616504106994,13,4,0,236.3070027978899,9386,4652,4734,0.017529039070749763,0.03858651502843213,0,188.3070027978899,48.0,4,3,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,3
5,5,4,312.0,379.0,102381.0616021115,109755.50276089448,0.8232189973614775,0.9328102830994414,13,5,1,244.0,9368,4640,4728,0.020063357972544882,0.03980503655564582,4,1060.651998017522,244.0,2,1,True,"{0: 13, 1: 6}","{(1, 0): [(6, 13)]}","{(0, 13): {'cpu': 9}, (1, 6): {'cpu': 3}}","{((1, 0), (6, 13)): {'bw': 6}}",18.0,18.0,24.0,12.0,6.0,12.0,6.0,12.0,6.0,0.0,1.0,19091.735964315394,19091.735964315394,1060.651998017522,Success,0.0,"{'node_level': {'cpu': -57}, 'link_level': {'bw': -92}, 'path_level': {}}","{'node_level': {0: {'cpu': -73}, 1: {'cpu': -57}}, 'link_level': {(1, 0): {'bw': -92}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-57.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0,3
5,5,3,312.0,379.0,102381.0616021115,109755.50276089448,0.8232189973614775,0.9328102830994414,13,6,0,279.4644422243773,9546,4667,4879,0.014361140443505782,0.009138911454102394,3,83.4644422243773,196.0,5,5,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,3
6,6,4,331.0,398.0,117621.65387055819,124996.09502934117,0.8316582914572864,0.9410026276656729,13,7,1,286.0,9527,4652,4875,0.017529039070749763,0.009951259138911484,5,802.1364351814047,286.0,2,1,True,"{1: 13, 0: 6}","{(0, 1): [(6, 13)]}","{(1, 13): {'cpu': 11}, (0, 6): {'cpu': 4}}","{((0, 1), (6, 13)): {'bw': 4}}",19.0,19.0,30.0,15.0,4.0,15.0,4.0,15.0,4.0,0.0,1.0,15240.59226844669,15240.59226844669,802.1364351814047,Success,0.0,"{'node_level': {'cpu': -53}, 'link_level': {'bw': -88}, 'path_level': {}}","{'node_level': {1: {'cpu': -62}, 0: {'cpu': -53}}, 'link_level': {(0, 1): {'bw': -88}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-53.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0,3
7,7,5,374.0,441.0,194209.42753502057,201583.86869380355,0.8480725623582767,0.9634175035603448,13,8,1,343.0,9484,4632,4852,0.02175290390707496,0.01462225832656372,6,1781.1110154526139,343.0,2,1,True,"{0: 9, 1: 4}","{(1, 0): [(4, 9)]}","{(0, 9): {'cpu': 11}, (1, 4): {'cpu': 9}}","{((1, 0), (4, 9)): {'bw': 23}}",43.0,43.0,40.0,20.0,23.0,20.0,23.0,20.0,23.0,0.0,1.0,76587.7736644624,76587.7736644624,1781.1110154526139,Success,0.0,"{'node_level': {'cpu': -41}, 'link_level': {'bw': -58}, 'path_level': {}}","{'node_level': {0: {'cpu': -80}, 1: {'cpu': -41}}, 'link_level': {(1, 0): {'bw': -58}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-41.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0,3
7,7,4,374.0,441.0,194209.42753502057,201583.86869380355,0.8480725623582767,0.9634175035603448,13,9,0,375.00402452282293,9536,4660,4876,0.015839493136219684,0.009748172217709183,1,272.00402452282293,103.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,3
