v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,32.0,2048,977,1071,0.0,0.0,0,379.4581106632087,32.0,7,12,False,"{5: 1, 2: 0, 6: 3, 0: 4, 3: 2, 1: 7}","{(2, 5): [(0, 1)], (6, 2): [(3, 1), (1, 0)], (6, 5): [(3, 1)], (0, 5): [(4, 1)], (0, 6): [(4, 1), (1, 3)], (3, 2): [(2, 0)], (3, 5): [(2, 0), (0, 1)], (1, 0): [(7, 3), (3, 1), (1, 4)], (1, 5): [(7, 3), (3, 1)]}","{(5, 1): {'cpu': 9}, (2, 0): {'cpu': 20}, (6, 3): {'cpu': 14}, (0, 4): {'cpu': 14}, (3, 2): {'cpu': 15}, (1, 7): {'cpu': 17}}","{((2, 5), (0, 1)): {'bw': 34}, ((6, 2), (3, 1)): {'bw': 13}, ((6, 2), (1, 0)): {'bw': 13}, ((6, 5), (3, 1)): {'bw': 24}, ((0, 5), (4, 1)): {'bw': 30}, ((0, 6), (4, 1)): {'bw': 12}, ((0, 6), (1, 3)): {'bw': 12}, ((3, 2), (2, 0)): {'bw': 33}, ((3, 5), (2, 0)): {'bw': 11}, ((3, 5), (0, 1)): {'bw': 11}, ((1, 0), (7, 3)): {'bw': 20}, ((1, 0), (3, 1)): {'bw': 20}, ((1, 0), (1, 4)): {'bw': 20}, ((1, 5), (7, 3)): {'bw': 0}, ((1, 5), (3, 1)): {'bw': 0}}",0.0,0.0,184.0,92.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,900.0,"{'node_level': {'cpu': -53}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -84}, 2: {'cpu': -67}, 6: {'cpu': -44}, 0: {'cpu': -45}, 3: {'cpu': -47}, 1: {'cpu': -48}, 4: {'cpu': -53}}, 'link_level': {(2, 5): {'bw': -41}, (6, 2): {'bw': -28}, (6, 5): {'bw': -33}, (0, 5): {'bw': -57}, (0, 6): {'bw': -21}, (3, 2): {'bw': -67}, (3, 5): {'bw': -17}, (1, 0): {'bw': -1}, (1, 5): {'bw': -1}, (4, 0): {'bw': -15}, (4, 1): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (6, 2): {}, (6, 5): {}, (0, 5): {}, (0, 6): {}, (3, 2): {}, (3, 5): {}, (1, 0): {}, (1, 5): {}, (4, 0): {}, (4, 1): {}}}","{'node_level': {5: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(2, 5): {'bw': 0}, (6, 2): {'bw': 0}, (6, 5): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (3, 2): {'bw': 0}, (3, 5): {'bw': 0}, (1, 0): {'bw': 0}, (1, 5): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (6, 2): {}, (6, 5): {}, (0, 5): {}, (0, 6): {}, (3, 2): {}, (3, 5): {}, (1, 0): {}, (1, 5): {}, (4, 0): {}, (4, 1): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,9.0,6.0,9.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,58.0,2048,977,1071,0.0,0.0,1,57.894051446014565,58.0,10,24,False,"{0: 1, 7: 0, 9: 2}","{(7, 0): [(0, 1)], (9, 0): [(2, 0), (0, 1)], (9, 7): [(2, 0)]}","{(0, 1): {'cpu': 19}, (7, 0): {'cpu': 15}, (9, 2): {'cpu': 14}}","{((7, 0), (0, 1)): {'bw': 43}, ((9, 0), (2, 0)): {'bw': 14}, ((9, 0), (0, 1)): {'bw': 14}, ((9, 7), (2, 0)): {'bw': 36}}",0.0,0.0,238.0,119.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -41}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -74}, 7: {'cpu': -72}, 9: {'cpu': -48}, 3: {'cpu': -41}}, 'link_level': {(7, 0): {'bw': -32}, (9, 0): {'bw': -18}, (9, 7): {'bw': -50}, (3, 0): {'bw': 100.0}, (3, 9): {'bw': 100.0}}, 'path_level': {(7, 0): {}, (9, 0): {}, (9, 7): {}, (3, 0): {}, (3, 9): {}}}","{'node_level': {0: {'cpu': 0}, 7: {'cpu': 0}, 9: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(7, 0): {'bw': 0}, (9, 0): {'bw': 0}, (9, 7): {'bw': 0}, (3, 0): {'bw': 100.0}, (3, 9): {'bw': 100.0}}, 'path_level': {(7, 0): {}, (9, 0): {}, (9, 7): {}, (3, 0): {}, (3, 9): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,3.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,80.0,2048,977,1071,0.0,0.0,2,78.93121508861901,80.0,7,7,False,"{3: 1, 2: 0, 6: 3, 0: 4, 1: 2, 4: 8, 5: 12}","{(2, 3): [(0, 1)], (6, 3): [(3, 1)], (0, 6): [(4, 1), (1, 3)], (1, 2): [(2, 0)], (1, 6): [(2, 0), (0, 1), (1, 3)], (4, 0): [(8, 4)], (5, 0): [(12, 4)]}","{(3, 1): {'cpu': 18}, (2, 0): {'cpu': 19}, (6, 3): {'cpu': 6}, (0, 4): {'cpu': 19}, (1, 2): {'cpu': 9}, (4, 8): {'cpu': 20}, (5, 12): {'cpu': 14}}","{((2, 3), (0, 1)): {'bw': 46}, ((6, 3), (3, 1)): {'bw': 39}, ((0, 6), (4, 1)): {'bw': 5}, ((0, 6), (1, 3)): {'bw': 5}, ((1, 2), (2, 0)): {'bw': 4}, ((1, 6), (2, 0)): {'bw': 23}, ((1, 6), (0, 1)): {'bw': 23}, ((1, 6), (1, 3)): {'bw': 23}, ((4, 0), (8, 4)): {'bw': 27}, ((5, 0), (12, 4)): {'bw': 23}}",0.0,0.0,210.0,105.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,200.0,"{'node_level': {'cpu': -43}, 'link_level': {'bw': -56}, 'path_level': {}}","{'node_level': {3: {'cpu': -75}, 2: {'cpu': -68}, 6: {'cpu': -52}, 0: {'cpu': -40}, 1: {'cpu': -53}, 4: {'cpu': -30}, 5: {'cpu': -43}}, 'link_level': {(2, 3): {'bw': -29}, (6, 3): {'bw': -31}, (0, 6): {'bw': -26}, (1, 2): {'bw': -96}, (1, 6): {'bw': -3}, (4, 0): {'bw': -51}, (5, 0): {'bw': -56}}, 'path_level': {(2, 3): {}, (6, 3): {}, (0, 6): {}, (1, 2): {}, (1, 6): {}, (4, 0): {}, (5, 0): {}}}","{'node_level': {3: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(2, 3): {'bw': 0}, (6, 3): {'bw': 0}, (0, 6): {'bw': 0}, (1, 2): {'bw': 0}, (1, 6): {'bw': 0}, (4, 0): {'bw': 0}, (5, 0): {'bw': 0}}, 'path_level': {(2, 3): {}, (6, 3): {}, (0, 6): {}, (1, 2): {}, (1, 6): {}, (4, 0): {}, (5, 0): {}}}",[],-43.0,100.0,True,False,False,0,[],0,0.0,2.0,7.0,7.0
4,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,3,1,110.0,1991,962,1029,0.015353121801433,0.039215686274509776,3,355.44048823708476,110.0,2,1,True,"{1: 1, 0: 0}","{(0, 1): [(0, 1)]}","{(1, 1): {'cpu': 13}, (0, 0): {'cpu': 2}}","{((0, 1), (0, 1)): {'bw': 42}}",57.0,57.0,30.0,15.0,42.0,15.0,42.0,15.0,42.0,0.0,1.0,20260.107829513832,20260.107829513832,355.44048823708476,Success,0.0,"{'node_level': {'cpu': -85}, 'link_level': {'bw': -33}, 'path_level': {}}","{'node_level': {1: {'cpu': -80}, 0: {'cpu': -85}}, 'link_level': {(0, 1): {'bw': -33}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-33.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0
4,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,4,0,115.89405144601457,1991,962,1029,0.015353121801433,0.039215686274509776,1,57.894051446014565,58.0,10,24,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
5,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,5,1,135.0,1991,962,1029,0.015353121801433,0.039215686274509776,4,121.45014390722343,135.0,2,1,False,"{0: 1, 1: 3}","{(1, 0): [(3, 1)]}","{(0, 1): {'cpu': 17}, (1, 3): {'cpu': 1}}","{((1, 0), (3, 1)): {'bw': 45}}",0.0,0.0,36.0,18.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,100.0,"{'node_level': {'cpu': -57}, 'link_level': {'bw': -25}, 'path_level': {}}","{'node_level': {0: {'cpu': -63}, 1: {'cpu': -57}}, 'link_level': {(1, 0): {'bw': -25}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-25.0,100.0,True,False,False,0,[],0,0.0,1.0,2.0,1.0
5,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,6,0,158.931215088619,1991,962,1029,0.015353121801433,0.039215686274509776,2,78.93121508861901,80.0,7,7,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
6,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,7,1,161.0,1991,962,1029,0.015353121801433,0.039215686274509776,5,1241.1173299335453,161.0,3,2,False,"{2: 1, 0: 3, 1: 4}","{(0, 2): [(3, 1)], (1, 2): [(4, 1)]}","{(2, 1): {'cpu': 1}, (0, 3): {'cpu': 15}, (1, 4): {'cpu': 17}}","{((0, 2), (3, 1)): {'bw': 43}, ((1, 2), (4, 1)): {'bw': 11}}",0.0,0.0,66.0,33.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,100.0,"{'node_level': {'cpu': -42}, 'link_level': {'bw': -76}, 'path_level': {}}","{'node_level': {2: {'cpu': -79}, 0: {'cpu': -43}, 1: {'cpu': -42}}, 'link_level': {(0, 2): {'bw': -27}, (1, 2): {'bw': -76}}, 'path_level': {(0, 2): {}, (1, 2): {}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 2): {}}}",[],-42.0,100.0,True,False,False,0,[],0,0.0,1.0,3.0,2.0
7,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,8,1,186.0,1991,962,1029,0.015353121801433,0.039215686274509776,6,310.0901200761372,186.0,9,19,False,"{5: 1, 6: 0, 3: 3}","{(6, 5): [(0, 1)], (3, 5): [(3, 1)], (3, 6): [(3, 1), (1, 0)]}","{(5, 1): {'cpu': 20}, (6, 0): {'cpu': 7}, (3, 3): {'cpu': 19}}","{((6, 5), (0, 1)): {'bw': 20}, ((3, 5), (3, 1)): {'bw': 21}, ((3, 6), (3, 1)): {'bw': 10}, ((3, 6), (1, 0)): {'bw': 10}}",0.0,0.0,174.0,87.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -37}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -60}, 6: {'cpu': -78}, 3: {'cpu': -39}, 4: {'cpu': -37}}, 'link_level': {(6, 5): {'bw': -13}, (3, 5): {'bw': -49}, (3, 6): {'bw': -3}, (4, 5): {'bw': 100.0}, (4, 6): {'bw': 100.0}}, 'path_level': {(6, 5): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}, (4, 6): {}}}","{'node_level': {5: {'cpu': 0}, 6: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(6, 5): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (4, 5): {'bw': 100.0}, (4, 6): {'bw': 100.0}}, 'path_level': {(6, 5): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}, (4, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,3.0
8,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,9,1,207.0,1991,962,1029,0.015353121801433,0.039215686274509776,7,70.93576580993681,207.0,8,16,False,"{0: 1, 5: 0, 7: 3}","{(5, 0): [(0, 1)], (7, 0): [(3, 1)]}","{(0, 1): {'cpu': 18}, (5, 0): {'cpu': 20}, (7, 3): {'cpu': 19}}","{((5, 0), (0, 1)): {'bw': 33}, ((7, 0), (3, 1)): {'bw': 16}}",0.0,0.0,196.0,98.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -43}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -62}, 5: {'cpu': -65}, 7: {'cpu': -39}, 1: {'cpu': -43}}, 'link_level': {(5, 0): {'bw': 0}, (7, 0): {'bw': -54}, (1, 0): {'bw': 100.0}, (1, 5): {'bw': 100.0}}, 'path_level': {(5, 0): {}, (7, 0): {}, (1, 0): {}, (1, 5): {}}}","{'node_level': {0: {'cpu': 0}, 5: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(5, 0): {'bw': 0}, (7, 0): {'bw': 0}, (1, 0): {'bw': 100.0}, (1, 5): {'bw': 100.0}}, 'path_level': {(5, 0): {}, (7, 0): {}, (1, 0): {}, (1, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,2.0
