v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,1,1,323.0,615.0,27515.94415071213,52391.03917240855,0.5252032520325203,0.5252032520325203,7,0,1,17.0,46255,7150,39105,0.014201020267475495,0.01292374485700587,0,85.18868158115211,17.0,7,8,True,"{0: 20, 1: 87, 2: 37, 3: 32, 4: 0, 5: 1, 6: 9}","{(3, 0): [(32, 18), (18, 56), (56, 20)], (3, 1): [(32, 87)], (4, 0): [(0, 67), (67, 20)], (4, 1): [(0, 18), (18, 32), (32, 87)], (4, 2): [(0, 18), (18, 37)], (4, 3): [(0, 18), (18, 32)], (6, 0): [(9, 27), (27, 78), (78, 20)], (6, 5): [(9, 81), (81, 1)]}","{(0, 20): {'cpu': 7}, (1, 87): {'cpu': 16}, (2, 37): {'cpu': 18}, (3, 32): {'cpu': 14}, (4, 0): {'cpu': 14}, (5, 1): {'cpu': 14}, (6, 9): {'cpu': 20}}","{((3, 0), (32, 18)): {'bw': 35}, ((3, 0), (18, 56)): {'bw': 35}, ((3, 0), (56, 20)): {'bw': 35}, ((3, 1), (32, 87)): {'bw': 3}, ((4, 0), (0, 67)): {'bw': 48}, ((4, 0), (67, 20)): {'bw': 48}, ((4, 1), (0, 18)): {'bw': 10}, ((4, 1), (18, 32)): {'bw': 10}, ((4, 1), (32, 87)): {'bw': 10}, ((4, 2), (0, 18)): {'bw': 32}, ((4, 2), (18, 37)): {'bw': 32}, ((4, 3), (0, 18)): {'bw': 21}, ((4, 3), (18, 32)): {'bw': 21}, ((6, 0), (9, 27)): {'bw': 30}, ((6, 0), (27, 78)): {'bw': 30}, ((6, 0), (78, 20)): {'bw': 30}, ((6, 5), (9, 81)): {'bw': 41}, ((6, 5), (81, 1)): {'bw': 41}}",615.0,323.0,206.0,103.0,220,103.0,220,103.0,512,292,0.5252032520325203,52391.03917240855,27515.94415071213,44.74137260278395,Success,0.0,"{'node_level': {'cpu': -80}, 'link_level': {'bw': -31}, 'path_level': {}}","{'node_level': {0: {'cpu': -89}, 1: {'cpu': -81}, 2: {'cpu': -81}, 3: {'cpu': -83}, 4: {'cpu': -80}, 5: {'cpu': -83}, 6: {'cpu': -80}}, 'link_level': {(3, 0): {'bw': -27}, (3, 1): {'bw': -77}, (4, 0): {'bw': -49}, (4, 1): {'bw': -32}, (4, 2): {'bw': -54}, (4, 3): {'bw': -11}, (6, 0): {'bw': -31}, (6, 5): {'bw': -52}}, 'path_level': {(3, 0): {}, (3, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}, (6, 0): {}, (6, 5): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(3, 0): {'bw': 0}, (3, 1): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (4, 3): {'bw': 0}, (6, 0): {'bw': 0}, (6, 5): {'bw': 0}}, 'path_level': {(3, 0): {}, (3, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}, (6, 0): {}, (6, 5): {}}}",[],-31,0.0,True,True,False,0,[],0,0.0,7,8
2,2,2,356.0,684.0,46530.7259634314,92149.21932627613,0.52046783625731,0.5049497576173527,9,1,1,42.0,46186,7135,39051,0.016269130015166167,0.014286796072393138,1,576.2055094763416,42.0,2,1,True,"{0: 52, 1: 74}","{(1, 0): [(74, 0), (0, 26), (26, 52)]}","{(0, 52): {'cpu': 14}, (1, 74): {'cpu': 1}}","{((1, 0), (74, 0)): {'bw': 18}, ((1, 0), (0, 26)): {'bw': 18}, ((1, 0), (26, 52)): {'bw': 18}}",69.0,33.0,30.0,15.0,18,15.0,18,15.0,54,36,0.4782608695652174,39758.18015386757,19014.781812719273,275.57654801042423,Success,0.0,"{'node_level': {'cpu': -95}, 'link_level': {'bw': -64}, 'path_level': {}}","{'node_level': {0: {'cpu': -86}, 1: {'cpu': -95}}, 'link_level': {(1, 0): {'bw': -64}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-64,0.0,True,True,False,0,[],0,0.0,2,1
3,3,3,593.0,1112.0,50638.49332371021,99567.46586720156,0.533273381294964,0.5085847358136991,12,2,1,67.0,45758,7081,38677,0.02371432510685234,0.0237271878234091,2,17.332351731134203,67.0,5,6,True,"{0: 70, 1: 81, 2: 64, 3: 74, 4: 0}","{(1, 0): [(81, 25), (25, 95), (95, 70)], (3, 0): [(74, 48), (48, 70)], (3, 1): [(74, 1), (1, 81)], (4, 1): [(0, 26), (26, 81)], (4, 2): [(0, 29), (29, 64)], (4, 3): [(0, 74)]}","{(0, 70): {'cpu': 1}, (1, 81): {'cpu': 19}, (2, 64): {'cpu': 12}, (3, 74): {'cpu': 20}, (4, 0): {'cpu': 2}}","{((1, 0), (81, 25)): {'bw': 25}, ((1, 0), (25, 95)): {'bw': 25}, ((1, 0), (95, 70)): {'bw': 25}, ((3, 0), (74, 48)): {'bw': 42}, ((3, 0), (48, 70)): {'bw': 42}, ((3, 1), (74, 1)): {'bw': 30}, ((3, 1), (1, 81)): {'bw': 30}, ((4, 1), (0, 26)): {'bw': 28}, ((4, 1), (26, 81)): {'bw': 28}, ((4, 2), (0, 29)): {'bw': 41}, ((4, 2), (29, 64)): {'bw': 41}, ((4, 3), (0, 74)): {'bw': 17}}",428.0,237.0,108.0,54.0,183,54.0,183,54.0,374,191,0.5537383177570093,7418.246540925439,4107.767360278806,9.597587290371042,Success,0.0,"{'node_level': {'cpu': -78}, 'link_level': {'bw': -14}, 'path_level': {}}","{'node_level': {0: {'cpu': -90}, 1: {'cpu': -73}, 2: {'cpu': -79}, 3: {'cpu': -75}, 4: {'cpu': -78}}, 'link_level': {(1, 0): {'bw': -49}, (3, 0): {'bw': -9}, (3, 1): {'bw': -22}, (4, 1): {'bw': -29}, (4, 2): {'bw': -14}, (4, 3): {'bw': -65}}, 'path_level': {(1, 0): {}, (3, 0): {}, (3, 1): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (3, 0): {'bw': 0}, (3, 1): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (4, 3): {'bw': 0}}, 'path_level': {(1, 0): {}, (3, 0): {}, (3, 1): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}",[],-14,0.0,True,True,False,0,[],0,0.0,5,6
3,3,2,593.0,1112.0,50638.49332371021,99567.46586720156,0.533273381294964,0.5085847358136991,12,3,0,84.3323517311342,46186,7135,39051,0.016269130015166167,0.014286796072393138,2,17.332351731134203,67.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
4,4,3,779.0,1478.0,251948.8194665247,495694.2366643527,0.527063599458728,0.508274659721585,13,4,1,85.0,45820,7077,38743,0.024265821039569868,0.022061236337935775,3,1082.3135814129812,85.0,5,5,True,"{0: 81, 1: 65, 2: 70, 3: 74, 4: 64}","{(2, 0): [(70, 21), (21, 53), (53, 81)], (3, 2): [(74, 48), (48, 70)], (4, 0): [(64, 1), (1, 81)], (4, 1): [(64, 29), (29, 0), (0, 65)], (4, 2): [(64, 35), (35, 70)]}","{(0, 81): {'cpu': 14}, (1, 65): {'cpu': 13}, (2, 70): {'cpu': 1}, (3, 74): {'cpu': 20}, (4, 64): {'cpu': 10}}","{((2, 0), (70, 21)): {'bw': 3}, ((2, 0), (21, 53)): {'bw': 3}, ((2, 0), (53, 81)): {'bw': 3}, ((3, 2), (74, 48)): {'bw': 32}, ((3, 2), (48, 70)): {'bw': 32}, ((4, 0), (64, 1)): {'bw': 31}, ((4, 0), (1, 81)): {'bw': 31}, ((4, 1), (64, 29)): {'bw': 49}, ((4, 1), (29, 0)): {'bw': 49}, ((4, 1), (0, 65)): {'bw': 49}, ((4, 2), (64, 35)): {'bw': 13}, ((4, 2), (35, 70)): {'bw': 13}}",366.0,186.0,116.0,58.0,128,58.0,128,58.0,308,180,0.5081967213114754,396126.77079715114,201310.3261428145,550.0282135049576,Success,0.0,"{'node_level': {'cpu': -81}, 'link_level': {'bw': -1}, 'path_level': {}}","{'node_level': {0: {'cpu': -78}, 1: {'cpu': -79}, 2: {'cpu': -90}, 3: {'cpu': -75}, 4: {'cpu': -81}}, 'link_level': {(2, 0): {'bw': -54}, (3, 2): {'bw': -19}, (4, 0): {'bw': -21}, (4, 1): {'bw': -1}, (4, 2): {'bw': -43}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (3, 2): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}}}",[],-1,0.0,True,True,False,0,[],0,0.0,5,5
5,5,4,1193.0,2184.0,637669.718569603,1153469.4897241914,0.5462454212454212,0.5528275556920692,19,5,1,101.0,45114,6989,38125,0.0363987315593548,0.0376606002473685,4,931.6929930026046,101.0,9,10,True,"{0: 70, 1: 18, 2: 42, 3: 91, 4: 60, 5: 20, 6: 0, 7: 5, 8: 59}","{(2, 0): [(42, 70)], (3, 2): [(91, 18), (18, 42)], (4, 1): [(60, 3), (3, 18)], (4, 2): [(60, 5), (5, 42)], (6, 1): [(0, 83), (83, 18)], (6, 5): [(0, 67), (67, 20)], (7, 2): [(5, 42)], (7, 4): [(5, 54), (54, 60)], (8, 1): [(59, 56), (56, 18)], (8, 2): [(59, 77), (77, 42)]}","{(0, 70): {'cpu': 17}, (1, 18): {'cpu': 7}, (2, 42): {'cpu': 0}, (3, 91): {'cpu': 14}, (4, 60): {'cpu': 20}, (5, 20): {'cpu': 11}, (6, 0): {'cpu': 9}, (7, 5): {'cpu': 9}, (8, 59): {'cpu': 1}}","{((2, 0), (42, 70)): {'bw': 26}, ((3, 2), (91, 18)): {'bw': 40}, ((3, 2), (18, 42)): {'bw': 40}, ((4, 1), (60, 3)): {'bw': 41}, ((4, 1), (3, 18)): {'bw': 41}, ((4, 2), (60, 5)): {'bw': 31}, ((4, 2), (5, 42)): {'bw': 31}, ((6, 1), (0, 83)): {'bw': 47}, ((6, 1), (83, 18)): {'bw': 47}, ((6, 5), (0, 67)): {'bw': 17}, ((6, 5), (67, 20)): {'bw': 17}, ((7, 2), (5, 42)): {'bw': 8}, ((7, 4), (5, 54)): {'bw': 36}, ((7, 4), (54, 60)): {'bw': 36}, ((8, 1), (59, 56)): {'bw': 31}, ((8, 1), (56, 18)): {'bw': 31}, ((8, 2), (59, 77)): {'bw': 49}, ((8, 2), (77, 42)): {'bw': 49}}",706.0,414.0,176.0,88.0,326,88.0,326,88.0,618,292,0.5864022662889519,657775.2530598388,385720.8991030783,546.3468825822639,Success,0.0,"{'node_level': {'cpu': -87}, 'link_level': {'bw': -4}, 'path_level': {}}","{'node_level': {0: {'cpu': -73}, 1: {'cpu': -82}, 2: {'cpu': -89}, 3: {'cpu': -76}, 4: {'cpu': -70}, 5: {'cpu': -78}, 6: {'cpu': -71}, 7: {'cpu': -80}, 8: {'cpu': -87}}, 'link_level': {(2, 0): {'bw': -72}, (3, 2): {'bw': -35}, (4, 1): {'bw': -25}, (4, 2): {'bw': -22}, (6, 1): {'bw': -33}, (6, 5): {'bw': -32}, (7, 2): {'bw': -14}, (7, 4): {'bw': -28}, (8, 1): {'bw': -19}, (8, 2): {'bw': -4}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 1): {}, (4, 2): {}, (6, 1): {}, (6, 5): {}, (7, 2): {}, (7, 4): {}, (8, 1): {}, (8, 2): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 8: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (3, 2): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (6, 1): {'bw': 0}, (6, 5): {'bw': 0}, (7, 2): {'bw': 0}, (7, 4): {'bw': 0}, (8, 1): {'bw': 0}, (8, 2): {'bw': 0}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 1): {}, (4, 2): {}, (6, 1): {}, (6, 5): {}, (7, 2): {}, (7, 4): {}, (8, 1): {}, (8, 2): {}}}",[],-4,0.0,True,True,False,0,[],0,0.0,9,10
5,5,3,1193.0,2184.0,637669.718569603,1153469.4897241914,0.5462454212454212,0.5528275556920692,19,6,0,102.18868158115211,45729,7092,38637,0.022197711291879196,0.024736855390362744,0,85.18868158115211,17.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
6,6,4,1411.0,2601.0,715453.3335225646,1302257.4137397187,0.5424836601307189,0.5493947095052298,19,7,1,115.0,45312,7043,38269,0.028953536467668517,0.03402579700633568,5,356.8055731787226,115.0,5,6,True,"{0: 87, 1: 37, 2: 9, 3: 1, 4: 32}","{(2, 0): [(9, 40), (40, 8), (8, 87)], (2, 1): [(9, 29), (29, 18), (18, 37)], (4, 0): [(32, 87)], (4, 1): [(32, 18), (18, 37)], (4, 2): [(32, 49), (49, 9)], (4, 3): [(32, 36), (36, 1)]}","{(0, 87): {'cpu': 1}, (1, 37): {'cpu': 16}, (2, 9): {'cpu': 20}, (3, 1): {'cpu': 8}, (4, 32): {'cpu': 4}}","{((2, 0), (9, 40)): {'bw': 29}, ((2, 0), (40, 8)): {'bw': 29}, ((2, 0), (8, 87)): {'bw': 29}, ((2, 1), (9, 29)): {'bw': 44}, ((2, 1), (29, 18)): {'bw': 44}, ((2, 1), (18, 37)): {'bw': 44}, ((4, 0), (32, 87)): {'bw': 43}, ((4, 1), (32, 18)): {'bw': 15}, ((4, 1), (18, 37)): {'bw': 15}, ((4, 2), (32, 49)): {'bw': 13}, ((4, 2), (49, 9)): {'bw': 13}, ((4, 3), (32, 36)): {'bw': 25}, ((4, 3), (36, 1)): {'bw': 25}}",417.0,218.0,98.0,49.0,169,49.0,169,49.0,368,199,0.5227817745803357,148787.92401552733,77783.61495296154,186.53145072652646,Success,0.0,"{'node_level': {'cpu': -93}, 'link_level': {'bw': -27}, 'path_level': {}}","{'node_level': {0: {'cpu': -96}, 1: {'cpu': -83}, 2: {'cpu': -80}, 3: {'cpu': -89}, 4: {'cpu': -93}}, 'link_level': {(2, 0): {'bw': -22}, (2, 1): {'bw': -35}, (4, 0): {'bw': -37}, (4, 1): {'bw': -27}, (4, 2): {'bw': -43}, (4, 3): {'bw': -67}}, 'path_level': {(2, 0): {}, (2, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (4, 3): {'bw': 0}}, 'path_level': {(2, 0): {}, (2, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}",[],-27,0.0,True,True,False,0,[],0,0.0,5,6
7,7,5,1689.0,3164.0,734441.9645554128,1340712.806802645,0.5338179519595448,0.5477996188512009,22,8,1,139.0,44749,6976,37773,0.0381910933406866,0.046545674836560025,6,68.30442817571294,139.0,7,9,True,"{0: 69, 1: 87, 2: 32, 3: 42, 4: 1, 5: 72, 6: 17}","{(2, 0): [(32, 68), (68, 69)], (2, 1): [(32, 87)], (3, 2): [(42, 18), (18, 32)], (5, 2): [(72, 1), (1, 36), (36, 32)], (5, 3): [(72, 45), (45, 42)], (5, 4): [(72, 1)], (6, 1): [(17, 4), (4, 13), (13, 95), (95, 87)], (6, 2): [(17, 60), (60, 32)], (6, 3): [(17, 4), (4, 28), (28, 42)]}","{(0, 69): {'cpu': 5}, (1, 87): {'cpu': 16}, (2, 32): {'cpu': 18}, (3, 42): {'cpu': 11}, (4, 1): {'cpu': 14}, (5, 72): {'cpu': 2}, (6, 17): {'cpu': 1}}","{((2, 0), (32, 68)): {'bw': 28}, ((2, 0), (68, 69)): {'bw': 28}, ((2, 1), (32, 87)): {'bw': 26}, ((3, 2), (42, 18)): {'bw': 1}, ((3, 2), (18, 32)): {'bw': 1}, ((5, 2), (72, 1)): {'bw': 26}, ((5, 2), (1, 36)): {'bw': 26}, ((5, 2), (36, 32)): {'bw': 26}, ((5, 3), (72, 45)): {'bw': 19}, ((5, 3), (45, 42)): {'bw': 19}, ((5, 4), (72, 1)): {'bw': 35}, ((6, 1), (17, 4)): {'bw': 41}, ((6, 1), (4, 13)): {'bw': 41}, ((6, 1), (13, 95)): {'bw': 41}, ((6, 1), (95, 87)): {'bw': 41}, ((6, 2), (17, 60)): {'bw': 8}, ((6, 2), (60, 32)): {'bw': 8}, ((6, 3), (17, 4)): {'bw': 27}, ((6, 3), (4, 28)): {'bw': 27}, ((6, 3), (28, 42)): {'bw': 27}}",563.0,278.0,134.0,67.0,211,67.0,211,67.0,496,285,0.4937833037300178,38455.393062926385,18988.6310328482,33.72758620399325,Success,0.0,"{'node_level': {'cpu': -87}, 'link_level': {'bw': -12}, 'path_level': {}}","{'node_level': {0: {'cpu': -84}, 1: {'cpu': -80}, 2: {'cpu': -75}, 3: {'cpu': -78}, 4: {'cpu': -75}, 5: {'cpu': -86}, 6: {'cpu': -87}}, 'link_level': {(2, 0): {'bw': -58}, (2, 1): {'bw': -11}, (3, 2): {'bw': -34}, (5, 2): {'bw': -41}, (5, 3): {'bw': -51}, (5, 4): {'bw': -28}, (6, 1): {'bw': -19}, (6, 2): {'bw': -50}, (6, 3): {'bw': -12}}, 'path_level': {(2, 0): {}, (2, 1): {}, (3, 2): {}, (5, 2): {}, (5, 3): {}, (5, 4): {}, (6, 1): {}, (6, 2): {}, (6, 3): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (3, 2): {'bw': 0}, (5, 2): {'bw': 0}, (5, 3): {'bw': 0}, (5, 4): {'bw': 0}, (6, 1): {'bw': 0}, (6, 2): {'bw': 0}, (6, 3): {'bw': 0}}, 'path_level': {(2, 0): {}, (2, 1): {}, (3, 2): {}, (5, 2): {}, (5, 3): {}, (5, 4): {}, (6, 1): {}, (6, 2): {}, (6, 3): {}}}",[],-12,0.0,True,True,False,0,[],0,0.0,7,9
8,8,6,1862.0,3424.0,818473.9439750205,1467003.6429245991,0.5438084112149533,0.5579222300657153,23,9,1,167.0,44489,6928,37561,0.044809044533296594,0.051896912941414075,7,485.73398508443836,167.0,4,5,True,"{0: 17, 1: 23, 2: 52, 3: 59}","{(1, 0): [(23, 17)], (2, 0): [(52, 93), (93, 17)], (2, 1): [(52, 7), (7, 13), (13, 23)], (3, 0): [(59, 60), (60, 17)], (3, 1): [(59, 68), (68, 23)]}","{(0, 17): {'cpu': 12}, (1, 23): {'cpu': 20}, (2, 52): {'cpu': 4}, (3, 59): {'cpu': 12}}","{((1, 0), (23, 17)): {'bw': 42}, ((2, 0), (52, 93)): {'bw': 28}, ((2, 0), (93, 17)): {'bw': 28}, ((2, 1), (52, 7)): {'bw': 4}, ((2, 1), (7, 13)): {'bw': 4}, ((2, 1), (13, 23)): {'bw': 4}, ((3, 0), (59, 60)): {'bw': 50}, ((3, 0), (60, 17)): {'bw': 50}, ((3, 1), (59, 68)): {'bw': 1}, ((3, 1), (68, 23)): {'bw': 1}}",260.0,173.0,96.0,48.0,125,48.0,125,48.0,212,87,0.6653846153846154,126290.83612195398,84031.97941960783,323.19992084464553,Success,0.0,"{'node_level': {'cpu': -75}, 'link_level': {'bw': 0}, 'path_level': {}}","{'node_level': {0: {'cpu': -75}, 1: {'cpu': -67}, 2: {'cpu': -82}, 3: {'cpu': -75}}, 'link_level': {(1, 0): {'bw': -24}, (2, 0): {'bw': -30}, (2, 1): {'bw': -55}, (3, 0): {'bw': 0}, (3, 1): {'bw': -70}}, 'path_level': {(1, 0): {}, (2, 0): {}, (2, 1): {}, (3, 0): {}, (3, 1): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (3, 0): {'bw': 0}, (3, 1): {'bw': 0}}, 'path_level': {(1, 0): {}, (2, 0): {}, (2, 1): {}, (3, 0): {}, (3, 1): {}}}",[],0,0.0,True,True,False,0,[],0,0.0,4,5
