v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,0,0,0,0,0,0,0,0,0,0,1,28.0,9625,4944,4681,0.0,0.0,0,2142.4399196061,28.0,5,7,False,{},{},{},{},0,0,230.0,115.0,362,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
2,0,0,0,0,0,0,0,0,0,1,1,51.0,9625,4944,4681,0.0,0.0,1,55.1950391331951,51.0,4,4,False,{},{},{},{},0,0,222.0,111.0,198,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
3,1,1,141.0,141.0,38726.83911792572,38726.83911792572,1.0,1.0,3,2,1,70.0,9484.0,4881,4603.0,0.012742718446601908,0.016663106173894437,2,274.65843346046614,70.0,3,2,True,"{0: 0, 1: 1, 2: 2}","{(0, 1): [(0, 1)], (0, 2): [(0, 2)]}","{(0, 0): {'cpu': 13}, (1, 1): {'cpu': 18}, (2, 2): {'cpu': 32}}","{((0, 1), (0, 1)): {'bw': 56.0}, ((0, 2), (0, 2)): {'bw': 22.0}}",141.0,141.0,126.0,63.0,78,63.0,78,63.0,78.0,0.0,1.0,38726.83911792572,38726.83911792572,274.65843346046614,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,3,2
4,2,2,316.0,316.0,220721.6278964034,220721.6278964034,1.0,1.0,4,3,1,82.0,9309.0,4784,4525.0,0.032362459546925515,0.033326212347788986,3,1039.970221591301,82.0,3,2,True,"{1: 0, 2: 1, 0: 3}","{(0, 2): [(3, 1)], (1, 2): [(0, 1)]}","{(1, 0): {'cpu': 34}, (2, 1): {'cpu': 25}, (0, 3): {'cpu': 38}}","{((0, 2), (3, 1)): {'bw': 49.0}, ((1, 2), (0, 1)): {'bw': 29.0}}",175.0,175.0,194.0,97.0,78,97.0,78,97.0,78.0,0.0,1.0,181994.78877847767,181994.78877847767,1039.970221591301,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,3,2
5,2,2,316.0,316.0,220721.6278964034,220721.6278964034,1.0,1.0,4,4,1,93.0,9309.0,4784,4525.0,0.032362459546925515,0.033326212347788986,4,438.8664325293968,93.0,5,7,False,{},{},{},{},0,0,232.0,116.0,339,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
5,2,2,316.0,316.0,220721.6278964034,220721.6278964034,1.0,1.0,4,5,0,106.19503913319511,9309.0,4784,4525.0,0.032362459546925515,0.033326212347788986,1,55.1950391331951,51.0,4,4,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
6,2,2,316.0,316.0,220721.6278964034,220721.6278964034,1.0,1.0,4,6,1,107.0,9309.0,4784,4525.0,0.032362459546925515,0.033326212347788986,5,8.84460347115676,107.0,4,4,False,{},{},{},{},0,0,232.0,116.0,209,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
6,2,2,316.0,316.0,220721.6278964034,220721.6278964034,1.0,1.0,4,7,0,115.84460347115676,9309.0,4784,4525.0,0.032362459546925515,0.033326212347788986,5,8.84460347115676,107.0,4,4,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
7,2,2,316.0,316.0,220721.6278964034,220721.6278964034,1.0,1.0,4,8,1,129.0,9309.0,4784,4525.0,0.032362459546925515,0.033326212347788986,6,1097.7746054371978,129.0,5,6,False,{},{},{},{},0,0,248.0,124.0,295,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
8,2,2,316.0,316.0,220721.6278964034,220721.6278964034,1.0,1.0,4,9,1,153.0,9309.0,4784,4525.0,0.032362459546925515,0.033326212347788986,7,242.3740285982141,153.0,7,9,False,{},{},{},{},0,0,316.0,158.0,405,0,0,0.0,0.0,0,0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0,0
