v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links,solving_time
1,1,1,435.0,1805.0,144078.9674482312,597844.910905879,0.2409972299168975,0.24099722991689748,9,0,1,25.0,9080,1085,7995,0.07264957264957261,0.1770458054554812,0,331.2160171223706,25.0,9,18,True,"{np.int64(0): np.int64(17), np.int64(1): np.int64(6), np.int64(2): np.int64(25), np.int64(3): np.int64(21), np.int64(4): np.int64(16), np.int64(5): np.int64(18), np.int64(6): np.int64(26), np.int64(7): np.int64(29), np.int64(8): np.int64(24)}","{(0, 1): [(np.int64(17), 9), (9, 4), (4, 1), (1, 0), (0, 2), (2, 6)], (0, 2): [(np.int64(17), 9), (9, 25)], (0, 3): [(np.int64(17), 9), (9, 4), (4, 1), (1, 0), (0, 2), (2, 6), (6, 13), (13, 21)], (0, 4): [(np.int64(17), 9), (9, 4), (4, 1), (1, 3), (3, 8), (8, 16)], (0, 5): [(np.int64(17), 9), (9, 4), (4, 10), (10, 18)], (0, 6): [(np.int64(17), 9), (9, 4), (4, 10), (10, 26)], (1, 3): [(np.int64(6), 13), (13, 21)], (1, 5): [(np.int64(6), 2), (2, 0), (0, 1), (1, 4), (4, 10), (10, 18)], (1, 6): [(np.int64(6), 2), (2, 0), (0, 1), (1, 4), (4, 10), (10, 26)], (1, 7): [(np.int64(6), 13), (13, 29)], (1, 8): [(np.int64(6), 2), (2, 0), (0, 1), (1, 3), (3, 8), (8, 24)], (2, 7): [(np.int64(25), 9), (9, 4), (4, 1), (1, 0), (0, 2), (2, 6), (6, 13), (13, 29)], (2, 8): [(np.int64(25), 9), (9, 4), (4, 1), (1, 3), (3, 8), (8, 24)], (3, 8): [(np.int64(21), 13), (13, 6), (6, 2), (2, 0), (0, 1), (1, 3), (3, 8), (8, 24)], (4, 8): [(np.int64(16), 8), (8, 24)], (5, 6): [(np.int64(18), 10), (10, 26)], (5, 7): [(np.int64(18), 10), (10, 4), (4, 1), (1, 0), (0, 2), (2, 6), (6, 13), (13, 29)], (7, 8): [(np.int64(29), 13), (13, 6), (6, 2), (2, 0), (0, 1), (1, 3), (3, 8), (8, 24)]}","{(np.int64(0), np.int64(17)): {'cpu': 13}, (np.int64(1), np.int64(6)): {'cpu': 0}, (np.int64(2), np.int64(25)): {'cpu': 4}, (np.int64(3), np.int64(21)): {'cpu': 11}, (np.int64(4), np.int64(16)): {'cpu': 10}, (np.int64(5), np.int64(18)): {'cpu': 14}, (np.int64(6), np.int64(26)): {'cpu': 16}, (np.int64(7), np.int64(29)): {'cpu': 4}, (np.int64(8), np.int64(24)): {'cpu': 13}}","{((0, 1), (np.int64(17), 9)): {'bw': 4}, ((0, 1), (9, 4)): {'bw': 4}, ((0, 1), (4, 1)): {'bw': 4}, ((0, 1), (1, 0)): {'bw': 4}, ((0, 1), (0, 2)): {'bw': 4}, ((0, 1), (2, 6)): {'bw': 4}, ((0, 2), (np.int64(17), 9)): {'bw': 29}, ((0, 2), (9, 25)): {'bw': 29}, ((0, 3), (np.int64(17), 9)): {'bw': 12}, ((0, 3), (9, 4)): {'bw': 12}, ((0, 3), (4, 1)): {'bw': 12}, ((0, 3), (1, 0)): {'bw': 12}, ((0, 3), (0, 2)): {'bw': 12}, ((0, 3), (2, 6)): {'bw': 12}, ((0, 3), (6, 13)): {'bw': 12}, ((0, 3), (13, 21)): {'bw': 12}, ((0, 4), (np.int64(17), 9)): {'bw': 18}, ((0, 4), (9, 4)): {'bw': 18}, ((0, 4), (4, 1)): {'bw': 18}, ((0, 4), (1, 3)): {'bw': 18}, ((0, 4), (3, 8)): {'bw': 18}, ((0, 4), (8, 16)): {'bw': 18}, ((0, 5), (np.int64(17), 9)): {'bw': 2}, ((0, 5), (9, 4)): {'bw': 2}, ((0, 5), (4, 10)): {'bw': 2}, ((0, 5), (10, 18)): {'bw': 2}, ((0, 6), (np.int64(17), 9)): {'bw': 24}, ((0, 6), (9, 4)): {'bw': 24}, ((0, 6), (4, 10)): {'bw': 24}, ((0, 6), (10, 26)): {'bw': 24}, ((1, 3), (np.int64(6), 13)): {'bw': 36}, ((1, 3), (13, 21)): {'bw': 36}, ((1, 5), (np.int64(6), 2)): {'bw': 24}, ((1, 5), (2, 0)): {'bw': 24}, ((1, 5), (0, 1)): {'bw': 24}, ((1, 5), (1, 4)): {'bw': 24}, ((1, 5), (4, 10)): {'bw': 24}, ((1, 5), (10, 18)): {'bw': 24}, ((1, 6), (np.int64(6), 2)): {'bw': 2}, ((1, 6), (2, 0)): {'bw': 2}, ((1, 6), (0, 1)): {'bw': 2}, ((1, 6), (1, 4)): {'bw': 2}, ((1, 6), (4, 10)): {'bw': 2}, ((1, 6), (10, 26)): {'bw': 2}, ((1, 7), (np.int64(6), 13)): {'bw': 2}, ((1, 7), (13, 29)): {'bw': 2}, ((1, 8), (np.int64(6), 2)): {'bw': 8}, ((1, 8), (2, 0)): {'bw': 8}, ((1, 8), (0, 1)): {'bw': 8}, ((1, 8), (1, 3)): {'bw': 8}, ((1, 8), (3, 8)): {'bw': 8}, ((1, 8), (8, 24)): {'bw': 8}, ((2, 7), (np.int64(25), 9)): {'bw': 15}, ((2, 7), (9, 4)): {'bw': 15}, ((2, 7), (4, 1)): {'bw': 15}, ((2, 7), (1, 0)): {'bw': 15}, ((2, 7), (0, 2)): {'bw': 15}, ((2, 7), (2, 6)): {'bw': 15}, ((2, 7), (6, 13)): {'bw': 15}, ((2, 7), (13, 29)): {'bw': 15}, ((2, 8), (np.int64(25), 9)): {'bw': 15}, ((2, 8), (9, 4)): {'bw': 15}, ((2, 8), (4, 1)): {'bw': 15}, ((2, 8), (1, 3)): {'bw': 15}, ((2, 8), (3, 8)): {'bw': 15}, ((2, 8), (8, 24)): {'bw': 15}, ((3, 8), (np.int64(21), 13)): {'bw': 37}, ((3, 8), (13, 6)): {'bw': 37}, ((3, 8), (6, 2)): {'bw': 37}, ((3, 8), (2, 0)): {'bw': 37}, ((3, 8), (0, 1)): {'bw': 37}, ((3, 8), (1, 3)): {'bw': 37}, ((3, 8), (3, 8)): {'bw': 37}, ((3, 8), (8, 24)): {'bw': 37}, ((4, 8), (np.int64(16), 8)): {'bw': 35}, ((4, 8), (8, 24)): {'bw': 35}, ((5, 6), (np.int64(18), 10)): {'bw': 37}, ((5, 6), (10, 26)): {'bw': 37}, ((5, 7), (np.int64(18), 10)): {'bw': 1}, ((5, 7), (10, 4)): {'bw': 1}, ((5, 7), (4, 1)): {'bw': 1}, ((5, 7), (1, 0)): {'bw': 1}, ((5, 7), (0, 2)): {'bw': 1}, ((5, 7), (2, 6)): {'bw': 1}, ((5, 7), (6, 13)): {'bw': 1}, ((5, 7), (13, 29)): {'bw': 1}, ((7, 8), (np.int64(29), 13)): {'bw': 49}, ((7, 8), (13, 6)): {'bw': 49}, ((7, 8), (6, 2)): {'bw': 49}, ((7, 8), (2, 0)): {'bw': 49}, ((7, 8), (0, 1)): {'bw': 49}, ((7, 8), (1, 3)): {'bw': 49}, ((7, 8), (3, 8)): {'bw': 49}, ((7, 8), (8, 24)): {'bw': 49}}",1805.0,435.0,1190.0,85.0,350.0,85.0,350.0,85.0,1720.0,1370.0,0.2409972299168975,597844.910905879,144078.9674482312,79.822142630599,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -40}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': -92}, np.int64(3): {'cpu': -48}, np.int64(4): {'cpu': -82}, np.int64(5): {'cpu': -36}, np.int64(6): {'cpu': -64}, np.int64(7): {'cpu': -48}, np.int64(8): {'cpu': -39}}, 'link_level': {(0, 1): {'bw': -199}, (0, 2): {'bw': -322}, (0, 3): {'bw': -187}, (0, 4): {'bw': -169}, (0, 5): {'bw': -167}, (0, 6): {'bw': -143}, (1, 3): {'bw': -175}, (1, 5): {'bw': -192}, (1, 6): {'bw': -190}, (1, 7): {'bw': -245}, (1, 8): {'bw': -182}, (2, 7): {'bw': -128}, (2, 8): {'bw': -113}, (3, 8): {'bw': -130}, (4, 8): {'bw': -220}, (5, 6): {'bw': -159}, (5, 7): {'bw': -129}, (7, 8): {'bw': -80}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (0, 4): {}, (0, 5): {}, (0, 6): {}, (1, 3): {}, (1, 5): {}, (1, 6): {}, (1, 7): {}, (1, 8): {}, (2, 7): {}, (2, 8): {}, (3, 8): {}, (4, 8): {}, (5, 6): {}, (5, 7): {}, (7, 8): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}, np.int64(7): {'cpu': 0}, np.int64(8): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (1, 3): {'bw': 0}, (1, 5): {'bw': 0}, (1, 6): {'bw': 0}, (1, 7): {'bw': 0}, (1, 8): {'bw': 0}, (2, 7): {'bw': 0}, (2, 8): {'bw': 0}, (3, 8): {'bw': 0}, (4, 8): {'bw': 0}, (5, 6): {'bw': 0}, (5, 7): {'bw': 0}, (7, 8): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (0, 4): {}, (0, 5): {}, (0, 6): {}, (1, 3): {}, (1, 5): {}, (1, 6): {}, (1, 7): {}, (1, 8): {}, (2, 7): {}, (2, 8): {}, (3, 8): {}, (4, 8): {}, (5, 6): {}, (5, 7): {}, (7, 8): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,9.0,18.0,0.3444068431854248
2,1,1,435.0,1805.0,144078.9674482312,597844.910905879,0.2409972299168975,0.24099722991689748,9,1,1,49.0,9080,1085,7995,0.07264957264957261,0.1770458054554812,1,259.7764327387954,49.0,7,11,False,{},{},{},{},0.0,0.0,140.0,70.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0,0.19376373291015625
3,2,2,543.0,1954.0,308019.6311779296,824022.3080885184,0.27789150460593653,0.37380011215041203,12,2,1,70.0,8931,1067,7864,0.08803418803418805,0.19053010808028825,2,1517.9691086083183,70.0,3,2,True,"{np.int64(0): np.int64(7), np.int64(1): np.int64(23), np.int64(2): np.int64(15)}","{(0, 1): [(np.int64(7), 23)], (1, 2): [(np.int64(23), 7), (7, 15)]}","{(np.int64(0), np.int64(7)): {'cpu': 0}, (np.int64(1), np.int64(23)): {'cpu': 15}, (np.int64(2), np.int64(15)): {'cpu': 3}}","{((0, 1), (np.int64(7), 23)): {'bw': 49}, ((1, 2), (np.int64(23), 7)): {'bw': 41}, ((1, 2), (7, 15)): {'bw': 41}}",149.0,108.0,72.0,18.0,90.0,18.0,90.0,18.0,131.0,41.0,0.7248322147651006,226177.39718263943,163940.66372969837,1100.272910937573,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': -73}, np.int64(2): {'cpu': -85}}, 'link_level': {(0, 1): {'bw': -296}, (1, 2): {'bw': -209}}, 'path_level': {(0, 1): {}, (1, 2): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 1): {}, (1, 2): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,3.0,2.0,0.06336593627929688
4,2,2,543.0,1954.0,308019.6311779296,824022.3080885184,0.27789150460593653,0.37380011215041203,12,3,1,102.0,8931,1067,7864,0.08803418803418805,0.19053010808028825,3,8.310489934272583,102.0,10,27,False,"{0: -1, 1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 7: -1, 8: -1, 9: -1}",{},{},{},0.0,0.0,208.0,104.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.0,0.0,0.13891100883483887
4,2,2,543.0,1954.0,308019.6311779296,824022.3080885184,0.27789150460593653,0.37380011215041203,12,4,0,110.31048993427258,8931,1067,7864,0.08803418803418805,0.19053010808028825,3,8.310489934272583,102.0,10,27,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
5,2,2,543.0,1954.0,308019.6311779296,824022.3080885184,0.27789150460593653,0.37380011215041203,12,5,1,122.0,8931,1067,7864,0.08803418803418805,0.19053010808028825,4,187.9773938487999,122.0,9,24,False,"{0: -1, 1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 7: -1, 8: -1}",{},{},{},0.0,0.0,132.0,66.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,9.0,0.0,0.17559099197387695
6,3,3,979.0,4018.0,1314510.585087079,5588695.080722657,0.24365355898456945,0.23520885754194765,16,6,1,144.0,6867,979,5888,0.16324786324786322,0.39392691713844574,5,2308.465490617315,144.0,10,14,True,"{np.int64(0): np.int64(28), np.int64(1): np.int64(25), np.int64(2): np.int64(19), np.int64(3): np.int64(27), np.int64(4): np.int64(24), np.int64(5): np.int64(23), np.int64(6): np.int64(29), np.int64(7): np.int64(16), np.int64(8): np.int64(21), np.int64(9): np.int64(20)}","{(0, 4): [(np.int64(28), 12), (12, 5), (5, 2), (2, 0), (0, 1), (1, 3), (3, 8), (8, np.int64(24))], (0, 5): [(np.int64(28), 12), (12, 5), (5, 2), (2, 0), (0, 1), (1, 3), (3, 7), (7, np.int64(23))], (0, 6): [(np.int64(28), 12), (12, 5), (5, 2), (2, 6), (6, 13), (13, np.int64(29))], (1, 2): [(np.int64(25), 9), (9, 4), (4, 1), (1, 0), (0, 2), (2, 5), (5, 11), (11, np.int64(19))], (2, 3): [(np.int64(19), 11), (11, 27)], (2, 6): [(np.int64(19), 11), (11, 5), (5, 2), (2, 6), (6, 13), (13, np.int64(29))], (3, 4): [(np.int64(27), 11), (11, 5), (5, 2), (2, 0), (0, 1), (1, 3), (3, 8), (8, np.int64(24))], (3, 6): [(np.int64(27), 11), (11, 5), (5, 2), (2, 6), (6, 13), (13, np.int64(29))], (3, 9): [(np.int64(27), 11), (11, 5), (5, 12), (12, np.int64(20))], (4, 5): [(np.int64(24), 8), (8, 3), (3, 7), (7, np.int64(23))], (5, 6): [(np.int64(23), 7), (7, 3), (3, 1), (1, 0), (0, 2), (2, 6), (6, 13), (13, np.int64(29))], (5, 7): [(np.int64(23), 7), (7, 3), (3, 8), (8, np.int64(16))], (5, 9): [(np.int64(23), 7), (7, 3), (3, 1), (1, 0), (0, 2), (2, 5), (5, 12), (12, np.int64(20))], (6, 8): [(np.int64(29), 13), (13, 21)]}","{(np.int64(0), np.int64(28)): {'cpu': 5}, (np.int64(1), np.int64(25)): {'cpu': 12}, (np.int64(2), np.int64(19)): {'cpu': 11}, (np.int64(3), np.int64(27)): {'cpu': 10}, (np.int64(4), np.int64(24)): {'cpu': 8}, (np.int64(5), np.int64(23)): {'cpu': 4}, (np.int64(6), np.int64(29)): {'cpu': 1}, (np.int64(7), np.int64(16)): {'cpu': 16}, (np.int64(8), np.int64(21)): {'cpu': 18}, (np.int64(9), np.int64(20)): {'cpu': 3}}","{((0, 4), (np.int64(28), 12)): {'bw': 29}, ((0, 4), (12, 5)): {'bw': 29}, ((0, 4), (5, 2)): {'bw': 29}, ((0, 4), (2, 0)): {'bw': 29}, ((0, 4), (0, 1)): {'bw': 29}, ((0, 4), (1, 3)): {'bw': 29}, ((0, 4), (3, 8)): {'bw': 29}, ((0, 4), (8, np.int64(24))): {'bw': 29}, ((0, 5), (np.int64(28), 12)): {'bw': 36}, ((0, 5), (12, 5)): {'bw': 36}, ((0, 5), (5, 2)): {'bw': 36}, ((0, 5), (2, 0)): {'bw': 36}, ((0, 5), (0, 1)): {'bw': 36}, ((0, 5), (1, 3)): {'bw': 36}, ((0, 5), (3, 7)): {'bw': 36}, ((0, 5), (7, np.int64(23))): {'bw': 36}, ((0, 6), (np.int64(28), 12)): {'bw': 20}, ((0, 6), (12, 5)): {'bw': 20}, ((0, 6), (5, 2)): {'bw': 20}, ((0, 6), (2, 6)): {'bw': 20}, ((0, 6), (6, 13)): {'bw': 20}, ((0, 6), (13, np.int64(29))): {'bw': 20}, ((1, 2), (np.int64(25), 9)): {'bw': 12}, ((1, 2), (9, 4)): {'bw': 12}, ((1, 2), (4, 1)): {'bw': 12}, ((1, 2), (1, 0)): {'bw': 12}, ((1, 2), (0, 2)): {'bw': 12}, ((1, 2), (2, 5)): {'bw': 12}, ((1, 2), (5, 11)): {'bw': 12}, ((1, 2), (11, np.int64(19))): {'bw': 12}, ((2, 3), (np.int64(19), 11)): {'bw': 48}, ((2, 3), (11, 27)): {'bw': 48}, ((2, 6), (np.int64(19), 11)): {'bw': 5}, ((2, 6), (11, 5)): {'bw': 5}, ((2, 6), (5, 2)): {'bw': 5}, ((2, 6), (2, 6)): {'bw': 5}, ((2, 6), (6, 13)): {'bw': 5}, ((2, 6), (13, np.int64(29))): {'bw': 5}, ((3, 4), (np.int64(27), 11)): {'bw': 37}, ((3, 4), (11, 5)): {'bw': 37}, ((3, 4), (5, 2)): {'bw': 37}, ((3, 4), (2, 0)): {'bw': 37}, ((3, 4), (0, 1)): {'bw': 37}, ((3, 4), (1, 3)): {'bw': 37}, ((3, 4), (3, 8)): {'bw': 37}, ((3, 4), (8, np.int64(24))): {'bw': 37}, ((3, 6), (np.int64(27), 11)): {'bw': 33}, ((3, 6), (11, 5)): {'bw': 33}, ((3, 6), (5, 2)): {'bw': 33}, ((3, 6), (2, 6)): {'bw': 33}, ((3, 6), (6, 13)): {'bw': 33}, ((3, 6), (13, np.int64(29))): {'bw': 33}, ((3, 9), (np.int64(27), 11)): {'bw': 30}, ((3, 9), (11, 5)): {'bw': 30}, ((3, 9), (5, 12)): {'bw': 30}, ((3, 9), (12, np.int64(20))): {'bw': 30}, ((4, 5), (np.int64(24), 8)): {'bw': 23}, ((4, 5), (8, 3)): {'bw': 23}, ((4, 5), (3, 7)): {'bw': 23}, ((4, 5), (7, np.int64(23))): {'bw': 23}, ((5, 6), (np.int64(23), 7)): {'bw': 21}, ((5, 6), (7, 3)): {'bw': 21}, ((5, 6), (3, 1)): {'bw': 21}, ((5, 6), (1, 0)): {'bw': 21}, ((5, 6), (0, 2)): {'bw': 21}, ((5, 6), (2, 6)): {'bw': 21}, ((5, 6), (6, 13)): {'bw': 21}, ((5, 6), (13, np.int64(29))): {'bw': 21}, ((5, 7), (np.int64(23), 7)): {'bw': 45}, ((5, 7), (7, 3)): {'bw': 45}, ((5, 7), (3, 8)): {'bw': 45}, ((5, 7), (8, np.int64(16))): {'bw': 45}, ((5, 9), (np.int64(23), 7)): {'bw': 7}, ((5, 9), (7, 3)): {'bw': 7}, ((5, 9), (3, 1)): {'bw': 7}, ((5, 9), (1, 0)): {'bw': 7}, ((5, 9), (0, 2)): {'bw': 7}, ((5, 9), (2, 5)): {'bw': 7}, ((5, 9), (5, 12)): {'bw': 7}, ((5, 9), (12, np.int64(20))): {'bw': 7}, ((6, 8), (np.int64(29), 13)): {'bw': 2}, ((6, 8), (13, 21)): {'bw': 2}}",2064.0,436.0,264.0,88.0,348.0,88.0,348.0,88.0,1976.0,1628.0,0.21124031007751937,4764672.772634138,1006490.9539091494,487.6409660412545,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -94}, np.int64(1): {'cpu': -80}, np.int64(2): {'cpu': -60}, np.int64(3): {'cpu': -48}, np.int64(4): {'cpu': -31}, np.int64(5): {'cpu': -69}, np.int64(6): {'cpu': -47}, np.int64(7): {'cpu': -66}, np.int64(8): {'cpu': -30}, np.int64(9): {'cpu': -68}}, 'link_level': {(0, 4): {'bw': -179}, (0, 5): {'bw': -143}, (0, 6): {'bw': -60}, (1, 2): {'bw': -101}, (2, 3): {'bw': -335}, (2, 6): {'bw': -55}, (3, 4): {'bw': -94}, (3, 6): {'bw': -22}, (3, 9): {'bw': -183}, (4, 5): {'bw': -140}, (5, 6): {'bw': -1}, (5, 7): {'bw': -95}, (5, 9): {'bw': -66}, (6, 8): {'bw': -108}}, 'path_level': {(0, 4): {}, (0, 5): {}, (0, 6): {}, (1, 2): {}, (2, 3): {}, (2, 6): {}, (3, 4): {}, (3, 6): {}, (3, 9): {}, (4, 5): {}, (5, 6): {}, (5, 7): {}, (5, 9): {}, (6, 8): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}, np.int64(7): {'cpu': 0}, np.int64(8): {'cpu': 0}, np.int64(9): {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (1, 2): {'bw': 0}, (2, 3): {'bw': 0}, (2, 6): {'bw': 0}, (3, 4): {'bw': 0}, (3, 6): {'bw': 0}, (3, 9): {'bw': 0}, (4, 5): {'bw': 0}, (5, 6): {'bw': 0}, (5, 7): {'bw': 0}, (5, 9): {'bw': 0}, (6, 8): {'bw': 0}}, 'path_level': {(0, 4): {}, (0, 5): {}, (0, 6): {}, (1, 2): {}, (2, 3): {}, (2, 6): {}, (3, 4): {}, (3, 6): {}, (3, 9): {}, (4, 5): {}, (5, 6): {}, (5, 7): {}, (5, 9): {}, (6, 8): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,10.0,14.0,0.14404606819152832
7,3,3,979.0,4018.0,1314510.585087079,5588695.080722657,0.24365355898456945,0.23520885754194765,16,7,1,172.0,6867,979,5888,0.16324786324786322,0.39392691713844574,6,1077.265267639189,172.0,4,4,False,{},{},{},{},0.0,0.0,86.0,43.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0,0.07361721992492676
8,3,3,979.0,4018.0,1314510.585087079,5588695.080722657,0.24365355898456945,0.23520885754194765,16,8,1,204.0,6867,979,5888,0.16324786324786322,0.39392691713844574,7,10.071946596146812,204.0,9,18,False,"{0: -1, 1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 7: -1, 8: -1}",{},{},{},0.0,0.0,144.0,72.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,9.0,0.0,0.06963205337524414
8,3,3,979.0,4018.0,1314510.585087079,5588695.080722657,0.24365355898456945,0.23520885754194765,16,9,0,214.0719465961468,6867,979,5888,0.16324786324786322,0.39392691713844574,7,10.071946596146812,204.0,9,18,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
