objective,baseline_algorithm,baseline_metric,tree_metric,oracle_metric,improvement,gap_to_oracle
RAC,pso_meta,20.1156462585034,25.84938067475172,26.40760666655308,5.733734416248321,0.5582259918013577
LRC,pl_rank,127.4309942858663,137.8676208715143,135.11869978240648,10.436626585648,-2.7489210891078244
LAR,pl_rank,0.6607896296296296,0.6158090373711038,0.6224757833069251,-0.0449805922585258,0.006666745935821283
AST,pl_rank,0.6607896296296296,0.6158090373711038,0.6186516770305646,-0.0449805922585258,0.002842639659460744
BALANCED,ga_meta,27.90625,27.700104660022184,28.046311603067462,-0.20614533997781592,0.3462069430452779
