v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links,seed
1,0,0,0,0,0,0,0,0,0,0,1,8.0,9202,4586,4616,0.0,0.0,0,123.42963815745753,8.0,9,14,False,"{8: 9, 3: 19}","{(3, 8): [(19, 9)]}","{(8, 9): {'cpu': 42}, (3, 19): {'cpu': 54}}","{((3, 8), (19, 9)): {'bw': 44}}",0.0,0.0,712.0,356.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2401.0,"{'node_level': {'cpu': -51}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {8: {'cpu': -58}, 3: {'cpu': -19}, 2: {'cpu': -51}}, 'link_level': {(3, 8): {'bw': -48}, (2, 3): {'bw': 100.0}}, 'path_level': {(3, 8): {}, (2, 3): {}}}","{'node_level': {8: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(3, 8): {'bw': 0}, (2, 3): {'bw': 100.0}}, 'path_level': {(3, 8): {}, (2, 3): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,25.0,2.0,1.0,0
2,0,0,0,0,0,0,0,0,0,1,1,15.0,9202,4586,4616,0.0,0.0,1,421.4893908623418,15.0,10,18,False,{0: 9},{},"{(0, 9): {'cpu': 39}}",{},0.0,0.0,808.0,404.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2600.0,"{'node_level': {'cpu': -45}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -61}, 6: {'cpu': -45}}, 'link_level': {(6, 0): {'bw': 100.0}}, 'path_level': {(6, 0): {}}}","{'node_level': {0: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(6, 0): {'bw': 100.0}}, 'path_level': {(6, 0): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,26.0,1.0,0.0,0
3,0,0,0,0,0,0,0,0,0,2,1,28.0,9202,4586,4616,0.0,0.0,2,300.8394904350924,28.0,5,6,False,"{4: 9, 2: 4}","{(2, 4): [(4, 9)]}","{(4, 9): {'cpu': 51}, (2, 4): {'cpu': 39}}","{((2, 4), (4, 9)): {'bw': 48}}",0.0,0.0,396.0,198.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2223.0,"{'node_level': {'cpu': -30}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -49}, 2: {'cpu': -14}, 1: {'cpu': -30}}, 'link_level': {(2, 4): {'bw': -37}, (1, 2): {'bw': 100.0}, (1, 4): {'bw': 100.0}}, 'path_level': {(2, 4): {}, (1, 2): {}, (1, 4): {}}}","{'node_level': {4: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(2, 4): {'bw': 0}, (1, 2): {'bw': 100.0}, (1, 4): {'bw': 100.0}}, 'path_level': {(2, 4): {}, (1, 2): {}, (1, 4): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,25.0,2.0,1.0,0
4,0,0,0,0,0,0,0,0,0,3,1,34.0,9202,4586,4616,0.0,0.0,3,1757.2393100618783,34.0,8,15,False,{2: 9},{},"{(2, 9): {'cpu': 47}}",{},0.0,0.0,754.0,377.0,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2134.0,"{'node_level': {'cpu': -29}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {2: {'cpu': -53}, 6: {'cpu': -29}}, 'link_level': {(6, 2): {'bw': 100.0}}, 'path_level': {(6, 2): {}}}","{'node_level': {2: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(6, 2): {'bw': 100.0}}, 'path_level': {(6, 2): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,26.0,1.0,0.0,0
5,0,0,0,0,0,0,0,0,0,4,1,39.0,9202,4586,4616,0.0,0.0,4,570.5689467430568,39.0,8,15,False,"{3: 9, 7: 19}","{(7, 3): [(19, 9)]}","{(3, 9): {'cpu': 38}, (7, 19): {'cpu': 55}}","{((7, 3), (19, 9)): {'bw': 91}}",0.0,0.0,722.0,361.0,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2207.0,"{'node_level': {'cpu': -36}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {3: {'cpu': -62}, 7: {'cpu': -18}, 0: {'cpu': -36}}, 'link_level': {(7, 3): {'bw': -1}, (0, 3): {'bw': 100.0}}, 'path_level': {(7, 3): {}, (0, 3): {}}}","{'node_level': {3: {'cpu': 0}, 7: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(7, 3): {'bw': 0}, (0, 3): {'bw': 100.0}}, 'path_level': {(7, 3): {}, (0, 3): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,25.0,2.0,1.0,0
6,0,0,0,0,0,0,0,0,0,5,1,52.0,9202,4586,4616,0.0,0.0,5,44.57714434305558,52.0,8,17,False,{6: 9},{},"{(6, 9): {'cpu': 52}}",{},0.0,0.0,582.0,291.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2213.0,"{'node_level': {'cpu': -34}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {6: {'cpu': -48}, 1: {'cpu': -34}}, 'link_level': {(1, 6): {'bw': 100.0}}, 'path_level': {(1, 6): {}}}","{'node_level': {6: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 6): {'bw': 100.0}}, 'path_level': {(1, 6): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,26.0,1.0,0.0,0
7,0,0,0,0,0,0,0,0,0,6,1,67.0,9202,4586,4616,0.0,0.0,6,29.036180058802465,67.0,6,9,False,{3: 9},{},"{(3, 9): {'cpu': 44}}",{},0.0,0.0,496.0,248.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,2225.0,"{'node_level': {'cpu': -31}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {3: {'cpu': -56}, 0: {'cpu': -31}}, 'link_level': {(0, 3): {'bw': 100.0}}, 'path_level': {(0, 3): {}}}","{'node_level': {3: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 100.0}}, 'path_level': {(0, 3): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,26.0,1.0,0.0,0
8,0,0,0,0,0,0,0,0,0,7,1,71.0,9202,4586,4616,0.0,0.0,7,334.55686024872097,71.0,8,13,False,{5: 9},{},"{(5, 9): {'cpu': 47}}",{},0.0,0.0,664.0,332.0,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2600.0,"{'node_level': {'cpu': -49}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -53}, 1: {'cpu': -49}}, 'link_level': {(1, 5): {'bw': 100.0}}, 'path_level': {(1, 5): {}}}","{'node_level': {5: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 5): {'bw': 100.0}}, 'path_level': {(1, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,26.0,1.0,0.0,0
9,0,0,0,0,0,0,0,0,0,8,1,79.0,9202,4586,4616,0.0,0.0,8,1064.335062217361,79.0,10,22,False,{5: 9},{},"{(5, 9): {'cpu': 59}}",{},0.0,0.0,746.0,373.0,1913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2600.0,"{'node_level': {'cpu': -40}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -41}, 9: {'cpu': -40}}, 'link_level': {(9, 5): {'bw': 100.0}}, 'path_level': {(9, 5): {}}}","{'node_level': {5: {'cpu': 0}, 9: {'cpu': 0}}, 'link_level': {(9, 5): {'bw': 100.0}}, 'path_level': {(9, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,26.0,1.0,0.0,0
10,0,0,0,0,0,0,0,0,0,9,1,88.0,9202,4586,4616,0.0,0.0,9,1873.3472284067852,88.0,7,12,False,"{0: 9, 4: 19}","{(4, 0): [(19, 9)]}","{(0, 9): {'cpu': 52}, (4, 19): {'cpu': 28}}","{((4, 0), (19, 9)): {'bw': 86}}",0.0,0.0,518.0,259.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2500.0,"{'node_level': {'cpu': -45}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -48}, 4: {'cpu': -45}, 3: {'cpu': -45}}, 'link_level': {(4, 0): {'bw': -6}, (3, 0): {'bw': 100.0}, (3, 4): {'bw': 100.0}}, 'path_level': {(4, 0): {}, (3, 0): {}, (3, 4): {}}}","{'node_level': {0: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(4, 0): {'bw': 0}, (3, 0): {'bw': 100.0}, (3, 4): {'bw': 100.0}}, 'path_level': {(4, 0): {}, (3, 0): {}, (3, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,25.0,2.0,1.0,0
