acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,avg_solving_time,min_solving_time,max_solving_time,std_solving_time,avg_solving_time_success,avg_solving_time_failure,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.015,0.015,1.0,24.38189883474609,3,0,197,0,111.0,111.0,113010.10109904812,113010.10109904812,1.0,4635.0,0.02394822006472492,0.02394822006472492,15517,1176,14333,1,33684.0,-inf,0.0,0.0011381089687347412,0.000644683837890625,0.007230997085571289,0.0005443107401435867,0.0007073084513346354,0.0011446693827053011,rw_rank_bfs,0,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_0,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_0,rw_rank_bfs_fat_tree_seed_0,20251116T100401,0.6546218395233154
