v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,solving_time,num_placed_nodes,num_routed_links
1,0,0,0,0,0,0,0,0,0,0,1,11.0,10503,1172,9331,0.0,0.0,0,49.844613278446964,11.0,15,43,False,"{10: 29, 8: 21, 6: 22, 14: 30}","{(8, 10): [(21, 13), (13, 29)], (6, 8): [(22, 14), (14, 6), (6, 13), (13, 21)], (6, 10): [(22, 14), (14, 6), (6, 13), (13, 29)], (14, 8): [(30, 14), (14, 6), (6, 13), (13, 21)], (14, 10): [(30, 14), (14, 6), (6, 13), (13, 29)]}","{(10, 29): {'cpu': 26}, (8, 21): {'cpu': 18}, (6, 22): {'cpu': 21}, (14, 30): {'cpu': 23}}","{((8, 10), (21, 13)): {'bw': 66}, ((8, 10), (13, 29)): {'bw': 66}, ((6, 8), (22, 14)): {'bw': 36}, ((6, 8), (14, 6)): {'bw': 36}, ((6, 8), (6, 13)): {'bw': 36}, ((6, 8), (13, 21)): {'bw': 36}, ((6, 10), (22, 14)): {'bw': 15}, ((6, 10), (14, 6)): {'bw': 15}, ((6, 10), (6, 13)): {'bw': 15}, ((6, 10), (13, 29)): {'bw': 15}, ((14, 8), (30, 14)): {'bw': 34}, ((14, 8), (14, 6)): {'bw': 34}, ((14, 8), (6, 13)): {'bw': 34}, ((14, 8), (13, 21)): {'bw': 34}, ((14, 10), (30, 14)): {'bw': 45}, ((14, 10), (14, 6)): {'bw': 45}, ((14, 10), (6, 13)): {'bw': 45}, ((14, 10), (13, 29)): {'bw': 45}}",0.0,0.0,528.0,264.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,189.0,"{'node_level': {'cpu': 23}, 'link_level': {}, 'path_level': {}}","{'node_level': {10: {'cpu': -70}, 8: {'cpu': -58}, 6: {'cpu': -51}, 14: {'cpu': -60}, 13: {'cpu': 23}}, 'link_level': {(8, 10): {'bw': -318}, (6, 8): {'bw': -213}, (6, 10): {'bw': -198}, (14, 8): {'bw': -164}, (14, 10): {'bw': -119}}, 'path_level': {(8, 10): {}, (6, 8): {}, (6, 10): {}, (14, 8): {}, (14, 10): {}}}","{'node_level': {10: {'cpu': 0}, 8: {'cpu': 0}, 6: {'cpu': 0}, 14: {'cpu': 0}, 13: {'cpu': 23}}, 'link_level': {(8, 10): {'bw': 0}, (6, 8): {'bw': 0}, (6, 10): {'bw': 0}, (14, 8): {'bw': 0}, (14, 10): {'bw': 0}}, 'path_level': {(8, 10): {}, (6, 8): {}, (6, 10): {}, (14, 8): {}, (14, 10): {}}}",[],-60.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0030248165130615234,4.0,5.0
2,0,0,0,0,0,0,0,0,0,1,1,22.0,10503,1172,9331,0.0,0.0,1,260.35295491434505,22.0,13,45,False,"{10: 29, 9: 21, 11: 22, 8: 30}","{(9, 10): [(21, 13), (13, 29)], (11, 9): [(22, 14), (14, 6), (6, 13), (13, 21)], (11, 10): [(22, 14), (14, 6), (6, 13), (13, 29)], (8, 9): [(30, 14), (14, 6), (6, 13), (13, 21)], (8, 10): [(30, 14), (14, 6), (6, 13), (13, 29)], (8, 11): [(30, 14), (14, 22)]}","{(10, 29): {'cpu': 21}, (9, 21): {'cpu': 15}, (11, 22): {'cpu': 16}, (8, 30): {'cpu': 9}}","{((9, 10), (21, 13)): {'bw': 16}, ((9, 10), (13, 29)): {'bw': 16}, ((11, 9), (22, 14)): {'bw': 29}, ((11, 9), (14, 6)): {'bw': 29}, ((11, 9), (6, 13)): {'bw': 29}, ((11, 9), (13, 21)): {'bw': 29}, ((11, 10), (22, 14)): {'bw': 34}, ((11, 10), (14, 6)): {'bw': 34}, ((11, 10), (6, 13)): {'bw': 34}, ((11, 10), (13, 29)): {'bw': 34}, ((8, 9), (30, 14)): {'bw': 40}, ((8, 9), (14, 6)): {'bw': 40}, ((8, 9), (6, 13)): {'bw': 40}, ((8, 9), (13, 21)): {'bw': 40}, ((8, 10), (30, 14)): {'bw': 55}, ((8, 10), (14, 6)): {'bw': 55}, ((8, 10), (6, 13)): {'bw': 55}, ((8, 10), (13, 29)): {'bw': 55}, ((8, 11), (30, 14)): {'bw': 67}, ((8, 11), (14, 22)): {'bw': 67}}",0.0,0.0,396.0,198.0,1805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,142.0,"{'node_level': {'cpu': 16}, 'link_level': {}, 'path_level': {}}","{'node_level': {10: {'cpu': -75}, 9: {'cpu': -61}, 11: {'cpu': -56}, 8: {'cpu': -74}, 12: {'cpu': 16}}, 'link_level': {(9, 10): {'bw': -368}, (11, 9): {'bw': -220}, (11, 10): {'bw': -186}, (8, 9): {'bw': -146}, (8, 10): {'bw': -91}, (8, 11): {'bw': -212}}, 'path_level': {(9, 10): {}, (11, 9): {}, (11, 10): {}, (8, 9): {}, (8, 10): {}, (8, 11): {}}}","{'node_level': {10: {'cpu': 0}, 9: {'cpu': 0}, 11: {'cpu': 0}, 8: {'cpu': 0}, 12: {'cpu': 16}}, 'link_level': {(9, 10): {'bw': 0}, (11, 9): {'bw': 0}, (11, 10): {'bw': 0}, (8, 9): {'bw': 0}, (8, 10): {'bw': 0}, (8, 11): {'bw': 0}}, 'path_level': {(9, 10): {}, (11, 9): {}, (11, 10): {}, (8, 9): {}, (8, 10): {}, (8, 11): {}}}",[],-74.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0011398792266845703,4.0,6.0
3,0,0,0,0,0,0,0,0,0,2,1,33.0,10503,1172,9331,0.0,0.0,2,386.59727682424324,33.0,14,46,False,"{7: 29, 13: 21, 3: 22, 1: 30}","{(13, 7): [(21, 13), (13, 29)], (3, 7): [(22, 14), (14, 6), (6, 13), (13, 29)], (3, 13): [(22, 14), (14, 6), (6, 13), (13, 21)], (1, 3): [(30, 14), (14, 22)], (1, 7): [(30, 14), (14, 6), (6, 13), (13, 29)]}","{(7, 29): {'cpu': 30}, (13, 21): {'cpu': 26}, (3, 22): {'cpu': 29}, (1, 30): {'cpu': 29}}","{((13, 7), (21, 13)): {'bw': 62}, ((13, 7), (13, 29)): {'bw': 62}, ((3, 7), (22, 14)): {'bw': 70}, ((3, 7), (14, 6)): {'bw': 70}, ((3, 7), (6, 13)): {'bw': 70}, ((3, 7), (13, 29)): {'bw': 70}, ((3, 13), (22, 14)): {'bw': 48}, ((3, 13), (14, 6)): {'bw': 48}, ((3, 13), (6, 13)): {'bw': 48}, ((3, 13), (13, 21)): {'bw': 48}, ((1, 3), (30, 14)): {'bw': 13}, ((1, 3), (14, 22)): {'bw': 13}, ((1, 7), (30, 14)): {'bw': 44}, ((1, 7), (14, 6)): {'bw': 44}, ((1, 7), (6, 13)): {'bw': 44}, ((1, 7), (13, 29)): {'bw': 44}}",0.0,0.0,538.0,269.0,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,246.0,"{'node_level': {'cpu': 26}, 'link_level': {}, 'path_level': {}}","{'node_level': {7: {'cpu': -66}, 13: {'cpu': -50}, 3: {'cpu': -43}, 1: {'cpu': -54}, 2: {'cpu': 26}}, 'link_level': {(13, 7): {'bw': -322}, (3, 7): {'bw': -179}, (3, 13): {'bw': -131}, (1, 3): {'bw': -234}, (1, 7): {'bw': -87}}, 'path_level': {(13, 7): {}, (3, 7): {}, (3, 13): {}, (1, 3): {}, (1, 7): {}}}","{'node_level': {7: {'cpu': 0}, 13: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 26}}, 'link_level': {(13, 7): {'bw': 0}, (3, 7): {'bw': 0}, (3, 13): {'bw': 0}, (1, 3): {'bw': 0}, (1, 7): {'bw': 0}}, 'path_level': {(13, 7): {}, (3, 7): {}, (3, 13): {}, (1, 3): {}, (1, 7): {}}}",[],-54.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0009648799896240234,4.0,5.0
4,0,0,0,0,0,0,0,0,0,3,1,49.0,10503,1172,9331,0.0,0.0,3,524.3017975053572,49.0,8,12,False,"{3: 29, 0: 21, 1: 22, 2: 30}","{(0, 3): [(21, 13), (13, 29)], (1, 0): [(22, 14), (14, 6), (6, 13), (13, 21)], (1, 3): [(22, 14), (14, 6), (6, 13), (13, 29)], (2, 3): [(30, 14), (14, 6), (6, 13), (13, 29)]}","{(3, 29): {'cpu': 29}, (0, 21): {'cpu': 29}, (1, 22): {'cpu': 8}, (2, 30): {'cpu': 28}}","{((0, 3), (21, 13)): {'bw': 33}, ((0, 3), (13, 29)): {'bw': 33}, ((1, 0), (22, 14)): {'bw': 36}, ((1, 0), (14, 6)): {'bw': 36}, ((1, 0), (6, 13)): {'bw': 36}, ((1, 0), (13, 21)): {'bw': 36}, ((1, 3), (22, 14)): {'bw': 52}, ((1, 3), (14, 6)): {'bw': 52}, ((1, 3), (6, 13)): {'bw': 52}, ((1, 3), (13, 29)): {'bw': 52}, ((2, 3), (30, 14)): {'bw': 18}, ((2, 3), (14, 6)): {'bw': 18}, ((2, 3), (6, 13)): {'bw': 18}, ((2, 3), (13, 29)): {'bw': 18}}",0.0,0.0,278.0,139.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,123.0,"{'node_level': {'cpu': 11}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -67}, 0: {'cpu': -47}, 1: {'cpu': -64}, 2: {'cpu': -55}, 4: {'cpu': 11}}, 'link_level': {(0, 3): {'bw': -351}, (1, 0): {'bw': -213}, (1, 3): {'bw': -161}, (2, 3): {'bw': -143}}, 'path_level': {(0, 3): {}, (1, 0): {}, (1, 3): {}, (2, 3): {}}}","{'node_level': {3: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 11}}, 'link_level': {(0, 3): {'bw': 0}, (1, 0): {'bw': 0}, (1, 3): {'bw': 0}, (2, 3): {'bw': 0}}, 'path_level': {(0, 3): {}, (1, 0): {}, (1, 3): {}, (2, 3): {}}}",[],-55.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0007841587066650391,4.0,4.0
5,0,0,0,0,0,0,0,0,0,4,1,55.0,10503,1172,9331,0.0,0.0,4,185.50404322889074,55.0,13,41,False,"{9: 29, 8: 21, 12: 22, 2: 30}","{(8, 9): [(21, 13), (13, 29)], (12, 8): [(22, 14), (14, 6), (6, 13), (13, 21)], (12, 9): [(22, 14), (14, 6), (6, 13), (13, 29)], (2, 8): [(30, 14), (14, 6), (6, 13), (13, 21)], (2, 9): [(30, 14), (14, 6), (6, 13), (13, 29)]}","{(9, 29): {'cpu': 23}, (8, 21): {'cpu': 19}, (12, 22): {'cpu': 20}, (2, 30): {'cpu': 20}}","{((8, 9), (21, 13)): {'bw': 22}, ((8, 9), (13, 29)): {'bw': 22}, ((12, 8), (22, 14)): {'bw': 66}, ((12, 8), (14, 6)): {'bw': 66}, ((12, 8), (6, 13)): {'bw': 66}, ((12, 8), (13, 21)): {'bw': 66}, ((12, 9), (22, 14)): {'bw': 48}, ((12, 9), (14, 6)): {'bw': 48}, ((12, 9), (6, 13)): {'bw': 48}, ((12, 9), (13, 29)): {'bw': 48}, ((2, 8), (30, 14)): {'bw': 25}, ((2, 8), (14, 6)): {'bw': 25}, ((2, 8), (6, 13)): {'bw': 25}, ((2, 8), (13, 21)): {'bw': 25}, ((2, 9), (30, 14)): {'bw': 55}, ((2, 9), (14, 6)): {'bw': 55}, ((2, 9), (6, 13)): {'bw': 55}, ((2, 9), (13, 29)): {'bw': 55}}",0.0,0.0,388.0,194.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,160.0,"{'node_level': {'cpu': 14}, 'link_level': {}, 'path_level': {}}","{'node_level': {9: {'cpu': -73}, 8: {'cpu': -57}, 12: {'cpu': -52}, 2: {'cpu': -63}, 11: {'cpu': 14}}, 'link_level': {(8, 9): {'bw': -362}, (12, 8): {'bw': -183}, (12, 9): {'bw': -135}, (2, 8): {'bw': -110}, (2, 9): {'bw': -55}}, 'path_level': {(8, 9): {}, (12, 8): {}, (12, 9): {}, (2, 8): {}, (2, 9): {}}}","{'node_level': {9: {'cpu': 0}, 8: {'cpu': 0}, 12: {'cpu': 0}, 2: {'cpu': 0}, 11: {'cpu': 14}}, 'link_level': {(8, 9): {'bw': 0}, (12, 8): {'bw': 0}, (12, 9): {'bw': 0}, (2, 8): {'bw': 0}, (2, 9): {'bw': 0}}, 'path_level': {(8, 9): {}, (12, 8): {}, (12, 9): {}, (2, 8): {}, (2, 9): {}}}",[],-55.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0009028911590576172,4.0,5.0
5,0,0,0,0,0,0,0,0,0,5,0,60.844613278446964,10503,1172,9331,0.0,0.0,0,49.844613278446964,11.0,15,43,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
6,0,0,0,0,0,0,0,0,0,6,1,67.0,10503,1172,9331,0.0,0.0,5,920.5392550757533,67.0,13,37,False,"{4: 29, 6: 21, 7: 22, 2: 30}","{(6, 4): [(21, 13), (13, 29)], (7, 4): [(22, 14), (14, 6), (6, 13), (13, 29)], (7, 6): [(22, 14), (14, 6), (6, 13), (13, 21)], (2, 4): [(30, 14), (14, 6), (6, 13), (13, 29)], (2, 6): [(30, 14), (14, 6), (6, 13), (13, 21)]}","{(4, 29): {'cpu': 29}, (6, 21): {'cpu': 27}, (7, 22): {'cpu': 23}, (2, 30): {'cpu': 22}}","{((6, 4), (21, 13)): {'bw': 70}, ((6, 4), (13, 29)): {'bw': 70}, ((7, 4), (22, 14)): {'bw': 16}, ((7, 4), (14, 6)): {'bw': 16}, ((7, 4), (6, 13)): {'bw': 16}, ((7, 4), (13, 29)): {'bw': 16}, ((7, 6), (22, 14)): {'bw': 67}, ((7, 6), (14, 6)): {'bw': 67}, ((7, 6), (6, 13)): {'bw': 67}, ((7, 6), (13, 21)): {'bw': 67}, ((2, 4), (30, 14)): {'bw': 39}, ((2, 4), (14, 6)): {'bw': 39}, ((2, 4), (6, 13)): {'bw': 39}, ((2, 4), (13, 29)): {'bw': 39}, ((2, 6), (30, 14)): {'bw': 52}, ((2, 6), (14, 6)): {'bw': 52}, ((2, 6), (6, 13)): {'bw': 52}, ((2, 6), (13, 21)): {'bw': 52}}",0.0,0.0,492.0,246.0,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,227.0,"{'node_level': {'cpu': 27}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -67}, 6: {'cpu': -49}, 7: {'cpu': -49}, 2: {'cpu': -61}, 12: {'cpu': 27}}, 'link_level': {(6, 4): {'bw': -314}, (7, 4): {'bw': -233}, (7, 6): {'bw': -166}, (2, 4): {'bw': -127}, (2, 6): {'bw': -75}}, 'path_level': {(6, 4): {}, (7, 4): {}, (7, 6): {}, (2, 4): {}, (2, 6): {}}}","{'node_level': {4: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 2: {'cpu': 0}, 12: {'cpu': 27}}, 'link_level': {(6, 4): {'bw': 0}, (7, 4): {'bw': 0}, (7, 6): {'bw': 0}, (2, 4): {'bw': 0}, (2, 6): {'bw': 0}}, 'path_level': {(6, 4): {}, (7, 4): {}, (7, 6): {}, (2, 4): {}, (2, 6): {}}}",[],-61.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0009007453918457031,4.0,5.0
7,0,0,0,0,0,0,0,0,0,7,1,83.0,10503,1172,9331,0.0,0.0,6,343.24961890919434,83.0,5,4,False,"{3: 29, 2: 21, 1: 22, 0: 30}","{(2, 3): [(21, 13), (13, 29)], (1, 3): [(22, 14), (14, 6), (6, 13), (13, 29)], (0, 3): [(30, 14), (14, 6), (6, 13), (13, 29)]}","{(3, 29): {'cpu': 6}, (2, 21): {'cpu': 19}, (1, 22): {'cpu': 22}, (0, 30): {'cpu': 15}}","{((2, 3), (21, 13)): {'bw': 33}, ((2, 3), (13, 29)): {'bw': 33}, ((1, 3), (22, 14)): {'bw': 53}, ((1, 3), (14, 6)): {'bw': 53}, ((1, 3), (6, 13)): {'bw': 53}, ((1, 3), (13, 29)): {'bw': 53}, ((0, 3), (30, 14)): {'bw': 33}, ((0, 3), (14, 6)): {'bw': 33}, ((0, 3), (6, 13)): {'bw': 33}, ((0, 3), (13, 29)): {'bw': 33}}",0.0,0.0,144.0,72.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,156.0,"{'node_level': {'cpu': 10}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -90}, 2: {'cpu': -57}, 1: {'cpu': -50}, 0: {'cpu': -68}, 4: {'cpu': 10}}, 'link_level': {(2, 3): {'bw': -351}, (1, 3): {'bw': -196}, (0, 3): {'bw': -163}}, 'path_level': {(2, 3): {}, (1, 3): {}, (0, 3): {}}}","{'node_level': {3: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 10}}, 'link_level': {(2, 3): {'bw': 0}, (1, 3): {'bw': 0}, (0, 3): {'bw': 0}}, 'path_level': {(2, 3): {}, (1, 3): {}, (0, 3): {}}}",[],-68.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0007328987121582031,4.0,3.0
8,0,0,0,0,0,0,0,0,0,8,1,91.0,10503,1172,9331,0.0,0.0,7,608.2584116338999,91.0,10,24,False,"{4: 29, 8: 21, 1: 22, 7: 30}","{(8, 4): [(21, 13), (13, 29)], (1, 4): [(22, 14), (14, 6), (6, 13), (13, 29)], (1, 8): [(22, 14), (14, 6), (6, 13), (13, 21)], (7, 4): [(30, 14), (14, 6), (6, 13), (13, 29)]}","{(4, 29): {'cpu': 27}, (8, 21): {'cpu': 20}, (1, 22): {'cpu': 26}, (7, 30): {'cpu': 25}}","{((8, 4), (21, 13)): {'bw': 50}, ((8, 4), (13, 29)): {'bw': 50}, ((1, 4), (22, 14)): {'bw': 16}, ((1, 4), (14, 6)): {'bw': 16}, ((1, 4), (6, 13)): {'bw': 16}, ((1, 4), (13, 29)): {'bw': 16}, ((1, 8), (22, 14)): {'bw': 63}, ((1, 8), (14, 6)): {'bw': 63}, ((1, 8), (6, 13)): {'bw': 63}, ((1, 8), (13, 21)): {'bw': 63}, ((7, 4), (30, 14)): {'bw': 22}, ((7, 4), (14, 6)): {'bw': 22}, ((7, 4), (6, 13)): {'bw': 22}, ((7, 4), (13, 29)): {'bw': 22}}",0.0,0.0,328.0,164.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,165.0,"{'node_level': {'cpu': 7}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -69}, 8: {'cpu': -56}, 1: {'cpu': -46}, 7: {'cpu': -58}, 3: {'cpu': 7}}, 'link_level': {(8, 4): {'bw': -334}, (1, 4): {'bw': -233}, (1, 8): {'bw': -170}, (7, 4): {'bw': -148}}, 'path_level': {(8, 4): {}, (1, 4): {}, (1, 8): {}, (7, 4): {}}}","{'node_level': {4: {'cpu': 0}, 8: {'cpu': 0}, 1: {'cpu': 0}, 7: {'cpu': 0}, 3: {'cpu': 7}}, 'link_level': {(8, 4): {'bw': 0}, (1, 4): {'bw': 0}, (1, 8): {'bw': 0}, (7, 4): {'bw': 0}}, 'path_level': {(8, 4): {}, (1, 4): {}, (1, 8): {}, (7, 4): {}}}",[],-58.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0007939338684082031,4.0,4.0
9,0,0,0,0,0,0,0,0,0,9,1,105.0,10503,1172,9331,0.0,0.0,8,567.9749392982969,105.0,8,10,False,"{4: 29, 6: 21, 2: 22, 5: 30}","{(6, 4): [(21, 13), (13, 29)], (2, 4): [(22, 14), (14, 6), (6, 13), (13, 29)], (5, 4): [(30, 14), (14, 6), (6, 13), (13, 29)], (5, 6): [(30, 14), (14, 6), (6, 13), (13, 21)]}","{(4, 29): {'cpu': 22}, (6, 21): {'cpu': 11}, (2, 22): {'cpu': 16}, (5, 30): {'cpu': 11}}","{((6, 4), (21, 13)): {'bw': 63}, ((6, 4), (13, 29)): {'bw': 63}, ((2, 4), (22, 14)): {'bw': 45}, ((2, 4), (14, 6)): {'bw': 45}, ((2, 4), (6, 13)): {'bw': 45}, ((2, 4), (13, 29)): {'bw': 45}, ((5, 4), (30, 14)): {'bw': 17}, ((5, 4), (14, 6)): {'bw': 17}, ((5, 4), (6, 13)): {'bw': 17}, ((5, 4), (13, 29)): {'bw': 17}, ((5, 6), (30, 14)): {'bw': 56}, ((5, 6), (14, 6)): {'bw': 56}, ((5, 6), (6, 13)): {'bw': 56}, ((5, 6), (13, 21)): {'bw': 56}}",0.0,0.0,244.0,122.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,170.0,"{'node_level': {'cpu': 28}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -74}, 6: {'cpu': -65}, 2: {'cpu': -56}, 5: {'cpu': -72}, 7: {'cpu': 28}}, 'link_level': {(6, 4): {'bw': -321}, (2, 4): {'bw': -204}, (5, 4): {'bw': -187}, (5, 6): {'bw': -131}}, 'path_level': {(6, 4): {}, (2, 4): {}, (5, 4): {}, (5, 6): {}}}","{'node_level': {4: {'cpu': 0}, 6: {'cpu': 0}, 2: {'cpu': 0}, 5: {'cpu': 0}, 7: {'cpu': 28}}, 'link_level': {(6, 4): {'bw': 0}, (2, 4): {'bw': 0}, (5, 4): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(6, 4): {}, (2, 4): {}, (5, 4): {}, (5, 6): {}}}",[],-72.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0007631778717041016,4.0,4.0
