acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.235,0.17744696145907382,0.5608456114956268,346.0516520494141,47,0,0,0,5482.0,3235.0,1681811.0289601525,2998705.8728608172,0.5901130974097045,4860.0,0.6656378600823045,1.1279835390946502,7992,4272,3717,7,0.0,-inf,0.0,ga_meta,1,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_1,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_1,ga_meta_tree_seed_1,20251104T075732,39.517951011657715
0.3,0.26413535535039195,0.7567231805063428,449.54933395305574,60,0,0,0,6514.0,4849.0,2184809.763011851,2887198.1449675416,0.7443966840650905,4860.0,0.9977366255144033,1.340329218106996,7809,4226,3557,8,0.0,-inf,0.0,ga_meta,1,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_1,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_1,ga_meta_tree_seed_1,20251104T082116,610.0017199516296
