v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_running_p_net_nodes,v_net_time_cost,v_net_time_revenue,p_net_num_nodes,v_net_size_ratio,v_net_demand_per_node,v_net_demand_per_link,v_net_connectivity,v_net_total_demand,v_net_node_to_link_demand_ratio,p_net_overall_util,p_net_node_util,p_net_link_util,system_load,topology_encoded,best_for_rac,best_for_lrc,best_for_lar,best_for_ast,best_for_balanced,num_algos_accepted,network_stress_index,problem_complexity,resource_bottleneck_ratio,vnr_size_category,cpu_intensive_flag,bandwidth_intensive_flag,utilization_pressure,resource_efficiency,p_net_node_link_resource_ratio,p_net_util_imbalance,p_net_resource_heterogeneity,p_net_fragmentation_estimate,p_net_uneven_utilization,p_net_health_score,vnr_demand_intensity,vnr_density_adjusted,vnr_node_link_demand_ratio,vnr_structural_complexity
3,2,211.7871431666617,222.0,74.0,102.0,8082.0,911,7171.0,0.6506901840490797,0.4756124314442413,17,36,56970.741511832,37274.53719733246,20,0.15,24.666666666666668,50.9999999745,0.6666666664444444,176.0,0.7254901960713187,0.2271205890790858,0.6506901840490797,0.4756124314442413,0.6071428571211734,1,ga_meta,mip,mcts,pl_rank,mcts,4,0.5631513077466606,117.3333332942222,0.4836601214772525,0,0,1,0.3094763405524837,45.92045428454288,1.3681072506157002,0.17507775260483843,0.12703946449211553,0.13531399029858507,0.03976376230625336,66.67021603447695,25.142857142857142,1.3783783213495273,0.7254901889657824,2.5925596920923333
2,1,1542.7041794783074,189.0,21.0,14.0,15969.0,2501,13468.0,0.0954792043399638,0.0634214186369958,11,36,53994.64628174076,53994.64628174076,20,0.1,10.5,13.999999986,0.999999999,35.0,1.499999999892857,-0.5271110261069141,0.0954792043399638,0.0634214186369958,0.3928571428431122,1,ga_meta,ga_meta,ga_meta,pl_rank,pl_rank,3,0.0794503114884798,34.999999965,0.7499999471785752,0,0,1,0.0060554265895721,456.2571298212249,1.5054488048847214,0.03205778570296801,0.1856994356856475,0.04895579801957504,-0.016898012316607026,154.57069220109304,11.666666666666666,1.3333332036825523,1.4999998928571505,11.012910166139738
6,8,314.5043910709967,402.0,201.0,400.0,7533.0,1185,6348.0,0.5456288343558282,0.5357952468007312,13,34,0.0,0.0,20,0.3,33.5,49.99999999375,0.5333333332977778,601.0,0.5024999999987437,0.2796213063019986,0.5456288343558282,0.5357952468007312,0.4642857142691327,1,mcts,sa_meta,mcts,pl_rank,mcts,2,0.5407120405782797,320.53333331196444,0.6699999866837503,1,0,1,0.2923453359652763,12.53410979611629,1.018351355788339,0.009833587555097001,0.18667296783448756,0.007083906957305702,0.0027496805977913,74.58923584947455,12.26530612244898,0.7960198765831547,0.50249999874375,1.5421182566130898
5,4,200.79657653216137,510.0,34.0,69.0,15429.0,2372,13057.0,0.142133815551537,0.0920027816411682,13,34,31926.655668613657,20682.04738281262,20,0.25,6.8,17.2499999956875,0.39999999996,103.0,0.4927536231812644,-0.4754709763794587,0.142133815551537,0.0920027816411682,0.4642857142691327,1,ga_meta,pl_rank,ga_meta,pl_rank,pl_rank,3,0.1170682985963526,41.19999999588,0.3942028757969347,1,0,1,0.0130767063960141,149.79611505052316,1.5448692761987246,0.050131033910368814,0.18166500726187754,0.07396688555064362,-0.02383585164027481,146.55528277796918,4.904761904761905,1.014705732776363,0.49275361604704904,1.0460686657702223
7,9,208.10073715950008,1506.0,753.0,1690.0,9625.0,4944,4681.0,0.0,0.0,0,0,0.0,0.0,31,0.2258064516129032,107.57142857142856,187.77777775691357,0.4285714285510204,2443.0,0.4455621301772511,0.0795639284689682,0.0,0.0,0.0,0,mcts,pso_meta,mcts,rw_rank_bfs,pso_meta,2,0.0,1046.9999999501429,0.5728655929554073,1,0,1,0.0,3.9398280786165256,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,38.171875,0.7481186294914807,0.4455621299138685,1.0202385157397043
4,3,181.78914989083657,776.0,388.0,992.0,9625.0,4944,4681.0,0.0,0.0,0,0,0.0,0.0,31,0.1290322580645161,97.0,330.66666655644445,0.4999999999166666,1380.0,0.3911290322576702,0.0795639284689682,0.0,0.0,0.0,0,pso_meta,pso_meta,pso_meta,rw_rank_bfs,pso_meta,1,0.0,689.999999885,0.2933467734041932,0,0,1,0.0,6.974637676105335,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,106.15384615384616,1.7044673355278281,0.39112903186378123,1.0185651819078918
6,7,1802.0411153758337,610.0,305.0,675.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.375,50.833333333333336,96.42857141479593,0.4666666666355555,980.0,0.4518518518511824,0.1480348092187051,0.0,0.0,0.0,2,ga_meta,ga_meta,mip,pl_rank,mip,4,0.0,457.3333333028445,0.5271604884356197,1,0,1,0.0,9.09081631725427,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,22.790697674418606,0.885245884039191,0.4518518511824417,1.5808973932003452
6,7,244.86313093684032,322.0,161.0,248.0,9625.0,4944,4681.0,0.0,0.0,0,7,0.0,0.0,16,0.375,26.833333333333332,35.428571423510206,0.4666666666355555,409.0,0.6491935483844791,0.0795639284689682,0.0,0.0,0.0,2,ga_meta,sa_meta,ga_meta,rw_rank_bfs,ga_meta,2,0.0,190.86666665394225,0.7573924518484657,1,0,1,0.0,23.533007277425412,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,9.511627906976743,0.6161490452318072,0.6491935457693808,1.667710061211516
7,13,500.24845641318694,674.0,337.0,1472.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.4375,48.142857142857146,113.23076922205917,0.6190476190181405,1809.0,0.2289402173911488,0.1480348092187051,0.0,0.0,0.0,2,mcts,pl_rank,mcts,pl_rank,pl_rank,2,0.0,1119.8571428038165,0.4251746857187601,1,0,1,0.0,4.924820340008391,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,19.66304347826087,1.4559841436607386,0.2289402172357743,0.8811181230208864
7,13,335.1159365770544,714.0,357.0,1017.0,10873.0,1489,9384.0,0.4264252696456087,0.3471999999999999,5,36,0.0,0.0,20,0.35,51.0,78.23076922475148,0.6190476190181405,1374.0,0.3510324483772359,-0.0397819642344841,0.4264252696456087,0.3471999999999999,0.178571428565051,1,mcts,mip,pso_meta,rw_rank_bfs,pso_meta,5,0.3868126348228042,850.5714285309251,0.6519173958466803,1,0,1,0.1480548536209553,7.913391551736978,1.2281798429313533,0.07922526964560878,0.15867433928402874,0.08237700648911775,-0.003151736843508967,100.11583643143295,14.934782608695652,0.9495798131952984,0.35103244803241646,1.2641669705405538
8,16,225.99060088364624,1574.0,787.0,3877.0,9659.0,4735,4924.0,0.0,0.0,0,0,0.0,0.0,31,0.2580645161290322,98.375,242.31249998485544,0.5714285714081633,4664.0,0.2029920041268499,0.0763125179305728,0.0,0.0,0.0,0,mip,mip,mip,pl_rank,mip,1,0.0,2665.1428570476737,0.4059840066037222,2,0,1,0.0,2.070969124770375,0.0,0.0,0.9616165716974783,0.0,0.0,96.59,36.15503875968992,1.407514961048758,0.20299200407454424,0.6292646120440528
4,3,79.92419731900254,816.0,408.0,444.0,9625.0,4944,4681.0,0.0,0.0,0,0,0.0,0.0,31,0.1290322580645161,102.0,147.99999995066668,0.4999999999166666,852.0,0.9189189189168492,0.0795639284689682,0.0,0.0,0.0,0,mcts,pso_meta,mcts,rw_rank_bfs,pso_meta,2,0.0,425.999999929,0.6891891847622352,0,0,1,0.0,11.296948343548182,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,65.53846153846153,0.7254901886030373,0.9189189168492817,2.018641053062533
6,9,570.1394308816525,460.0,230.0,556.0,8544.0,1358,7186.0,0.4768875192604006,0.5001043478260869,5,36,0.0,0.0,20,0.3,38.333333333333336,61.77777777091358,0.59999999996,786.0,0.4136690647474574,0.1829396576455962,0.4768875192604006,0.5001043478260869,0.178571428565051,1,mcts,mcts,pso_meta,rw_rank_bfs,sa_meta,5,0.4884959335432438,471.59999996856,0.6205035871471243,1,0,1,0.2384935218061231,10.87022899380378,0.9535741245987228,0.0232168285656863,0.18897856941428073,0.01896954989626315,0.00424727866942315,83.45635416734775,14.290909090909091,0.9669564963422749,0.41366906400419234,1.5754917348745117
9,15,359.12323779550707,722.0,361.0,1333.0,9785.0,1349,8436.0,0.4803543913713405,0.4131478260869565,6,35,0.0,0.0,20,0.45,40.111111111111114,88.86666666074223,0.4166666666550926,1694.0,0.2708177044259033,0.0642631729941666,0.4803543913713405,0.4131478260869565,0.2142857142780612,1,mcts,mip,mip,rw_rank_bfs,mip,6,0.4467511087291484,705.8333333137268,0.4513628356611667,2,0,1,0.1984573725463924,5.776269181950254,1.1626667221129636,0.06720656528438401,0.15990990989095424,0.06288765815316989,0.0043189071312141215,91.27383758692301,12.455882352941176,0.9231301708043071,0.27081770422294243,0.6642307809039784
6,8,37.856141114457934,1190.0,595.0,2237.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.3,99.16666666666669,279.62499996504687,0.5333333332977778,2832.0,0.2659812248545972,-0.6547767045997896,0.0,0.0,0.0,1,sa_meta,sa_meta,sa_meta,pl_rank,sa_meta,1,0.0,1510.3999998993067,0.3546416319156759,1,0,1,0.0,6.110169489367879,0.0,0.0,0.18075742066320316,0.0,-0.0,173.04,57.795918367346935,1.5038655307652158,0.2659812247358153,0.5191763614911563
7,12,1265.8068669469217,1102.0,551.0,3072.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.35,78.71428571428571,255.99999997866664,0.5714285714013605,3623.0,0.1793619791666083,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,rw_rank_bfs,3,0.0,2070.285714187129,0.307477677395967,1,0,1,0.0,4.776152358604429,0.0,0.0,0.18075742066320316,0.0,-0.0,173.04,42.62352941176471,1.858439177598603,0.1793619791082806,0.7322329536813268
6,8,296.81150261738003,1018.0,509.0,2082.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.3,84.83333333333333,260.24999996746874,0.5333333332977778,2591.0,0.2444764649374426,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,sa_meta,rw_rank_bfs,pl_rank,rw_rank_bfs,2,0.0,1381.8666665745425,0.3259686187049717,1,0,1,0.0,6.678502506106329,0.0,0.0,0.18075742066320316,0.0,-0.0,173.04,52.87755102040816,1.6361492927769827,0.24447646482013619,0.742746978908927
5,5,648.4661320045739,820.0,410.0,1179.0,9659.0,4735,4924.0,0.0,0.0,0,0,0.0,0.0,31,0.1612903225806451,82.0,235.79999995284,0.49999999995,1589.0,0.347752332484862,0.0763125179305728,0.0,0.0,0.0,0,d_round,d_round,d_round,pl_rank,d_round,1,0.0,794.49999992055,0.3477523310799307,1,0,1,0.0,6.07866582373904,0.0,0.0,0.9616165716974783,0.0,0.0,96.59,61.11538461538461,1.4378048600832334,0.3477523321902016,1.1260482538783292
7,11,129.33193121276108,1228.0,614.0,2646.0,9625.0,4944,4681.0,0.0,0.0,0,0,0.0,0.0,31,0.2258064516129032,87.71428571428571,240.5454545235868,0.5238095237845805,3260.0,0.23204837490543,0.0795639284689682,0.0,0.0,0.0,0,mcts,pso_meta,mcts,rw_rank_bfs,pso_meta,2,0.0,1707.6190475377325,0.3646474447973299,1,0,1,0.0,2.9524539868244006,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,41.794871794871796,1.4364820681147294,0.23204837481781998,0.5919546269527487
8,10,38.46093094302064,700.0,350.0,841.0,13114.0,1997,11117.0,0.2461306153265383,0.2414193108154213,2,13,107267.53640008456,45806.96875313758,16,0.5,43.75,84.09999999159,0.357142857130102,1191.0,0.4161712247319665,-0.2540881706034235,0.2461306153265383,0.2414193108154213,0.0714285714260204,2,d_round,mip,d_round,pl_rank,d_round,3,0.2437749630709798,425.3571428419515,0.5202140247819379,2,0,1,0.0594206835227084,11.01091518806808,1.0195108046013504,0.0047113045111169816,0.17963479354325493,0.005908391255502352,-0.0011970867443853702,130.5221595264121,14.703703703703704,0.686530596459598,0.41617122423760855,0.5462709709050222
2,1,45.81784944342915,48.0,8.0,16.0,17121.0,2757,14364.0,0.0028933092224231,0.0011126564673157,1,2,1099.6283866422996,1099.6283866422996,20,0.1,4.0,15.999999984,0.999999999,24.0,0.49999999996875,-0.6372764655254852,0.0028933092224231,0.0011126564673157,0.0357142857130102,1,d_round,ga_meta,mip,pl_rank,mip,8,0.0020029828448694,23.999999976,0.2499999846250009,0,0,1,3.219259218273222e-06,713.3749702760429,2.598026687167707,0.0017806527551074,0.1919381787669216,0.0029154208492104612,-0.0011347680941030613,170.90513444179805,8.0,3.999998992000252,0.4999999687500019,1.9231322622434739
5,6,1254.2009243439702,68.0,34.0,92.0,8308.0,4350,3958.0,0.0311804008908685,0.1043222448517764,7,59,0.0,0.0,31,0.1612903225806451,6.8,15.333333330777778,0.59999999994,126.0,0.3695652173872873,0.2055082719709285,0.0311804008908685,0.1043222448517764,0.2499999999910714,0,mip,mip,mip,pl_rank,mip,2,0.0677513228713224,75.59999999243999,0.4434782320209848,1,0,1,0.0032528094163137,65.93650741320232,0.2988825830251921,0.07314184396090789,1.0990399188734108,0.058110589999734424,0.015031253961173474,77.00337560372776,4.064516129032258,1.3529409771478955,0.36956521337429116,1.5821199903869518
8,11,464.701435255523,1754.0,877.0,2789.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.4,109.625,253.54545452240495,0.3928571428431122,3666.0,0.3144496235208625,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,mcts,3,0.0,1440.2142856628495,0.4323682306753584,2,0,1,0.0,4.720130931609348,0.0,0.0,0.18075742066320316,0.0,-0.0,173.04,41.19101123595506,0.908617030202173,0.3144496234082289,0.7589353074149381
3,2,22.231859787849743,36.0,18.0,19.0,8407.0,4763,3644.0,0.0227739023389412,0.2129589632829374,6,15,2512.2001560270214,822.5788121504406,16,0.1875,6.0,9.49999999525,0.6666666664444444,37.0,0.94736842100277,0.1960409295208951,0.0227739023389412,0.2129589632829374,0.2142857142780612,2,d_round,ga_meta,sa_meta,pl_rank,sa_meta,3,0.1178664328109393,24.66666665844444,0.631578881202223,0,0,1,0.0048499066320077,227.21621007523757,0.1069398303223969,0.1901850609439962,1.3070801313646871,0.1529010048155471,0.0372840561284491,68.08114192643824,5.285714285714286,1.0555553787500294,0.9473683711911383,1.9866471171205258
7,14,218.60521787307712,1336.0,668.0,3506.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.35,95.42857142857144,250.42857141068367,0.6666666666349206,4174.0,0.1905305191100426,-0.6547767045997896,0.0,0.0,0.0,1,mip,sa_meta,mip,pl_rank,mip,2,0.0,2782.6666665341586,0.3810610367257769,1,0,1,0.0,4.145663631014455,0.0,0.0,0.18075742066320316,0.0,-0.0,173.04,42.16161616161616,1.7495009794626235,0.19053051905575286,0.6848722992762837
2,1,506.1316154843517,45.0,15.0,21.0,8308.0,4322,3986.0,0.0374164810690422,0.0979859696763973,8,63,18220.738157436663,18220.738157436663,31,0.064516129032258,7.5,20.999999979,0.999999999,36.0,0.7142857142517007,0.2055082719709285,0.0374164810690422,0.0979859696763973,0.2857142857040816,0,ga_meta,ga_meta,ga_meta,pl_rank,pl_rank,2,0.0677012253727197,35.999999964,0.357142840493198,0,0,1,0.0036662901794286,230.77777136728417,0.381851599172935,0.06056948860735511,1.0842950323421237,0.048121957669494723,0.012447530937860388,78.04788688650093,12.0,2.7999996210667173,0.7142856802721105,4.44912182856608
5,7,186.641334052943,518.0,37.0,109.0,8603.0,4758,3845.0,0.0237997537956503,0.1695464362850972,5,63,88094.70967298909,27249.63477172968,31,0.1612903225806451,7.4,15.571428569204082,0.69999999993,146.0,0.3394495412812894,0.1772975040642631,0.0237997537956503,0.1695464362850972,0.178571428565051,0,ga_meta,ga_meta,ga_meta,pl_rank,ga_meta,1,0.0966730950403737,102.19999998978,0.4752293273467404,1,0,1,0.0040351634405152,58.92465713065303,0.14037224222978262,0.1457466824894469,1.2374512350487774,0.11990615945842133,0.02584052303102557,73.49141290543288,4.055555555555555,1.472972773564876,0.33944953817018775,1.2438017217509514
10,24,185.5808575682447,728.0,364.0,1776.0,9662.0,1640,8022.0,0.3682588597842835,0.4419478260869565,4,36,0.0,0.0,20,0.5,36.4,73.99999999691667,0.5333333333214815,2140.0,0.2049549549548395,0.0760256287654203,0.3682588597842835,0.4419478260869565,0.1428571428520408,1,mcts,pl_rank,pso_meta,rw_rank_bfs,sa_meta,5,0.40510334293562,1141.3333333079704,0.4918918852651997,2,0,1,0.1627512025189254,4.514953268918246,0.8332613145392224,0.07368896630267296,0.20443779603534806,0.06808671630643838,0.00560224999623458,89.50017207583575,8.879668049792532,1.084249054392751,0.20495495483955237,0.5715635885722449
6,10,147.9509329004596,472.0,236.0,765.0,8677.0,1350,7327.0,0.4799691833590138,0.490295652173913,5,36,0.0,0.0,20,0.3,39.333333333333336,76.49999999235,0.6666666666222222,1001.0,0.3084967320257405,0.1702209046571674,0.4799691833590138,0.490295652173913,0.178571428565051,1,mcts,pl_rank,mcts,rw_rank_bfs,rw_rank_bfs,3,0.4851324177664634,667.3333332888444,0.5141612133739275,1,0,1,0.2353268037783881,8.668331659671995,0.9789362852691151,0.010326468814899237,0.18425003409522997,0.008568687951313061,0.0017577808635861755,85.8739723009312,16.40983606557377,1.2966101363107592,0.3084967316228801,1.0290663166072833
4,3,57.079681501455106,196.0,98.0,190.0,9625.0,4944,4681.0,0.0,0.0,0,7,0.0,0.0,16,0.25,24.5,63.33333331222222,0.4999999999166666,288.0,0.5157894736814959,0.0795639284689682,0.0,0.0,0.0,2,ga_meta,sa_meta,ga_meta,rw_rank_bfs,ga_meta,2,0.0,143.999999976,0.3868420992840721,0,0,1,0.0,33.42013877284674,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,22.153846153846153,1.2925169534006684,0.5157894709695291,1.0475209390243494
2,1,801.2416875934817,45.0,15.0,0.0,7833.0,4295,3538.0,0.0434298440979955,0.1993663724824621,9,63,12018.625313902226,12018.625313902226,31,0.064516129032258,7.5,0.0,0.999999999,15.0,15000000000.0,0.2509323897867457,0.0434298440979955,0.1993663724824621,0.3214285714170918,0,ga_meta,ga_meta,ga_meta,pl_rank,pl_rank,2,0.1213981082902288,14.999999985,7500000.0,0,1,0,0.0086584504752962,522.199965186669,0.21783827291908522,0.15593652838446662,1.2139626904426335,0.1168070026619037,0.03912952572256291,66.11549173164472,5.0,0.0,15000000.0,100311148678.2311
8,13,523.4955450643123,1834.0,917.0,3956.0,9625.0,4944,4681.0,0.0,0.0,0,0,0.0,0.0,31,0.2580645161290322,114.625,304.30769228428403,0.4642857142691327,4873.0,0.2317997977754722,0.0795639284689682,0.0,0.0,0.0,0,mcts,pso_meta,mcts,rw_rank_bfs,pso_meta,2,0.0,2262.4642856334835,0.376674670176404,2,0,1,0.0,1.975169299820404,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,46.40952380952381,1.232590735330072,0.23179979771693635,0.6739718211843742
6,9,129.33193121276108,268.0,134.0,551.0,9625.0,4944,4681.0,0.0,0.0,0,7,0.0,0.0,16,0.375,22.333333333333332,61.222222215419755,0.59999999996,685.0,0.243194192377054,0.0795639284689682,0.0,0.0,0.0,2,sa_meta,sa_meta,sa_meta,rw_rank_bfs,sa_meta,1,0.0,410.9999999726,0.3647912826482972,1,0,1,0.0,14.0510948699984,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,12.454545454545455,1.644776045463892,0.2431941919361267,0.7106257619647708
6,7,34.52768545536941,528.0,264.0,752.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.375,44.0,107.42857141322447,0.4666666666355555,1016.0,0.3510638297867672,0.1480348092187051,0.0,0.0,0.0,2,ga_meta,mip,mip,pl_rank,rw_rank_bfs,5,0.0,474.13333330172446,0.4095744643310888,1,0,1,0.0,8.768700778770963,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,23.627906976744185,1.1393939132598927,0.35106382932039387,0.5849234986158718
7,8,236.10352458957144,1572.0,786.0,2799.0,9625.0,4944,4681.0,0.0,0.0,0,0,0.0,0.0,31,0.2258064516129032,112.28571428571428,349.87499995626564,0.3809523809342404,3585.0,0.280814576634412,0.0795639284689682,0.0,0.0,0.0,0,mcts,mcts,mcts,rw_rank_bfs,pso_meta,2,0.0,1365.7142856492517,0.3209309438480002,1,0,1,0.0,2.6847977677308794,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,62.89473684210526,1.1870228899870054,0.28081457653418557,0.5850032876334941
4,5,655.9815339031248,786.0,393.0,985.0,16971.0,2596,14375.0,0.0,0.0,0,0,0.0,0.0,16,0.25,98.25,196.9999999606,0.8333333331944445,1378.0,0.398984771573199,-0.6229320072678588,0.0,0.0,0.0,2,mcts,pl_rank,mcts,rw_rank_bfs,pl_rank,2,0.0,1148.3333331419444,0.498730962035122,0,0,1,0.0,12.315674882209231,0.0,0.0,0.18059130433526321,0.0,-0.0,169.71,65.61904761904762,1.6709075311507857,0.39898477116854336,2.157063259519114
6,13,30.064188191722614,1064.0,532.0,2940.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.1935483870967742,88.66666666666667,226.15384613644972,0.8666666666088889,3472.0,0.1809523809523194,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,3009.066666466062,0.3920634903600367,1,0,1,0.0,2.6503456213564673,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,43.949367088607595,2.2105262905413174,0.18095238089083254,0.5388607908840916
4,4,349.1346559357816,198.0,99.0,198.0,9625.0,4944,4681.0,0.0,0.0,0,7,0.0,0.0,16,0.25,24.75,49.49999998762499,0.6666666665555555,297.0,0.4999999999974748,0.0795639284689682,0.0,0.0,0.0,2,sa_meta,sa_meta,sa_meta,rw_rank_bfs,sa_meta,1,0.0,197.999999967,0.4999999900239901,0,0,1,0.0,32.40740729829156,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,17.470588235294116,1.3333332789057257,0.4999999974747475,1.9527726035774957
6,5,159.2919277089881,1294.0,647.0,1058.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.1935483870967742,107.83333333333331,211.59999995768,0.3333333333111111,1705.0,0.611531190925698,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,568.3333332954444,0.509609323465457,1,0,1,0.0,5.397067445514916,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,55.0,0.6540958206531249,0.6115311903482691,1.034913946216698
2,1,655.9278799349253,66.0,22.0,0.0,15320.0,2376,12944.0,0.1406871609403255,0.0998609179415855,13,34,14430.413358568356,14430.413358568356,20,0.1,11.0,0.0,0.999999999,22.0,22000000000.0,-0.46504733671225,0.1406871609403255,0.0998609179415855,0.4642857142691327,1,ga_meta,ga_meta,mcts,pl_rank,mcts,4,0.1202740394409555,21.999999978,11000000.0,0,1,0,0.0140491490340964,696.3636047107452,1.4088169328233895,0.04082624299873999,0.18355995054206117,0.05981237857327117,-0.018986135574531177,146.945419572593,7.333333333333333,0.0,22000000.0,142726633152.02878
4,5,1055.1920759646175,794.0,397.0,1376.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.2,99.25,275.19999994496,0.8333333331944445,1773.0,0.2885174418602554,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,mcts,3,0.0,1477.49999975375,0.3606468010872209,0,0,1,0.0,9.759729266914986,0.0,0.0,0.18075742066320316,0.0,-0.0,173.04,84.42857142857143,2.310663284015931,0.28851744165078674,1.6739842894025334
4,4,116.91427565457391,286.0,26.0,52.0,8408.0,4666,3742.0,0.0426754205990972,0.191792656587473,8,53,16134.170040331202,9119.313501056766,31,0.1290322580645161,6.5,12.99999999675,0.6666666665555555,78.0,0.4999999999903846,0.1959452997991776,0.0426754205990972,0.191792656587473,0.2857142857040816,0,ga_meta,pl_rank,ga_meta,pl_rank,pl_rank,2,0.1172340385932851,51.99999999133333,0.4999999616634645,0,0,1,0.0081848322876886,107.79487041288628,0.22250694500750526,0.14911723598837578,1.2469267767913077,0.11989841447740877,0.029218821510967007,71.54222279809736,4.588235294117647,1.3333331276496043,0.49999999038461557,1.5899859606875584
6,10,313.3924162815803,1362.0,681.0,2444.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.3,113.5,244.39999997556,0.6666666666222222,3125.0,0.2786415711946486,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,mcts,2,0.0,2083.333333194444,0.4644026168042037,1,0,1,0.0,5.537279998228071,0.0,0.0,0.18075742066320316,0.0,-0.0,173.04,51.22950819672131,1.4355359636179896,0.2786415710807522,1.0682452701068
4,5,295.42729188124565,46.0,23.0,90.0,8187.0,4314,3873.0,0.0391982182628062,0.1235573659198914,8,63,0.0,0.0,31,0.1290322580645161,5.75,17.9999999964,0.8333333331944445,113.0,0.255555555552716,0.2170794682987472,0.0391982182628062,0.1235573659198914,0.2857142857040816,0,pl_rank,pl_rank,pl_rank,pl_rank,pl_rank,1,0.0813777920913488,94.16666665097225,0.3194444267614207,0,0,1,0.0048432285973053,72.45132679246613,0.31724455054884926,0.0843591476570852,1.113865220471504,0.06604650873754965,0.01831263891953556,74.96351658131444,5.380952380952381,2.60869519753127,0.2555555527160494,1.2121430112869558
2,1,38.169744915379454,105.0,21.0,21.0,15303.0,2356,12947.0,0.1479204339963833,0.0996522948539638,13,36,1603.129286445937,1603.129286445937,20,0.1,10.5,20.999999979,0.999999999,42.0,0.999999999952381,-0.4634216314430526,0.1479204339963833,0.0996522948539638,0.4642857142691327,1,ga_meta,ga_meta,sa_meta,pl_rank,sa_meta,5,0.1237863644251735,41.999999958,0.4999999766904773,0,0,1,0.0147406107035338,364.35713418197304,1.4843506600875789,0.048268139142419494,0.1819726577444989,0.0706366389305198,-0.022368499788100307,145.64352666703556,14.0,1.9999998055238282,0.9999999523809546,3.6679046315693795
4,3,14.068220601223496,297.0,27.0,45.0,16353.0,2508,13845.0,0.0929475587703435,0.0372044506258693,10,36,1012.9118832880918,1012.9118832880918,20,0.2,6.75,14.999999995,0.4999999999166666,72.0,0.5999999999866668,-0.5638328392464378,0.0929475587703435,0.0372044506258693,0.357142857130102,1,ga_meta,ga_meta,mcts,pl_rank,mcts,4,0.0650760046981064,35.999999994,0.449999970150002,0,0,1,0.0034580628610663,227.12499684548615,2.49822424421104,0.055743108144474196,0.18114842902266895,0.08717290307799432,-0.03142979493352012,154.41432952513415,5.538461538461538,1.1111109459465265,0.599999986666667,0.8137763788766293
8,16,1048.3181270674625,544.0,272.0,1294.0,10241.0,1490,8751.0,0.426040061633282,0.3912347826086956,5,36,0.0,0.0,20,0.4,34.0,80.87499999494531,0.5714285714081633,1566.0,0.21020092735687,0.020656019890982,0.426040061633282,0.3912347826086956,0.178571428565051,1,mcts,rw_rank_bfs,mcts,rw_rank_bfs,rw_rank_bfs,3,0.4086374221209888,894.8571428251837,0.4204018495421719,2,0,1,0.1666816908956923,6.5395913112774,1.088959856362108,0.03480527902458641,0.17026625526565348,0.03408634048874338,0.0007189385358430355,98.8455913750921,12.13953488372093,1.35924365736774,0.2102009271945897,0.8355061450780397
