topology,seed,v_net_id,v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_arrival_time,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_running_p_net_nodes,solving_time,p_net_num_nodes,v_net_size_ratio,v_net_demand_per_node,v_net_demand_per_link,v_net_connectivity,v_net_total_demand,v_net_node_to_link_demand_ratio,p_net_overall_util,p_net_node_util,p_net_link_util,system_load,topology_encoded,best_for_acceptance,best_for_time,best_overall,num_algos_accepted,num_algos_rejected
fat_tree,0,57,4,3,95.11134868989365,569.0,824.0,412.0,598.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.2,103.0,199.33333326688887,0.4999999999166666,1010.0,0.688963210701189,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,62,138
tree,0,21,3,2,2237.7799911377056,1100.0,24.0,6.0,46.0,7912.0,4375,3537.0,0.0256124721603563,0.1995926680244398,7,32,0.0022804880620643,31,0.0967741935483871,2.0,22.9999999885,0.6666666664444444,52.0,0.1304347826058601,0.2433776417710624,0.0256124721603563,0.1995926680244398,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,32,159
fat_tree,0,222,7,12,865.9305130475818,2216.0,1378.0,689.0,3403.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.35,98.42857142857144,283.5833333097014,0.5714285714013605,4092.0,0.2024684102262114,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,65,124
fat_tree,0,17,6,8,665.3227175451742,173.0,774.0,387.0,2282.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.3,64.5,285.2499999643438,0.5333333332977778,2669.0,0.1695880806309511,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,73,127
fat_tree,0,299,7,14,160.5539384272126,2952.0,1484.0,742.0,3262.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.35,106.0,232.99999998335713,0.6666666666349206,4004.0,0.2274678111587285,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,52,134
fat_tree,0,255,7,12,928.7813696528694,2556.0,1566.0,783.0,3070.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.35,111.85714285714286,255.83333331201388,0.5714285714013605,3853.0,0.2550488599347703,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,53,136
tree,0,5,3,3,680.9489041268382,284.0,338.0,26.0,28.0,8370.0,4424,3946.0,0.0146993318485523,0.1070377913555102,4,13,0.0022804880620643,31,0.0967741935483871,8.666666666666666,9.333333330222224,0.9999999996666666,54.0,0.9285714285382654,0.1995792292244429,0.0146993318485523,0.1070377913555102,0.1739130434706994,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,45,146
tree,0,273,4,4,34.52768545536941,13706.0,54.0,27.0,70.0,7947.0,4274,3673.0,0.0481069042316257,0.168816474315456,6,63,0.0022804880620643,31,0.1290322580645161,6.75,17.499999995625,0.6666666665555555,97.0,0.3857142857087755,0.2400306015109495,0.0481069042316257,0.168816474315456,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,148
fat_tree,0,190,6,7,676.1536003725059,1895.0,1454.0,727.0,1721.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.3,121.16666666666669,245.8571428220204,0.4666666666355555,2448.0,0.4224288204529794,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,64,127
tree,0,18,4,6,466.1204582908398,954.0,60.0,30.0,95.0,8260.0,4400,3860.0,0.020044543429844,0.1264992079656031,5,27,0.0022804880620643,31,0.1290322580645161,7.5,15.833333330694444,0.9999999998333332,125.0,0.3157894736808864,0.210098498613369,0.020044543429844,0.1264992079656031,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,29,162
tree,0,227,2,1,589.9291509612043,11466.0,198.0,22.0,6.0,8143.0,4298,3845.0,0.042761692650334,0.1298936410952704,8,63,0.0022804880620643,31,0.064516129032258,11.0,5.9999999939999995,0.999999999,28.0,3.6666666660555554,0.2212871760543177,0.042761692650334,0.1298936410952704,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,29,143
fat_tree,0,271,7,10,1156.3912062914412,2697.0,1464.0,732.0,2303.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.35,104.57142857142856,230.29999997697,0.4761904761678004,3035.0,0.3178462874510127,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,53,135
fat_tree,0,94,6,9,734.0879291075967,957.0,1446.0,723.0,2191.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.3,120.5,243.44444441739503,0.59999999996,2914.0,0.3299863076219397,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,68,132
fat_tree,0,180,8,15,374.2900471713494,1806.0,1436.0,718.0,3693.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.4,89.75,246.19999998358668,0.5357142856951531,4411.0,0.1944218792309248,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,50,142
tree,0,31,2,1,117.97131174905604,1600.0,30.0,10.0,15.0,8098.0,4390,3708.0,0.022271714922049,0.1608961303462321,6,38,13.56247525215149,31,0.064516129032258,5.0,14.999999985,0.999999999,25.0,0.6666666666222222,0.2255905135316056,0.022271714922049,0.1608961303462321,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,mip,25,166
tree,0,28,3,2,34.31870006671223,1452.0,240.0,24.0,43.0,8231.0,4408,3823.0,0.0182628062360802,0.1348721430187824,5,35,0.0094396060075217,31,0.0967741935483871,8.0,21.49999998925,0.6666666664444444,67.0,0.558139534870741,0.2128717605431768,0.0182628062360802,0.1348721430187824,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,pl_rank,49,142
tree,0,11,3,2,340.38180154251546,612.0,44.0,4.0,44.0,8133.0,4405,3728.0,0.0189309576837416,0.1563702195066757,6,20,0.0022804880620643,31,0.0967741935483871,1.3333333333333333,21.999999989,0.6666666664444444,48.0,0.0909090909070248,0.2222434732714927,0.0189309576837416,0.1563702195066757,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,30,161
fat_tree,0,5,4,5,418.5856294806696,57.0,822.0,411.0,1128.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.2,102.75,225.59999995488,0.8333333331944445,1539.0,0.3643617021273365,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,102,98
fat_tree,0,45,4,4,171.58674721351258,433.0,854.0,427.0,1272.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,106.75,317.9999999205,0.6666666665555555,1699.0,0.3356918238991072,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,59,141
tree,0,98,2,1,568.2643114888076,4998.0,52.0,13.0,13.0,8308.0,4350,3958.0,0.0311804008908685,0.1043222448517764,7,59,0.0022804880620643,31,0.064516129032258,6.5,12.999999987,0.999999999,26.0,0.9999999999230768,0.2055082719709285,0.0311804008908685,0.1043222448517764,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,157
tree,0,276,2,1,14.088303613730236,13841.0,195.0,15.0,9.0,8097.0,4331,3766.0,0.0354120267260579,0.1477709889115184,6,63,0.0022804880620643,31,0.064516129032258,7.5,8.999999991,0.999999999,24.0,1.6666666664814815,0.2256861432533231,0.0354120267260579,0.1477709889115184,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,31,141
tree,0,168,2,1,142.53179076484057,8577.0,81.0,27.0,4.0,8397.0,4357,4040.0,0.0296213808463251,0.0857660104095949,7,63,0.0022804880620643,31,0.064516129032258,13.5,3.999999996,0.999999999,31.0,6.7499999983125,0.1969972267380701,0.0296213808463251,0.0857660104095949,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,21,153
fat_tree,0,16,4,4,328.74176686681676,164.0,650.0,325.0,1173.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,81.25,293.2499999266875,0.6666666665555555,1498.0,0.2770673486783657,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,83,117
fat_tree,0,48,5,7,777.5514398528638,467.0,840.0,420.0,1561.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.25,84.0,222.99999996814284,0.69999999993,1981.0,0.2690582959639532,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,74,126
tree,0,279,3,2,687.0613597166047,14011.0,48.0,16.0,16.0,8108.0,4321,3787.0,0.0376391982182627,0.1430187825299841,7,63,0.0022804880620643,31,0.0967741935483871,5.333333333333333,7.999999996,0.6666666664444444,32.0,0.9999999999375,0.2246342163144304,0.0376391982182627,0.1430187825299841,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,146
tree,0,187,3,3,1031.4785848940098,9523.0,130.0,10.0,24.0,8364.0,4367,3997.0,0.0273942093541202,0.0954967187146412,7,63,0.0022804880620643,31,0.0967741935483871,3.3333333333333335,7.999999997333333,0.9999999996666666,34.0,0.4166666666493056,0.2001530075547479,0.0273942093541202,0.0954967187146412,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,22,150
fat_tree,0,3,7,10,78.49650036304767,41.0,1648.0,824.0,2601.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.35,117.71428571428572,260.09999997399,0.4761904761678004,3425.0,0.3168012302959181,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,101,99
tree,0,186,2,1,196.04926488179936,9478.0,36.0,12.0,22.0,8324.0,4355,3969.0,0.0300668151447661,0.1018329938900203,7,63,0.0022804880620643,31,0.064516129032258,6.0,21.999999978,0.999999999,34.0,0.545454545429752,0.2039781964234484,0.0300668151447661,0.1018329938900203,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,30,142
tree,0,138,3,2,424.8870652977719,7052.0,390.0,26.0,22.0,8209.0,4290,3919.0,0.0445434298440979,0.1131477709889114,9,62,0.0022804880620643,31,0.0967741935483871,8.666666666666666,10.9999999945,0.6666666664444444,48.0,1.1818181817644628,0.214975614420962,0.0445434298440979,0.1131477709889114,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,153
tree,0,62,5,5,95.55341730089268,3189.0,420.0,28.0,57.0,7782.0,4246,3536.0,0.0543429844097995,0.1998189635664177,12,52,13.56247525215149,31,0.1612903225806451,5.6,11.39999999772,0.49999999995,85.0,0.4912280701668206,0.2558095055943387,0.0543429844097995,0.1998189635664177,0.5217391304120983,0,rw_rank_bfs,rw_rank_bfs,mip,23,168
tree,0,133,3,2,157.4980379972429,6797.0,120.0,10.0,41.0,8284.0,4313,3971.0,0.0394209354120267,0.1013804028060647,8,61,0.0022804880620643,31,0.0967741935483871,3.3333333333333335,20.49999998975,0.6666666664444444,51.0,0.2439024390184414,0.2078033852921488,0.0394209354120267,0.1013804028060647,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,22,155
tree,0,2,2,1,419.7811342613749,159.0,39.0,13.0,11.0,8473.0,4464,4009.0,0.0057906458797327,0.0927811722109074,2,9,13.56247525215149,31,0.064516129032258,6.5,10.999999989,0.999999999,24.0,1.1818181817107438,0.1897293678875394,0.0057906458797327,0.0927811722109074,0.0869565217353497,0,rw_rank_bfs,rw_rank_bfs,mip,51,141
fat_tree,0,225,6,7,95.4582604759614,2256.0,1148.0,574.0,1844.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.3,95.66666666666669,263.42857139093877,0.4666666666355555,2418.0,0.3112798264640394,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,60,129
fat_tree,0,26,4,3,295.2177839948812,251.0,488.0,244.0,747.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.2,61.0,248.999999917,0.4999999999166666,991.0,0.3266398929045159,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,77,123
tree,0,124,3,2,1821.037590780387,6328.0,175.0,25.0,23.0,7450.0,4196,3254.0,0.065478841870824,0.2636343064041638,9,61,0.0022804880620643,31,0.0967741935483871,8.333333333333334,11.49999999425,0.6666666664444444,48.0,1.0869565216918715,0.287558573204552,0.065478841870824,0.2636343064041638,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,31,146
fat_tree,0,263,4,3,41.480376307083425,2628.0,802.0,401.0,931.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,100.25,310.33333322988886,0.4999999999166666,1332.0,0.4307196562831034,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,59,130
fat_tree,0,50,6,8,143.9670136877853,494.0,1300.0,650.0,2000.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.3,108.33333333333331,249.99999996875,0.5333333332977778,2650.0,0.3249999999998375,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,65,135
fat_tree,0,229,4,6,815.1165719069824,2302.0,786.0,393.0,1717.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.2,98.25,286.1666666189722,0.9999999998333332,2110.0,0.2288875946416838,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,70,119
fat_tree,0,37,5,4,211.9550927632243,366.0,1090.0,545.0,1357.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.25,109.0,339.2499999151875,0.39999999996,1902.0,0.4016212232863658,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,71,129
fat_tree,0,157,8,13,327.6288577500364,1583.0,1528.0,764.0,3011.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,95.5,231.61538459756804,0.4642857142691327,3775.0,0.2537363002323966,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,65,133
fat_tree,0,237,6,8,120.09416142659552,2381.0,1144.0,572.0,1883.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.3,95.33333333333331,235.37499997057813,0.5333333332977778,2455.0,0.3037705788633543,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,58,131
tree,0,274,2,1,306.7835025729192,13753.0,64.0,8.0,5.0,8006.0,4312,3694.0,0.0396436525612472,0.1640642679339217,6,63,0.0022804880620643,31,0.064516129032258,4.0,4.999999995,0.999999999,13.0,1.59999999968,0.2343884479296165,0.0396436525612472,0.1640642679339217,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,32,140
fat_tree,0,175,4,4,1293.8577687226698,1751.0,876.0,438.0,798.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,109.5,199.499999950125,0.6666666665555555,1236.0,0.5488721804504401,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,69,123
tree,0,214,3,3,1839.2739218415477,10859.0,420.0,30.0,53.0,8227.0,4300,3927.0,0.0423162583518931,0.1113374066530888,9,63,0.0022804880620643,31,0.0967741935483871,10.0,17.66666666077778,0.9999999996666666,83.0,0.5660377358383767,0.2132542794300468,0.0423162583518931,0.1113374066530888,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,148
tree,0,57,4,5,398.7517908198642,2950.0,48.0,24.0,92.0,7878.0,4284,3594.0,0.0458797327394209,0.186693822131704,10,51,13.56247525215149,31,0.1290322580645161,6.0,18.39999999632,0.8333333331944445,116.0,0.2608695652145557,0.2466290523094577,0.0458797327394209,0.186693822131704,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,mip,28,163
fat_tree,0,194,5,5,97.86448596467396,1933.0,878.0,439.0,1192.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.25,87.8,238.39999995232,0.49999999995,1631.0,0.3682885906037179,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,62,129
tree,0,203,4,4,148.57625377691403,10361.0,82.0,41.0,45.0,8179.0,4290,3889.0,0.0445434298440979,0.1199366372482462,8,63,0.0022804880620643,31,0.1290322580645161,10.25,11.2499999971875,0.6666666665555555,86.0,0.9111111110908644,0.2178445060724873,0.0445434298440979,0.1199366372482462,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,148
tree,0,278,2,1,251.1398558754044,13949.0,72.0,18.0,7.0,7974.0,4303,3671.0,0.0416481069042316,0.1692690653994116,7,63,0.0022804880620643,31,0.064516129032258,9.0,6.999999992999999,0.999999999,25.0,2.571428571061225,0.2374485990245768,0.0416481069042316,0.1692690653994116,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,22,150
tree,0,211,4,3,77.1620805876966,10727.0,375.0,25.0,11.0,8287.0,4317,3970.0,0.0385300668151448,0.1016066983480425,9,63,0.0022804880620643,31,0.1290322580645161,6.25,3.666666665444444,0.4999999999166666,36.0,2.2727272725206613,0.2075164961269963,0.0385300668151448,0.1016066983480425,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,28,144
fat_tree,0,67,5,5,498.7668153316388,662.0,1174.0,587.0,1381.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.25,117.4,276.19999994476,0.49999999995,1968.0,0.4250543084718138,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,65,135
tree,0,19,2,1,420.65127736835586,1016.0,144.0,16.0,8.0,8322.0,4410,3912.0,0.0178173719376392,0.1147318397827562,5,28,13.56247525215149,31,0.064516129032258,8.0,7.999999991999999,0.999999999,24.0,1.99999999975,0.2041694558668834,0.0178173719376392,0.1147318397827562,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,mip,38,153
fat_tree,0,168,5,5,654.6180364776343,1681.0,1030.0,515.0,1205.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.25,103.0,240.9999999518,0.49999999995,1720.0,0.4273858921158279,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,62,132
tree,0,67,5,4,1477.9694316123027,3431.0,448.0,32.0,68.0,7928.0,4273,3655.0,0.0483296213808462,0.1728897940710567,9,56,13.56247525215149,31,0.1612903225806451,6.4,16.99999999575,0.39999999996,100.0,0.4705882352871972,0.2418475662235822,0.0483296213808462,0.1728897940710567,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,mip,35,156
fat_tree,0,162,5,5,382.4725370294312,1631.0,1080.0,540.0,1284.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.25,108.0,256.79999994864,0.49999999995,1824.0,0.4205607476632239,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,63,133
fat_tree,0,193,4,4,31.49549967887874,1925.0,986.0,493.0,654.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,123.25,163.499999959125,0.6666666665555555,1147.0,0.7538226299682663,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,67,124
fat_tree,0,152,6,8,286.9499344641283,1539.0,1260.0,630.0,2054.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.3,105.0,256.74999996790626,0.5333333332977778,2684.0,0.306718597857689,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,76,122
tree,0,201,4,4,657.8780635409381,10257.0,68.0,34.0,81.0,8205.0,4314,3891.0,0.0391982182628062,0.1194840461642905,7,63,2.3678341823465683,31,0.1290322580645161,8.5,20.2499999949375,0.6666666665555555,115.0,0.4197530864145709,0.215358133307832,0.0391982182628062,0.1194840461642905,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,ga_meta,17,155
tree,0,46,4,3,7.024905478186797,2366.0,520.0,40.0,39.0,7786.0,4270,3516.0,0.0489977728285078,0.2043448744059741,8,46,0.0022804880620643,31,0.1290322580645161,10.0,12.999999995666666,0.4999999999166666,79.0,1.0256410256147273,0.2554269867074686,0.0489977728285078,0.2043448744059741,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,28,163
tree,0,185,4,3,11.291763483750268,9425.0,155.0,31.0,35.0,8217.0,4330,3887.0,0.0356347438752784,0.1203892283322018,8,63,0.0022804880620643,31,0.1290322580645161,7.75,11.666666662777777,0.4999999999166666,66.0,0.8857142856889797,0.2142105766472219,0.0356347438752784,0.1203892283322018,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,146
tree,0,33,5,4,34.426698475264274,1707.0,570.0,38.0,50.0,7870.0,4352,3518.0,0.0307349665924275,0.2038922833220185,7,40,0.0022804880620643,31,0.1612903225806451,7.6,12.499999996875,0.39999999996,88.0,0.7599999999848001,0.2473940900831979,0.0307349665924275,0.2038922833220185,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,32,159
fat_tree,0,103,4,4,425.97917847259674,1047.0,944.0,472.0,780.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,118.0,194.99999995125,0.6666666665555555,1252.0,0.6051282051274294,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,68,132
tree,0,90,2,1,189.34694068788937,4570.0,42.0,14.0,0.0,8171.0,4291,3880.0,0.0443207126948774,0.1219732971260466,8,59,13.56247525215149,31,0.064516129032258,7.0,0.0,0.999999999,14.0,14000000000.0,0.2186095438462274,0.0443207126948774,0.1219732971260466,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,mip,28,160
fat_tree,0,74,4,3,382.8326778496837,736.0,1008.0,504.0,733.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.2,126.0,244.3333332518889,0.4999999999166666,1237.0,0.6875852660290757,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,69,131
tree,0,122,5,6,486.32389686512266,6216.0,96.0,48.0,90.0,7465.0,4174,3291.0,0.0703786191536748,0.2552613713509843,10,61,0.0022804880620643,31,0.1612903225806451,9.6,14.9999999975,0.59999999994,138.0,0.5333333333274074,0.2861241273787893,0.0703786191536748,0.2552613713509843,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,151
tree,0,277,4,3,702.9659230629579,13906.0,225.0,25.0,28.0,7999.0,4321,3678.0,0.0376391982182627,0.1676849966055669,6,63,0.0022804880620643,31,0.1290322580645161,6.25,9.333333330222224,0.4999999999166666,53.0,0.8928571428252551,0.235057855981639,0.0376391982182627,0.1676849966055669,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,31,141
fat_tree,0,119,5,7,392.6070615668273,1215.0,1028.0,514.0,1560.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.25,102.8,222.8571428253061,0.69999999993,2074.0,0.3294871794869682,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,71,129
tree,0,96,5,6,27.708403815125063,4880.0,94.0,47.0,108.0,7984.0,4308,3676.0,0.0405345211581291,0.1681375876895224,8,59,13.56247525215149,31,0.1612903225806451,9.4,17.999999997,0.59999999994,155.0,0.4351851851811557,0.2364923018074017,0.0405345211581291,0.1681375876895224,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,mip,19,164
tree,0,109,5,5,441.952116949239,5542.0,80.0,40.0,102.0,8368.0,4329,4039.0,0.0358574610244989,0.0859923059515727,7,60,0.0022804880620643,31,0.1612903225806451,8.0,20.39999999592,0.49999999995,142.0,0.3921568627412533,0.1997704886678779,0.0358574610244989,0.0859923059515727,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,27,153
tree,0,181,2,1,696.2121899466456,9232.0,105.0,21.0,23.0,8612.0,4387,4225.0,0.0229398663697104,0.0439013351436976,7,63,0.0022804880620643,31,0.064516129032258,10.5,22.999999977,0.999999999,44.0,0.913043478221172,0.1764368365688056,0.0229398663697104,0.0439013351436976,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,25,147
fat_tree,0,207,5,7,598.2147325525265,2069.0,1134.0,567.0,1743.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.4627789821624756,20,0.25,113.4,248.99999996442855,0.69999999993,2310.0,0.3253012048190905,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pso_meta,61,129
tree,0,34,3,3,150.76549617809516,1761.0,224.0,16.0,60.0,8090.0,4406,3684.0,0.0187082405345211,0.1663272233536999,5,40,0.0022804880620643,31,0.0967741935483871,5.333333333333333,19.999999993333333,0.9999999996666666,76.0,0.2666666666622222,0.2263555513053456,0.0187082405345211,0.1663272233536999,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,165
tree,0,52,2,1,1236.1315572040126,2680.0,51.0,17.0,26.0,7882.0,4278,3604.0,0.0472160356347438,0.1844308667119257,10,49,0.0022804880620643,31,0.064516129032258,8.5,25.999999974,0.999999999,43.0,0.6538461538210059,0.2462465334225877,0.0472160356347438,0.1844308667119257,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,32,159
tree,0,41,3,3,34.118591412224795,2100.0,182.0,26.0,60.0,8204.0,4356,3848.0,0.0298440979955456,0.1292147544693369,6,43,0.0022804880620643,31,0.0967741935483871,8.666666666666666,19.999999993333333,0.9999999996666666,86.0,0.4333333333261111,0.2154537630295495,0.0298440979955456,0.1292147544693369,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,165
tree,0,104,2,1,464.0755202668502,5303.0,48.0,16.0,16.0,8502.0,4366,4136.0,0.0276169265033408,0.0640416383797238,6,60,0.0022804880620643,31,0.064516129032258,8.0,15.999999984,0.999999999,32.0,0.9999999999375,0.1869561059577317,0.0276169265033408,0.0640416383797238,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,32,149
fat_tree,0,8,6,9,270.0129964594614,86.0,1224.0,612.0,1929.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.3,102.0,214.3333333095185,0.59999999996,2541.0,0.3172628304819506,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,70,130
