v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_running_p_net_nodes,v_net_time_cost,v_net_time_revenue,p_net_num_nodes,v_net_size_ratio,v_net_demand_per_node,v_net_demand_per_link,v_net_connectivity,v_net_total_demand,v_net_node_to_link_demand_ratio,p_net_overall_util,p_net_node_util,p_net_link_util,system_load,topology_encoded,best_for_rac,best_for_lrc,best_for_lar,best_for_ast,best_for_balanced,num_algos_accepted,network_stress_index,problem_complexity,resource_bottleneck_ratio,vnr_size_category,cpu_intensive_flag,bandwidth_intensive_flag,utilization_pressure,resource_efficiency,p_net_node_link_resource_ratio,p_net_util_imbalance,p_net_resource_heterogeneity,p_net_fragmentation_estimate,p_net_uneven_utilization,p_net_health_score,vnr_demand_intensity,vnr_density_adjusted,vnr_node_link_demand_ratio,vnr_structural_complexity,graph_avg_degree,graph_degree_variance,graph_degree_max,graph_degree_min,graph_clustering_coeff,graph_diameter,graph_avg_shortest_path,graph_density,graph_num_components,complexity_network_stress,vnr_size_resource_ratio,graph_bottleneck_load,placement_difficulty,rank_friendly_indicator,exact_friendly_indicator
6,8,158.48868846217607,1100.0,550.0,1979.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.1935483870967742,91.66666666666669,247.37499996907812,0.5333333332977778,2529.0,0.2779181404748469,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,1348.79999991008,0.3705575191816775,1,0,1,0.0,3.638592327545041,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,51.61224489795919,1.4392727112957096,0.2779181403345537,0.7517830959340549,3.3333333333333335,0.5555555555555555,4,2,0.5277777777777778,2,1.3333333333333333,0.6666666666666666,1,0.2400306015109496,0.2748016950994241,0,0.12801632079730535,3.3333333333333335,30.673333333333332
10,26,316.9650055146148,704.0,352.0,1993.0,11942.0,1724,10218.0,0.3359013867488444,0.2891826086956521,4,23,0.0,0.0,20,0.5,35.2,76.65384615089793,0.5777777777649383,2345.0,0.1766181635724151,-0.142010136750502,0.3359013867488444,0.2891826086956521,0.1428571428520408,1,mcts,pl_rank,pso_meta,rw_rank_bfs,sa_meta,5,0.3125419977222482,1354.8888888587803,0.4592072193155104,2,0,1,0.0971368392845179,5.092537311261179,1.1615505742663303,0.0467187780531923,0.1687218633618397,0.0533533181133424,-0.0066345400601501,113.84084352488776,8.984674329501916,1.2582070348862002,0.1766181634838845,0.5879833535340221,5.2,0.96,7,4,0.5119047619047619,2,1.4222222222222225,0.5777777777777777,1,-0.284020273501004,0.19634932596500043,28,-0.1641006024636001,4.9570623541234,39.806666666666665
4,3,284.2947713166084,175.0,35.0,13.0,7990.0,4271,3719.0,0.0487750556792873,0.1584068793844761,8,58,21606.402620062236,13646.149023197202,31,0.1290322580645161,8.75,4.3333333318888885,0.4999999999166666,48.0,2.6923076921005915,0.2359185234770966,0.0487750556792873,0.1584068793844761,0.2857142857040816,0,ga_meta,pl_rank,ga_meta,pl_rank,pl_rank,2,0.1035909675318817,23.999999996,2.019230303927622,0,1,0,0.0077263043619599,166.45832986545147,0.3079080148589327,0.1096318237051887,1.1484269961956368,0.0837676457305592,0.0258641779746294,71.14041728595542,3.692307692307693,0.2476190191959215,2.6923074852071167,7.610511636145923,1.5,0.25,2,1,0.0,3,1.6666666666666667,0.5,1,0.7077555704312898,0.00600675760230259,16,0.35387778515666524,1.3355522644422169,19.975
4,3,263.0153988497282,810.0,405.0,648.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.1290322580645161,101.25,215.999999928,0.4999999999166666,1053.0,0.6249999999990355,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,526.49999991225,0.4687499979861111,0,0,1,0.0,8.738841397209077,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,81.0,1.0666666555983535,0.6249999990354939,1.7425023217136095,1.5,0.25,2,1,0.0,3,1.6666666666666667,0.5,1,0.3600459022664244,0.11441921112680647,0,0.18002295110320835,1.5,23.005
7,13,900.0043655881793,314.0,157.0,724.0,9244.0,4863,4381.0,0.016383495145631,0.064088869899594,1,8,0.0,0.0,16,0.4375,22.428571428571427,55.69230768802367,0.6190476190181405,881.0,0.2168508287289822,0.1159988524433394,0.016383495145631,0.064088869899594,0.0357142857130102,2,sa_meta,sa_meta,sa_meta,rw_rank_bfs,sa_meta,1,0.0402361825226125,545.3809523549818,0.40272296043986,1,0,1,0.0010499996888889,10.492622008521428,0.2556331471931227,0.047705374753963,1.110020543001593,0.0421716060271238,0.0055337687268391,88.03011515774367,9.576086956521738,1.5371549206572783,0.216850828429764,0.913309926287168,4.0,1.1428571428571428,6,3,0.7333333333333333,2,1.3333333333333333,0.6666666666666666,1,0.2319977048866788,0.0952947539210384,6,0.14361762682777174,3.809178500984148,30.813333333333333
2,1,14.088303613730236,195.0,15.0,9.0,8097.0,4331,3766.0,0.0354120267260579,0.1477709889115184,6,63,338.1192867295257,338.1192867295257,31,0.064516129032258,7.5,8.999999991,0.999999999,24.0,1.6666666664814815,0.2256861432533231,0.0354120267260579,0.1477709889115184,0.2142857142780612,0,ga_meta,ga_meta,ga_meta,pl_rank,pl_rank,2,0.0915915078187881,23.999999976,0.8333332415740843,0,0,1,0.0052328702086706,337.3749859427089,0.2396396433918311,0.1123589621854605,1.1500265530669074,0.0870011013498779,0.0253578608355825,71.87229483184326,8.0,1.1999998376000216,1.6666664814815022,4.523199742557339,1.0,0.0,1,1,0.0,1,1.0,1.0,1,0.2256861432533231,0.0029636947394418374,6,0.22568614302763695,0.8876410378145395,40.485
8,11,565.1557189446125,1636.0,818.0,2978.0,9625.0,4944,4681.0,0.0,0.0,0,0,0.0,0.0,31,0.2580645161290322,102.25,270.72727270266114,0.3928571428431122,3796.0,0.2746809939555827,0.0795639284689682,0.0,0.0,0.0,0,pso_meta,pso_meta,pso_meta,rw_rank_bfs,pso_meta,1,0.0,1491.285714232454,0.3776863653283076,2,0,1,0.0,2.5355637506492195,0.0,0.0,1.0561845757196786,0.0,0.0,96.25,42.651685393258425,1.0401676460000773,0.2746809938634382,0.6840298464836052,3.75,0.4375,5,3,0.3625,3,1.5,0.5357142857142857,1,0.2386917854069046,0.3943486391024309,0,0.09377177283507782,3.75,24.0625
2,1,2.337215442006562,87.0,29.0,29.0,8337.0,4602,3735.0,0.0558063192449733,0.193304535637149,10,51,135.5584956363806,135.5584956363806,31,0.064516129032258,14.5,28.999999971,0.999999999,58.0,0.9999999999655173,0.2027350100411208,0.0558063192449733,0.193304535637149,0.357142857130102,0,ga_meta,ga_meta,ga_meta,pl_rank,pl_rank,2,0.1245554274410611,57.999999941999995,0.4999999832586212,0,0,1,0.010787614627268,143.74137683204523,0.2886948842982258,0.1374982163921757,1.2321285137263378,0.1096225141112717,0.0278757022809039,71.90677369938432,19.333333333333332,1.9999998580689755,0.9999999655172426,1.2051367580227603,1.0,0.0,1,1,0.0,1,1.0,1.0,1,0.2027350100411208,0.006956104581434397,10,0.2027350098383858,0.8625017836078244,41.685
6,11,1201.9520319734054,680.0,340.0,1124.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.375,56.666666666666664,102.18181817252892,0.7333333332844444,1464.0,0.3024911032025779,0.1480348092187051,0.0,0.0,0.0,2,ga_meta,ga_meta,ga_meta,pl_rank,pl_rank,3,0.0,1073.5999999284263,0.5545670171617108,1,0,1,0.0,6.0853825095045195,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,21.850746268656717,1.32235291763246,0.3024911029337268,1.5733141497894043,4.333333333333333,0.2222222222222222,5,4,0.8222222222222223,2,1.1333333333333333,0.8666666666666667,1,0.2960696184374102,0.16430976430976432,0,0.2171177201729596,4.333333333333333,29.696666666666665
4,4,381.8939545875692,160.0,40.0,53.0,8265.0,4642,3623.0,0.0475995075913008,0.2174946004319654,11,63,56902.199233547806,35516.13777664393,31,0.1290322580645161,10.0,13.2499999966875,0.6666666665555555,93.0,0.7547169811178356,0.2096203500047815,0.0475995075913008,0.2174946004319654,0.3928571428431122,0,d_round,pl_rank,d_round,pl_rank,pl_rank,3,0.132547054011633,61.99999998966666,0.7547169243609869,0,0,1,0.0103526358843282,88.8709667863337,0.2188527376956774,0.1698950928406646,1.2812586250948776,0.1342816240153096,0.0356134688253549,68.60817057671908,5.470588235294118,0.8833332446319533,0.7547169668921327,2.992582676108736,2.0,0.5,3,1,0.5833333333333333,2,1.3333333333333333,0.6666666666666666,1,0.419240700009563,0.01125090733123639,33,0.279493799959793,1.6602098143186708,27.55
5,7,391.884684818543,574.0,41.0,108.0,16067.0,2476,13591.0,0.1045207956600361,0.0548678720445062,12,36,111295.25048846622,58390.818037962905,20,0.25,8.2,15.428571426367348,0.69999999993,149.0,0.3796296296261145,-0.53648273883523,0.1045207956600361,0.0548678720445062,0.4285714285561224,1,d_round,rw_rank_bfs,d_round,pl_rank,sa_meta,6,0.0796943338522711,104.29999998957,0.5314814471095358,1,0,1,0.0057348336422648,107.83221404139454,1.9049197070290664,0.0496529236155298,0.1821793834020911,0.0762908600679658,-0.0266379364524359,152.69226476269282,4.138888888888889,1.3170730097931873,0.3796296261145405,1.58740660528042,3.2,0.5599999999999999,4,2,0.8666666666666666,2,1.2,0.8,1,-1.07296547767046,0.009273089370176749,48,-0.7510758342942144,3.041110644430305,53.55666666666666
5,5,97.86448596467396,878.0,439.0,1192.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.25,87.8,238.39999995232,0.49999999995,1631.0,0.3682885906037179,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,rw_rank_bfs,4,0.0,815.49999991845,0.3682885891328498,1,0,1,0.0,10.609442053580969,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,62.73076923076923,1.3576309636288044,0.3682885902950599,0.845912871888365,2.4,1.4400000000000002,3,0,0.8,1,1.0,0.6,2,-0.6547767045997896,0.09425021670037562,0,-0.327388352267156,2.4,86.52
7,10,382.77865769651936,654.0,327.0,802.0,11070.0,2053,9017.0,0.2249905624764061,0.3847151142954623,2,23,0.0,0.0,16,0.4375,46.714285714285715,80.19999999198,0.4761904761678004,1129.0,0.4077306733161998,-0.0586210194128336,0.2249905624764061,0.3847151142954623,0.0714285714260204,2,mip,mip,mip,pl_rank,mip,1,0.3048528383859342,537.6190475934467,0.5824723832479397,1,0,1,0.0865572699585109,9.805137280952048,0.5848222991346111,0.1597245518190562,0.2276810468861393,0.1690877678719472,-0.009363216052891,93.01849211363049,15.901408450704226,0.8175331118383425,0.4077306728083159,1.155249717047777,3.142857142857143,0.4081632653061225,4,2,0.4285714285714285,2,1.4761904761904765,0.5238095238095238,1,-0.1172420388256672,0.1019781410893325,8,-0.05582954229527821,2.640865694282966,36.9
7,11,213.52432619695543,1380.0,690.0,2420.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.35,98.57142857142856,219.99999998,0.5238095237845805,3110.0,0.2851239669420309,-0.6547767045997896,0.0,0.0,0.0,1,sa_meta,sa_meta,sa_meta,pl_rank,sa_meta,1,0.0,1629.0476189700453,0.4480519460560803,1,0,1,0.0,5.563987136474602,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,39.87179487179487,1.169082113581661,0.2851239668243289,0.8017774820262417,3.4285714285714284,0.5306122448979592,4,2,0.5714285714285714,2,1.4285714285714286,0.5714285714285714,1,-1.3095534091995793,0.17971684484253106,0,-0.6859565476433055,3.4285714285714284,57.67999999999999
5,5,118.8733192667044,377.0,29.0,54.0,15959.0,2480,13479.0,0.1030741410488246,0.0626564673157162,9,36,14264.798312004526,9866.485499136465,20,0.25,5.8,10.79999999784,0.49999999995,83.0,0.5370370370270919,-0.526154728889739,0.1030741410488246,0.0626564673157162,0.3214285714170918,1,ga_meta,mip,mcts,pl_rank,mcts,5,0.0828653041822704,41.49999999585,0.5370369874187975,1,0,1,0.0064582615497212,192.27710611714332,1.6450416121905842,0.0404176737331084,0.1839899102170791,0.0616836238985059,-0.0212659501653975,153.13974344893322,3.1923076923076925,0.9310343219561514,0.5370370270919069,1.2852465726189566,2.4,1.4400000000000002,3,0,0.8,1,1.0,0.6,2,-0.526154728889739,0.005200501253132832,27,-0.2630773644185618,2.30299758304054,79.795
9,17,67.13233421003828,1028.0,514.0,1924.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.5625,57.111111111111114,113.17647058157786,0.472222222209105,2438.0,0.2671517671516283,0.1480348092187051,0.0,0.0,0.0,2,ga_meta,ga_meta,ga_meta,pl_rank,pl_rank,3,0.0,1151.277777745798,0.5046200001909875,2,0,1,0.0,3.654224772906389,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,15.831168831168831,0.9357976489030468,0.2671517670129149,0.5325572699760651,3.7777777777777777,1.2839506172839503,5,2,0.4444444444444444,3,1.5833333333333333,0.4722222222222222,1,0.4441044276561153,0.27362514029180696,0,0.20971597972067346,3.7777777777777777,22.2725
6,7,130.1757058141047,1250.0,250.0,475.0,9750.0,1313,8437.0,0.4942218798151001,0.4130782608695652,6,28,191488.463252548,94377.3867152259,20,0.3,41.666666666666664,67.85714284744898,0.4666666666355555,725.0,0.5263157894725762,0.0676102132542794,0.4942218798151001,0.4130782608695652,0.2142857142780612,1,ga_meta,pl_rank,ga_meta,rw_rank_bfs,ga_meta,5,0.4536500703423326,338.3333333107778,0.6140350787580795,1,0,1,0.2041523145977088,13.44827584351962,1.1964335337841052,0.0811436189455349,0.1556240369615237,0.0756574815644033,0.0054861373811316,89.58849715281035,16.86046511627907,0.7599999816007624,0.526315788365651,1.197746099280781,3.0,0.6666666666666666,4,2,0.5,2,1.4,0.6,1,0.1352204265085588,0.07435134857963285,24,0.06310286569978725,2.756569143163395,32.5
8,9,162.60800753236046,210.0,105.0,232.0,3906.0,964,2942.0,0.1689655172413793,0.4322655345426476,6,11,0.0,0.0,16,0.5,13.125,25.77777777491358,0.3214285714170918,337.0,0.4525862068946009,0.6264703069714067,0.1689655172413793,0.4322655345426476,0.2142857142780612,2,mcts,mcts,sa_meta,rw_rank_bfs,sa_meta,2,0.3006155258920134,108.32142856755996,0.5091594630633182,2,0,1,0.0730379696296197,11.590504416645388,0.390882716424371,0.2633000173012683,0.327668252777815,0.098350374636966,0.1649496426643022,28.775501324212463,4.616438356164384,0.631292468815639,0.4525862049457491,0.7415505439182017,3.25,0.1875,4,3,0.2083333333333333,3,1.5714285714285714,0.4642857142857143,1,1.87941092091422,0.0862554389557205,24,0.6040963674151387,2.394274943770878,9.765
7,14,652.0543626090407,360.0,180.0,702.0,8875.0,1289,7586.0,0.5057515337423313,0.4452650822669104,12,36,0.0,0.0,20,0.35,25.714285714285715,50.14285713927551,0.6666666666349206,882.0,0.2564102564098912,0.1512862197571005,0.5057515337423313,0.4452650822669104,0.4285714285561224,1,mcts,sa_meta,mip,pl_rank,mip,3,0.4755083080046208,587.999999972,0.5128205026299534,1,0,1,0.2251934982783952,10.06235826523542,1.1358411383312226,0.0604864514754208,0.1699182704758873,0.0513356848851831,0.0091507665902377,83.3818274315564,8.909090909090908,1.2999999492896843,0.2564102560449996,1.107976132656965,4.571428571428571,0.8163265306122449,6,3,0.7142857142857143,2,1.238095238095238,0.7619047619047619,1,0.302572439514201,0.09936908517350158,72,0.2017149596665285,4.294919078969505,29.583333333333332
4,4,211.69137568551432,36.0,12.0,78.0,8312.0,4380,3932.0,0.0244988864142539,0.1102059289431998,7,63,49324.09053472483,19052.223811696287,31,0.1290322580645161,3.0,19.499999995125,0.6666666665555555,90.0,0.1538461538441814,0.2051257530840585,0.0244988864142539,0.1102059289431998,0.2499999999910714,0,ga_meta,ga_meta,ga_meta,pl_rank,ga_meta,1,0.0673524076787268,59.99999999,0.1538461459950694,0,0,1,0.0026999225353567,92.35555452938272,0.2222989665820424,0.0857070425289459,1.1139369274888258,0.0681263208855884,0.0175807216433574,75.99603062499402,5.294117647058823,4.333331887083815,0.1538461518737673,0.549727402417899,2.0,0.5,3,1,0.5833333333333333,2,1.3333333333333333,0.6666666666666666,1,0.410251506168117,0.010826416456153013,21,0.27350100406649447,1.8285859149421082,27.706666666666667
7,9,145.9730376843157,1498.0,749.0,2817.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.2258064516129032,107.0,312.99999996522223,0.4285714285510204,3566.0,0.2658856940006155,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,1528.285714212939,0.3418530340895714,1,0,1,0.0,2.5804823324227475,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,55.71875,1.253671550167225,0.2658856939063239,0.568643939646971,3.142857142857143,0.4081632653061225,4,2,0.4285714285714285,2,1.4761904761904765,0.5238095238095238,1,0.2400306015109496,0.3874823427143323,0,0.10287025778550837,3.142857142857143,30.673333333333332
10,14,794.7366244819447,1326.0,663.0,1596.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.625,66.3,113.99999999185714,0.3111111111041975,2259.0,0.4154135338343261,0.1480348092187051,0.0,0.0,0.0,2,mcts,mcts,mcts,pl_rank,mcts,1,0.0,702.7999999843822,0.5815789423083928,2,0,1,0.0,3.9437804320744663,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,16.02127659574468,0.5349421738823983,0.4154135335743023,0.8632270671553092,3.4,1.44,5,1,0.3533333333333333,3,1.7777777777777777,0.3777777777777777,1,0.4441044276561153,0.25353535353535356,0,0.1381658219343877,3.4,22.2725
3,3,975.3993538436496,66.0,33.0,25.0,8084.0,4648,3436.0,0.0463684858432499,0.2578833693304535,7,45,0.0,0.0,31,0.0967741935483871,11.0,8.333333330555556,0.9999999996666666,58.0,1.3199999999472,0.2269293296356507,0.0463684858432499,0.2578833693304535,0.2499999999910714,0,d_round,pl_rank,d_round,pl_rank,pl_rank,2,0.1521259275868517,57.999999980666665,1.319999842040019,0,1,0,0.0119576613600087,139.37930794173607,0.1798033977927264,0.2115148834872036,1.35273573883797,0.1635159527694897,0.0479989307177138,63.74113681889446,5.8,0.7575756882001901,1.319999947200002,9.086710609910188,2.0,0.0,2,2,1.0,1,1.0,1.0,1,0.2269293296356507,0.0071737786023500305,14,0.2269293295600076,1.5769702330255928,40.42
5,7,1130.431501087978,394.0,197.0,642.0,10161.0,1728,8433.0,0.347678369195923,0.4245649948822927,4,21,0.0,0.0,16,0.3125,39.4,91.71428570118368,0.69999999993,839.0,0.3068535825540391,0.0283063976283829,0.347678369195923,0.4245649948822927,0.1428571428520408,2,mip,mip,mip,pl_rank,mip,1,0.3861216820391078,587.2999999412699,0.4295950109536369,1,0,1,0.1476120650383509,12.110846231095534,0.8189030053909849,0.0768866256863697,0.2049092849276758,0.0747102422873867,0.002176383398983,93.79754996400796,23.305555555555557,1.6294415826133757,0.306853582076552,1.5102925976201904,3.2,0.5599999999999999,4,2,0.8666666666666666,2,1.2,0.8,1,0.0566127952567658,0.0825624876992718,16,0.03962895667577316,2.953962797803617,33.87
6,9,42.66498277640848,1218.0,609.0,2064.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.3,101.5,229.33333330785183,0.59999999996,2673.0,0.2950581395347407,-0.6547767045997896,0.0,0.0,0.0,1,mcts,mip,mcts,pl_rank,rw_rank_bfs,4,0.0,1603.79999989308,0.4425872074216158,1,0,1,0.0,6.473625137869949,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,48.6,1.3556650110332291,0.2950581393919292,0.6685804653891319,3.3333333333333335,0.5555555555555555,4,2,0.5277777777777778,2,1.3333333333333333,0.6666666666666666,1,-1.3095534091995793,0.15446402773764809,0,-0.7857320454673654,3.3333333333333335,57.67999999999999
8,14,206.364930195333,2080.0,1040.0,4472.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.2580645161290322,130.0,319.4285714057551,0.4999999999821428,5512.0,0.2325581395348317,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,2755.9999999015713,0.4069767429410388,2,0,1,0.0,1.6694484757493742,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,48.7787610619469,1.2285714189892465,0.2325581394828805,0.6202883940358969,4.0,0.5,5,3,0.425,3,1.4642857142857142,0.5714285714285714,1,0.3600459022664244,0.5989351298489622,0,0.1800229511267828,4.0,23.005
8,15,1864.6230330621263,836.0,418.0,1479.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.5,52.25,98.59999999342666,0.5357142856951531,1897.0,0.2826233941850692,0.1480348092187051,0.0,0.0,0.0,2,ga_meta,pl_rank,mip,pl_rank,rw_rank_bfs,5,0.0,1016.2499999637056,0.5299188587582604,2,0,1,0.0,4.696362675436815,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,15.677685950413224,1.0109364125374978,0.2826233939941694,1.1402870338150308,4.25,0.9375,6,3,0.5708333333333333,3,1.4285714285714286,0.6071428571428571,1,0.4441044276561153,0.21290684624017958,0,0.2379130862358506,4.25,22.2725
3,2,425.2658776227573,99.0,33.0,10.0,8761.0,4667,4094.0,0.0424702503077554,0.1157667386609071,8,63,26791.750290233707,18286.432737778563,31,0.0967741935483871,11.0,4.9999999975,0.6666666664444444,43.0,3.29999999967,0.1621880080328965,0.0424702503077554,0.1157667386609071,0.2857142857040816,0,d_round,pl_rank,d_round,pl_rank,pl_rank,3,0.0791184944843312,28.666666657111108,2.199999561100088,0,1,0,0.0049166423682412,203.74418130827488,0.366857388759697,0.0732964883531517,1.1399609181387491,0.0614086769113476,0.011887811441804,81.18849465538038,6.142857142857143,0.3030302752295709,3.299999670000034,13.32113920463694,2.0,0.0,2,2,1.0,1,1.0,1.0,1,0.1621880080328965,0.00490755535265921,16,0.10812533865255589,1.8534070232936966,43.805
4,4,381.6089317019422,862.0,431.0,775.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.2,107.75,193.7499999515625,0.6666666665555555,1206.0,0.5561290322573469,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,mcts,2,0.0,803.9999998659999,0.5561290295267534,0,0,1,0.0,14.348258694570266,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,70.94117647058823,1.1987625560471895,0.5561290315404787,2.2048712048254853,2.0,0.5,3,1,0.5833333333333333,2,1.3333333333333333,0.6666666666666666,1,-1.3095534091995793,0.06969084079745738,0,-0.8730356059875469,2.0,57.67999999999999
5,5,704.3302686324715,1068.0,534.0,1273.0,9659.0,4735,4924.0,0.0,0.0,0,0,0.0,0.0,31,0.1612903225806451,106.8,254.59999994908,0.49999999995,1807.0,0.4194815396697411,0.0763125179305728,0.0,0.0,0.0,0,d_round,mip,d_round,pl_rank,d_round,2,0.0,903.49999990965,0.4194815381063568,1,0,1,0.0,5.345323738049073,0.0,0.0,0.9616165716974784,0.0,0.0,96.59,69.5,1.1919475540249291,0.4194815393405486,1.375619689195882,2.4,1.4400000000000002,3,0,0.8,1,1.0,0.6,2,0.0763125179305728,0.1870600414078675,0,0.03815625896147077,2.4,48.295
6,9,334.09623959343236,1168.0,584.0,2643.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.3,97.33333333333331,293.666666634037,0.59999999996,3227.0,0.2209610291334767,-0.6547767045997896,0.0,0.0,0.0,1,mcts,mip,pl_rank,pl_rank,pl_rank,4,0.0,1936.19999987092,0.3314415426085355,1,0,1,0.0,5.362255963631157,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,58.67272727272727,1.8102739536822088,0.220961029049958,0.7708558409005385,3.3333333333333335,0.5555555555555555,4,2,0.5277777777777778,2,1.3333333333333333,0.6666666666666666,1,-1.3095534091995793,0.18647789656168737,0,-0.7857320454673654,3.3333333333333335,57.67999999999999
6,7,384.2312961608812,436.0,218.0,460.0,8544.0,1358,7186.0,0.4768875192604006,0.5001043478260869,5,36,0.0,0.0,20,0.3,36.333333333333336,65.71428570489796,0.4666666666355555,678.0,0.4739130434772306,0.1829396576455962,0.4768875192604006,0.5001043478260869,0.178571428565051,1,mcts,pl_rank,sa_meta,rw_rank_bfs,sa_meta,4,0.4884959335432438,316.3999999789067,0.5528985423899497,1,0,1,0.2384935218061231,12.601769892917744,0.9535741245987228,0.0232168285656863,0.1889785694142807,0.0189695498962631,0.0042472786694231,83.45635416734775,15.767441860465116,0.8440366738404934,0.4739130424480151,1.316748670448871,3.0,0.6666666666666666,4,2,0.5,2,1.4,0.6,1,0.3658793152911924,0.07934464599180807,20,0.1707436804578402,2.930349514302941,28.479999999999997
5,7,143.454546343116,1162.0,581.0,1716.0,16971.0,2596,14375.0,0.0,0.0,0,0,0.0,0.0,16,0.3125,116.2,245.14285710783673,0.69999999993,2297.0,0.3385780885778913,-0.6229320072678588,0.0,0.0,0.0,2,mcts,pl_rank,mcts,rw_rank_bfs,pl_rank,2,0.0,1607.8999998392098,0.4740093221434351,1,0,1,0.0,7.3883326045327244,0.0,0.0,0.1805913043352632,0.0,-0.0,169.71,63.80555555555556,1.476764186588309,0.3385780883807819,1.178615865140824,3.2,0.5599999999999999,4,2,0.8666666666666666,2,1.2,0.8,1,-1.2458640145357176,0.13534056092387461,0,-0.8721048100877917,3.2,56.57
6,6,172.75978908831172,160.0,80.0,123.0,4236.0,743,3493.0,0.3594827586206897,0.3259359320725589,8,16,53901.05419555325,35070.23718492728,16,0.375,13.333333333333334,20.499999996583337,0.3999999999733333,203.0,0.6504065040597528,0.5949124988046285,0.3594827586206897,0.3259359320725589,0.2857142857040816,2,d_round,pl_rank,d_round,rw_rank_bfs,d_round,4,0.3427093453466243,81.19999999458668,0.6504064724462967,1,0,1,0.1171683479950491,20.866994971098546,1.102921219558706,0.0335468265481307,0.2127111364979355,0.0135894001394168,0.0199574264087139,40.93895642742118,5.486486486486487,0.6149999537315036,0.6504064987771829,1.3418338400126688,2.6666666666666665,1.5555555555555554,4,1,0.5,3,1.5333333333333334,0.5333333333333333,1,1.7847374964138853,0.04791125796554166,32,0.7138949985179611,2.577208462538318,10.59
5,4,233.43217208535285,1296.0,648.0,860.0,16971.0,2596,14375.0,0.0,0.0,0,0,0.0,0.0,16,0.3125,129.6,214.99999994625,0.39999999996,1508.0,0.7534883720921471,-0.6229320072678588,0.0,0.0,0.0,2,mcts,pl_rank,mcts,rw_rank_bfs,pl_rank,2,0.0,603.1999999396801,0.6027906950214386,1,0,1,0.0,11.253978772377998,0.0,0.0,0.1805913043352632,0.0,-0.0,169.71,71.80952380952381,0.6635802415611094,0.753488371216874,1.644764540848979,2.0,1.2,3,0,0.6666666666666666,2,1.1666666666666667,0.5,2,-1.2458640145357176,0.08885222719773744,0,-0.4983456057644525,2.0,56.57
