v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_running_p_net_nodes,v_net_time_cost,v_net_time_revenue,p_net_num_nodes,v_net_size_ratio,v_net_demand_per_node,v_net_demand_per_link,v_net_connectivity,v_net_total_demand,v_net_node_to_link_demand_ratio,p_net_overall_util,p_net_node_util,p_net_link_util,system_load,topology_encoded,best_for_rac,best_for_lrc,best_for_lar,best_for_ast,best_for_balanced,num_algos_accepted,network_stress_index,problem_complexity,resource_bottleneck_ratio,vnr_size_category,cpu_intensive_flag,bandwidth_intensive_flag,utilization_pressure,resource_efficiency,p_net_node_link_resource_ratio,p_net_util_imbalance,p_net_resource_heterogeneity,p_net_fragmentation_estimate,p_net_uneven_utilization,p_net_health_score,vnr_demand_intensity,vnr_density_adjusted,vnr_node_link_demand_ratio,vnr_structural_complexity,graph_avg_degree,graph_degree_variance,graph_degree_max,graph_degree_min,graph_clustering_coeff,graph_diameter,graph_avg_shortest_path,graph_density,graph_num_components,complexity_network_stress,vnr_size_resource_ratio,graph_bottleneck_load,placement_difficulty,rank_friendly_indicator,exact_friendly_indicator
5,6,686.5332994827498,302.0,151.0,565.0,12057.0,2110,9947.0,0.2034730086825217,0.3212555441828727,2,22,0.0,0.0,16,0.3125,30.2,94.16666665097222,0.59999999994,716.0,0.2672566371676685,-0.1530075547480156,0.2034730086825217,0.3212555441828727,0.0714285714260204,2,mip,mip,mip,pl_rank,mip,1,0.2623642764326972,429.59999995704,0.320707961249473,1,0,1,0.0653668321308298,16.83938545134164,0.6333661130547937,0.117782535500351,0.2121242585490977,0.135804153249281,-0.01802161774893,106.36895969472268,23.096774193548388,1.8708608647043865,0.267256636695121,1.047610247533208,2.4,1.4400000000000002,3,0,0.8,1,1.0,0.6,2,-0.1530075547480156,0.05937966495272848,6,-0.09180453283962892,2.1173219147991573,60.285
5,5,64.3003937837447,938.0,469.0,1077.0,9659.0,4735,4924.0,0.0,0.0,0,0,0.0,0.0,31,0.1612903225806451,93.8,215.39999995692,0.49999999995,1546.0,0.4354688950785186,0.0763125179305728,0.0,0.0,0.0,0,mip,mip,mip,pl_rank,mip,1,0.0,772.9999999227,0.4354688931443412,1,0,1,0.0,6.24773608910237,0.0,0.0,0.9616165716974784,0.0,0.0,96.59,59.46153846153846,1.1481876206769976,0.4354688946745877,0.909911835217186,2.4,1.4400000000000002,3,0,0.8,1,1.0,0.6,2,0.0763125179305728,0.16004140786749482,0,0.03815625896147077,2.4,48.295
8,13,56.452751411561366,1544.0,772.0,3378.0,9659.0,4735,4924.0,0.0,0.0,0,0,0.0,0.0,31,0.2580645161290322,96.5,259.8461538261657,0.4642857142691327,4150.0,0.2285375962107079,0.0763125179305728,0.0,0.0,0.0,0,d_round,d_round,d_round,pl_rank,d_round,1,0.0,1926.7857142169007,0.3713735924418719,2,0,1,0.0,2.327469878957236,0.0,0.0,0.9616165716974784,0.0,0.0,96.59,39.523809523809526,1.2501850350164063,0.2285375961431209,0.4298344711268735,4.0,0.5,5,3,0.425,3,1.4642857142857142,0.5714285714285714,1,0.22893755379171837,0.42960662525879917,0,0.10629243568521596,4.0,24.1475
4,3,423.6684739536506,590.0,118.0,171.0,8319.0,1194,7125.0,0.5777934936350778,0.5142487046632125,15,36,191921.81870100377,122440.18897260504,20,0.2,29.5,56.999999981,0.4999999999166666,289.0,0.6900584795281284,0.2044563450320359,0.5777934936350778,0.5142487046632125,0.5357142856951531,1,ga_meta,sa_meta,ga_meta,rw_rank_bfs,ga_meta,2,0.5460210991491452,144.4999999759167,0.5175438507419208,0,0,1,0.2971295556646708,28.78546702842399,1.1235660193786223,0.0635447889718653,0.1675789473449012,0.0505526536728457,0.0129921352990196,77.90370900543053,22.23076923076923,0.9661016616829944,0.690058475496734,2.087878475609012,1.5,0.25,2,1,0.0,3,1.6666666666666667,0.5,1,0.6133690350961077,0.034735576923076925,30,0.30668451749693976,1.404682816542202,20.7975
8,17,44.57714434305558,582.0,291.0,1401.0,12023.0,2042,9981.0,0.2134052388289676,0.3056695652173913,2,13,0.0,0.0,20,0.4,36.375,82.4117647010346,0.6071428571211734,1692.0,0.2077087794431065,-0.1497561442096202,0.2134052388289676,0.3056695652173913,0.0714285714260204,1,mcts,rw_rank_bfs,mip,rw_rank_bfs,mip,6,0.2595374020231794,1027.2857142490254,0.4413811509870774,2,0,1,0.065231486567964,7.1057919579753,0.6981543632675097,0.0922643263884236,0.2045887185447762,0.1060814761564519,-0.0138171497680282,109.13706003831982,12.35036496350365,1.3755522448228668,0.2077087792949973,0.4816611428899321,4.75,1.1875,6,3,0.6541666666666667,2,1.3214285714285714,0.6785714285714286,1,-0.2995122884192404,0.1407185628742515,12,-0.18184674653375854,4.311744449654988,40.07666666666667
5,5,352.5757491009,1196.0,598.0,1128.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.25,119.6,225.59999995488,0.49999999995,1726.0,0.5301418439711613,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,mcts,3,0.0,862.9999999137,0.53014184172774,1,0,1,0.0,10.025492462325902,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,66.38461538461539,0.9431438045402692,0.5301418435016473,1.5554620795594645,2.4,1.4400000000000002,3,0,0.8,1,1.0,0.6,2,-0.6547767045997896,0.09973995954926322,0,-0.327388352267156,2.4,86.52
2,1,51.54842644184209,68.0,17.0,5.0,8883.0,4758,4125.0,0.0237997537956503,0.1090712742980561,6,63,1134.065381720526,1134.065381720526,31,0.064516129032258,8.5,4.999999995,0.999999999,22.0,3.39999999932,0.1505211819833604,0.0237997537956503,0.1090712742980561,0.2142857142780612,0,d_round,ga_meta,d_round,pl_rank,pl_rank,3,0.0664355140468532,21.999999978,1.6999996617000674,0,1,0,0.0025958694744715,403.7727089194223,0.2182016827724152,0.0852715205024058,1.15345454517492,0.0724363504468653,0.0128351700555404,81.25533083377128,7.333333333333333,0.5882352237370325,3.399999320000136,13.469899503547882,1.0,0.0,1,1,0.0,1,1.0,1.0,1,0.1505211819833604,0.002476361999099505,6,0.15052118183283922,0.9147284794975942,44.415
7,14,256.3573213852533,508.0,254.0,1244.0,9350.0,1166,8184.0,0.5508474576271186,0.4306782608695652,7,35,0.0,0.0,20,0.35,36.285714285714285,88.85714285079592,0.6666666666349206,1498.0,0.2041800643085175,0.1058621019412833,0.5508474576271186,0.4306782608695652,0.2499999999910714,1,mcts,pl_rank,mcts,rw_rank_bfs,rw_rank_bfs,3,0.4907628592483419,998.6666666191112,0.4083601240508391,1,0,1,0.2372380250552689,6.241655536554301,1.2790201611169465,0.1201691967575534,0.1424731182621611,0.1074478330002031,0.0127213637573502,82.26418010316875,15.131313131313131,1.6325458865727576,0.2041800641445497,0.7555295983594205,4.571428571428571,0.8163265306122449,6,3,0.7142857142857143,2,1.238095238095238,0.7619047619047619,1,0.2117242038825666,0.16019677039888783,42,0.141149469248323,4.022083671965469,31.166666666666664
9,11,2020.424152917951,1012.0,506.0,1147.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.5625,56.22222222222222,104.27272726324792,0.3055555555470679,1653.0,0.4411508282472178,0.1480348092187051,0.0,0.0,0.0,2,ga_meta,pl_rank,mip,pl_rank,mip,4,0.0,505.0833333193033,0.5391843405140706,2,0,1,0.0,5.389594673085544,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,16.53,0.5666995945961861,0.4411508278629896,1.0260081716377312,2.888888888888889,1.654320987654321,5,1,0.2259259259259259,3,1.8055555555555556,0.3611111111111111,1,0.4441044276561153,0.18552188552188553,0,0.13569857511337696,2.888888888888889,22.2725
8,17,1178.335358417955,650.0,325.0,1337.0,10035.0,1855,8180.0,0.2997357493393733,0.4418287273967929,3,23,0.0,0.0,16,0.5,40.625,78.64705881890312,0.6071428571211734,1662.0,0.243081525803857,0.0403557425647891,0.2997357493393733,0.4418287273967929,0.1071428571390306,2,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,pl_rank,rw_rank_bfs,1,0.3707822383680831,1009.0714285353904,0.5165482357960396,2,0,1,0.1324318646859394,6.037906133551199,0.6783965196397715,0.1420929780574196,0.2267726161091965,0.1363587104146701,0.0057342676427494,86.09096965193794,12.13138686131387,1.1753845863409536,0.2430815256222277,1.0438268598066116,4.75,1.1875,6,3,0.6541666666666667,2,1.3214285714285714,0.6785714285714286,1,0.0807114851295782,0.1656038262255879,18,0.04900340168406521,4.075058354227257,33.449999999999996
5,4,365.9560913452528,98.0,49.0,94.0,8015.0,4274,3741.0,0.0481069042316257,0.153428377460964,9,62,0.0,0.0,31,0.1612903225806451,9.8,23.499999994125,0.39999999996,143.0,0.5212765957391353,0.2335277804341589,0.0481069042316257,0.153428377460964,0.3214285714170918,0,pl_rank,pl_rank,pl_rank,pl_rank,pl_rank,1,0.1007676408462948,57.199999994280006,0.4170212589544145,1,0,1,0.0073809642609283,56.04895065700035,0.3135442835506858,0.1053214732293383,1.1424752736855186,0.0807259833540352,0.024595489875303,71.70848392066854,6.809523809523809,0.9591835752577984,0.5212765901991853,1.23130582003614,2.0,1.2,3,0,0.6666666666666666,2,1.1666666666666667,0.5,2,0.4670555608683178,0.01783932135728543,27,0.1868222243286449,1.7893570535413235,26.71666666666667
6,5,1474.3629474939034,218.0,109.0,247.0,9221.0,4823,4398.0,0.0244741100323624,0.0604571672719503,1,7,0.0,0.0,16,0.375,18.166666666666668,49.39999999012,0.3333333333111111,356.0,0.4412955465569178,0.1181983360428421,0.0244741100323624,0.0604571672719503,0.0357142857130102,2,ga_meta,sa_meta,ga_meta,rw_rank_bfs,ga_meta,2,0.0424656386521563,118.66666665875556,0.367746281428213,1,0,1,0.0014796353640586,25.901685320500885,0.404810650681388,0.0359830572395879,1.096634833766113,0.0317299197481342,0.0042531374914536,88.89200229193759,11.483870967741936,0.906421968212124,0.4412955447720828,1.0733277518831252,2.6666666666666665,1.5555555555555554,4,1,0.5,3,1.5333333333333334,0.5333333333333333,1,0.3545950081285263,0.03860333983951421,4,0.11819833603496221,2.570711847361099,23.0525
7,13,170.11860575843852,1464.0,732.0,2838.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.2258064516129032,104.57142857142856,218.3076922908994,0.6190476190181405,3570.0,0.2579281183931438,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,2209.999999894762,0.4790093605729461,1,0,1,0.0,2.5775910356925515,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,38.80434782608695,1.2923497142564688,0.2579281183023509,0.8210790365417859,4.0,1.1428571428571428,6,3,0.7333333333333333,2,1.3333333333333333,0.6666666666666666,1,0.2400306015109496,0.38791698359230686,0,0.14859037235684544,4.0,30.673333333333332
6,5,566.9734909058881,1130.0,565.0,1350.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.3,94.16666666666669,269.999999946,0.3333333333111111,1915.0,0.4185185185182085,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mcts,pl_rank,rw_rank_bfs,4,0.0,638.3333332907778,0.3487654308767947,1,0,1,0.0,9.036031326874134,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,61.774193548387096,0.9557522019849322,0.4185185182085048,0.884758575713399,2.6666666666666665,1.5555555555555554,4,1,0.5,3,1.5333333333333334,0.5333333333333333,1,-1.964330113799369,0.11066165848020804,0,-0.6547767045561378,2.6666666666666665,43.26
2,1,429.8484767401351,60.0,30.0,8.0,8458.0,4784,3674.0,0.0184653262207632,0.2064794816414686,4,20,30089.393371809456,16334.242116125131,16,0.125,15.0,7.999999991999999,0.999999999,38.0,3.74999999953125,0.191163813713302,0.0184653262207632,0.2064794816414686,0.1428571428520408,2,d_round,ga_meta,mcts,pl_rank,mcts,4,0.1124724039311158,37.999999962,1.8749997675000292,0,1,0,0.0038127109864038,222.5789415110805,0.0894289187722173,0.1880141554207054,1.3021230263195094,0.1520726524383978,0.0359415029823075,68.67776273451673,12.666666666666666,0.5333332967111135,3.749999531250059,22.74658672267305,1.0,0.0,1,1,0.0,1,1.0,1.0,1,0.191163813713302,0.0044922567679394725,4,0.19116381352213818,0.8119858445792946,42.29
6,6,172.8369644851894,1160.0,580.0,1505.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.3,96.66666666666669,250.83333329152777,0.3999999999733333,2085.0,0.3853820598004084,-0.6547767045997896,0.0,0.0,0.0,1,mcts,sa_meta,mip,pl_rank,mip,5,0.0,833.9999999444001,0.385382058328488,1,0,1,0.0,8.299280571559098,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,56.351351351351354,1.037931023503357,0.3853820595445966,0.7951384363759619,2.6666666666666665,1.5555555555555554,4,1,0.5,3,1.5333333333333334,0.5333333333333333,1,-1.964330113799369,0.12048540884137532,0,-0.7857320454673654,2.6666666666666665,43.26
7,9,424.8870652977719,902.0,451.0,955.0,8909.0,4490,4419.0,0.0,0.0,0,0,0.0,0.0,16,0.4375,64.42857142857143,106.111111099321,0.4285714285510204,1406.0,0.4722513089000291,0.1480348092187051,0.0,0.0,0.0,2,mcts,pl_rank,mcts,pl_rank,pl_rank,2,0.0,602.5714285427347,0.60718024864602,1,0,1,0.0,6.336415358224455,0.0,0.0,1.0160669832504938,0.0,0.0,89.09,21.96875,0.7058388655031755,0.4722513084060196,1.2253250113049778,3.142857142857143,0.4081632653061225,4,2,0.4285714285714285,2,1.4761904761904765,0.5238095238095238,1,0.2960696184374102,0.15780022446689113,0,0.12688697932427642,3.142857142857143,29.696666666666665
6,6,159.48055134355334,1331.0,121.0,212.0,8436.0,1130,7306.0,0.6004243281471005,0.5019089173711481,16,36,77029.10629893627,53107.02359740326,20,0.3,20.166666666666668,35.33333332744444,0.3999999999733333,333.0,0.5707547169784398,0.1932676675910872,0.6004243281471005,0.5019089173711481,0.5714285714081633,1,ga_meta,mip,ga_meta,rw_rank_bfs,ga_meta,3,0.5511666227591243,133.19999999112,0.570754700922823,1,0,1,0.3013583245036101,25.33333325725726,1.1962790679489677,0.0985154107759523,0.1546673966391093,0.0794755671135062,0.0190398436624461,76.04923994694066,9.0,0.7008264113657425,0.5707547142888929,1.1593564224371982,2.6666666666666665,1.5555555555555554,4,1,0.5,3,1.5333333333333334,0.5333333333333333,1,0.5798030027732617,0.03946900557070049,64,0.2319212010938432,2.4039589045974603,21.09
10,20,46.93727423938378,236.0,118.0,516.0,4060.0,833,3227.0,0.2818965517241379,0.3772674642994983,8,16,0.0,0.0,16,0.625,11.8,25.79999999871,0.4444444444345679,634.0,0.2286821705421924,0.6117433298269102,0.2818965517241379,0.3772674642994983,0.2857142857040816,2,mcts,mcts,sa_meta,rw_rank_bfs,sa_meta,2,0.3295820080118181,281.77777777151607,0.4573643233808402,2,0,1,0.1063503972637378,6.403785478858382,0.7472041222622614,0.0953709125753604,0.2581344901586196,0.0370283929478782,0.0583425196274821,36.727940949440374,3.154228855721393,0.9717513300073888,0.2286821700994531,0.3933224957848929,4.2,1.96,7,2,0.5266666666666666,3,1.5555555555555556,0.4666666666666667,1,1.8352299894807305,0.15611918246737258,56,0.815657773084421,3.7994421671834866,10.15
4,3,347.7915241262213,270.0,45.0,69.0,8628.0,4682,3946.0,0.0393926959376282,0.1477321814254859,7,51,90773.58779694376,39648.23375038923,31,0.1290322580645161,11.25,22.999999992333333,0.4999999999166666,114.0,0.6521739130340264,0.1749067610213254,0.0393926959376282,0.1477321814254859,0.2499999999910714,0,ga_meta,pl_rank,ga_meta,pl_rank,pl_rank,2,0.093562438681557,56.9999999905,0.4891304136791124,0,0,1,0.0058195689030966,75.68420986241921,0.2666475842293913,0.1083394854878576,1.186517992603518,0.0893901769904596,0.018949308497398,76.93246919210765,8.76923076923077,1.0222221308469217,0.6521739035916826,1.909067736059392,1.5,0.25,2,1,0.0,3,1.6666666666666667,0.5,1,0.5247202830639762,0.013211264341175108,14,0.26236014148826137,1.3374907717682136,21.57
4,4,105.0870585101534,1050.0,105.0,215.0,6330.0,910,5420.0,0.6782178217821782,0.6304881374420508,20,36,88693.47738256949,33627.85872324909,20,0.2,26.25,53.7499999865625,0.6666666665555555,320.0,0.4883720930209843,0.3946638615281629,0.6782178217821782,0.6304881374420508,0.714285714260204,1,ga_meta,sa_meta,ga_meta,rw_rank_bfs,ga_meta,2,0.6543529796121145,213.33333329777776,0.4883720840593566,0,0,1,0.4276082912354502,19.781249938183596,1.075701041470384,0.0477296843401273,0.1678966789358124,0.0288925028089324,0.0188371815311949,60.27871098126994,18.823529411764707,1.3650793125075604,0.4883720907517577,1.5185962995568998,2.0,0.5,3,1,0.5833333333333333,2,1.3333333333333333,0.6666666666666666,1,0.7893277230563258,0.05054493760859264,60,0.5262184819498474,1.9045406313197455,21.099999999999998
8,14,407.50758511735296,1554.0,777.0,3924.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0,0.0,20,0.4,97.125,280.28571426569385,0.4999999999821428,4701.0,0.1980122324158516,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,sa_meta,rw_rank_bfs,pl_rank,rw_rank_bfs,2,0.0,2350.4999999160536,0.3465214055162654,2,0,1,0.0,3.680918952631159,0.0,0.0,0.1807574206632031,0.0,-0.0,173.04,41.60176991150443,1.4429122850443197,0.1980122323654403,0.5952753114953002,4.0,0.5,5,3,0.425,3,1.4642857142857142,0.5714285714285714,1,-1.964330113799369,0.2716555908696908,0,-0.982165056864607,4.0,43.26
4,4,368.1529652096488,624.0,78.0,157.0,6769.0,987,5782.0,0.650990099009901,0.605808562857922,16,36,167141.44620518055,86515.94682426746,20,0.2,19.5,39.2499999901875,0.6666666665555555,235.0,0.4968152866210394,0.3526824136941762,0.650990099009901,0.605808562857922,0.5714285714081633,1,ga_meta,sa_meta,ga_meta,rw_rank_bfs,ga_meta,2,0.6283993309339115,156.66666664055555,0.4968152740906937,0,0,1,0.3943753763159244,28.80425519657764,1.074578776767469,0.045181536151979,0.1707021791472324,0.0292468029274884,0.0159347332244906,64.63166181787254,13.823529411764708,1.341880272506852,0.4968152834597752,1.9578533569626249,2.0,0.5,3,1,0.5833333333333333,2,1.3333333333333333,0.6666666666666666,1,0.7053648273883524,0.03471196454948301,48,0.47024321818052767,1.909636927696042,22.563333333333333
8,13,502.5578276427101,1682.0,841.0,3244.0,9202.0,4586,4616.0,0.0,0.0,0,0,0.0,0.0,31,0.2580645161290322,105.125,249.53846151926624,0.4642857142691327,4085.0,0.2592478421700804,0.1200153007554748,0.0,0.0,0.0,0,pl_rank,pl_rank,pl_rank,rw_rank_bfs,pl_rank,1,0.0,1896.607142789407,0.4212777418706888,2,0,1,0.0,2.2526315783959285,0.0,0.0,0.9935008663358966,0.0,0.0,92.02,38.904761904761905,1.102089338806218,0.2592478420902442,0.7488751796726525,4.0,0.5,5,3,0.425,3,1.4642857142857142,0.5714285714285714,1,0.3600459022664244,0.4438769966315332,0,0.16716416890344118,4.0,23.005
