v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,25.0,4760,2386,2374,0.0,0.0,0,331.2160171223706,25.0,9,18,False,"{0: 6, 3: 2, 5: 13, 6: 14, 4: 0, 2: 5}","{(3, 0): [(2, 6)], (5, 0): [(13, 6)], (6, 0): [(14, 6)], (6, 5): [(14, 6), (6, 13)], (4, 0): [(0, 2), (2, 6)], (2, 0): [(5, 2), (2, 6)]}","{(0, 6): {'cpu': 13}, (3, 2): {'cpu': 11}, (5, 13): {'cpu': 14}, (6, 14): {'cpu': 16}, (4, 0): {'cpu': 10}, (2, 5): {'cpu': 4}}","{((3, 0), (2, 6)): {'bw': 12}, ((5, 0), (13, 6)): {'bw': 2}, ((6, 0), (14, 6)): {'bw': 24}, ((6, 5), (14, 6)): {'bw': 37}, ((6, 5), (6, 13)): {'bw': 37}, ((4, 0), (0, 2)): {'bw': 18}, ((4, 0), (2, 6)): {'bw': 18}, ((2, 0), (5, 2)): {'bw': 29}, ((2, 0), (2, 6)): {'bw': 29}}",0.0,0.0,170.0,85.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1700.0,"{'node_level': {'cpu': -80}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -87}, 3: {'cpu': -40}, 5: {'cpu': -86}, 6: {'cpu': -78}, 4: {'cpu': -86}, 2: {'cpu': -54}, 1: {'cpu': -80}}, 'link_level': {(3, 0): {'bw': -70}, (5, 0): {'bw': -79}, (6, 0): {'bw': -76}, (6, 5): {'bw': -39}, (4, 0): {'bw': -52}, (2, 0): {'bw': -23}, (1, 0): {'bw': -19}, (1, 3): {'bw': -32}, (1, 5): {'bw': 100.0}}, 'path_level': {(3, 0): {}, (5, 0): {}, (6, 0): {}, (6, 5): {}, (4, 0): {}, (2, 0): {}, (1, 0): {}, (1, 3): {}, (1, 5): {}}}","{'node_level': {0: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(3, 0): {'bw': 0}, (5, 0): {'bw': 0}, (6, 0): {'bw': 0}, (6, 5): {'bw': 0}, (4, 0): {'bw': 0}, (2, 0): {'bw': 0}, (1, 0): {'bw': 0}, (1, 3): {'bw': 0}, (1, 5): {'bw': 100.0}}, 'path_level': {(3, 0): {}, (5, 0): {}, (6, 0): {}, (6, 5): {}, (4, 0): {}, (2, 0): {}, (1, 0): {}, (1, 3): {}, (1, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,17.0,6.0,6.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,49.0,4760,2386,2374,0.0,0.0,1,259.7764327387954,49.0,7,11,False,"{6: 6, 5: 2, 4: 13, 3: 14, 0: 21, 2: 29}","{(5, 6): [(2, 6)], (4, 6): [(13, 6)], (3, 5): [(14, 6), (6, 2)], (3, 6): [(14, 6)], (0, 6): [(21, 13), (13, 6)], (2, 3): [(29, 13), (13, 6), (6, 14)], (2, 4): [(29, 13)], (2, 6): [(29, 13), (13, 6)]}","{(6, 6): {'cpu': 14}, (5, 2): {'cpu': 14}, (4, 13): {'cpu': 14}, (3, 14): {'cpu': 1}, (0, 21): {'cpu': 9}, (2, 29): {'cpu': 1}}","{((5, 6), (2, 6)): {'bw': 45}, ((4, 6), (13, 6)): {'bw': 10}, ((3, 5), (14, 6)): {'bw': 28}, ((3, 5), (6, 2)): {'bw': 28}, ((3, 6), (14, 6)): {'bw': 34}, ((0, 6), (21, 13)): {'bw': 15}, ((0, 6), (13, 6)): {'bw': 15}, ((2, 3), (29, 13)): {'bw': 9}, ((2, 3), (13, 6)): {'bw': 9}, ((2, 3), (6, 14)): {'bw': 9}, ((2, 4), (29, 13)): {'bw': 19}, ((2, 6), (29, 13)): {'bw': 36}, ((2, 6), (13, 6)): {'bw': 36}}",0.0,0.0,140.0,70.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1700.0,"{'node_level': {'cpu': -63}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {6: {'cpu': -86}, 5: {'cpu': -37}, 4: {'cpu': -86}, 3: {'cpu': -93}, 0: {'cpu': -50}, 2: {'cpu': -51}, 1: {'cpu': -63}}, 'link_level': {(5, 6): {'bw': -37}, (4, 6): {'bw': -71}, (3, 5): {'bw': -9}, (3, 6): {'bw': -38}, (0, 6): {'bw': -46}, (2, 3): {'bw': -29}, (2, 4): {'bw': -45}, (2, 6): {'bw': -9}, (1, 3): {'bw': 100.0}, (1, 4): {'bw': 100.0}}, 'path_level': {(5, 6): {}, (4, 6): {}, (3, 5): {}, (3, 6): {}, (0, 6): {}, (2, 3): {}, (2, 4): {}, (2, 6): {}, (1, 3): {}, (1, 4): {}}}","{'node_level': {6: {'cpu': 0}, 5: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(5, 6): {'bw': 0}, (4, 6): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (0, 6): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (2, 6): {'bw': 0}, (1, 3): {'bw': 100.0}, (1, 4): {'bw': 100.0}}, 'path_level': {(5, 6): {}, (4, 6): {}, (3, 5): {}, (3, 6): {}, (0, 6): {}, (2, 3): {}, (2, 4): {}, (2, 6): {}, (1, 3): {}, (1, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,17.0,6.0,8.0
3,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,2,1,70.0,4652,2368,2284,0.007544006705783701,0.03791069924178603,2,1517.9691086083183,70.0,3,2,True,"{1: 6, 2: 2, 0: 13}","{(2, 1): [(2, 6)], (0, 1): [(13, 6)]}","{(1, 6): {'cpu': 15}, (2, 2): {'cpu': 3}, (0, 13): {'cpu': 0}}","{((2, 1), (2, 6)): {'bw': 41}, ((0, 1), (13, 6)): {'bw': 49}}",108.0,108.0,36.0,18.0,90.0,18.0,90.0,18.0,90.0,0.0,1.0,163940.66372969837,163940.66372969837,1517.9691086083183,Success,0.0,"{'node_level': {'cpu': -100}, 'link_level': {'bw': -32}, 'path_level': {}}","{'node_level': {1: {'cpu': -85}, 2: {'cpu': -48}, 0: {'cpu': -100}}, 'link_level': {(2, 1): {'bw': -41}, (0, 1): {'bw': -32}}, 'path_level': {(2, 1): {}, (0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(2, 1): {'bw': 0}, (0, 1): {'bw': 0}}, 'path_level': {(2, 1): {}, (0, 1): {}}}",[],-32.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0
4,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,3,1,102.0,4652,2368,2284,0.007544006705783701,0.03791069924178603,3,8.310489934272583,102.0,10,27,False,"{6: 3, 1: 1, 8: 7, 0: 8, 2: 0}","{(1, 6): [(1, 3)], (8, 6): [(7, 3)], (0, 1): [(8, 3), (3, 1)], (0, 6): [(8, 3)], (0, 8): [(8, 3), (3, 7)], (2, 6): [(0, 1), (1, 3)]}","{(6, 3): {'cpu': 19}, (1, 1): {'cpu': 13}, (8, 7): {'cpu': 15}, (0, 8): {'cpu': 5}, (2, 0): {'cpu': 20}}","{((1, 6), (1, 3)): {'bw': 14}, ((8, 6), (7, 3)): {'bw': 26}, ((0, 1), (8, 3)): {'bw': 18}, ((0, 1), (3, 1)): {'bw': 18}, ((0, 6), (8, 3)): {'bw': 10}, ((0, 8), (8, 3)): {'bw': 31}, ((0, 8), (3, 7)): {'bw': 31}, ((2, 6), (0, 1)): {'bw': 32}, ((2, 6), (1, 3)): {'bw': 32}}",0.0,0.0,208.0,104.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1800.0,"{'node_level': {'cpu': -90}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {6: {'cpu': -71}, 1: {'cpu': -42}, 8: {'cpu': -44}, 0: {'cpu': -84}, 2: {'cpu': -76}, 7: {'cpu': -90}}, 'link_level': {(1, 6): {'bw': -78}, (8, 6): {'bw': -69}, (0, 1): {'bw': -60}, (0, 6): {'bw': -50}, (0, 8): {'bw': -19}, (2, 6): {'bw': -28}, (7, 0): {'bw': 100.0}, (7, 1): {'bw': 100.0}}, 'path_level': {(1, 6): {}, (8, 6): {}, (0, 1): {}, (0, 6): {}, (0, 8): {}, (2, 6): {}, (7, 0): {}, (7, 1): {}}}","{'node_level': {6: {'cpu': 0}, 1: {'cpu': 0}, 8: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(1, 6): {'bw': 0}, (8, 6): {'bw': 0}, (0, 1): {'bw': 0}, (0, 6): {'bw': 0}, (0, 8): {'bw': 0}, (2, 6): {'bw': 0}, (7, 0): {'bw': 100.0}, (7, 1): {'bw': 100.0}}, 'path_level': {(1, 6): {}, (8, 6): {}, (0, 1): {}, (0, 6): {}, (0, 8): {}, (2, 6): {}, (7, 0): {}, (7, 1): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,18.0,5.0,6.0
4,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,4,0,110.31048993427258,4652,2368,2284,0.007544006705783701,0.03791069924178603,3,8.310489934272583,102.0,10,27,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
5,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,5,1,122.0,4652,2368,2284,0.007544006705783701,0.03791069924178603,4,187.9773938487999,122.0,9,24,False,"{5: 3, 0: 1, 2: 7, 4: 8}","{(0, 5): [(1, 3)], (2, 0): [(7, 3), (3, 1)], (2, 5): [(7, 3)], (4, 2): [(8, 3), (3, 7)], (4, 5): [(8, 3)]}","{(5, 3): {'cpu': 14}, (0, 1): {'cpu': 5}, (2, 7): {'cpu': 7}, (4, 8): {'cpu': 10}}","{((0, 5), (1, 3)): {'bw': 31}, ((2, 0), (7, 3)): {'bw': 31}, ((2, 0), (3, 1)): {'bw': 31}, ((2, 5), (7, 3)): {'bw': 24}, ((4, 2), (8, 3)): {'bw': 15}, ((4, 2), (3, 7)): {'bw': 15}, ((4, 5), (8, 3)): {'bw': 50}}",0.0,0.0,132.0,66.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1900.0,"{'node_level': {'cpu': -91}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -76}, 0: {'cpu': -50}, 2: {'cpu': -52}, 4: {'cpu': -79}, 3: {'cpu': -91}}, 'link_level': {(0, 5): {'bw': -61}, (2, 0): {'bw': -30}, (2, 5): {'bw': -40}, (4, 2): {'bw': -25}, (4, 5): {'bw': -13}, (3, 0): {'bw': -34}, (3, 2): {'bw': -15}, (3, 5): {'bw': 100.0}}, 'path_level': {(0, 5): {}, (2, 0): {}, (2, 5): {}, (4, 2): {}, (4, 5): {}, (3, 0): {}, (3, 2): {}, (3, 5): {}}}","{'node_level': {5: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(0, 5): {'bw': 0}, (2, 0): {'bw': 0}, (2, 5): {'bw': 0}, (4, 2): {'bw': 0}, (4, 5): {'bw': 0}, (3, 0): {'bw': 0}, (3, 2): {'bw': 0}, (3, 5): {'bw': 100.0}}, 'path_level': {(0, 5): {}, (2, 0): {}, (2, 5): {}, (4, 2): {}, (4, 5): {}, (3, 0): {}, (3, 2): {}, (3, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,19.0,4.0,5.0
6,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,6,1,144.0,4652,2368,2284,0.007544006705783701,0.03791069924178603,5,2308.465490617315,144.0,10,14,False,"{3: 3, 4: 1, 2: 7, 6: 8, 9: 0, 5: 4}","{(4, 3): [(1, 3)], (2, 3): [(7, 3)], (6, 2): [(8, 3), (3, 7)], (6, 3): [(8, 3)], (9, 3): [(0, 1), (1, 3)], (5, 4): [(4, 1)], (5, 6): [(4, 1), (1, 3), (3, 8)], (5, 9): [(4, 1), (1, 0)]}","{(3, 3): {'cpu': 10}, (4, 1): {'cpu': 8}, (2, 7): {'cpu': 11}, (6, 8): {'cpu': 1}, (9, 0): {'cpu': 3}, (5, 4): {'cpu': 4}}","{((4, 3), (1, 3)): {'bw': 37}, ((2, 3), (7, 3)): {'bw': 48}, ((6, 2), (8, 3)): {'bw': 5}, ((6, 2), (3, 7)): {'bw': 5}, ((6, 3), (8, 3)): {'bw': 33}, ((9, 3), (0, 1)): {'bw': 30}, ((9, 3), (1, 3)): {'bw': 30}, ((5, 4), (4, 1)): {'bw': 23}, ((5, 6), (4, 1)): {'bw': 21}, ((5, 6), (1, 3)): {'bw': 21}, ((5, 6), (3, 8)): {'bw': 21}, ((5, 9), (4, 1)): {'bw': 7}, ((5, 9), (1, 0)): {'bw': 7}}",0.0,0.0,176.0,88.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1700.0,"{'node_level': {'cpu': -89}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {3: {'cpu': -80}, 4: {'cpu': -47}, 2: {'cpu': -48}, 6: {'cpu': -88}, 9: {'cpu': -93}, 5: {'cpu': -69}, 0: {'cpu': -89}}, 'link_level': {(4, 3): {'bw': -55}, (2, 3): {'bw': -47}, (6, 2): {'bw': -42}, (6, 3): {'bw': -40}, (9, 3): {'bw': -25}, (5, 4): {'bw': -72}, (5, 6): {'bw': -4}, (5, 9): {'bw': -44}, (0, 4): {'bw': -12}, (0, 5): {'bw': 100.0}, (0, 6): {'bw': 100.0}}, 'path_level': {(4, 3): {}, (2, 3): {}, (6, 2): {}, (6, 3): {}, (9, 3): {}, (5, 4): {}, (5, 6): {}, (5, 9): {}, (0, 4): {}, (0, 5): {}, (0, 6): {}}}","{'node_level': {3: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 9: {'cpu': 0}, 5: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(4, 3): {'bw': 0}, (2, 3): {'bw': 0}, (6, 2): {'bw': 0}, (6, 3): {'bw': 0}, (9, 3): {'bw': 0}, (5, 4): {'bw': 0}, (5, 6): {'bw': 0}, (5, 9): {'bw': 0}, (0, 4): {'bw': 0}, (0, 5): {'bw': 100.0}, (0, 6): {'bw': 100.0}}, 'path_level': {(4, 3): {}, (2, 3): {}, (6, 2): {}, (6, 3): {}, (9, 3): {}, (5, 4): {}, (5, 6): {}, (5, 9): {}, (0, 4): {}, (0, 5): {}, (0, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,17.0,6.0,8.0
7,2,2,213.0,249.0,277053.5168318132,315835.06646682404,0.8554216867469879,0.877209487632734,7,7,1,172.0,4511,2325,2186,0.025565800502933778,0.07919123841617526,6,1077.265267639189,172.0,4,4,True,"{0: 3, 3: 1, 1: 7, 2: 8}","{(3, 0): [(1, 3)], (1, 0): [(7, 3)], (2, 1): [(8, 3), (3, 7)], (2, 3): [(8, 3), (3, 1)]}","{(0, 3): {'cpu': 20}, (3, 1): {'cpu': 14}, (1, 7): {'cpu': 9}, (2, 8): {'cpu': 0}}","{((3, 0), (1, 3)): {'bw': 20}, ((1, 0), (7, 3)): {'bw': 6}, ((2, 1), (8, 3)): {'bw': 25}, ((2, 1), (3, 7)): {'bw': 25}, ((2, 3), (8, 3)): {'bw': 11}, ((2, 3), (3, 1)): {'bw': 11}}",141.0,105.0,86.0,43.0,62.0,43.0,62.0,43.0,98.0,36.0,0.7446808510638298,151894.40273712564,113112.85310211485,802.2188163270556,Success,0.0,"{'node_level': {'cpu': -89}, 'link_level': {'bw': -42}, 'path_level': {}}","{'node_level': {0: {'cpu': -70}, 3: {'cpu': -41}, 1: {'cpu': -50}, 2: {'cpu': -89}}, 'link_level': {(3, 0): {'bw': -72}, (1, 0): {'bw': -89}, (2, 1): {'bw': -53}, (2, 3): {'bw': -42}}, 'path_level': {(3, 0): {}, (1, 0): {}, (2, 1): {}, (2, 3): {}}}","{'node_level': {0: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(3, 0): {'bw': 0}, (1, 0): {'bw': 0}, (2, 1): {'bw': 0}, (2, 3): {'bw': 0}}, 'path_level': {(3, 0): {}, (1, 0): {}, (2, 1): {}, (2, 3): {}}}",[],-42.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,4.0
8,2,2,213.0,249.0,277053.5168318132,315835.06646682404,0.8554216867469879,0.877209487632734,7,8,1,204.0,4511,2325,2186,0.025565800502933778,0.07919123841617526,7,10.071946596146812,204.0,9,18,False,"{3: 4, 8: 1, 2: 9, 0: 10, 1: 0}","{(8, 3): [(1, 4)], (2, 3): [(9, 4)], (0, 3): [(10, 4)], (1, 3): [(0, 1), (1, 4)], (1, 8): [(0, 1)]}","{(3, 4): {'cpu': 10}, (8, 1): {'cpu': 6}, (2, 9): {'cpu': 12}, (0, 10): {'cpu': 19}, (1, 0): {'cpu': 2}}","{((8, 3), (1, 4)): {'bw': 48}, ((2, 3), (9, 4)): {'bw': 34}, ((0, 3), (10, 4)): {'bw': 12}, ((1, 3), (0, 1)): {'bw': 47}, ((1, 3), (1, 4)): {'bw': 47}, ((1, 8), (0, 1)): {'bw': 12}}",0.0,0.0,144.0,72.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1800.0,"{'node_level': {'cpu': -94}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {3: {'cpu': -63}, 8: {'cpu': -35}, 2: {'cpu': -83}, 0: {'cpu': -61}, 1: {'cpu': -94}, 5: {'cpu': -94}}, 'link_level': {(8, 3): {'bw': -47}, (2, 3): {'bw': -19}, (0, 3): {'bw': -88}, (1, 3): {'bw': 0}, (1, 8): {'bw': -23}, (5, 1): {'bw': -26}, (5, 2): {'bw': 100.0}}, 'path_level': {(8, 3): {}, (2, 3): {}, (0, 3): {}, (1, 3): {}, (1, 8): {}, (5, 1): {}, (5, 2): {}}}","{'node_level': {3: {'cpu': 0}, 8: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(8, 3): {'bw': 0}, (2, 3): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 8): {'bw': 0}, (5, 1): {'bw': 0}, (5, 2): {'bw': 100.0}}, 'path_level': {(8, 3): {}, (2, 3): {}, (0, 3): {}, (1, 3): {}, (1, 8): {}, (5, 1): {}, (5, 2): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,18.0,5.0,5.0
8,2,2,213.0,249.0,277053.5168318132,315835.06646682404,0.8554216867469879,0.877209487632734,7,9,0,214.0719465961468,4511,2325,2186,0.025565800502933778,0.07919123841617526,7,10.071946596146812,204.0,9,18,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
