v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,25.0,2261,1216,1045,0.0,0.0,0,331.2160171223706,25.0,9,18,False,"{0: 2, 3: 0, 5: 5, 6: 6, 4: 1, 2: 9}","{(3, 0): [(0, 2)], (5, 0): [(5, 2)], (6, 0): [(6, 2)], (6, 5): [(6, 2), (2, 5)], (4, 0): [(1, 0), (0, 2)], (2, 0): [(9, 5), (5, 2)]}","{(0, 2): {'cpu': 13}, (3, 0): {'cpu': 11}, (5, 5): {'cpu': 14}, (6, 6): {'cpu': 16}, (4, 1): {'cpu': 10}, (2, 9): {'cpu': 4}}","{((3, 0), (0, 2)): {'bw': 12}, ((5, 0), (5, 2)): {'bw': 2}, ((6, 0), (6, 2)): {'bw': 24}, ((6, 5), (6, 2)): {'bw': 37}, ((6, 5), (2, 5)): {'bw': 37}, ((4, 0), (1, 0)): {'bw': 18}, ((4, 0), (0, 2)): {'bw': 18}, ((2, 0), (9, 5)): {'bw': 29}, ((2, 0), (5, 2)): {'bw': 29}}",0.0,0.0,170.0,85.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,900.0,"{'node_level': {'cpu': -86}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -38}, 3: {'cpu': -85}, 5: {'cpu': -44}, 6: {'cpu': -84}, 4: {'cpu': -45}, 2: {'cpu': -91}, 1: {'cpu': -86}}, 'link_level': {(3, 0): {'bw': -80}, (5, 0): {'bw': -69}, (6, 0): {'bw': -47}, (6, 5): {'bw': -10}, (4, 0): {'bw': -62}, (2, 0): {'bw': -3}, (1, 0): {'bw': -46}, (1, 3): {'bw': -10}, (1, 5): {'bw': 100.0}}, 'path_level': {(3, 0): {}, (5, 0): {}, (6, 0): {}, (6, 5): {}, (4, 0): {}, (2, 0): {}, (1, 0): {}, (1, 3): {}, (1, 5): {}}}","{'node_level': {0: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(3, 0): {'bw': 0}, (5, 0): {'bw': 0}, (6, 0): {'bw': 0}, (6, 5): {'bw': 0}, (4, 0): {'bw': 0}, (2, 0): {'bw': 0}, (1, 0): {'bw': 0}, (1, 3): {'bw': 0}, (1, 5): {'bw': 100.0}}, 'path_level': {(3, 0): {}, (5, 0): {}, (6, 0): {}, (6, 5): {}, (4, 0): {}, (2, 0): {}, (1, 0): {}, (1, 3): {}, (1, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,9.0,6.0,6.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,49.0,2261,1216,1045,0.0,0.0,1,259.7764327387954,49.0,7,11,False,"{6: 2, 5: 0, 4: 5, 3: 6, 0: 1, 2: 9}","{(5, 6): [(0, 2)], (4, 6): [(5, 2)], (3, 5): [(6, 2), (2, 0)], (3, 6): [(6, 2)], (0, 6): [(1, 0), (0, 2)], (2, 3): [(9, 5), (5, 2), (2, 6)], (2, 4): [(9, 5)], (2, 6): [(9, 5), (5, 2)]}","{(6, 2): {'cpu': 14}, (5, 0): {'cpu': 14}, (4, 5): {'cpu': 14}, (3, 6): {'cpu': 1}, (0, 1): {'cpu': 9}, (2, 9): {'cpu': 1}}","{((5, 6), (0, 2)): {'bw': 45}, ((4, 6), (5, 2)): {'bw': 10}, ((3, 5), (6, 2)): {'bw': 28}, ((3, 5), (2, 0)): {'bw': 28}, ((3, 6), (6, 2)): {'bw': 34}, ((0, 6), (1, 0)): {'bw': 15}, ((0, 6), (0, 2)): {'bw': 15}, ((2, 3), (9, 5)): {'bw': 9}, ((2, 3), (5, 2)): {'bw': 9}, ((2, 3), (2, 6)): {'bw': 9}, ((2, 4), (9, 5)): {'bw': 19}, ((2, 6), (9, 5)): {'bw': 36}, ((2, 6), (5, 2)): {'bw': 36}}",0.0,0.0,140.0,70.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,900.0,"{'node_level': {'cpu': -69}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {6: {'cpu': -37}, 5: {'cpu': -82}, 4: {'cpu': -44}, 3: {'cpu': -99}, 0: {'cpu': -46}, 2: {'cpu': -94}, 1: {'cpu': -69}}, 'link_level': {(5, 6): {'bw': -47}, (4, 6): {'bw': -61}, (3, 5): {'bw': -19}, (3, 6): {'bw': -9}, (0, 6): {'bw': -4}, (2, 3): {'bw': 0}, (2, 4): {'bw': -68}, (2, 6): {'bw': -16}, (1, 3): {'bw': 100.0}, (1, 4): {'bw': 100.0}}, 'path_level': {(5, 6): {}, (4, 6): {}, (3, 5): {}, (3, 6): {}, (0, 6): {}, (2, 3): {}, (2, 4): {}, (2, 6): {}, (1, 3): {}, (1, 4): {}}}","{'node_level': {6: {'cpu': 0}, 5: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(5, 6): {'bw': 0}, (4, 6): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (0, 6): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (2, 6): {'bw': 0}, (1, 3): {'bw': 100.0}, (1, 4): {'bw': 100.0}}, 'path_level': {(5, 6): {}, (4, 6): {}, (3, 5): {}, (3, 6): {}, (0, 6): {}, (2, 3): {}, (2, 4): {}, (2, 6): {}, (1, 3): {}, (1, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,9.0,6.0,8.0
3,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,2,1,70.0,2153,1198,955,0.014802631578947345,0.0861244019138756,2,1517.9691086083183,70.0,3,2,True,"{1: 2, 2: 0, 0: 5}","{(2, 1): [(0, 2)], (0, 1): [(5, 2)]}","{(1, 2): {'cpu': 15}, (2, 0): {'cpu': 3}, (0, 5): {'cpu': 0}}","{((2, 1), (0, 2)): {'bw': 41}, ((0, 1), (5, 2)): {'bw': 49}}",108.0,108.0,36.0,18.0,90.0,18.0,90.0,18.0,90.0,0.0,1.0,163940.66372969837,163940.66372969837,1517.9691086083183,Success,0.0,"{'node_level': {'cpu': -58}, 'link_level': {'bw': -22}, 'path_level': {}}","{'node_level': {1: {'cpu': -36}, 2: {'cpu': -93}, 0: {'cpu': -58}}, 'link_level': {(2, 1): {'bw': -51}, (0, 1): {'bw': -22}}, 'path_level': {(2, 1): {}, (0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(2, 1): {'bw': 0}, (0, 1): {'bw': 0}}, 'path_level': {(2, 1): {}, (0, 1): {}}}",[],-22.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0
4,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,3,1,102.0,2153,1198,955,0.014802631578947345,0.0861244019138756,3,8.310489934272583,102.0,10,27,False,"{6: 6, 1: 2, 8: 10, 0: 14, 2: 0}","{(1, 6): [(2, 6)], (8, 6): [(10, 6)], (0, 1): [(14, 6), (6, 2)], (0, 6): [(14, 6)], (0, 8): [(14, 6), (6, 10)], (2, 6): [(0, 2), (2, 6)]}","{(6, 6): {'cpu': 19}, (1, 2): {'cpu': 13}, (8, 10): {'cpu': 15}, (0, 14): {'cpu': 5}, (2, 0): {'cpu': 20}}","{((1, 6), (2, 6)): {'bw': 14}, ((8, 6), (10, 6)): {'bw': 26}, ((0, 1), (14, 6)): {'bw': 18}, ((0, 1), (6, 2)): {'bw': 18}, ((0, 6), (14, 6)): {'bw': 10}, ((0, 8), (14, 6)): {'bw': 31}, ((0, 8), (6, 10)): {'bw': 31}, ((2, 6), (0, 2)): {'bw': 32}, ((2, 6), (2, 6)): {'bw': 32}}",0.0,0.0,208.0,104.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1000.0,"{'node_level': {'cpu': -82}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {6: {'cpu': -81}, 1: {'cpu': -23}, 8: {'cpu': -65}, 0: {'cpu': -89}, 2: {'cpu': -73}, 7: {'cpu': -82}}, 'link_level': {(1, 6): {'bw': -57}, (8, 6): {'bw': -32}, (0, 1): {'bw': -39}, (0, 6): {'bw': -71}, (0, 8): {'bw': -1}, (2, 6): {'bw': -7}, (7, 0): {'bw': 100.0}}, 'path_level': {(1, 6): {}, (8, 6): {}, (0, 1): {}, (0, 6): {}, (0, 8): {}, (2, 6): {}, (7, 0): {}}}","{'node_level': {6: {'cpu': 0}, 1: {'cpu': 0}, 8: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(1, 6): {'bw': 0}, (8, 6): {'bw': 0}, (0, 1): {'bw': 0}, (0, 6): {'bw': 0}, (0, 8): {'bw': 0}, (2, 6): {'bw': 0}, (7, 0): {'bw': 100.0}}, 'path_level': {(1, 6): {}, (8, 6): {}, (0, 1): {}, (0, 6): {}, (0, 8): {}, (2, 6): {}, (7, 0): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,10.0,5.0,6.0
4,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,4,0,110.31048993427258,2153,1198,955,0.014802631578947345,0.0861244019138756,3,8.310489934272583,102.0,10,27,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
5,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,5,1,122.0,2153,1198,955,0.014802631578947345,0.0861244019138756,4,187.9773938487999,122.0,9,24,False,"{5: 6, 0: 2, 2: 10}","{(0, 5): [(2, 6)], (2, 0): [(10, 6), (6, 2)], (2, 5): [(10, 6)]}","{(5, 6): {'cpu': 14}, (0, 2): {'cpu': 5}, (2, 10): {'cpu': 7}}","{((0, 5), (2, 6)): {'bw': 31}, ((2, 0), (10, 6)): {'bw': 31}, ((2, 0), (6, 2)): {'bw': 31}, ((2, 5), (10, 6)): {'bw': 24}}",0.0,0.0,132.0,66.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1200.0,"{'node_level': {'cpu': -76}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -86}, 0: {'cpu': -31}, 2: {'cpu': -73}, 4: {'cpu': -76}}, 'link_level': {(0, 5): {'bw': -40}, (2, 0): {'bw': -9}, (2, 5): {'bw': -3}, (4, 2): {'bw': 100.0}}, 'path_level': {(0, 5): {}, (2, 0): {}, (2, 5): {}, (4, 2): {}}}","{'node_level': {5: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(0, 5): {'bw': 0}, (2, 0): {'bw': 0}, (2, 5): {'bw': 0}, (4, 2): {'bw': 100.0}}, 'path_level': {(0, 5): {}, (2, 0): {}, (2, 5): {}, (4, 2): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,12.0,3.0,3.0
6,1,1,108.0,108.0,163940.66372969837,163940.66372969837,1.0,1.0,3,6,1,144.0,2153,1198,955,0.014802631578947345,0.0861244019138756,5,2308.465490617315,144.0,10,14,False,"{3: 6, 4: 2, 2: 10, 6: 14, 9: 0}","{(4, 3): [(2, 6)], (2, 3): [(10, 6)], (6, 2): [(14, 6), (6, 10)], (6, 3): [(14, 6)], (9, 3): [(0, 2), (2, 6)]}","{(3, 6): {'cpu': 10}, (4, 2): {'cpu': 8}, (2, 10): {'cpu': 11}, (6, 14): {'cpu': 1}, (9, 0): {'cpu': 3}}","{((4, 3), (2, 6)): {'bw': 37}, ((2, 3), (10, 6)): {'bw': 48}, ((6, 2), (14, 6)): {'bw': 5}, ((6, 2), (6, 10)): {'bw': 5}, ((6, 3), (14, 6)): {'bw': 33}, ((9, 3), (0, 2)): {'bw': 30}, ((9, 3), (2, 6)): {'bw': 30}}",0.0,0.0,176.0,88.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1000.0,"{'node_level': {'cpu': -82}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {3: {'cpu': -90}, 4: {'cpu': -28}, 2: {'cpu': -69}, 6: {'cpu': -93}, 9: {'cpu': -90}, 5: {'cpu': -82}}, 'link_level': {(4, 3): {'bw': -34}, (2, 3): {'bw': -10}, (6, 2): {'bw': -5}, (6, 3): {'bw': -61}, (9, 3): {'bw': -4}, (5, 4): {'bw': 100.0}}, 'path_level': {(4, 3): {}, (2, 3): {}, (6, 2): {}, (6, 3): {}, (9, 3): {}, (5, 4): {}}}","{'node_level': {3: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 9: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(4, 3): {'bw': 0}, (2, 3): {'bw': 0}, (6, 2): {'bw': 0}, (6, 3): {'bw': 0}, (9, 3): {'bw': 0}, (5, 4): {'bw': 100.0}}, 'path_level': {(4, 3): {}, (2, 3): {}, (6, 2): {}, (6, 3): {}, (9, 3): {}, (5, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,10.0,5.0,5.0
7,2,2,213.0,249.0,277053.5168318132,315835.06646682404,0.8554216867469879,0.877209487632734,6,7,1,172.0,2012,1155,857,0.05016447368421051,0.17990430622009568,6,1077.265267639189,172.0,4,4,True,"{0: 6, 3: 2, 1: 10, 2: 14}","{(3, 0): [(2, 6)], (1, 0): [(10, 6)], (2, 1): [(14, 6), (6, 10)], (2, 3): [(14, 6), (6, 2)]}","{(0, 6): {'cpu': 20}, (3, 2): {'cpu': 14}, (1, 10): {'cpu': 9}, (2, 14): {'cpu': 0}}","{((3, 0), (2, 6)): {'bw': 20}, ((1, 0), (10, 6)): {'bw': 6}, ((2, 1), (14, 6)): {'bw': 25}, ((2, 1), (6, 10)): {'bw': 25}, ((2, 3), (14, 6)): {'bw': 11}, ((2, 3), (6, 2)): {'bw': 11}}",141.0,105.0,86.0,43.0,62.0,43.0,62.0,43.0,98.0,36.0,0.7446808510638298,151894.40273712564,113112.85310211485,802.2188163270556,Success,0.0,"{'node_level': {'cpu': -94}, 'link_level': {'bw': -27}, 'path_level': {}}","{'node_level': {0: {'cpu': -80}, 3: {'cpu': -22}, 1: {'cpu': -71}, 2: {'cpu': -94}}, 'link_level': {(3, 0): {'bw': -51}, (1, 0): {'bw': -52}, (2, 1): {'bw': -27}, (2, 3): {'bw': -40}}, 'path_level': {(3, 0): {}, (1, 0): {}, (2, 1): {}, (2, 3): {}}}","{'node_level': {0: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(3, 0): {'bw': 0}, (1, 0): {'bw': 0}, (2, 1): {'bw': 0}, (2, 3): {'bw': 0}}, 'path_level': {(3, 0): {}, (1, 0): {}, (2, 1): {}, (2, 3): {}}}",[],-27.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,4.0
8,2,2,213.0,249.0,277053.5168318132,315835.06646682404,0.8554216867469879,0.877209487632734,6,8,1,204.0,2012,1155,857,0.05016447368421051,0.17990430622009568,7,10.071946596146812,204.0,9,18,False,"{3: 1, 8: 0, 2: 3, 0: 4}","{(8, 3): [(0, 1)], (2, 3): [(3, 1)], (0, 3): [(4, 1)]}","{(3, 1): {'cpu': 10}, (8, 0): {'cpu': 6}, (2, 3): {'cpu': 12}, (0, 4): {'cpu': 19}}","{((8, 3), (0, 1)): {'bw': 48}, ((2, 3), (3, 1)): {'bw': 34}, ((0, 3), (4, 1)): {'bw': 12}}",0.0,0.0,144.0,72.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1100.0,"{'node_level': {'cpu': -92}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {3: {'cpu': -45}, 8: {'cpu': -87}, 2: {'cpu': -78}, 0: {'cpu': -54}, 1: {'cpu': -92}}, 'link_level': {(8, 3): {'bw': -40}, (2, 3): {'bw': -19}, (0, 3): {'bw': -38}, (1, 3): {'bw': 100.0}}, 'path_level': {(8, 3): {}, (2, 3): {}, (0, 3): {}, (1, 3): {}}}","{'node_level': {3: {'cpu': 0}, 8: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(8, 3): {'bw': 0}, (2, 3): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 100.0}}, 'path_level': {(8, 3): {}, (2, 3): {}, (0, 3): {}, (1, 3): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,11.0,4.0,3.0
8,2,2,213.0,249.0,277053.5168318132,315835.06646682404,0.8554216867469879,0.877209487632734,6,9,0,214.0719465961468,2012,1155,857,0.05016447368421051,0.17990430622009568,7,10.071946596146812,204.0,9,18,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
