v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,solving_time,num_placed_nodes,num_routed_links
1,0,0,0,0,0,0,0,0,0,0,1,19.0,10885,1170,9715,0.0,0.0,0,824.323554933573,19.0,18,86,False,"{15: 25, 13: 17, 9: 18}","{(13, 15): [(17, 9), (9, 25)], (9, 13): [(18, 10), (10, 4), (4, 9), (9, 17)], (9, 15): [(18, 10), (10, 4), (4, 9), (9, 25)]}","{(15, 25): {'cpu': 38}, (13, 17): {'cpu': 33}, (9, 18): {'cpu': 28}}","{((13, 15), (17, 9)): {'bw': 86}, ((13, 15), (9, 25)): {'bw': 86}, ((9, 13), (18, 10)): {'bw': 98}, ((9, 13), (10, 4)): {'bw': 98}, ((9, 13), (4, 9)): {'bw': 98}, ((9, 13), (9, 17)): {'bw': 98}, ((9, 15), (18, 10)): {'bw': 27}, ((9, 15), (10, 4)): {'bw': 27}, ((9, 15), (4, 9)): {'bw': 27}, ((9, 15), (9, 25)): {'bw': 27}}",0.0,0.0,912.0,456.0,5011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,341.0,"{'node_level': {'cpu': 21}, 'link_level': {}, 'path_level': {}}","{'node_level': {15: {'cpu': -58}, 13: {'cpu': -20}, 9: {'cpu': -22}, 10: {'cpu': 21}}, 'link_level': {(13, 15): {'bw': -265}, (9, 13): {'bw': -105}, (9, 15): {'bw': -78}, (10, 9): {'bw': -162}, (10, 13): {'bw': -52}, (10, 15): {'bw': 100.0}}, 'path_level': {(13, 15): {}, (9, 13): {}, (9, 15): {}, (10, 9): {}, (10, 13): {}, (10, 15): {}}}","{'node_level': {15: {'cpu': 0}, 13: {'cpu': 0}, 9: {'cpu': 0}, 10: {'cpu': 21}}, 'link_level': {(13, 15): {'bw': 0}, (9, 13): {'bw': 0}, (9, 15): {'bw': 0}, (10, 9): {'bw': 0}, (10, 13): {'bw': 0}, (10, 15): {'bw': 100.0}}, 'path_level': {(13, 15): {}, (9, 13): {}, (9, 15): {}, (10, 9): {}, (10, 13): {}, (10, 15): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,10.0,0.0035970211029052734,3.0,3.0
2,0,0,0,0,0,0,0,0,0,1,1,37.0,10885,1170,9715,0.0,0.0,1,10.481414534191464,37.0,15,45,False,"{11: 25, 6: 17, 7: 18, 9: 26}","{(6, 11): [(17, 9), (9, 25)], (7, 11): [(18, 10), (10, 4), (4, 9), (9, 25)], (9, 11): [(26, 10), (10, 4), (4, 9), (9, 25)]}","{(11, 25): {'cpu': 28}, (6, 17): {'cpu': 23}, (7, 18): {'cpu': 37}, (9, 26): {'cpu': 39}}","{((6, 11), (17, 9)): {'bw': 80}, ((6, 11), (9, 25)): {'bw': 80}, ((7, 11), (18, 10)): {'bw': 97}, ((7, 11), (10, 4)): {'bw': 97}, ((7, 11), (4, 9)): {'bw': 97}, ((7, 11), (9, 25)): {'bw': 97}, ((9, 11), (26, 10)): {'bw': 58}, ((9, 11), (10, 4)): {'bw': 58}, ((9, 11), (4, 9)): {'bw': 58}, ((9, 11), (9, 25)): {'bw': 58}}",0.0,0.0,754.0,377.0,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,266.0,"{'node_level': {'cpu': 24}, 'link_level': {}, 'path_level': {}}","{'node_level': {11: {'cpu': -68}, 6: {'cpu': -30}, 7: {'cpu': -13}, 9: {'cpu': -41}, 1: {'cpu': 24}}, 'link_level': {(6, 11): {'bw': -271}, (7, 11): {'bw': -106}, (9, 11): {'bw': -48}}, 'path_level': {(6, 11): {}, (7, 11): {}, (9, 11): {}}}","{'node_level': {11: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 9: {'cpu': 0}, 1: {'cpu': 24}}, 'link_level': {(6, 11): {'bw': 0}, (7, 11): {'bw': 0}, (9, 11): {'bw': 0}}, 'path_level': {(6, 11): {}, (7, 11): {}, (9, 11): {}}}",[],-41.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0009961128234863281,4.0,3.0
2,0,0,0,0,0,0,0,0,0,2,0,47.481414534191465,10885,1170,9715,0.0,0.0,1,10.481414534191464,37.0,15,45,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
3,0,0,0,0,0,0,0,0,0,3,1,66.0,10885,1170,9715,0.0,0.0,2,261.23088075696336,66.0,13,35,False,"{6: 25, 0: 17, 3: 18, 12: 26}","{(0, 6): [(17, 9), (9, 25)], (3, 6): [(18, 10), (10, 4), (4, 9), (9, 25)], (12, 0): [(26, 10), (10, 4), (4, 9), (9, 17)], (12, 6): [(26, 10), (10, 4), (4, 9), (9, 25)]}","{(6, 25): {'cpu': 35}, (0, 17): {'cpu': 24}, (3, 18): {'cpu': 33}, (12, 26): {'cpu': 27}}","{((0, 6), (17, 9)): {'bw': 46}, ((0, 6), (9, 25)): {'bw': 46}, ((3, 6), (18, 10)): {'bw': 91}, ((3, 6), (10, 4)): {'bw': 91}, ((3, 6), (4, 9)): {'bw': 91}, ((3, 6), (9, 25)): {'bw': 91}, ((12, 0), (26, 10)): {'bw': 57}, ((12, 0), (10, 4)): {'bw': 57}, ((12, 0), (4, 9)): {'bw': 57}, ((12, 0), (9, 17)): {'bw': 57}, ((12, 6), (26, 10)): {'bw': 38}, ((12, 6), (10, 4)): {'bw': 38}, ((12, 6), (4, 9)): {'bw': 38}, ((12, 6), (9, 25)): {'bw': 38}}",0.0,0.0,564.0,282.0,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,222.0,"{'node_level': {'cpu': 14}, 'link_level': {}, 'path_level': {}}","{'node_level': {6: {'cpu': -61}, 0: {'cpu': -29}, 3: {'cpu': -17}, 12: {'cpu': -53}, 9: {'cpu': 14}}, 'link_level': {(0, 6): {'bw': -305}, (3, 6): {'bw': -112}, (12, 0): {'bw': -55}, (12, 6): {'bw': -17}}, 'path_level': {(0, 6): {}, (3, 6): {}, (12, 0): {}, (12, 6): {}}}","{'node_level': {6: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 12: {'cpu': 0}, 9: {'cpu': 14}}, 'link_level': {(0, 6): {'bw': 0}, (3, 6): {'bw': 0}, (12, 0): {'bw': 0}, (12, 6): {'bw': 0}}, 'path_level': {(0, 6): {}, (3, 6): {}, (12, 0): {}, (12, 6): {}}}",[],-17.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0008981227874755859,4.0,4.0
4,0,0,0,0,0,0,0,0,0,4,1,91.0,10885,1170,9715,0.0,0.0,3,37.558119509631545,91.0,9,15,False,"{0: 25, 3: 17, 2: 18, 1: 26}","{(3, 0): [(17, 9), (9, 25)], (2, 0): [(18, 10), (10, 4), (4, 9), (9, 25)], (2, 3): [(18, 10), (10, 4), (4, 9), (9, 17)], (1, 0): [(26, 10), (10, 4), (4, 9), (9, 25)], (1, 2): [(26, 10), (10, 18)]}","{(0, 25): {'cpu': 39}, (3, 17): {'cpu': 22}, (2, 18): {'cpu': 15}, (1, 26): {'cpu': 39}}","{((3, 0), (17, 9)): {'bw': 100}, ((3, 0), (9, 25)): {'bw': 100}, ((2, 0), (18, 10)): {'bw': 43}, ((2, 0), (10, 4)): {'bw': 43}, ((2, 0), (4, 9)): {'bw': 43}, ((2, 0), (9, 25)): {'bw': 43}, ((2, 3), (18, 10)): {'bw': 73}, ((2, 3), (10, 4)): {'bw': 73}, ((2, 3), (4, 9)): {'bw': 73}, ((2, 3), (9, 17)): {'bw': 73}, ((1, 0), (26, 10)): {'bw': 56}, ((1, 0), (10, 4)): {'bw': 56}, ((1, 0), (4, 9)): {'bw': 56}, ((1, 0), (9, 25)): {'bw': 56}, ((1, 2), (26, 10)): {'bw': 73}, ((1, 2), (10, 18)): {'bw': 73}}",0.0,0.0,496.0,248.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,164.0,"{'node_level': {'cpu': 20}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -57}, 3: {'cpu': -31}, 2: {'cpu': -35}, 1: {'cpu': -41}, 7: {'cpu': 20}}, 'link_level': {(3, 0): {'bw': -251}, (2, 0): {'bw': -160}, (2, 3): {'bw': -87}, (1, 0): {'bw': -31}, (1, 2): {'bw': -93}}, 'path_level': {(3, 0): {}, (2, 0): {}, (2, 3): {}, (1, 0): {}, (1, 2): {}}}","{'node_level': {0: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 7: {'cpu': 20}}, 'link_level': {(3, 0): {'bw': 0}, (2, 0): {'bw': 0}, (2, 3): {'bw': 0}, (1, 0): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(3, 0): {}, (2, 0): {}, (2, 3): {}, (1, 0): {}, (1, 2): {}}}",[],-31.0,0.0,False,True,False,0,[],0,0.0,9.0,0.0008320808410644531,4.0,5.0
5,0,0,0,0,0,0,0,0,0,5,1,115.0,10885,1170,9715,0.0,0.0,4,88.1564852302614,115.0,16,51,False,"{0: 25, 5: 17, 9: 18}","{(5, 0): [(17, 9), (9, 25)], (9, 0): [(18, 10), (10, 4), (4, 9), (9, 25)], (9, 5): [(18, 10), (10, 4), (4, 9), (9, 17)]}","{(0, 25): {'cpu': 30}, (5, 17): {'cpu': 37}, (9, 18): {'cpu': 35}}","{((5, 0), (17, 9)): {'bw': 94}, ((5, 0), (9, 25)): {'bw': 94}, ((9, 0), (18, 10)): {'bw': 96}, ((9, 0), (10, 4)): {'bw': 96}, ((9, 0), (4, 9)): {'bw': 96}, ((9, 0), (9, 25)): {'bw': 96}, ((9, 5), (18, 10)): {'bw': 91}, ((9, 5), (10, 4)): {'bw': 91}, ((9, 5), (4, 9)): {'bw': 91}, ((9, 5), (9, 17)): {'bw': 91}}",0.0,0.0,834.0,417.0,2844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,428.0,"{'node_level': {'cpu': 38}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -66}, 5: {'cpu': -16}, 9: {'cpu': -15}, 8: {'cpu': 38}}, 'link_level': {(5, 0): {'bw': -257}, (9, 0): {'bw': -107}, (9, 5): {'bw': -16}, (8, 0): {'bw': 100.0}}, 'path_level': {(5, 0): {}, (9, 0): {}, (9, 5): {}, (8, 0): {}}}","{'node_level': {0: {'cpu': 0}, 5: {'cpu': 0}, 9: {'cpu': 0}, 8: {'cpu': 38}}, 'link_level': {(5, 0): {'bw': 0}, (9, 0): {'bw': 0}, (9, 5): {'bw': 0}, (8, 0): {'bw': 100.0}}, 'path_level': {(5, 0): {}, (9, 0): {}, (9, 5): {}, (8, 0): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,10.0,0.0010378360748291016,3.0,3.0
5,0,0,0,0,0,0,0,0,0,6,0,128.55811950963155,10885,1170,9715,0.0,0.0,3,37.558119509631545,91.0,9,15,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,
6,0,0,0,0,0,0,0,0,0,7,1,144.0,10885,1170,9715,0.0,0.0,5,1085.6045608657068,144.0,15,58,False,"{5: 25, 6: 17, 0: 18}","{(6, 5): [(17, 9), (9, 25)], (0, 5): [(18, 10), (10, 4), (4, 9), (9, 25)], (0, 6): [(18, 10), (10, 4), (4, 9), (9, 17)]}","{(5, 25): {'cpu': 25}, (6, 17): {'cpu': 26}, (0, 18): {'cpu': 29}}","{((6, 5), (17, 9)): {'bw': 42}, ((6, 5), (9, 25)): {'bw': 42}, ((0, 5), (18, 10)): {'bw': 53}, ((0, 5), (10, 4)): {'bw': 53}, ((0, 5), (4, 9)): {'bw': 53}, ((0, 5), (9, 25)): {'bw': 53}, ((0, 6), (18, 10)): {'bw': 81}, ((0, 6), (10, 4)): {'bw': 81}, ((0, 6), (4, 9)): {'bw': 81}, ((0, 6), (9, 17)): {'bw': 81}}",0.0,0.0,686.0,343.0,3252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,370.0,"{'node_level': {'cpu': 34}, 'link_level': {}, 'path_level': {}}","{'node_level': {5: {'cpu': -71}, 6: {'cpu': -27}, 0: {'cpu': -21}, 4: {'cpu': 34}}, 'link_level': {(6, 5): {'bw': -309}, (0, 5): {'bw': -150}, (0, 6): {'bw': -69}, (4, 5): {'bw': -4}, (4, 6): {'bw': 100.0}}, 'path_level': {(6, 5): {}, (0, 5): {}, (0, 6): {}, (4, 5): {}, (4, 6): {}}}","{'node_level': {5: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 34}}, 'link_level': {(6, 5): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (4, 5): {'bw': 0}, (4, 6): {'bw': 100.0}}, 'path_level': {(6, 5): {}, (0, 5): {}, (0, 6): {}, (4, 5): {}, (4, 6): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,10.0,0.0011017322540283203,3.0,3.0
7,0,0,0,0,0,0,0,0,0,8,1,173.0,10885,1170,9715,0.0,0.0,6,875.9733501963208,173.0,16,59,False,"{7: 25, 0: 17, 15: 18}","{(0, 7): [(17, 9), (9, 25)], (15, 7): [(18, 10), (10, 4), (4, 9), (9, 25)]}","{(7, 25): {'cpu': 39}, (0, 17): {'cpu': 36}, (15, 18): {'cpu': 34}}","{((0, 7), (17, 9)): {'bw': 39}, ((0, 7), (9, 25)): {'bw': 39}, ((15, 7), (18, 10)): {'bw': 97}, ((15, 7), (10, 4)): {'bw': 97}, ((15, 7), (4, 9)): {'bw': 97}, ((15, 7), (9, 25)): {'bw': 97}}",0.0,0.0,798.0,399.0,3781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,368.0,"{'node_level': {'cpu': 20}, 'link_level': {}, 'path_level': {}}","{'node_level': {7: {'cpu': -57}, 0: {'cpu': -17}, 15: {'cpu': -16}, 3: {'cpu': 20}}, 'link_level': {(0, 7): {'bw': -312}, (15, 7): {'bw': -106}, (3, 0): {'bw': -28}, (3, 7): {'bw': 100.0}}, 'path_level': {(0, 7): {}, (15, 7): {}, (3, 0): {}, (3, 7): {}}}","{'node_level': {7: {'cpu': 0}, 0: {'cpu': 0}, 15: {'cpu': 0}, 3: {'cpu': 20}}, 'link_level': {(0, 7): {'bw': 0}, (15, 7): {'bw': 0}, (3, 0): {'bw': 0}, (3, 7): {'bw': 100.0}}, 'path_level': {(0, 7): {}, (15, 7): {}, (3, 0): {}, (3, 7): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,10.0,0.001035928726196289,3.0,2.0
8,0,0,0,0,0,0,0,0,0,9,1,201.0,10885,1170,9715,0.0,0.0,7,1297.7818492733904,201.0,10,29,False,"{9: 25, 0: 17, 8: 18}","{(0, 9): [(17, 9), (9, 25)], (8, 9): [(18, 10), (10, 4), (4, 9), (9, 25)]}","{(9, 25): {'cpu': 37}, (0, 17): {'cpu': 17}, (8, 18): {'cpu': 39}}","{((0, 9), (17, 9)): {'bw': 74}, ((0, 9), (9, 25)): {'bw': 74}, ((8, 9), (18, 10)): {'bw': 82}, ((8, 9), (10, 4)): {'bw': 82}, ((8, 9), (4, 9)): {'bw': 82}, ((8, 9), (9, 25)): {'bw': 82}}",0.0,0.0,482.0,241.0,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,359.0,"{'node_level': {'cpu': 23}, 'link_level': {}, 'path_level': {}}","{'node_level': {9: {'cpu': -59}, 0: {'cpu': -36}, 8: {'cpu': -11}, 6: {'cpu': 23}}, 'link_level': {(0, 9): {'bw': -277}, (8, 9): {'bw': -121}, (6, 0): {'bw': -33}, (6, 8): {'bw': -40}, (6, 9): {'bw': 100.0}}, 'path_level': {(0, 9): {}, (8, 9): {}, (6, 0): {}, (6, 8): {}, (6, 9): {}}}","{'node_level': {9: {'cpu': 0}, 0: {'cpu': 0}, 8: {'cpu': 0}, 6: {'cpu': 23}}, 'link_level': {(0, 9): {'bw': 0}, (8, 9): {'bw': 0}, (6, 0): {'bw': 0}, (6, 8): {'bw': 0}, (6, 9): {'bw': 100.0}}, 'path_level': {(0, 9): {}, (8, 9): {}, (6, 0): {}, (6, 8): {}, (6, 9): {}}}",[],100.0,100.0,False,False,False,0,[],0,0.0,10.0,0.0008118152618408203,3.0,2.0
