v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,1,1,303.0,492.0,8464.31337992964,13744.033607014462,0.6158536585365854,0.6158536585365855,7,0,1,22.0,11101,2177,8924,0.024204392649036288,0.0467848750267037,0,27.93502765653346,22.0,7,8,True,"{4: 1, 0: 0, 1: 3, 3: 4, 2: 2, 6: 7, 5: 8}","{(0, 4): [(0, 1)], (1, 4): [(3, 1)], (3, 0): [(4, 1), (1, 0)], (3, 1): [(4, 1), (1, 3)], (3, 4): [(4, 1)], (2, 4): [(2, 0), (0, 1)], (6, 0): [(7, 3), (3, 1), (1, 0)], (5, 6): [(8, 3), (3, 7)]}","{(4, 1): {'cpu': 19}, (0, 0): {'cpu': 17}, (1, 3): {'cpu': 3}, (3, 4): {'cpu': 1}, (2, 2): {'cpu': 3}, (6, 7): {'cpu': 7}, (5, 8): {'cpu': 4}}","{((0, 4), (0, 1)): {'bw': 10}, ((1, 4), (3, 1)): {'bw': 29}, ((3, 0), (4, 1)): {'bw': 42}, ((3, 0), (1, 0)): {'bw': 42}, ((3, 1), (4, 1)): {'bw': 49}, ((3, 1), (1, 3)): {'bw': 49}, ((3, 4), (4, 1)): {'bw': 50}, ((2, 4), (2, 0)): {'bw': 24}, ((2, 4), (0, 1)): {'bw': 24}, ((6, 0), (7, 3)): {'bw': 29}, ((6, 0), (3, 1)): {'bw': 29}, ((6, 0), (1, 0)): {'bw': 29}, ((5, 6), (8, 3)): {'bw': 16}, ((5, 6), (3, 7)): {'bw': 16}}",492.0,303.0,108.0,54.0,249.0,54.0,249.0,54.0,438.0,189.0,0.6158536585365854,13744.033607014462,8464.31337992964,17.203888983596826,Success,0.0,"{'node_level': {'cpu': -67}, 'link_level': {'bw': -184}, 'path_level': {}}","{'node_level': {4: {'cpu': -78}, 0: {'cpu': -77}, 1: {'cpu': -50}, 3: {'cpu': -52}, 2: {'cpu': -47}, 6: {'cpu': -62}, 5: {'cpu': -67}}, 'link_level': {(0, 4): {'bw': -269}, (1, 4): {'bw': -363}, (3, 0): {'bw': -227}, (3, 1): {'bw': -191}, (3, 4): {'bw': -141}, (2, 4): {'bw': -203}, (6, 0): {'bw': -174}, (5, 6): {'bw': -184}}, 'path_level': {(0, 4): {}, (1, 4): {}, (3, 0): {}, (3, 1): {}, (3, 4): {}, (2, 4): {}, (6, 0): {}, (5, 6): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (3, 0): {'bw': 0}, (3, 1): {'bw': 0}, (3, 4): {'bw': 0}, (2, 4): {'bw': 0}, (6, 0): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 4): {}, (1, 4): {}, (3, 0): {}, (3, 1): {}, (3, 4): {}, (2, 4): {}, (6, 0): {}, (5, 6): {}}}",[],-67.0,0.0,True,True,False,0,[],0,0.0,0.0,7.0,8.0
2,2,2,341.0,530.0,12703.958321368384,17983.67854845321,0.6433962264150943,0.706416003107499,8,1,1,49.0,11063,2173,8890,0.025997310623039005,0.05041657765434737,1,111.56960372207224,49.0,2,1,True,"{1: 5, 0: 2}","{(0, 1): [(2, 5)]}","{(1, 5): {'cpu': 4}, (0, 2): {'cpu': 0}}","{((0, 1), (2, 5)): {'bw': 34}}",38.0,38.0,8.0,4.0,34.0,4.0,34.0,4.0,34.0,0.0,1.0,4239.644941438745,4239.644941438745,111.56960372207224,Success,0.0,"{'node_level': {'cpu': -47}, 'link_level': {'bw': -265}, 'path_level': {}}","{'node_level': {1: {'cpu': -85}, 0: {'cpu': -47}}, 'link_level': {(0, 1): {'bw': -265}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-47.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0
2,2,1,341.0,530.0,12703.958321368384,17983.67854845321,0.6433962264150943,0.706416003107499,8,2,0,49.935027656533464,11555,2227,9328,0.0017929179740027168,0.0036317026276436737,0,27.93502765653346,22.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
3,3,2,542.0,794.0,14582.853133758059,20451.48069009935,0.6826196473551638,0.7130463243582007,8,3,1,68.0,11291,2190,9101,0.018377409233527597,0.02787865840632342,2,9.347735385023263,68.0,5,6,True,"{4: 1, 3: 0, 1: 3, 2: 4, 0: 2}","{(3, 4): [(0, 1)], (1, 3): [(3, 1), (1, 0)], (1, 4): [(3, 1)], (2, 4): [(4, 1)], (0, 1): [(2, 0), (0, 1), (1, 3)], (0, 3): [(2, 0)]}","{(4, 1): {'cpu': 19}, (3, 0): {'cpu': 2}, (1, 3): {'cpu': 1}, (2, 4): {'cpu': 2}, (0, 2): {'cpu': 13}}","{((3, 4), (0, 1)): {'bw': 49}, ((1, 3), (3, 1)): {'bw': 39}, ((1, 3), (1, 0)): {'bw': 39}, ((1, 4), (3, 1)): {'bw': 21}, ((2, 4), (4, 1)): {'bw': 13}, ((0, 1), (2, 0)): {'bw': 12}, ((0, 1), (0, 1)): {'bw': 12}, ((0, 1), (1, 3)): {'bw': 12}, ((0, 3), (2, 0)): {'bw': 30}}",264.0,201.0,74.0,37.0,164.0,37.0,164.0,37.0,227.0,63.0,0.7613636363636364,2467.8021416461415,1878.894812389676,7.117025804506348,Success,0.0,"{'node_level': {'cpu': -37}, 'link_level': {'bw': -179}, 'path_level': {}}","{'node_level': {4: {'cpu': -78}, 3: {'cpu': -92}, 1: {'cpu': -52}, 2: {'cpu': -51}, 0: {'cpu': -37}}, 'link_level': {(3, 4): {'bw': -230}, (1, 3): {'bw': -191}, (1, 4): {'bw': -332}, (2, 4): {'bw': -269}, (0, 1): {'bw': -179}, (0, 3): {'bw': -333}}, 'path_level': {(3, 4): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (0, 1): {}, (0, 3): {}}}","{'node_level': {4: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(3, 4): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (0, 1): {'bw': 0}, (0, 3): {'bw': 0}}, 'path_level': {(3, 4): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (0, 1): {}, (0, 3): {}}}",[],-37.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,6.0
3,3,1,542.0,794.0,14582.853133758059,20451.48069009935,0.6826196473551638,0.7130463243582007,8,4,0,77.34773538502327,11555,2227,9328,0.0017929179740027168,0.0036317026276436737,2,9.347735385023263,68.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
4,4,2,739.0,1085.0,170056.50668700924,250110.53238551097,0.6811059907834102,0.6799254116371658,8,5,1,105.0,11264,2178,9086,0.023756163155535637,0.029480880153813338,3,789.206363214473,105.0,5,5,True,"{2: 1, 0: 0, 4: 3, 3: 4, 1: 2}","{(0, 2): [(0, 1)], (4, 0): [(3, 1), (1, 0)], (4, 2): [(3, 1)], (3, 2): [(4, 1)], (1, 4): [(2, 0), (0, 1), (1, 3)]}","{(2, 1): {'cpu': 17}, (0, 0): {'cpu': 19}, (4, 3): {'cpu': 1}, (3, 4): {'cpu': 0}, (1, 2): {'cpu': 12}}","{((0, 2), (0, 1)): {'bw': 36}, ((4, 0), (3, 1)): {'bw': 10}, ((4, 0), (1, 0)): {'bw': 10}, ((4, 2), (3, 1)): {'bw': 28}, ((3, 2), (4, 1)): {'bw': 32}, ((1, 4), (2, 0)): {'bw': 42}, ((1, 4), (0, 1)): {'bw': 42}, ((1, 4), (1, 3)): {'bw': 42}}",291.0,197.0,98.0,49.0,148.0,49.0,148.0,49.0,242.0,94.0,0.6769759450171822,229659.05169541162,155473.65355325118,534.2737235506913,Success,0.0,"{'node_level': {'cpu': -38}, 'link_level': {'bw': -191}, 'path_level': {}}","{'node_level': {2: {'cpu': -80}, 0: {'cpu': -75}, 4: {'cpu': -52}, 3: {'cpu': -53}, 1: {'cpu': -38}}, 'link_level': {(0, 2): {'bw': -243}, (4, 0): {'bw': -233}, (4, 2): {'bw': -354}, (3, 2): {'bw': -250}, (1, 4): {'bw': -191}}, 'path_level': {(0, 2): {}, (4, 0): {}, (4, 2): {}, (3, 2): {}, (1, 4): {}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (4, 0): {'bw': 0}, (4, 2): {'bw': 0}, (3, 2): {'bw': 0}, (1, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (4, 0): {}, (4, 2): {}, (3, 2): {}, (1, 4): {}}}",[],-38.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,5.0
5,5,3,1037.0,1605.0,207828.85778089848,316022.0175157875,0.6461059190031153,0.6576404372537619,13,6,1,131.0,10744,2094,8650,0.061407440609592134,0.07605212561418495,4,126.75285601976255,131.0,9,10,True,"{2: 4, 4: 1, 3: 9, 8: 10, 7: 0, 0: 3, 1: 17, 6: 25, 5: 18}","{(4, 2): [(1, 4)], (3, 2): [(9, 4)], (8, 2): [(10, 4)], (7, 2): [(0, 1), (1, 4)], (7, 4): [(0, 1)], (0, 2): [(3, 1), (1, 4)], (1, 4): [(17, 9), (9, 4), (4, 1)], (1, 8): [(17, 9), (9, 4), (4, 10)], (6, 1): [(25, 9), (9, 17)], (5, 6): [(18, 10), (10, 4), (4, 9), (9, 25)]}","{(2, 4): {'cpu': 13}, (4, 1): {'cpu': 15}, (3, 9): {'cpu': 19}, (8, 10): {'cpu': 6}, (7, 0): {'cpu': 7}, (0, 3): {'cpu': 2}, (1, 17): {'cpu': 1}, (6, 25): {'cpu': 4}, (5, 18): {'cpu': 17}}","{((4, 2), (1, 4)): {'bw': 18}, ((3, 2), (9, 4)): {'bw': 42}, ((8, 2), (10, 4)): {'bw': 29}, ((7, 2), (0, 1)): {'bw': 2}, ((7, 2), (1, 4)): {'bw': 2}, ((7, 4), (0, 1)): {'bw': 17}, ((0, 2), (3, 1)): {'bw': 9}, ((0, 2), (1, 4)): {'bw': 9}, ((1, 4), (17, 9)): {'bw': 15}, ((1, 4), (9, 4)): {'bw': 15}, ((1, 4), (4, 1)): {'bw': 15}, ((1, 8), (17, 9)): {'bw': 29}, ((1, 8), (9, 4)): {'bw': 29}, ((1, 8), (4, 10)): {'bw': 29}, ((6, 1), (25, 9)): {'bw': 18}, ((6, 1), (9, 17)): {'bw': 18}, ((5, 6), (18, 10)): {'bw': 35}, ((5, 6), (10, 4)): {'bw': 35}, ((5, 6), (4, 9)): {'bw': 35}, ((5, 6), (9, 25)): {'bw': 35}}",520.0,298.0,168.0,84.0,214.0,84.0,214.0,84.0,436.0,222.0,0.573076923076923,65911.48513027653,37772.351093889236,72.63913671901776,Success,0.0,"{'node_level': {'cpu': -72}, 'link_level': {'bw': -226}, 'path_level': {}}","{'node_level': {2: {'cpu': -40}, 4: {'cpu': -65}, 3: {'cpu': -81}, 8: {'cpu': -80}, 7: {'cpu': -68}, 0: {'cpu': -50}, 1: {'cpu': -87}, 6: {'cpu': -59}, 5: {'cpu': -72}}, 'link_level': {(4, 2): {'bw': -232}, (3, 2): {'bw': -305}, (8, 2): {'bw': -313}, (7, 2): {'bw': -189}, (7, 4): {'bw': -172}, (0, 2): {'bw': -221}, (1, 4): {'bw': -206}, (1, 8): {'bw': -261}, (6, 1): {'bw': -289}, (5, 6): {'bw': -226}}, 'path_level': {(4, 2): {}, (3, 2): {}, (8, 2): {}, (7, 2): {}, (7, 4): {}, (0, 2): {}, (1, 4): {}, (1, 8): {}, (6, 1): {}, (5, 6): {}}}","{'node_level': {2: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 8: {'cpu': 0}, 7: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 6: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(4, 2): {'bw': 0}, (3, 2): {'bw': 0}, (8, 2): {'bw': 0}, (7, 2): {'bw': 0}, (7, 4): {'bw': 0}, (0, 2): {'bw': 0}, (1, 4): {'bw': 0}, (1, 8): {'bw': 0}, (6, 1): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(4, 2): {}, (3, 2): {}, (8, 2): {}, (7, 2): {}, (7, 4): {}, (0, 2): {}, (1, 4): {}, (1, 8): {}, (6, 1): {}, (5, 6): {}}}",[],-72.0,0.0,True,True,False,0,[],0,0.0,0.0,9.0,10.0
6,6,4,1224.0,1835.0,247440.79706408316,364742.5845485815,0.6670299727520436,0.6783984309655665,15,7,1,155.0,10514,2031,8483,0.08964589870013451,0.09389019440290536,5,211.82855231649557,155.0,5,6,True,"{4: 5, 2: 2, 0: 11, 1: 12, 3: 0}","{(2, 4): [(2, 5)], (0, 2): [(11, 5), (5, 2)], (0, 4): [(11, 5)], (1, 2): [(12, 5), (5, 2)], (1, 4): [(12, 5)], (3, 4): [(0, 2), (2, 5)]}","{(4, 5): {'cpu': 13}, (2, 2): {'cpu': 12}, (0, 11): {'cpu': 19}, (1, 12): {'cpu': 16}, (3, 0): {'cpu': 3}}","{((2, 4), (2, 5)): {'bw': 44}, ((0, 2), (11, 5)): {'bw': 2}, ((0, 2), (5, 2)): {'bw': 2}, ((0, 4), (11, 5)): {'bw': 20}, ((1, 2), (12, 5)): {'bw': 3}, ((1, 2), (5, 2)): {'bw': 3}, ((1, 4), (12, 5)): {'bw': 17}, ((3, 4), (0, 2)): {'bw': 38}, ((3, 4), (2, 5)): {'bw': 38}}",230.0,187.0,126.0,63.0,124.0,63.0,124.0,63.0,167.0,43.0,0.8130434782608695,48720.56703279398,39611.93928318467,172.22582297036814,Success,0.0,"{'node_level': {'cpu': -65}, 'link_level': {'bw': -178}, 'path_level': {}}","{'node_level': {4: {'cpu': -72}, 2: {'cpu': -26}, 0: {'cpu': -54}, 1: {'cpu': -40}, 3: {'cpu': -65}}, 'link_level': {(2, 4): {'bw': -221}, (0, 2): {'bw': -219}, (0, 4): {'bw': -345}, (1, 2): {'bw': -216}, (1, 4): {'bw': -212}, (3, 4): {'bw': -178}}, 'path_level': {(2, 4): {}, (0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (3, 4): {}}}","{'node_level': {4: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(2, 4): {'bw': 0}, (0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(2, 4): {}, (0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (3, 4): {}}}",[],-65.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,6.0
6,6,3,1224.0,1835.0,247440.79706408316,364742.5845485815,0.6670299727520436,0.6783984309655665,15,8,0,160.56960372207226,10552,2035,8517,0.08785298072613179,0.09025849177526168,1,111.56960372207224,49.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
7,7,4,1527.0,2338.0,646221.9564392483,1026745.6313000933,0.6531223267750214,0.6293885620150966,19,9,1,181.0,10049,1973,8076,0.11564320932317351,0.13736381115146334,6,1316.109436881733,181.0,7,9,True,"{2: 6, 3: 2, 5: 13, 6: 14, 1: 0, 0: 5, 4: 21}","{(3, 2): [(2, 6)], (5, 2): [(13, 6)], (5, 3): [(13, 6), (6, 2)], (6, 2): [(14, 6)], (6, 3): [(14, 6), (6, 2)], (1, 2): [(0, 2), (2, 6)], (1, 6): [(0, 2), (2, 6), (6, 14)], (0, 2): [(5, 2), (2, 6)], (4, 5): [(21, 13)]}","{(2, 6): {'cpu': 5}, (3, 2): {'cpu': 10}, (5, 13): {'cpu': 15}, (6, 14): {'cpu': 4}, (1, 0): {'cpu': 10}, (0, 5): {'cpu': 10}, (4, 21): {'cpu': 8}}","{((3, 2), (2, 6)): {'bw': 30}, ((5, 2), (13, 6)): {'bw': 7}, ((5, 3), (13, 6)): {'bw': 24}, ((5, 3), (6, 2)): {'bw': 24}, ((6, 2), (14, 6)): {'bw': 24}, ((6, 3), (14, 6)): {'bw': 47}, ((6, 3), (6, 2)): {'bw': 47}, ((1, 2), (0, 2)): {'bw': 37}, ((1, 2), (2, 6)): {'bw': 37}, ((1, 6), (0, 2)): {'bw': 35}, ((1, 6), (2, 6)): {'bw': 35}, ((1, 6), (6, 14)): {'bw': 35}, ((0, 2), (5, 2)): {'bw': 22}, ((0, 2), (2, 6)): {'bw': 22}, ((4, 5), (21, 13)): {'bw': 15}}",503.0,303.0,124.0,62.0,241.0,62.0,241.0,62.0,441.0,200.0,0.6023856858846919,662003.0467515117,398781.1593751651,792.8054858353183,Success,0.0,"{'node_level': {'cpu': -66}, 'link_level': {'bw': -349}, 'path_level': {}}","{'node_level': {2: {'cpu': -54}, 3: {'cpu': -16}, 5: {'cpu': -59}, 6: {'cpu': -70}, 1: {'cpu': -55}, 0: {'cpu': -66}, 4: {'cpu': -66}}, 'link_level': {(3, 2): {'bw': -347}, (5, 2): {'bw': -386}, (5, 3): {'bw': -323}, (6, 2): {'bw': -185}, (6, 3): {'bw': -138}, (1, 2): {'bw': -239}, (1, 6): {'bw': -103}, (0, 2): {'bw': -182}, (4, 5): {'bw': -349}}, 'path_level': {(3, 2): {}, (5, 2): {}, (5, 3): {}, (6, 2): {}, (6, 3): {}, (1, 2): {}, (1, 6): {}, (0, 2): {}, (4, 5): {}}}","{'node_level': {2: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(3, 2): {'bw': 0}, (5, 2): {'bw': 0}, (5, 3): {'bw': 0}, (6, 2): {'bw': 0}, (6, 3): {'bw': 0}, (1, 2): {'bw': 0}, (1, 6): {'bw': 0}, (0, 2): {'bw': 0}, (4, 5): {'bw': 0}}, 'path_level': {(3, 2): {}, (5, 2): {}, (5, 3): {}, (6, 2): {}, (6, 3): {}, (1, 2): {}, (1, 6): {}, (0, 2): {}, (4, 5): {}}}",[],-66.0,0.0,True,True,False,0,[],0,0.0,0.0,7.0,9.0
