v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links,seed
1,1,1,559.0,890.0,264639.0676749675,421339.48162919696,0.6280898876404495,0.6280898876404494,6,0,1,16.0,15393,2494,12899,0.04371165644171782,0.056745886654478994,0,473.4151478979741,16.0,6,9,True,"{5: 28, 2: 0, 1: 1, 3: 30, 0: 31, 4: 4}","{(2, 5): [(0, 28)], (1, 2): [(1, 4), (4, 0)], (1, 5): [(1, 28)], (3, 2): [(30, 28), (28, 0)], (3, 5): [(30, 28)], (0, 1): [(31, 28), (28, 1)], (0, 5): [(31, 28)], (4, 0): [(4, 0), (0, 28), (28, 31)], (4, 5): [(4, 0), (0, 28)]}","{(5, 28): {'cpu': 17}, (2, 0): {'cpu': 30}, (1, 1): {'cpu': 19}, (3, 30): {'cpu': 24}, (0, 31): {'cpu': 14}, (4, 4): {'cpu': 10}}","{((2, 5), (0, 28)): {'bw': 23}, ((1, 2), (1, 4)): {'bw': 25}, ((1, 2), (4, 0)): {'bw': 25}, ((1, 5), (1, 28)): {'bw': 30}, ((3, 2), (30, 28)): {'bw': 72}, ((3, 2), (28, 0)): {'bw': 72}, ((3, 5), (30, 28)): {'bw': 59}, ((0, 1), (31, 28)): {'bw': 75}, ((0, 1), (28, 1)): {'bw': 75}, ((0, 5), (31, 28)): {'bw': 65}, ((4, 0), (4, 0)): {'bw': 63}, ((4, 0), (0, 28)): {'bw': 63}, ((4, 0), (28, 31)): {'bw': 63}, ((4, 5), (4, 0)): {'bw': 33}, ((4, 5), (0, 28)): {'bw': 33}}",890.0,559.0,228.0,114.0,445.0,114.0,445.0,114.0,776.0,331.0,0.6280898876404495,421339.48162919696,264639.0676749675,297.3472670505253,Success,0.0,"{'node_level': {'cpu': -49}, 'link_level': {'bw': -70}, 'path_level': {}}","{'node_level': {5: {'cpu': -56}, 2: {'cpu': -57}, 1: {'cpu': -74}, 3: {'cpu': -67}, 0: {'cpu': -85}, 4: {'cpu': -49}}, 'link_level': {(2, 5): {'bw': -238}, (1, 2): {'bw': -197}, (1, 5): {'bw': -298}, (3, 2): {'bw': -166}, (3, 5): {'bw': -222}, (0, 1): {'bw': -223}, (0, 5): {'bw': -164}, (4, 0): {'bw': -101}, (4, 5): {'bw': -70}}, 'path_level': {(2, 5): {}, (1, 2): {}, (1, 5): {}, (3, 2): {}, (3, 5): {}, (0, 1): {}, (0, 5): {}, (4, 0): {}, (4, 5): {}}}","{'node_level': {5: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(2, 5): {'bw': 0}, (1, 2): {'bw': 0}, (1, 5): {'bw': 0}, (3, 2): {'bw': 0}, (3, 5): {'bw': 0}, (0, 1): {'bw': 0}, (0, 5): {'bw': 0}, (4, 0): {'bw': 0}, (4, 5): {'bw': 0}}, 'path_level': {(2, 5): {}, (1, 2): {}, (1, 5): {}, (3, 2): {}, (3, 5): {}, (0, 1): {}, (0, 5): {}, (4, 0): {}, (4, 5): {}}}",[],-49.0,0.0,True,True,False,0,[],0,0.0,0.0,6.0,9.0,1
2,2,2,1669.0,2658.0,295395.39590975636,470327.9395743381,0.627915726109857,0.6280626155807344,13,1,1,36.0,13625,2319,11306,0.11081288343558282,0.173235831809872,1,27.708403815125063,36.0,7,16,True,"{2: 13, 5: 2, 6: 3, 4: 14, 3: 15, 0: 5, 1: 21}","{(5, 2): [(2, 13)], (6, 2): [(3, 13)], (6, 5): [(3, 5), (5, 2)], (4, 2): [(14, 13)], (4, 5): [(14, 13), (13, 2)], (4, 6): [(14, 13), (13, 3)], (3, 2): [(15, 13)], (3, 4): [(15, 12), (12, 14)], (3, 5): [(15, 13), (13, 2)], (3, 6): [(15, 12), (12, 14), (14, 13), (13, 3)], (0, 2): [(5, 3), (3, 13)], (0, 5): [(5, 2)], (0, 6): [(5, 3)], (1, 4): [(21, 2), (2, 13), (13, 14)], (1, 5): [(21, 2)], (1, 6): [(21, 3)]}","{(2, 13): {'cpu': 35}, (5, 2): {'cpu': 24}, (6, 3): {'cpu': 17}, (4, 14): {'cpu': 37}, (3, 15): {'cpu': 21}, (0, 5): {'cpu': 15}, (1, 21): {'cpu': 26}}","{((5, 2), (2, 13)): {'bw': 53}, ((6, 2), (3, 13)): {'bw': 66}, ((6, 5), (3, 5)): {'bw': 80}, ((6, 5), (5, 2)): {'bw': 80}, ((4, 2), (14, 13)): {'bw': 34}, ((4, 5), (14, 13)): {'bw': 20}, ((4, 5), (13, 2)): {'bw': 20}, ((4, 6), (14, 13)): {'bw': 34}, ((4, 6), (13, 3)): {'bw': 34}, ((3, 2), (15, 13)): {'bw': 72}, ((3, 4), (15, 12)): {'bw': 73}, ((3, 4), (12, 14)): {'bw': 73}, ((3, 5), (15, 13)): {'bw': 80}, ((3, 5), (13, 2)): {'bw': 80}, ((3, 6), (15, 12)): {'bw': 80}, ((3, 6), (12, 14)): {'bw': 80}, ((3, 6), (14, 13)): {'bw': 80}, ((3, 6), (13, 3)): {'bw': 80}, ((0, 2), (5, 3)): {'bw': 63}, ((0, 2), (3, 13)): {'bw': 63}, ((0, 5), (5, 2)): {'bw': 20}, ((0, 6), (5, 3)): {'bw': 76}, ((1, 4), (21, 2)): {'bw': 34}, ((1, 4), (2, 13)): {'bw': 34}, ((1, 4), (13, 14)): {'bw': 34}, ((1, 5), (21, 2)): {'bw': 75}, ((1, 6), (21, 3)): {'bw': 75}}",1768.0,1110.0,350.0,175.0,935.0,175.0,935.0,175.0,1593.0,658.0,0.6278280542986425,48988.45794514111,30756.32823478882,17.396113254971052,Success,0.0,"{'node_level': {'cpu': -35}, 'link_level': {'bw': -21}, 'path_level': {}}","{'node_level': {2: {'cpu': -60}, 5: {'cpu': -38}, 6: {'cpu': -41}, 4: {'cpu': -19}, 3: {'cpu': -54}, 0: {'cpu': -46}, 1: {'cpu': -35}}, 'link_level': {(5, 2): {'bw': -155}, (6, 2): {'bw': -255}, (6, 5): {'bw': -180}, (4, 2): {'bw': -242}, (4, 5): {'bw': -135}, (4, 6): {'bw': -188}, (3, 2): {'bw': -154}, (3, 4): {'bw': -151}, (3, 5): {'bw': -55}, (3, 6): {'bw': -71}, (0, 2): {'bw': -78}, (0, 5): {'bw': -160}, (0, 6): {'bw': -156}, (1, 4): {'bw': -21}, (1, 5): {'bw': -232}, (1, 6): {'bw': -325}}, 'path_level': {(5, 2): {}, (6, 2): {}, (6, 5): {}, (4, 2): {}, (4, 5): {}, (4, 6): {}, (3, 2): {}, (3, 4): {}, (3, 5): {}, (3, 6): {}, (0, 2): {}, (0, 5): {}, (0, 6): {}, (1, 4): {}, (1, 5): {}, (1, 6): {}}}","{'node_level': {2: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(5, 2): {'bw': 0}, (6, 2): {'bw': 0}, (6, 5): {'bw': 0}, (4, 2): {'bw': 0}, (4, 5): {'bw': 0}, (4, 6): {'bw': 0}, (3, 2): {'bw': 0}, (3, 4): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (0, 2): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (1, 4): {'bw': 0}, (1, 5): {'bw': 0}, (1, 6): {'bw': 0}}, 'path_level': {(5, 2): {}, (6, 2): {}, (6, 5): {}, (4, 2): {}, (4, 5): {}, (4, 6): {}, (3, 2): {}, (3, 4): {}, (3, 5): {}, (3, 6): {}, (0, 2): {}, (0, 5): {}, (0, 6): {}, (1, 4): {}, (1, 5): {}, (1, 6): {}}}",[],-21.0,0.0,True,True,False,0,[],0,0.0,0.0,7.0,16.0,1
3,3,3,1765.0,2754.0,321558.3316975399,496490.8753621216,0.6408859840232389,0.64766211758274,14,2,1,55.0,13529,2277,11252,0.1269171779141104,0.1771846435100548,2,272.5305811227454,55.0,3,2,True,"{0: 20, 2: 0, 1: 1}","{(2, 0): [(0, 20)], (1, 0): [(1, 20)]}","{(0, 20): {'cpu': 12}, (2, 0): {'cpu': 17}, (1, 1): {'cpu': 13}}","{((2, 0), (0, 20)): {'bw': 27}, ((1, 0), (1, 20)): {'bw': 27}}",96.0,96.0,84.0,42.0,54.0,42.0,54.0,42.0,54.0,0.0,1.0,26162.935787783557,26162.935787783557,272.5305811227454,Success,0.0,"{'node_level': {'cpu': -61}, 'link_level': {'bw': -174}, 'path_level': {}}","{'node_level': {0: {'cpu': -58}, 2: {'cpu': -40}, 1: {'cpu': -61}}, 'link_level': {(2, 0): {'bw': -236}, (1, 0): {'bw': -174}}, 'path_level': {(2, 0): {}, (1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (1, 0): {'bw': 0}}, 'path_level': {(2, 0): {}, (1, 0): {}}}",[],-61.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0,1
3,3,2,1765.0,2754.0,321558.3316975399,496490.8753621216,0.6408859840232389,0.64766211758274,14,3,0,63.70840381512507,15297,2452,12845,0.059815950920245387,0.06069469835466179,1,27.708403815125063,36.0,7,16,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,1
4,4,3,2063.0,3122.0,490901.09652120457,705612.1419900028,0.6607943625880845,0.6957095368806163,14,4,1,72.0,14929,2360,12569,0.0950920245398773,0.0808775137111517,3,568.2643114888076,72.0,4,3,True,"{1: 13, 0: 2, 2: 3, 3: 14}","{(0, 1): [(2, 13)], (2, 1): [(3, 13)], (3, 0): [(14, 13), (13, 2)]}","{(1, 13): {'cpu': 12}, (0, 2): {'cpu': 26}, (2, 3): {'cpu': 39}, (3, 14): {'cpu': 15}}","{((0, 1), (2, 13)): {'bw': 58}, ((2, 1), (3, 13)): {'bw': 78}, ((3, 0), (14, 13)): {'bw': 70}, ((3, 0), (13, 2)): {'bw': 70}}",368.0,298.0,184.0,92.0,206.0,92.0,206.0,92.0,276.0,70.0,0.8097826086956522,209121.2666278812,169342.76482366468,460.17055658604534,Success,0.0,"{'node_level': {'cpu': -41}, 'link_level': {'bw': -80}, 'path_level': {}}","{'node_level': {1: {'cpu': -83}, 0: {'cpu': -36}, 2: {'cpu': -19}, 3: {'cpu': -41}}, 'link_level': {(0, 1): {'bw': -150}, (2, 1): {'bw': -243}, (3, 0): {'bw': -80}}, 'path_level': {(0, 1): {}, (2, 1): {}, (3, 0): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (2, 1): {'bw': 0}, (3, 0): {'bw': 0}}, 'path_level': {(0, 1): {}, (2, 1): {}, (3, 0): {}}}",[],-41.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,3.0,1
5,4,3,2063.0,3122.0,490901.09652120457,705612.1419900028,0.6607943625880845,0.6957095368806163,14,5,1,94.0,14929,2360,12569,0.0950920245398773,0.0808775137111517,4,1254.2009243439702,94.0,6,8,False,"{3: 21, 1: 2, 5: 22, 2: 23, 0: 5, 4: 13}","{(1, 3): [(2, 21)], (5, 1): [(22, 21), (21, 2)], (5, 3): [(22, 21)], (2, 3): [(23, 21)], (0, 2): [(5, 2), (2, 21), (21, 23)], (0, 3): [(5, 2), (2, 21)], (4, 1): [(13, 2)], (4, 5): [(13, 2), (2, 21), (21, 22)]}","{(3, 21): {'cpu': 18}, (1, 2): {'cpu': 25}, (5, 22): {'cpu': 22}, (2, 23): {'cpu': 24}, (0, 5): {'cpu': 29}, (4, 13): {'cpu': 23}}","{((1, 3), (2, 21)): {'bw': 35}, ((5, 1), (22, 21)): {'bw': 66}, ((5, 1), (21, 2)): {'bw': 66}, ((5, 3), (22, 21)): {'bw': 54}, ((2, 3), (23, 21)): {'bw': 69}, ((0, 2), (5, 2)): {'bw': 57}, ((0, 2), (2, 21)): {'bw': 57}, ((0, 2), (21, 23)): {'bw': 57}, ((0, 3), (5, 2)): {'bw': 31}, ((0, 3), (2, 21)): {'bw': 31}, ((4, 1), (13, 2)): {'bw': 51}, ((4, 5), (13, 2)): {'bw': 26}, ((4, 5), (2, 21)): {'bw': 26}, ((4, 5), (21, 22)): {'bw': 26}}",0.0,0.0,282.0,141.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Place Failure,3.0,"{'node_level': {'cpu': -60}, 'link_level': {'bw': -3}, 'path_level': {}}","{'node_level': {3: {'cpu': -43}, 1: {'cpu': -11}, 5: {'cpu': -70}, 2: {'cpu': -54}, 0: {'cpu': -32}, 4: {'cpu': -60}}, 'link_level': {(1, 3): {'bw': -306}, (5, 1): {'bw': -198}, (5, 3): {'bw': -144}, (2, 3): {'bw': -327}, (0, 2): {'bw': -183}, (0, 3): {'bw': -152}, (4, 1): {'bw': -29}, (4, 5): {'bw': -3}}, 'path_level': {(1, 3): {}, (5, 1): {}, (5, 3): {}, (2, 3): {}, (0, 2): {}, (0, 3): {}, (4, 1): {}, (4, 5): {}}}","{'node_level': {3: {'cpu': 0}, 1: {'cpu': 0}, 5: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(1, 3): {'bw': 0}, (5, 1): {'bw': 0}, (5, 3): {'bw': 0}, (2, 3): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}, (4, 1): {'bw': 0}, (4, 5): {'bw': 0}}, 'path_level': {(1, 3): {}, (5, 1): {}, (5, 3): {}, (2, 3): {}, (0, 2): {}, (0, 3): {}, (4, 1): {}, (4, 5): {}}}",[],-3.0,0.0,False,True,False,0,[],0,0.0,1.0,6.0,8.0,1
6,5,4,2238.0,3297.0,490936.2807721447,705647.3262409429,0.6787989080982711,0.6957247090942915,14,6,1,108.0,14754,2289,12465,0.12231595092024539,0.08848263254113342,5,0.20105286251478005,108.0,3,2,True,"{0: 21, 2: 2, 1: 3}","{(2, 0): [(2, 21)], (1, 0): [(3, 21)]}","{(0, 21): {'cpu': 20}, (2, 2): {'cpu': 36}, (1, 3): {'cpu': 15}}","{((2, 0), (2, 21)): {'bw': 63}, ((1, 0), (3, 21)): {'bw': 41}}",175.0,175.0,142.0,71.0,104.0,71.0,104.0,71.0,104.0,0.0,1.0,35.18425094008651,35.18425094008651,0.20105286251478005,Success,0.0,"{'node_level': {'cpu': -4}, 'link_level': {'bw': -359}, 'path_level': {}}","{'node_level': {0: {'cpu': -41}, 2: {'cpu': 0}, 1: {'cpu': -4}}, 'link_level': {(2, 0): {'bw': -278}, (1, 0): {'bw': -359}}, 'path_level': {(2, 0): {}, (1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (1, 0): {'bw': 0}}, 'path_level': {(2, 0): {}, (1, 0): {}}}",[],-4.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0,1
6,5,3,2238.0,3297.0,490936.2807721447,705647.3262409429,0.6787989080982711,0.6957247090942915,14,7,0,108.20105286251479,14929,2360,12569,0.0950920245398773,0.0808775137111517,5,0.20105286251478005,108.0,3,2,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,,1
7,6,4,2392.0,3451.0,780598.2480672372,995309.2935360355,0.6931324253839467,0.784277061549386,14,8,1,128.0,14775,2304,12471,0.1165644171779141,0.0880438756855576,6,1880.921865552549,128.0,3,2,True,"{0: 21, 2: 2, 1: 3}","{(2, 0): [(2, 21)], (1, 0): [(3, 21)]}","{(0, 21): {'cpu': 22}, (2, 2): {'cpu': 18}, (1, 3): {'cpu': 16}}","{((2, 0), (2, 21)): {'bw': 66}, ((1, 0), (3, 21)): {'bw': 32}}",154.0,154.0,112.0,56.0,98.0,56.0,98.0,56.0,98.0,0.0,1.0,289661.96729509253,289661.96729509253,1880.921865552549,Success,0.0,"{'node_level': {'cpu': -3}, 'link_level': {'bw': -368}, 'path_level': {}}","{'node_level': {0: {'cpu': -39}, 2: {'cpu': -18}, 1: {'cpu': -3}}, 'link_level': {(2, 0): {'bw': -275}, (1, 0): {'bw': -368}}, 'path_level': {(2, 0): {}, (1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (1, 0): {'bw': 0}}, 'path_level': {(2, 0): {}, (1, 0): {}}}",[],-3.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0,1
8,7,5,2713.0,3801.0,856440.1693191598,1078002.9771440506,0.7137595369639569,0.794469206001753,16,9,1,151.0,14425,2196,12229,0.15797546012269936,0.10574040219378433,7,236.26766745147214,151.0,4,4,True,"{2: 15, 3: 12, 1: 13, 0: 18}","{(3, 2): [(12, 15)], (1, 2): [(13, 15)], (1, 3): [(13, 14), (14, 12)], (0, 2): [(18, 15)]}","{(2, 15): {'cpu': 17}, (3, 12): {'cpu': 39}, (1, 13): {'cpu': 28}, (0, 18): {'cpu': 24}}","{((3, 2), (12, 15)): {'bw': 66}, ((1, 2), (13, 15)): {'bw': 38}, ((1, 3), (13, 14)): {'bw': 29}, ((1, 3), (14, 12)): {'bw': 29}, ((0, 2), (18, 15)): {'bw': 80}}",350.0,321.0,216.0,108.0,213.0,108.0,213.0,108.0,242.0,29.0,0.9171428571428571,82693.68360801524,75841.92125192255,216.6912035769216,Success,0.0,"{'node_level': {'cpu': -63}, 'link_level': {'bw': -229}, 'path_level': {}}","{'node_level': {2: {'cpu': -58}, 3: {'cpu': -18}, 1: {'cpu': -55}, 0: {'cpu': -63}}, 'link_level': {(3, 2): {'bw': -177}, (1, 2): {'bw': -188}, (1, 3): {'bw': -177}, (0, 2): {'bw': -229}}, 'path_level': {(3, 2): {}, (1, 2): {}, (1, 3): {}, (0, 2): {}}}","{'node_level': {2: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(3, 2): {'bw': 0}, (1, 2): {'bw': 0}, (1, 3): {'bw': 0}, (0, 2): {'bw': 0}}, 'path_level': {(3, 2): {}, (1, 2): {}, (1, 3): {}, (0, 2): {}}}",[],-63.0,0.0,True,True,False,0,[],0,0.0,0.0,4.0,4.0,1
