acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.11,0.0649534464925099,0.5891947689691313,2370.4308435834105,33,0,2,265,69894.0,39421.0,21921744.44145938,37206278.1205851,0.5640112169857212,9248.0,4.262651384083045,7.557742214532872,9516,1494,7859,3,38349.0,-inf,0.0,pl_rank,1,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_1,dataset/v_nets/300-[6-10]-random-500-0.03-cpu_[30-80]-bw_[60-150]-seed_1,Luisas-MacBook-Air.local-20251201T213631-6412,20251201T213631,2.3662261962890625
