v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links,solving_time
1,1,1,303.0,1356.0,8464.31337992964,37879.89750225937,0.2234513274336283,0.22345132743362833,7,0,1,22.0,3709,664,3045,0.07520891364902504,0.2995169082125604,0,27.93502765653346,22.0,7,8,True,"{np.int64(0): np.int64(17), np.int64(1): np.int64(15), np.int64(2): np.int64(23), np.int64(3): np.int64(26), np.int64(4): np.int64(25), np.int64(5): np.int64(22), np.int64(6): np.int64(24)}","{(0, 3): [(np.int64(17), 9), (9, 4), (4, 10), (10, 26)], (0, 4): [(np.int64(17), 9), (9, 25)], (0, 6): [(np.int64(17), 9), (9, 4), (4, 1), (1, 3), (3, 8), (8, 24)], (1, 3): [(np.int64(15), 7), (7, 3), (3, 1), (1, 4), (4, 10), (10, 26)], (1, 4): [(np.int64(15), 7), (7, 3), (3, 1), (1, 4), (4, 9), (9, 25)], (2, 4): [(np.int64(23), 7), (7, 3), (3, 1), (1, 4), (4, 9), (9, 25)], (3, 4): [(np.int64(26), 10), (10, 4), (4, 9), (9, 25)], (5, 6): [(np.int64(22), 14), (14, 6), (6, 2), (2, 0), (0, 1), (1, 3), (3, 8), (8, 24)]}","{(np.int64(0), np.int64(17)): {'cpu': 17}, (np.int64(1), np.int64(15)): {'cpu': 3}, (np.int64(2), np.int64(23)): {'cpu': 3}, (np.int64(3), np.int64(26)): {'cpu': 1}, (np.int64(4), np.int64(25)): {'cpu': 19}, (np.int64(5), np.int64(22)): {'cpu': 4}, (np.int64(6), np.int64(24)): {'cpu': 7}}","{((0, 3), (np.int64(17), 9)): {'bw': 42}, ((0, 3), (9, 4)): {'bw': 42}, ((0, 3), (4, 10)): {'bw': 42}, ((0, 3), (10, 26)): {'bw': 42}, ((0, 4), (np.int64(17), 9)): {'bw': 10}, ((0, 4), (9, 25)): {'bw': 10}, ((0, 6), (np.int64(17), 9)): {'bw': 29}, ((0, 6), (9, 4)): {'bw': 29}, ((0, 6), (4, 1)): {'bw': 29}, ((0, 6), (1, 3)): {'bw': 29}, ((0, 6), (3, 8)): {'bw': 29}, ((0, 6), (8, 24)): {'bw': 29}, ((1, 3), (np.int64(15), 7)): {'bw': 49}, ((1, 3), (7, 3)): {'bw': 49}, ((1, 3), (3, 1)): {'bw': 49}, ((1, 3), (1, 4)): {'bw': 49}, ((1, 3), (4, 10)): {'bw': 49}, ((1, 3), (10, 26)): {'bw': 49}, ((1, 4), (np.int64(15), 7)): {'bw': 29}, ((1, 4), (7, 3)): {'bw': 29}, ((1, 4), (3, 1)): {'bw': 29}, ((1, 4), (1, 4)): {'bw': 29}, ((1, 4), (4, 9)): {'bw': 29}, ((1, 4), (9, 25)): {'bw': 29}, ((2, 4), (np.int64(23), 7)): {'bw': 24}, ((2, 4), (7, 3)): {'bw': 24}, ((2, 4), (3, 1)): {'bw': 24}, ((2, 4), (1, 4)): {'bw': 24}, ((2, 4), (4, 9)): {'bw': 24}, ((2, 4), (9, 25)): {'bw': 24}, ((3, 4), (np.int64(26), 10)): {'bw': 50}, ((3, 4), (10, 4)): {'bw': 50}, ((3, 4), (4, 9)): {'bw': 50}, ((3, 4), (9, 25)): {'bw': 50}, ((5, 6), (np.int64(22), 14)): {'bw': 16}, ((5, 6), (14, 6)): {'bw': 16}, ((5, 6), (6, 2)): {'bw': 16}, ((5, 6), (2, 0)): {'bw': 16}, ((5, 6), (0, 1)): {'bw': 16}, ((5, 6), (1, 3)): {'bw': 16}, ((5, 6), (3, 8)): {'bw': 16}, ((5, 6), (8, 24)): {'bw': 16}}",1356.0,303.0,540.0,54.0,249.0,54.0,249.0,54.0,1302.0,1053.0,0.2234513274336283,37879.89750225937,8464.31337992964,6.242119011747521,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -25}, np.int64(1): {'cpu': -51}, np.int64(2): {'cpu': -41}, np.int64(3): {'cpu': -34}, np.int64(4): {'cpu': -28}, np.int64(5): {'cpu': -49}, np.int64(6): {'cpu': -47}}, 'link_level': {(0, 3): {'bw': -107}, (0, 4): {'bw': -105}, (0, 6): {'bw': -76}, (1, 3): {'bw': -58}, (1, 4): {'bw': -61}, (2, 4): {'bw': -38}, (3, 4): {'bw': -8}, (5, 6): {'bw': -22}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,7.0,8.0,0.14905381202697754
2,2,2,341.0,1394.0,12703.958321368384,42119.54244369812,0.24461979913916787,0.3016167219373281,8,1,1,49.0,3671,660,3011,0.0807799442896936,0.30733839429491605,1,111.56960372207224,49.0,2,1,True,"{np.int64(0): np.int64(14), np.int64(1): np.int64(22)}","{(0, 1): [(np.int64(14), 22)]}","{(np.int64(0), np.int64(14)): {'cpu': 0}, (np.int64(1), np.int64(22)): {'cpu': 4}}","{((0, 1), (np.int64(14), 22)): {'bw': 34}}",38.0,38.0,24.0,4.0,34.0,4.0,34.0,4.0,34.0,0.0,1.0,4239.644941438745,4239.644941438745,111.56960372207224,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': -45}}, 'link_level': {(0, 1): {'bw': -50}}, 'path_level': {(0, 1): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,2.0,1.0,0.04441690444946289
2,2,1,341.0,1394.0,12703.958321368384,42119.54244369812,0.24461979913916787,0.3016167219373281,8,2,0,49.935027656533464,5027,714,4313,0.005571030640668551,0.007821486082355666,0,27.93502765653346,22.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
3,3,2,542.0,2125.0,14582.853133758059,48952.73701015012,0.2550588235294118,0.2978965840201003,12,3,1,68.0,4296,677,3619,0.057103064066852394,0.16747181964573266,2,9.347735385023263,68.0,5,6,True,"{np.int64(0): np.int64(30), np.int64(1): np.int64(19), np.int64(2): np.int64(17), np.int64(3): np.int64(28), np.int64(4): np.int64(20)}","{(0, 1): [(np.int64(30), 14), (14, 6), (6, 2), (2, 5), (5, 11), (11, 19)], (0, 3): [(np.int64(30), 14), (14, 6), (6, 2), (2, 5), (5, 12), (12, 28)], (1, 3): [(np.int64(19), 11), (11, 5), (5, 12), (12, 28)], (1, 4): [(np.int64(19), 11), (11, 5), (5, 12), (12, 20)], (2, 4): [(np.int64(17), 9), (9, 4), (4, 1), (1, 0), (0, 2), (2, 5), (5, 12), (12, 20)], (3, 4): [(np.int64(28), 12), (12, 20)]}","{(np.int64(0), np.int64(30)): {'cpu': 13}, (np.int64(1), np.int64(19)): {'cpu': 1}, (np.int64(2), np.int64(17)): {'cpu': 2}, (np.int64(3), np.int64(28)): {'cpu': 2}, (np.int64(4), np.int64(20)): {'cpu': 19}}","{((0, 1), (np.int64(30), 14)): {'bw': 12}, ((0, 1), (14, 6)): {'bw': 12}, ((0, 1), (6, 2)): {'bw': 12}, ((0, 1), (2, 5)): {'bw': 12}, ((0, 1), (5, 11)): {'bw': 12}, ((0, 1), (11, 19)): {'bw': 12}, ((0, 3), (np.int64(30), 14)): {'bw': 30}, ((0, 3), (14, 6)): {'bw': 30}, ((0, 3), (6, 2)): {'bw': 30}, ((0, 3), (2, 5)): {'bw': 30}, ((0, 3), (5, 12)): {'bw': 30}, ((0, 3), (12, 28)): {'bw': 30}, ((1, 3), (np.int64(19), 11)): {'bw': 39}, ((1, 3), (11, 5)): {'bw': 39}, ((1, 3), (5, 12)): {'bw': 39}, ((1, 3), (12, 28)): {'bw': 39}, ((1, 4), (np.int64(19), 11)): {'bw': 21}, ((1, 4), (11, 5)): {'bw': 21}, ((1, 4), (5, 12)): {'bw': 21}, ((1, 4), (12, 20)): {'bw': 21}, ((2, 4), (np.int64(17), 9)): {'bw': 13}, ((2, 4), (9, 4)): {'bw': 13}, ((2, 4), (4, 1)): {'bw': 13}, ((2, 4), (1, 0)): {'bw': 13}, ((2, 4), (0, 2)): {'bw': 13}, ((2, 4), (2, 5)): {'bw': 13}, ((2, 4), (5, 12)): {'bw': 13}, ((2, 4), (12, 20)): {'bw': 13}, ((3, 4), (np.int64(28), 12)): {'bw': 49}, ((3, 4), (12, 20)): {'bw': 49}}",731.0,201.0,370.0,37.0,164.0,37.0,164.0,37.0,694.0,530.0,0.2749658002735978,6833.194566452005,1878.894812389676,2.5703075408887495,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -26}, np.int64(1): {'cpu': -30}, np.int64(2): {'cpu': -40}, np.int64(3): {'cpu': -41}, np.int64(4): {'cpu': -17}}, 'link_level': {(0, 1): {'bw': -88}, (0, 3): {'bw': -58}, (1, 3): {'bw': -50}, (1, 4): {'bw': -29}, (2, 4): {'bw': -16}, (3, 4): {'bw': -37}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5.0,6.0,0.1458427906036377
3,3,1,542.0,2125.0,14582.853133758059,48952.73701015012,0.2550588235294118,0.2978965840201003,12,4,0,77.34773538502327,5027,714,4313,0.005571030640668551,0.007821486082355666,2,9.347735385023263,68.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
4,4,2,739.0,2546.0,170056.50668700924,381208.6159234432,0.29025923016496463,0.44609827685836223,14,5,1,105.0,4606,665,3941,0.07381615598885793,0.09339774557165859,3,789.206363214473,105.0,5,5,True,"{np.int64(0): np.int64(19), np.int64(1): np.int64(28), np.int64(2): np.int64(27), np.int64(3): np.int64(5), np.int64(4): np.int64(20)}","{(0, 2): [(np.int64(19), 11), (11, 27)], (0, 4): [(np.int64(19), 11), (11, 5), (5, 12), (12, 20)], (1, 4): [(np.int64(28), 12), (12, 20)], (2, 3): [(np.int64(27), 11), (11, 5)], (2, 4): [(np.int64(27), 11), (11, 5), (5, 12), (12, 20)]}","{(np.int64(0), np.int64(19)): {'cpu': 19}, (np.int64(1), np.int64(28)): {'cpu': 12}, (np.int64(2), np.int64(27)): {'cpu': 17}, (np.int64(3), np.int64(5)): {'cpu': 0}, (np.int64(4), np.int64(20)): {'cpu': 1}}","{((0, 2), (np.int64(19), 11)): {'bw': 36}, ((0, 2), (11, 27)): {'bw': 36}, ((0, 4), (np.int64(19), 11)): {'bw': 10}, ((0, 4), (11, 5)): {'bw': 10}, ((0, 4), (5, 12)): {'bw': 10}, ((0, 4), (12, 20)): {'bw': 10}, ((1, 4), (np.int64(28), 12)): {'bw': 42}, ((1, 4), (12, 20)): {'bw': 42}, ((2, 3), (np.int64(27), 11)): {'bw': 32}, ((2, 3), (11, 5)): {'bw': 32}, ((2, 4), (np.int64(27), 11)): {'bw': 28}, ((2, 4), (11, 5)): {'bw': 28}, ((2, 4), (5, 12)): {'bw': 28}, ((2, 4), (12, 20)): {'bw': 28}}",421.0,197.0,686.0,49.0,148.0,49.0,148.0,49.0,372.0,224.0,0.4679334916864608,332255.8789132931,155473.65355325118,369.29608920012157,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -12}, np.int64(1): {'cpu': -31}, np.int64(2): {'cpu': -38}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': -35}}, 'link_level': {(0, 2): {'bw': -87}, (0, 4): {'bw': -77}, (1, 4): {'bw': -113}, (2, 3): {'bw': -67}, (2, 4): {'bw': -39}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5.0,5.0,0.12903714179992676
5,4,2,739.0,2546.0,170056.50668700924,381208.6159234432,0.29025923016496463,0.44609827685836223,14,6,1,131.0,4606,665,3941,0.07381615598885793,0.09339774557165859,4,126.75285601976255,131.0,9,10,False,{},{},{},{},0.0,0.0,168.0,84.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0,0.2096858024597168
6,5,3,926.0,3173.0,209668.44597019392,514025.11822588596,0.2918373778758273,0.4078953314457604,17,7,1,155.0,3979,602,3377,0.1615598885793872,0.2231423970554406,5,211.82855231649557,155.0,5,6,True,"{np.int64(0): np.int64(16), np.int64(1): np.int64(21), np.int64(2): np.int64(23), np.int64(3): np.int64(18), np.int64(4): np.int64(15)}","{(0, 2): [(np.int64(16), 8), (8, 3), (3, 7), (7, 23)], (0, 4): [(np.int64(16), 8), (8, 3), (3, 7), (7, 15)], (1, 2): [(np.int64(21), 13), (13, 6), (6, 2), (2, 0), (0, 1), (1, 3), (3, 7), (7, 23)], (1, 4): [(np.int64(21), 13), (13, 6), (6, 2), (2, 0), (0, 1), (1, 3), (3, 7), (7, 15)], (2, 4): [(np.int64(23), 7), (7, 15)], (3, 4): [(np.int64(18), 10), (10, 4), (4, 1), (1, 3), (3, 7), (7, 15)]}","{(np.int64(0), np.int64(16)): {'cpu': 19}, (np.int64(1), np.int64(21)): {'cpu': 16}, (np.int64(2), np.int64(23)): {'cpu': 12}, (np.int64(3), np.int64(18)): {'cpu': 3}, (np.int64(4), np.int64(15)): {'cpu': 13}}","{((0, 2), (np.int64(16), 8)): {'bw': 2}, ((0, 2), (8, 3)): {'bw': 2}, ((0, 2), (3, 7)): {'bw': 2}, ((0, 2), (7, 23)): {'bw': 2}, ((0, 4), (np.int64(16), 8)): {'bw': 20}, ((0, 4), (8, 3)): {'bw': 20}, ((0, 4), (3, 7)): {'bw': 20}, ((0, 4), (7, 15)): {'bw': 20}, ((1, 2), (np.int64(21), 13)): {'bw': 3}, ((1, 2), (13, 6)): {'bw': 3}, ((1, 2), (6, 2)): {'bw': 3}, ((1, 2), (2, 0)): {'bw': 3}, ((1, 2), (0, 1)): {'bw': 3}, ((1, 2), (1, 3)): {'bw': 3}, ((1, 2), (3, 7)): {'bw': 3}, ((1, 2), (7, 23)): {'bw': 3}, ((1, 4), (np.int64(21), 13)): {'bw': 17}, ((1, 4), (13, 6)): {'bw': 17}, ((1, 4), (6, 2)): {'bw': 17}, ((1, 4), (2, 0)): {'bw': 17}, ((1, 4), (0, 1)): {'bw': 17}, ((1, 4), (1, 3)): {'bw': 17}, ((1, 4), (3, 7)): {'bw': 17}, ((1, 4), (7, 15)): {'bw': 17}, ((2, 4), (np.int64(23), 7)): {'bw': 44}, ((2, 4), (7, 15)): {'bw': 44}, ((3, 4), (np.int64(18), 10)): {'bw': 38}, ((3, 4), (10, 4)): {'bw': 38}, ((3, 4), (4, 1)): {'bw': 38}, ((3, 4), (1, 3)): {'bw': 38}, ((3, 4), (3, 7)): {'bw': 38}, ((3, 4), (7, 15)): {'bw': 38}}",627.0,187.0,693.0,63.0,124.0,63.0,124.0,63.0,564.0,440.0,0.2982456140350877,132816.50230244274,39611.93928318467,63.17693665579692,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -35}, np.int64(1): {'cpu': -21}, np.int64(2): {'cpu': -32}, np.int64(3): {'cpu': -53}, np.int64(4): {'cpu': -41}}, 'link_level': {(0, 2): {'bw': -130}, (0, 4): {'bw': -119}, (1, 2): {'bw': -116}, (1, 4): {'bw': -99}, (2, 4): {'bw': -58}, (3, 4): {'bw': -20}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5.0,6.0,0.15149903297424316
6,5,2,926.0,3173.0,209668.44597019392,514025.11822588596,0.2918373778758273,0.4078953314457604,17,8,0,160.56960372207226,4017,606,3411,0.15598885793871864,0.21532091097308492,1,111.56960372207224,49.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
7,5,2,926.0,3173.0,209668.44597019392,514025.11822588596,0.2918373778758273,0.4078953314457604,17,9,1,181.0,4017,606,3411,0.15598885793871864,0.21532091097308492,6,1316.109436881733,181.0,7,9,False,"{0: -1, 1: -1, 2: -1, 3: -1, 4: -1, 5: -1, 6: -1}",{},{},{},0.0,0.0,124.0,62.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,7.0,0.0,0.10958981513977051
